"FirstTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2010","FirstTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2010","FirstTeeEarlyRound2ScoringAverage_PLAYERNAME_2010","FirstTeeEarlyRound2ScoringAverage__2010","FirstTeeEarlyRound2ScoringAverage_AVG_2010","FirstTeeEarlyRound2ScoringAverage_TOTALSTROKES_2010","FirstTeeEarlyRound2ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"David Toms",NA,66.33,199,3,"FirstTeeEarlyRound2ScoringAverage",2010
2,2,"Bryce Molder",NA,66.83,401,6,"FirstTeeEarlyRound2ScoringAverage",2010
3,3,"Chris DiMarco",NA,67.8,339,5,"FirstTeeEarlyRound2ScoringAverage",2010
3,3,"Dean Wilson",NA,67.8,339,5,"FirstTeeEarlyRound2ScoringAverage",2010
5,5,"Daniel Chopra",NA,68,204,3,"FirstTeeEarlyRound2ScoringAverage",2010
5,5,"Jay Williamson",NA,68,68,1,"FirstTeeEarlyRound2ScoringAverage",2010
7,7,"Pat Perez",NA,68.17,409,6,"FirstTeeEarlyRound2ScoringAverage",2010
8,8,"Matt Jones",NA,68.2,341,5,"FirstTeeEarlyRound2ScoringAverage",2010
9,9,"Freddie Jacobson",NA,68.4,342,5,"FirstTeeEarlyRound2ScoringAverage",2010
10,10,"Retief Goosen",NA,68.43,479,7,"FirstTeeEarlyRound2ScoringAverage",2010
11,11,"Jeff Overton",NA,68.6,343,5,"FirstTeeEarlyRound2ScoringAverage",2010
11,11,"Cameron Percy",NA,68.6,343,5,"FirstTeeEarlyRound2ScoringAverage",2010
13,13,"Lee Janzen",NA,68.67,412,6,"FirstTeeEarlyRound2ScoringAverage",2010
13,13,"Marc Leishman",NA,68.67,206,3,"FirstTeeEarlyRound2ScoringAverage",2010
15,15,"Justin Rose",NA,68.75,275,4,"FirstTeeEarlyRound2ScoringAverage",2010
16,16,"Robert Garrigus",NA,68.83,413,6,"FirstTeeEarlyRound2ScoringAverage",2010
17,17,"Johnson Wagner",NA,68.86,482,7,"FirstTeeEarlyRound2ScoringAverage",2010
18,18,"Spencer Levin",NA,68.89,620,9,"FirstTeeEarlyRound2ScoringAverage",2010
19,19,"Robert Allenby",NA,69,207,3,"FirstTeeEarlyRound2ScoringAverage",2010
19,19,"Chris Stroud",NA,69,552,8,"FirstTeeEarlyRound2ScoringAverage",2010
19,19,"Charles Warren",NA,69,276,4,"FirstTeeEarlyRound2ScoringAverage",2010
22,22,"Charlie Wi",NA,69.11,622,9,"FirstTeeEarlyRound2ScoringAverage",2010
23,23,"Bo Van Pelt",NA,69.13,553,8,"FirstTeeEarlyRound2ScoringAverage",2010
24,24,"Blake Adams",NA,69.14,484,7,"FirstTeeEarlyRound2ScoringAverage",2010
25,25,"John Merrick",NA,69.17,415,6,"FirstTeeEarlyRound2ScoringAverage",2010
26,26,"Ryuji Imada",NA,69.25,831,12,"FirstTeeEarlyRound2ScoringAverage",2010
26,26,"Hunter Mahan",NA,69.25,277,4,"FirstTeeEarlyRound2ScoringAverage",2010
