"StrokesGainedTotal_RANKTHISWEEK_2013","StrokesGainedTotal_RANKLASTWEEK_2013","StrokesGainedTotal_PLAYERNAME_2013","StrokesGainedTotal_ROUNDS_2013","StrokesGainedTotal_AVERAGE_2013","StrokesGainedTotal_TOTALSGT_2013","StrokesGainedTotal_TOTALSGT2G_2013","StrokesGainedTotal_TOTALSGP_2013","StrokesGainedTotal_MEASUREDROUNDS_2013","stat_name","year"
18,18,"Brandt Snedeker",79,1.068,61.932,21.851,40.081,58,"StrokesGainedTotal",2013
19,19,"Freddie Jacobson",63,1.044,48.014,27.411,20.603,46,"StrokesGainedTotal",2013
20,20,"Graham DeLaet",94,1.028,83.254,75.407,7.847,81,"StrokesGainedTotal",2013
21,21,"Rory McIlroy",56,0.985,40.365,44.106,-3.741,41,"StrokesGainedTotal",2013
22,22,"Chris Kirk",89,0.926,75.03,38.086,36.944,81,"StrokesGainedTotal",2013
23,23,"Jason Day",86,0.925,56.434,33.93,22.504,61,"StrokesGainedTotal",2013
24,24,"Jimmy Walker",84,0.869,65.167,44.329,20.838,75,"StrokesGainedTotal",2013
25,25,"Ryan Palmer",79,0.843,58.166,35.111,23.055,69,"StrokesGainedTotal",2013
26,26,"Charles Howell III",87,0.825,65.972,30.93,35.042,80,"StrokesGainedTotal",2013
27,27,"Zach Johnson",84,0.822,55.071,30.704,24.367,67,"StrokesGainedTotal",2013
28,28,"KJ Choi",85,0.818,51.558,30.334,21.224,63,"StrokesGainedTotal",2013
29,29,"Matt Jones",83,0.813,56.943,46.71,10.233,70,"StrokesGainedTotal",2013
30,30,"Kevin Streelman",86,0.8,54.432,37.727,16.705,68,"StrokesGainedTotal",2013
31,31,"Rickie Fowler",75,0.755,44.555,19.633,24.922,59,"StrokesGainedTotal",2013
32,32,"Dustin Johnson",71,0.745,37.974,43.222,-5.248,51,"StrokesGainedTotal",2013
33,33,"Russell Henley",80,0.726,47.909,7.572,40.337,66,"StrokesGainedTotal",2013
34,34,"Bob Estes",66,0.717,44.451,23.861,20.59,62,"StrokesGainedTotal",2013
35,35,"Brendon de Jonge",110,0.713,69.204,66.778,2.426,97,"StrokesGainedTotal",2013
36,36,"Brian Davis",91,0.642,53.322,34.088,19.234,83,"StrokesGainedTotal",2013
37,37,"Billy Horschel",96,0.595,49.356,18.362,30.994,83,"StrokesGainedTotal",2013
38,38,"Jason Dufner",78,0.581,35.441,49.48,-14.039,61,"StrokesGainedTotal",2013
39,39,"Chris Stroud",88,0.572,44.583,17.977,26.606,78,"StrokesGainedTotal",2013
40,40,"Lee Westwood",70,0.564,28.769,53.469,-24.7,51,"StrokesGainedTotal",2013
41,41,"Harris English",95,0.555,45.521,6.296,39.225,82,"StrokesGainedTotal",2013
42,42,"Graeme McDowell",53,0.543,20.089,15.119,4.97,37,"StrokesGainedTotal",2013
43,43,"Charley Hoffman",84,0.527,38.507,29.243,9.264,73,"StrokesGainedTotal",2013
44,44,"Jerry Kelly",75,0.515,32.953,18.381,14.572,64,"StrokesGainedTotal",2013
45,45,"Ian Poulter",59,0.514,20.049,13.176,6.873,39,"StrokesGainedTotal",2013
46,46,"Peter Hanson",45,0.508,16.772,0.915,15.857,33,"StrokesGainedTotal",2013
47,47,"Nick Watney",88,0.472,34.483,34.205,0.278,73,"StrokesGainedTotal",2013
48,48,"Bryce Molder",82,0.44,31.254,-10.902,42.156,71,"StrokesGainedTotal",2013
49,49,"John Merrick",79,0.439,29.841,25.496,4.345,68,"StrokesGainedTotal",2013
50,50,"Rory Sabbatini",86,0.423,30.486,49.699,-19.213,72,"StrokesGainedTotal",2013
51,51,"Kevin Stadler",83,0.421,29.042,48.615,-19.573,69,"StrokesGainedTotal",2013
52,52,"Gary Woodland",94,0.416,34.549,29.439,5.11,83,"StrokesGainedTotal",2013
53,53,"Roberto Castro",97,0.4,33.601,73.02,-39.419,84,"StrokesGainedTotal",2013
54,54,"Camilo Villegas",79,0.394,25.243,34.791,-9.548,64,"StrokesGainedTotal",2013
55,55,"Daniel Summerhays",83,0.39,30.397,13.341,17.056,78,"StrokesGainedTotal",2013
56,56,"Martin Flores",83,0.379,28.837,22.7,6.137,76,"StrokesGainedTotal",2013
57,57,"Ted Potter Jr",65,0.37,20.326,6.613,13.713,55,"StrokesGainedTotal",2013
58,58,"Stewart Cink",71,0.362,20.271,33.895,-13.624,56,"StrokesGainedTotal",2013
59,59,"Ryan Moore",72,0.35,19.939,21.476,-1.537,57,"StrokesGainedTotal",2013
60,60,"Chez Reavie",72,0.32,21.412,22.013,-0.601,67,"StrokesGainedTotal",2013
61,61,"James Driscoll",76,0.316,19.935,-20.937,40.872,63,"StrokesGainedTotal",2013
62,62,"Kevin Chappell",80,0.309,20.729,44.072,-23.343,67,"StrokesGainedTotal",2013
63,63,"Ernie Els",63,0.308,14.778,21.391,-6.613,48,"StrokesGainedTotal",2013
64,64,"David Hearn",88,0.297,21.646,-13.857,35.503,73,"StrokesGainedTotal",2013
65,65,"David Lynn",70,0.295,16.523,-7.519,24.042,56,"StrokesGainedTotal",2013
66,66,"Marc Leishman",77,0.292,18.672,13.482,5.19,64,"StrokesGainedTotal",2013
67,67,"Jeff Overton",78,0.282,20.86,-2.078,22.938,74,"StrokesGainedTotal",2013
68,68,"John Huh",88,0.276,20.686,37.781,-17.095,75,"StrokesGainedTotal",2013
68,68,"Mark Wilson",56,0.276,13.816,23.536,-9.72,50,"StrokesGainedTotal",2013
70,70,"Cameron Tringale",80,0.274,20.576,12.594,7.982,75,"StrokesGainedTotal",2013
71,71,"Josh Teater",86,0.271,16.525,15.111,1.414,61,"StrokesGainedTotal",2013
72,72,"Richard Lee",81,0.244,17.603,-22.179,39.782,72,"StrokesGainedTotal",2013
73,73,"Matt Every",89,0.229,18.301,25.739,-7.438,80,"StrokesGainedTotal",2013
74,74,"Pat Perez",69,0.22,14.074,16.054,-1.98,64,"StrokesGainedTotal",2013
75,75,"Morgan Hoffmann",64,0.218,11.535,0.559,10.976,53,"StrokesGainedTotal",2013
76,76,"George McNeill",68,0.185,11.848,13.734,-1.886,64,"StrokesGainedTotal",2013
77,77,"John Rollins",77,0.181,12.309,29.237,-16.928,68,"StrokesGainedTotal",2013
78,78,"Stuart Appleby",88,0.178,14.023,-13.916,27.939,79,"StrokesGainedTotal",2013
79,79,"Nicholas Thompson",99,0.173,14.894,39.081,-24.187,86,"StrokesGainedTotal",2013
80,80,"Ben Crane",62,0.135,7.435,6.203,1.232,55,"StrokesGainedTotal",2013
80,80,"Martin Kaymer",61,0.135,5.658,0.031,5.627,42,"StrokesGainedTotal",2013
82,82,"Jason Kokrak",78,0.122,8.809,18.1,-9.291,72,"StrokesGainedTotal",2013
83,83,"Brandt Jobe",62,0.087,4.595,3.784,1.548,53,"StrokesGainedTotal",2013
84,84,"Tim Clark",64,0.083,3.578,1.066,2.512,43,"StrokesGainedTotal",2013
85,85,"Justin Leonard",86,0.071,5.308,-20.881,26.189,75,"StrokesGainedTotal",2013
86,86,"Patrick Reed",83,0.065,4.78,-20.945,25.725,74,"StrokesGainedTotal",2013
87,87,"Boo Weekley",100,0.064,5.35,61.588,-56.238,83,"StrokesGainedTotal",2013
88,88,"Angel Cabrera",73,0.034,1.949,-1.336,3.285,57,"StrokesGainedTotal",2013
89,89,"JJ Henry",83,0.028,2.058,-8.564,10.622,74,"StrokesGainedTotal",2013
90,90,"Robert Garrigus",69,0.027,1.305,22.843,-21.538,49,"StrokesGainedTotal",2013
90,90,"William McGirt",75,0.027,1.922,-14.198,16.12,71,"StrokesGainedTotal",2013
90,90,"John Senden",79,0.027,1.639,10.117,-8.478,61,"StrokesGainedTotal",2013
93,93,"Brendan Steele",86,-0.02,-1.569,-4.647,3.078,77,"StrokesGainedTotal",2013
94,94,"Jim Herman",59,-0.021,-0.919,9.268,-10.187,44,"StrokesGainedTotal",2013
95,95,"Martin Laird",68,-0.057,-3.037,3.706,-6.743,53,"StrokesGainedTotal",2013
95,95,"David Lingmerth",68,-0.057,-3.263,-2.385,-0.878,57,"StrokesGainedTotal",2013
97,97,"Luke Guthrie",82,-0.06,-3.909,9.518,-13.427,65,"StrokesGainedTotal",2013
97,97,"DA Points",87,-0.06,-4.103,7.002,-11.105,68,"StrokesGainedTotal",2013
99,99,"Chad Campbell",78,-0.064,-4.637,13.349,-17.986,72,"StrokesGainedTotal",2013
100,100,"Vaughn Taylor",50,-0.074,-2.962,-7.114,4.152,40,"StrokesGainedTotal",2013
101,101,"Greg Chalmers",77,-0.086,-6.03,-66.081,60.051,70,"StrokesGainedTotal",2013
102,102,"Jason Bohn",70,-0.091,-6.037,-18.226,12.189,66,"StrokesGainedTotal",2013
103,103,"Ken Duke",87,-0.1,-7.499,-5.478,-2.021,75,"StrokesGainedTotal",2013
104,104,"Scott Brown",65,-0.103,-5.692,6.19,-11.882,55,"StrokesGainedTotal",2013
105,105,"Vijay Singh",61,-0.105,-5.036,38.196,-43.232,48,"StrokesGainedTotal",2013
106,106,"Brad Fritsch",81,-0.108,-7.358,7.847,-15.205,68,"StrokesGainedTotal",2013
107,107,"Scott Piercy",78,-0.11,-6.815,4.583,-11.398,62,"StrokesGainedTotal",2013
108,108,"Padraig Harrington",52,-0.13,-4.544,0.008,-4.552,35,"StrokesGainedTotal",2013
109,109,"Bo Van Pelt",72,-0.139,-7.495,2.354,-9.849,54,"StrokesGainedTotal",2013
110,110,"James Hahn",78,-0.144,-9.673,-9.809,0.136,67,"StrokesGainedTotal",2013
111,111,"Lucas Glover",65,-0.147,-7.638,36.978,-44.616,52,"StrokesGainedTotal",2013
112,112,"Brian Stuard",78,-0.152,-9.601,-14.666,5.065,63,"StrokesGainedTotal",2013
113,113,"Carl Pettersson",82,-0.158,-10.13,-8.251,-1.879,64,"StrokesGainedTotal",2013
114,114,"Sangmoon Bae",83,-0.16,-11.508,-38.02,26.512,72,"StrokesGainedTotal",2013
115,115,"Justin Hicks",79,-0.208,-13.756,0.285,-14.041,66,"StrokesGainedTotal",2013
116,116,"DH Lee",65,-0.228,-13.199,-15.958,2.759,58,"StrokesGainedTotal",2013
117,117,"Scott Langley",79,-0.237,-15.186,-18.489,3.303,64,"StrokesGainedTotal",2013
118,118,"Tag Ridings",69,-0.253,-14.697,-17.651,2.954,58,"StrokesGainedTotal",2013
119,119,"Erik Compton",74,-0.256,-16.647,-31.711,15.064,65,"StrokesGainedTotal",2013
120,120,"Cameron Percy",68,-0.26,-14.84,-22.609,7.769,57,"StrokesGainedTotal",2013
121,121,"Andres Romero",63,-0.271,-14.073,-20.23,6.157,52,"StrokesGainedTotal",2013
122,122,"Brian Gay",79,-0.283,-20.06,-50.262,30.202,71,"StrokesGainedTotal",2013
123,123,"Ben Curtis",59,-0.284,-13.055,-22.786,9.731,46,"StrokesGainedTotal",2013
124,124,"Scott Stallings",79,-0.285,-18.839,-28.64,9.801,66,"StrokesGainedTotal",2013
125,125,"Bud Cauley",67,-0.313,-17.508,14.444,-31.952,56,"StrokesGainedTotal",2013
125,125,"Robert Streb",75,-0.313,-19.43,-19.587,0.157,62,"StrokesGainedTotal",2013
125,125,"Charlie Wi",75,-0.313,-20.65,-32.411,11.761,66,"StrokesGainedTotal",2013
128,128,"Nicolas Colsaerts",50,-0.318,-11.454,9.257,-20.711,36,"StrokesGainedTotal",2013
129,129,"Jeff Maggert",63,-0.322,-18.33,-0.028,-18.302,57,"StrokesGainedTotal",2013
130,130,"Shawn Stefani",63,-0.332,-16.593,-33.237,16.644,50,"StrokesGainedTotal",2013
131,131,"Trevor Immelman",73,-0.336,-20.859,1.664,-22.523,62,"StrokesGainedTotal",2013
132,132,"Fabian Gomez",65,-0.338,-18.917,-27.216,8.299,56,"StrokesGainedTotal",2013
133,133,"Ricky Barnes",74,-0.341,-22.173,15.758,-37.931,65,"StrokesGainedTotal",2013
134,134,"Henrik Norlander",70,-0.344,-20.322,-10.694,-9.628,59,"StrokesGainedTotal",2013
135,135,"Brian Harman",89,-0.354,-26.902,-37.989,11.087,76,"StrokesGainedTotal",2013
136,136,"Tim Herron",45,-0.376,-16.525,-14.593,-1.932,44,"StrokesGainedTotal",2013
137,137,"Kyle Stanley",71,-0.391,-23.482,17.31,-40.792,60,"StrokesGainedTotal",2013
138,138,"Aaron Baddeley",68,-0.399,-23.55,-62.358,38.808,59,"StrokesGainedTotal",2013
139,139,"Steven Bowditch",67,-0.425,-24.65,-21.769,-2.881,58,"StrokesGainedTotal",2013
140,140,"Dicky Pride",71,-0.427,-25.203,-24.649,-0.554,59,"StrokesGainedTotal",2013
141,141,"Jonas Blixt",76,-0.43,-28.825,-49.851,21.026,67,"StrokesGainedTotal",2013
142,142,"Robert Karlsson",56,-0.44,-16.295,-3.987,-12.308,37,"StrokesGainedTotal",2013
143,143,"Doug LaBelle II",72,-0.471,-27.777,-59.71,31.933,59,"StrokesGainedTotal",2013
144,144,"Steve LeBrun",66,-0.495,-26.244,-16.893,-9.351,53,"StrokesGainedTotal",2013
145,145,"Seung Yul Noh",71,-0.541,-33.57,-4.796,-28.774,62,"StrokesGainedTotal",2013
146,146,"Ben Kohles",75,-0.542,-33.599,-36.238,2.639,62,"StrokesGainedTotal",2013
147,147,"Michael Thompson",66,-0.545,-28.91,-22.541,-6.369,53,"StrokesGainedTotal",2013
148,148,"Charlie Beljan",62,-0.602,-33.119,-21.838,-11.281,55,"StrokesGainedTotal",2013
149,149,"Ryo Ishikawa",72,-0.607,-33.407,3.166,-36.573,55,"StrokesGainedTotal",2013
150,150,"Jin Park",52,-0.614,-26.404,-24.875,-1.529,43,"StrokesGainedTotal",2013
150,150,"YE Yang",56,-0.614,-25.173,-22.261,-2.912,41,"StrokesGainedTotal",2013
152,152,"Tom Gillis",69,-0.616,-36.987,-47.47,10.483,60,"StrokesGainedTotal",2013
153,153,"DJ Trahan",48,-0.624,-23.695,-14.234,-9.461,38,"StrokesGainedTotal",2013
154,154,"Stephen Ames",49,-0.659,-28.99,-60.264,31.274,44,"StrokesGainedTotal",2013
155,155,"Troy Matteson",68,-0.664,-39.153,-39.322,0.169,59,"StrokesGainedTotal",2013
156,156,"Greg Owen",73,-0.677,-44.662,-0.431,-44.231,66,"StrokesGainedTotal",2013
157,157,"Casey Wittenberg",72,-0.69,-42.105,-57.546,15.441,61,"StrokesGainedTotal",2013
158,158,"Andrew Svoboda",46,-0.699,-24.449,-25.403,0.954,35,"StrokesGainedTotal",2013
159,159,"Aaron Watkins",46,-0.715,-25.04,-38.909,13.869,35,"StrokesGainedTotal",2013
160,160,"David Toms",49,-0.726,-23.218,-10.507,-12.711,32,"StrokesGainedTotal",2013
161,161,"Geoff Ogilvy",57,-0.751,-31.524,-17.521,-14.003,42,"StrokesGainedTotal",2013
162,162,"Tommy Gainey",84,-0.84,-63.011,-69.124,6.113,75,"StrokesGainedTotal",2013
163,163,"Will Claxton",67,-0.858,-48.02,-8.303,-39.717,56,"StrokesGainedTotal",2013
164,164,"Lee Williams",62,-0.871,-44.4,-22.696,-21.704,51,"StrokesGainedTotal",2013
165,165,"Mike Weir",60,-0.878,-41.259,-54.7,13.441,47,"StrokesGainedTotal",2013
166,166,"Robert Allenby",58,-0.927,-48.211,-30.529,-17.682,52,"StrokesGainedTotal",2013
167,167,"Rod Pampling",46,-0.94,-32.916,-13.244,-19.672,35,"StrokesGainedTotal",2013
168,168,"Johnson Wagner",64,-1.01,-52.515,-66.333,13.818,52,"StrokesGainedTotal",2013
169,169,"Darron Stiles",51,-1.038,-43.61,-25.637,-17.973,42,"StrokesGainedTotal",2013
170,170,"Scott Gardiner",61,-1.064,-55.344,-38.459,-16.885,52,"StrokesGainedTotal",2013
171,171,"Sean OHair",56,-1.117,-56.975,-42.935,-14.04,51,"StrokesGainedTotal",2013
172,172,"Alistair Presnell",59,-1.13,-51.957,-51.152,-0.805,46,"StrokesGainedTotal",2013
173,173,"Derek Ernst",58,-1.176,-57.638,-47.089,-10.549,49,"StrokesGainedTotal",2013
174,174,"David Mathis",71,-1.198,-74.251,-46.38,-27.871,62,"StrokesGainedTotal",2013
175,175,"Justin Bolli",59,-1.328,-61.069,-62.797,1.728,46,"StrokesGainedTotal",2013
176,176,"Colt Knost",69,-1.33,-77.161,-102.095,24.934,58,"StrokesGainedTotal",2013
177,177,"Michael Bradley",56,-1.434,-61.668,-42.205,-19.463,43,"StrokesGainedTotal",2013
178,178,"Luke List",65,-1.439,-74.822,-60.838,-13.984,52,"StrokesGainedTotal",2013
179,179,"Bobby Gates",49,-1.528,-58.081,-58.612,0.531,38,"StrokesGainedTotal",2013
180,180,"Eric Meierdierks",48,-1.599,-59.18,-23.753,-35.427,37,"StrokesGainedTotal",2013
