"BirdieorBetterPercentageRightRough_RANKTHISWEEK_2014","BirdieorBetterPercentageRightRough_RANKLASTWEEK_2014","BirdieorBetterPercentageRightRough_PLAYERNAME_2014","BirdieorBetterPercentageRightRough_ROUNDS_2014","BirdieorBetterPercentageRightRough_Pct_2014","BirdieorBetterPercentageRightRough_TOTALBIRDIES_2014","BirdieorBetterPercentageRightRough_TOTALHOLES_2014","stat_name","year"
31,31,"Sangmoon Bae",76,16.89,25,148,"BirdieorBetterPercentageRightRough",2014
32,32,"Harris English",95,16.79,23,137,"BirdieorBetterPercentageRightRough",2014
32,32,"Ryo Ishikawa",75,16.79,22,131,"BirdieorBetterPercentageRightRough",2014
34,34,"George McNeill",79,16.78,24,143,"BirdieorBetterPercentageRightRough",2014
35,35,"James Hahn",82,16.56,25,151,"BirdieorBetterPercentageRightRough",2014
36,36,"Robert Garrigus",80,16.55,24,145,"BirdieorBetterPercentageRightRough",2014
37,37,"Jeff Maggert",54,16.44,12,73,"BirdieorBetterPercentageRightRough",2014
38,38,"Ted Potter Jr",68,16.33,16,98,"BirdieorBetterPercentageRightRough",2014
39,39,"DH Lee",54,16.25,13,80,"BirdieorBetterPercentageRightRough",2014
40,40,"Brian Harman",111,16.04,30,187,"BirdieorBetterPercentageRightRough",2014
41,41,"Ricky Barnes",92,15.92,25,157,"BirdieorBetterPercentageRightRough",2014
42,42,"Vijay Singh",83,15.89,24,151,"BirdieorBetterPercentageRightRough",2014
43,43,"Michael Thompson",74,15.84,16,101,"BirdieorBetterPercentageRightRough",2014
44,44,"Patrick Reed",92,15.82,28,177,"BirdieorBetterPercentageRightRough",2014
45,45,"Kevin Streelman",79,15.79,15,95,"BirdieorBetterPercentageRightRough",2014
46,46,"Billy Hurley III",86,15.73,14,89,"BirdieorBetterPercentageRightRough",2014
47,47,"Scott Brown",100,15.7,19,121,"BirdieorBetterPercentageRightRough",2014
48,48,"Ernie Els",85,15.53,25,161,"BirdieorBetterPercentageRightRough",2014
49,49,"Briny Baird",50,15.38,12,78,"BirdieorBetterPercentageRightRough",2014
49,49,"Paul Casey",56,15.38,12,78,"BirdieorBetterPercentageRightRough",2014
51,51,"Charl Schwartzel",64,15.32,19,124,"BirdieorBetterPercentageRightRough",2014
52,52,"Mike Weir",69,15.27,20,131,"BirdieorBetterPercentageRightRough",2014
53,53,"Martin Kaymer",65,15.22,14,92,"BirdieorBetterPercentageRightRough",2014
54,54,"Jerry Kelly",80,15.2,19,125,"BirdieorBetterPercentageRightRough",2014
55,55,"Justin Rose",70,15.13,18,119,"BirdieorBetterPercentageRightRough",2014
56,56,"Brian Gay",81,15.09,16,106,"BirdieorBetterPercentageRightRough",2014
57,57,"Charlie Wi",72,15.03,23,153,"BirdieorBetterPercentageRightRough",2014
58,58,"Bill Haas",107,15,21,140,"BirdieorBetterPercentageRightRough",2014
58,58,"Ryan Moore",86,15,12,80,"BirdieorBetterPercentageRightRough",2014
60,60,"Josh Teater",90,14.97,22,147,"BirdieorBetterPercentageRightRough",2014
61,61,"David Lingmerth",80,14.96,19,127,"BirdieorBetterPercentageRightRough",2014
62,62,"Ken Duke",80,14.95,16,107,"BirdieorBetterPercentageRightRough",2014
62,62,"Brian Stuard",91,14.95,16,107,"BirdieorBetterPercentageRightRough",2014
64,64,"Will Ma Kenzie",82,14.93,20,134,"BirdieorBetterPercentageRightRough",2014
65,65,"Tim Clark",75,14.89,14,94,"BirdieorBetterPercentageRightRough",2014
66,66,"JB Holmes",86,14.86,22,148,"BirdieorBetterPercentageRightRough",2014
67,67,"John Rollins",84,14.81,20,135,"BirdieorBetterPercentageRightRough",2014
68,68,"Erik Compton",88,14.79,21,142,"BirdieorBetterPercentageRightRough",2014
68,68,"Carl Pettersson",91,14.79,25,169,"BirdieorBetterPercentageRightRough",2014
70,70,"Boo Weekley",73,14.74,14,95,"BirdieorBetterPercentageRightRough",2014
71,71,"KJ Choi",80,14.71,15,102,"BirdieorBetterPercentageRightRough",2014
72,72,"Pat Perez",84,14.69,21,143,"BirdieorBetterPercentageRightRough",2014
73,73,"Bubba Watson",76,14.66,17,116,"BirdieorBetterPercentageRightRough",2014
74,74,"Russell Henley",92,14.62,19,130,"BirdieorBetterPercentageRightRough",2014
75,75,"Jordan Spieth",102,14.61,26,178,"BirdieorBetterPercentageRightRough",2014
76,76,"Sergio Garcia",61,14.47,11,76,"BirdieorBetterPercentageRightRough",2014
77,77,"Robert Streb",75,14.42,15,104,"BirdieorBetterPercentageRightRough",2014
78,78,"Lucas Glover",68,14.29,10,70,"BirdieorBetterPercentageRightRough",2014
78,78,"Jamie Lovemark",64,14.29,18,126,"BirdieorBetterPercentageRightRough",2014
80,80,"David Toms",64,14.1,11,78,"BirdieorBetterPercentageRightRough",2014
81,81,"Seung Yul Noh",92,14.04,24,171,"BirdieorBetterPercentageRightRough",2014
82,82,"Wes Roach",67,14.02,15,107,"BirdieorBetterPercentageRightRough",2014
83,83,"Louis Oosthuizen",50,14,7,50,"BirdieorBetterPercentageRightRough",2014
83,83,"Nick Watney",80,14,14,100,"BirdieorBetterPercentageRightRough",2014
85,85,"Aaron Baddeley",74,13.92,22,158,"BirdieorBetterPercentageRightRough",2014
86,86,"Kevin Chappell",100,13.85,18,130,"BirdieorBetterPercentageRightRough",2014
87,87,"Jim Herman",62,13.83,13,94,"BirdieorBetterPercentageRightRough",2014
88,88,"Andres Romero",81,13.64,21,154,"BirdieorBetterPercentageRightRough",2014
89,89,"Jonas Blixt",64,13.48,12,89,"BirdieorBetterPercentageRightRough",2014
89,89,"DA Points",75,13.48,12,89,"BirdieorBetterPercentageRightRough",2014
91,91,"Morgan Hoffmann",103,13.46,28,208,"BirdieorBetterPercentageRightRough",2014
92,92,"Derek Ernst",80,13.45,16,119,"BirdieorBetterPercentageRightRough",2014
93,93,"John Peterson",62,13.19,12,91,"BirdieorBetterPercentageRightRough",2014
94,94,"John Huh",87,13.16,15,114,"BirdieorBetterPercentageRightRough",2014
95,95,"Bud Cauley",56,13.1,11,84,"BirdieorBetterPercentageRightRough",2014
96,96,"Kevin Kisner",85,13.04,18,138,"BirdieorBetterPercentageRightRough",2014
96,96,"Nicholas Thompson",85,13.04,15,115,"BirdieorBetterPercentageRightRough",2014
98,98,"Charles Howell III",106,13,29,223,"BirdieorBetterPercentageRightRough",2014
99,99,"Ben Curtis",77,12.96,14,108,"BirdieorBetterPercentageRightRough",2014
99,99,"YE Yang",79,12.96,14,108,"BirdieorBetterPercentageRightRough",2014
101,101,"Luke Guthrie",85,12.93,19,147,"BirdieorBetterPercentageRightRough",2014
102,102,"Trevor Immelman",84,12.9,20,155,"BirdieorBetterPercentageRightRough",2014
102,102,"Graeme McDowell",66,12.9,8,62,"BirdieorBetterPercentageRightRough",2014
104,104,"Stewart Cink",91,12.88,17,132,"BirdieorBetterPercentageRightRough",2014
105,105,"Matt Every",85,12.87,13,101,"BirdieorBetterPercentageRightRough",2014
106,106,"Chad Collins",78,12.7,16,126,"BirdieorBetterPercentageRightRough",2014
107,107,"Hunter Mahan",88,12.69,17,134,"BirdieorBetterPercentageRightRough",2014
108,108,"Stuart Appleby",92,12.58,19,151,"BirdieorBetterPercentageRightRough",2014
109,109,"Roberto Castro",76,12.5,12,96,"BirdieorBetterPercentageRightRough",2014
109,109,"Danny Lee",84,12.5,13,104,"BirdieorBetterPercentageRightRough",2014
109,109,"Camilo Villegas",95,12.5,16,128,"BirdieorBetterPercentageRightRough",2014
112,112,"Jason Dufner",57,12.35,10,81,"BirdieorBetterPercentageRightRough",2014
113,113,"Brendon Todd",108,12.27,20,163,"BirdieorBetterPercentageRightRough",2014
114,114,"Kevin Tway",64,12.26,13,106,"BirdieorBetterPercentageRightRough",2014
115,115,"James Driscoll",71,12.23,17,139,"BirdieorBetterPercentageRightRough",2014
116,116,"Richard Lee",80,12.2,15,123,"BirdieorBetterPercentageRightRough",2014
116,116,"Tyrone Van Aswegen",79,12.2,15,123,"BirdieorBetterPercentageRightRough",2014
118,118,"Scott Langley",95,12.11,23,190,"BirdieorBetterPercentageRightRough",2014
119,119,"Zach Johnson",97,12.1,15,124,"BirdieorBetterPercentageRightRough",2014
120,120,"Brandt Snedeker",89,12,12,100,"BirdieorBetterPercentageRightRough",2014
121,121,"Marc Leishman",81,11.92,18,151,"BirdieorBetterPercentageRightRough",2014
122,122,"Michael Putnam",106,11.9,20,168,"BirdieorBetterPercentageRightRough",2014
123,123,"Brice Garnett",92,11.84,18,152,"BirdieorBetterPercentageRightRough",2014
124,124,"William McGirt",96,11.81,17,144,"BirdieorBetterPercentageRightRough",2014
125,125,"Heath Slocum",71,11.76,8,68,"BirdieorBetterPercentageRightRough",2014
125,125,"Bo Van Pelt",83,11.76,12,102,"BirdieorBetterPercentageRightRough",2014
127,127,"Kyle Stanley",87,11.72,17,145,"BirdieorBetterPercentageRightRough",2014
128,128,"Brad Fritsch",50,11.7,11,94,"BirdieorBetterPercentageRightRough",2014
129,129,"Will Wilcox",51,11.69,9,77,"BirdieorBetterPercentageRightRough",2014
130,130,"Troy Merritt",62,11.54,15,130,"BirdieorBetterPercentageRightRough",2014
131,131,"Troy Matteson",62,11.43,12,105,"BirdieorBetterPercentageRightRough",2014
132,132,"Charlie Beljan",76,11.35,16,141,"BirdieorBetterPercentageRightRough",2014
133,133,"Rickie Fowler",91,11.29,14,124,"BirdieorBetterPercentageRightRough",2014
134,134,"Matt Jones",83,11.11,13,117,"BirdieorBetterPercentageRightRough",2014
134,134,"Jeff Overton",80,11.11,15,135,"BirdieorBetterPercentageRightRough",2014
134,134,"Hudson Swafford",75,11.11,12,108,"BirdieorBetterPercentageRightRough",2014
137,137,"Sean OHair",77,11.03,16,145,"BirdieorBetterPercentageRightRough",2014
138,138,"Retief Goosen",94,10.98,19,173,"BirdieorBetterPercentageRightRough",2014
139,139,"Chris Stroud",88,10.92,13,119,"BirdieorBetterPercentageRightRough",2014
140,140,"Tim Wilkinson",86,10.8,19,176,"BirdieorBetterPercentageRightRough",2014
141,141,"Kevin Stadler",90,10.78,11,102,"BirdieorBetterPercentageRightRough",2014
142,142,"Brooks Koepka",56,10.59,9,85,"BirdieorBetterPercentageRightRough",2014
143,143,"Andrew Svoboda",77,10.48,11,105,"BirdieorBetterPercentageRightRough",2014
144,144,"Brendon de Jonge",109,10.45,14,134,"BirdieorBetterPercentageRightRough",2014
145,145,"Lee Westwood",57,10.34,9,87,"BirdieorBetterPercentageRightRough",2014
146,146,"Jhonattan Vegas",77,10.32,13,126,"BirdieorBetterPercentageRightRough",2014
147,147,"Chesson Hadley",84,10.26,12,117,"BirdieorBetterPercentageRightRough",2014
148,148,"Brendan Steele",89,10.24,13,127,"BirdieorBetterPercentageRightRough",2014
149,149,"Jim Furyk",84,10.23,9,88,"BirdieorBetterPercentageRightRough",2014
150,150,"Shawn Stefani",60,10.2,10,98,"BirdieorBetterPercentageRightRough",2014
151,151,"Robert Allenby",83,10.11,9,89,"BirdieorBetterPercentageRightRough",2014
152,152,"Steven Bowditch",93,10.07,15,149,"BirdieorBetterPercentageRightRough",2014
152,152,"John Senden",99,10.07,14,139,"BirdieorBetterPercentageRightRough",2014
154,154,"Jonathan Byrd",76,10,12,120,"BirdieorBetterPercentageRightRough",2014
155,155,"John Merrick",87,9.88,8,81,"BirdieorBetterPercentageRightRough",2014
156,156,"Jason Day",54,9.86,7,71,"BirdieorBetterPercentageRightRough",2014
156,156,"Cameron Tringale",111,9.86,14,142,"BirdieorBetterPercentageRightRough",2014
158,158,"Russell Knox",92,9.77,13,133,"BirdieorBetterPercentageRightRough",2014
159,159,"Justin Hicks",103,9.73,11,113,"BirdieorBetterPercentageRightRough",2014
160,160,"Martin Flores",85,9.52,14,147,"BirdieorBetterPercentageRightRough",2014
161,161,"Matt Kuchar",91,9.35,10,107,"BirdieorBetterPercentageRightRough",2014
162,162,"Chad Campbell",57,9.09,7,77,"BirdieorBetterPercentageRightRough",2014
163,163,"Woody Austin",63,9.01,10,111,"BirdieorBetterPercentageRightRough",2014
164,164,"Jim Renner",61,8.7,8,92,"BirdieorBetterPercentageRightRough",2014
165,165,"Spencer Levin",59,8.54,7,82,"BirdieorBetterPercentageRightRough",2014
166,166,"Mark Wilson",69,8.49,9,106,"BirdieorBetterPercentageRightRough",2014
167,167,"Ian Poulter",57,8.25,8,97,"BirdieorBetterPercentageRightRough",2014
168,168,"Gonzalo Fdez Castano",83,8.15,11,135,"BirdieorBetterPercentageRightRough",2014
169,169,"Ben Crane",81,8,10,125,"BirdieorBetterPercentageRightRough",2014
170,170,"Billy Horschel",92,7.61,7,92,"BirdieorBetterPercentageRightRough",2014
171,171,"Martin Laird",66,7.29,7,96,"BirdieorBetterPercentageRightRough",2014
172,172,"David Hearn",97,6.92,9,130,"BirdieorBetterPercentageRightRough",2014
173,173,"Bryce Molder",77,6.67,10,150,"BirdieorBetterPercentageRightRough",2014
173,173,"Johnson Wagner",69,6.67,7,105,"BirdieorBetterPercentageRightRough",2014
175,175,"Luke Donald",57,6.45,4,62,"BirdieorBetterPercentageRightRough",2014
176,176,"Ben Martin",80,6.32,6,95,"BirdieorBetterPercentageRightRough",2014
177,177,"Justin Leonard",75,3.64,4,110,"BirdieorBetterPercentageRightRough",2014
