"PuttingInside10_RANKTHISWEEK_2016","PuttingInside10_RANKLASTWEEK_2016","PuttingInside10_PLAYERNAME_2016","PuttingInside10_ROUNDS_2016","PuttingInside10_PctMADE_2016","PuttingInside10_ATTEMPTS_2016","PuttingInside10_PUTTSMADE_2016","stat_name","year"
61,49,"Mark Wilson",42,88.46,650,575,"PuttingInside10",2016
62,69,"Wes Roach",33,88.44,398,352,"PuttingInside10",2016
63,21,"Alex Cejka",47,88.42,570,504,"PuttingInside10",2016
64,24,"Adam Scott",39,88.41,440,389,"PuttingInside10",2016
65,86,"Jason Bohn",37,88.4,543,480,"PuttingInside10",2016
66,98,"Andres Gonzales",46,88.3,624,551,"PuttingInside10",2016
66,76,"Steve Stricker",25,88.3,376,332,"PuttingInside10",2016
68,74,"Tyrone Van Aswegen",67,88.29,965,852,"PuttingInside10",2016
69,55,"Shane Lowry",35,88.27,358,316,"PuttingInside10",2016
70,103,"Erik Compton",45,88.22,594,524,"PuttingInside10",2016
70,61,"Ben Crane",48,88.22,679,599,"PuttingInside10",2016
70,97,"DH Lee",35,88.22,433,382,"PuttingInside10",2016
73,82,"Jimmy Walker",43,88.18,592,522,"PuttingInside10",2016
73,108,"Steve Wheatcroft",53,88.18,787,694,"PuttingInside10",2016
75,87,"Jim Herman",55,88.15,709,625,"PuttingInside10",2016
76,118,"Hunter Mahan",43,88.13,573,505,"PuttingInside10",2016
77,85,"Patrick Reed",53,88.12,589,519,"PuttingInside10",2016
78,70,"Stuart Appleby",39,88.1,672,592,"PuttingInside10",2016
79,89,"Jerry Kelly",44,88.08,537,473,"PuttingInside10",2016
79,76,"Patrick Rodgers",49,88.08,738,650,"PuttingInside10",2016
81,72,"Dawie van der Walt",48,88.06,628,553,"PuttingInside10",2016
82,73,"Michael Kim",62,88.05,937,825,"PuttingInside10",2016
83,34,"Jamie Lovemark",57,88.03,919,809,"PuttingInside10",2016
84,92,"Matt Kuchar",46,88.02,576,507,"PuttingInside10",2016
84,18,"Ian Poulter",37,88.02,434,382,"PuttingInside10",2016
84,101,"Cameron Tringale",47,88.02,743,654,"PuttingInside10",2016
87,96,"Blayne Barber",44,88.01,709,624,"PuttingInside10",2016
87,90,"Ricky Barnes",57,88.01,809,712,"PuttingInside10",2016
87,93,"KJ Choi",47,88.01,734,646,"PuttingInside10",2016
90,120,"Brett Stegmaier",57,87.93,878,772,"PuttingInside10",2016
91,67,"Scott Langley",41,87.91,579,509,"PuttingInside10",2016
92,101,"Rhein Gibson",36,87.89,487,428,"PuttingInside10",2016
93,91,"Justin Thomas",53,87.88,685,602,"PuttingInside10",2016
94,134,"Fabian Gomez",49,87.86,774,680,"PuttingInside10",2016
95,79,"Whee Kim",54,87.85,757,665,"PuttingInside10",2016
95,76,"Ryan Moore",40,87.85,494,434,"PuttingInside10",2016
95,99,"Brendan Steele",48,87.85,716,629,"PuttingInside10",2016
98,142,"Francesco Molinari",36,87.82,616,541,"PuttingInside10",2016
98,105,"Chez Reavie",56,87.82,854,750,"PuttingInside10",2016
100,110,"Zac Blair",56,87.81,771,677,"PuttingInside10",2016
101,106,"Branden Grace",31,87.8,336,295,"PuttingInside10",2016
101,38,"Henrik Stenson",30,87.8,336,295,"PuttingInside10",2016
103,82,"Tim Wilkinson",40,87.79,475,417,"PuttingInside10",2016
104,88,"Nick Taylor",57,87.75,816,716,"PuttingInside10",2016
105,112,"Seung Yul Noh",54,87.71,822,721,"PuttingInside10",2016
106,82,"Davis Love III",40,87.7,626,549,"PuttingInside10",2016
107,109,"Graham DeLaet",50,87.68,779,683,"PuttingInside10",2016
107,70,"Andrew Loupe",50,87.68,747,655,"PuttingInside10",2016
109,117,"Jhonattan Vegas",49,87.67,657,576,"PuttingInside10",2016
110,115,"Brian Gay",22,87.65,332,291,"PuttingInside10",2016
110,115,"Zach Johnson",42,87.65,591,518,"PuttingInside10",2016
110,126,"Cameron Smith",45,87.65,486,426,"PuttingInside10",2016
113,136,"Danny Lee",53,87.63,663,581,"PuttingInside10",2016
114,111,"Paul Casey",39,87.62,420,368,"PuttingInside10",2016
115,95,"Jason Gore",51,87.58,660,578,"PuttingInside10",2016
115,123,"Billy Horschel",45,87.58,628,550,"PuttingInside10",2016
115,67,"Sam Saunders",40,87.58,475,416,"PuttingInside10",2016
118,125,"Spencer Levin",62,87.54,899,787,"PuttingInside10",2016
119,107,"Tyler Aldridge",53,87.52,761,666,"PuttingInside10",2016
119,128,"Brooks Koepka",39,87.52,513,449,"PuttingInside10",2016
119,128,"Ryan Palmer",46,87.52,769,673,"PuttingInside10",2016
122,130,"Matthew Fitzpatrick",23,87.5,216,189,"PuttingInside10",2016
123,94,"Jason Kokrak",52,87.47,774,677,"PuttingInside10",2016
124,131,"JJ Henry",44,87.38,737,644,"PuttingInside10",2016
125,114,"Kyle Stanley",57,87.37,847,740,"PuttingInside10",2016
126,45,"Anirban Lahiri",44,87.35,490,428,"PuttingInside10",2016
126,113,"Brian Stuard",24,87.35,324,283,"PuttingInside10",2016
128,120,"Kevin Chappell",49,87.32,757,661,"PuttingInside10",2016
128,158,"David Hearn",55,87.32,765,668,"PuttingInside10",2016
130,99,"Vijay Singh",42,87.3,685,598,"PuttingInside10",2016
131,157,"James Hahn",45,87.29,700,611,"PuttingInside10",2016
131,137,"Jordan Spieth",34,87.29,362,316,"PuttingInside10",2016
133,145,"Tom Hoge",47,87.27,652,569,"PuttingInside10",2016
134,138,"Shane Bertsch",30,87.25,345,301,"PuttingInside10",2016
135,131,"Scott Brown",59,87.21,743,648,"PuttingInside10",2016
135,104,"Si Woo Kim",63,87.21,985,859,"PuttingInside10",2016
137,124,"Will Wilcox",47,87.2,719,627,"PuttingInside10",2016
138,134,"David Lingmerth",54,87.11,675,588,"PuttingInside10",2016
139,141,"Cameron Percy",22,87.07,263,229,"PuttingInside10",2016
140,143,"Smylie Kaufman",57,87.05,749,652,"PuttingInside10",2016
140,163,"Shawn Stefani",45,87.05,664,578,"PuttingInside10",2016
142,144,"Luke Guthrie",31,87.02,393,342,"PuttingInside10",2016
143,133,"Daniel Berger",52,87,669,582,"PuttingInside10",2016
143,145,"Charl Schwartzel",29,87,377,328,"PuttingInside10",2016
145,118,"Morgan Hoffmann",43,86.99,638,555,"PuttingInside10",2016
146,147,"Miguel Angel Carballo",24,86.97,261,227,"PuttingInside10",2016
147,170,"Roberto Castro",55,86.91,863,750,"PuttingInside10",2016
147,120,"Michael Thompson",46,86.91,573,498,"PuttingInside10",2016
149,139,"Lucas Glover",53,86.88,892,775,"PuttingInside10",2016
149,149,"Lucas Lee",22,86.88,282,245,"PuttingInside10",2016
151,140,"Hiroshi Iwata",51,86.87,632,549,"PuttingInside10",2016
152,151,"Angel Cabrera",42,86.85,593,515,"PuttingInside10",2016
153,162,"Dustin Johnson",37,86.65,367,318,"PuttingInside10",2016
154,149,"Hideki Matsuyama",40,86.64,479,415,"PuttingInside10",2016
154,154,"Jeff Overton",51,86.64,831,720,"PuttingInside10",2016
156,165,"Henrik Norlander",41,86.63,486,421,"PuttingInside10",2016
157,156,"Bronson Burgoon",53,86.61,717,621,"PuttingInside10",2016
158,174,"Kyle Reifers",63,86.58,887,768,"PuttingInside10",2016
159,164,"Louis Oosthuizen",25,86.56,186,161,"PuttingInside10",2016
160,155,"Scott Stallings",46,86.52,727,629,"PuttingInside10",2016
161,151,"Robert Allenby",35,86.51,467,404,"PuttingInside10",2016
162,126,"Rob Oppenheim",37,86.48,525,454,"PuttingInside10",2016
163,151,"Ernie Els",34,86.46,517,447,"PuttingInside10",2016
163,175,"Scott Pinckney",53,86.46,724,626,"PuttingInside10",2016
165,168,"Bernd Wiesberger",23,86.43,221,191,"PuttingInside10",2016
166,159,"Steven Bowditch",40,86.39,529,457,"PuttingInside10",2016
166,148,"Justin Hicks",26,86.39,441,381,"PuttingInside10",2016
166,161,"Luke List",51,86.39,735,635,"PuttingInside10",2016
169,171,"Stewart Cink",45,86.33,622,537,"PuttingInside10",2016
170,166,"Rory McIlroy",37,86.32,402,347,"PuttingInside10",2016
171,169,"Geoff Ogilvy",37,86.25,582,502,"PuttingInside10",2016
172,176,"Charley Hoffman",49,86.19,659,568,"PuttingInside10",2016
173,187,"Bill Haas",42,86.12,533,459,"PuttingInside10",2016
174,166,"Will Ma Kenzie",54,85.99,771,663,"PuttingInside10",2016
174,172,"Boo Weekley",53,85.99,764,657,"PuttingInside10",2016
176,173,"Chad Campbell",54,85.96,819,704,"PuttingInside10",2016
176,179,"Carlos Ortiz",47,85.96,648,557,"PuttingInside10",2016
178,182,"Kevin Na",52,85.95,612,526,"PuttingInside10",2016
179,183,"Sergio Garcia",28,85.94,249,214,"PuttingInside10",2016
179,183,"Dicky Pride",33,85.94,434,373,"PuttingInside10",2016
181,186,"Keegan Bradley",40,85.93,526,452,"PuttingInside10",2016
182,191,"Tony Finau",49,85.88,701,602,"PuttingInside10",2016
183,189,"Bubba Watson",30,85.85,325,279,"PuttingInside10",2016
184,181,"Harold Varner III",58,85.84,925,794,"PuttingInside10",2016
185,192,"Jason Dufner",53,85.69,657,563,"PuttingInside10",2016
186,193,"Darron Stiles",28,85.67,307,263,"PuttingInside10",2016
187,195,"Vaughn Taylor",30,85.6,486,416,"PuttingInside10",2016
188,190,"Justin Rose",35,85.48,482,412,"PuttingInside10",2016
189,187,"Webb Simpson",34,85.47,523,447,"PuttingInside10",2016
190,160,"Steve Marino",40,85.46,509,435,"PuttingInside10",2016
191,183,"Padraig Harrington",38,85.43,611,522,"PuttingInside10",2016
192,178,"Chris Stroud",52,85.4,774,661,"PuttingInside10",2016
193,200,"Robert Garrigus",34,85.39,445,380,"PuttingInside10",2016
194,194,"Robert Streb",51,85.37,629,537,"PuttingInside10",2016
195,177,"DA Points",32,85.3,381,325,"PuttingInside10",2016
196,197,"Abraham Ancer",26,85.29,306,261,"PuttingInside10",2016
197,180,"Derek Ernst",36,85.19,432,368,"PuttingInside10",2016
197,198,"Pat Perez",28,85.19,324,276,"PuttingInside10",2016
199,203,"JB Holmes",39,84.86,535,454,"PuttingInside10",2016
200,196,"Matt Every",34,84.85,548,465,"PuttingInside10",2016
201,201,"Matt Jones",45,84.54,537,454,"PuttingInside10",2016
202,202,"George McNeill",33,84.33,536,452,"PuttingInside10",2016
203,204,"Ken Duke",26,83.63,397,332,"PuttingInside10",2016
204,204,"Greg Owen",56,83.35,841,701,"PuttingInside10",2016
205,206,"DJ Trahan",23,82.73,220,182,"PuttingInside10",2016
206,207,"Rory Sabbatini",40,82.6,500,413,"PuttingInside10",2016
207,208,"Charlie Beljan",26,81.56,347,283,"PuttingInside10",2016
