"Front9LowestRound_RANKTHISWEEK_2008","Front9LowestRound_RANKLASTWEEK_2008","Front9LowestRound_PLAYERNAME_2008","Front9LowestRound__2008","Front9LowestRound_LOWRND_2008","stat_name","year"
1,1,"Jim Furyk",NA,28,"Front9LowestRound",2008
2,2,"Michael Allen",NA,29,"Front9LowestRound",2008
2,2,"Aaron Baddeley",NA,29,"Front9LowestRound",2008
2,2,"Fred Couples",NA,29,"Front9LowestRound",2008
2,2,"Glen Day",NA,29,"Front9LowestRound",2008
2,2,"James Driscoll",NA,29,"Front9LowestRound",2008
2,2,"Dudley Hart",NA,29,"Front9LowestRound",2008
2,2,"Martin Laird",NA,29,"Front9LowestRound",2008
2,2,"Carl Pettersson",NA,29,"Front9LowestRound",2008
2,2,"Brett Rumford",NA,29,"Front9LowestRound",2008
2,2,"Kevin Stadler",NA,29,"Front9LowestRound",2008
2,2,"Kevin Streelman",NA,29,"Front9LowestRound",2008
2,2,"Vaughn Taylor",NA,29,"Front9LowestRound",2008
2,2,"YE Yang",NA,29,"Front9LowestRound",2008
15,15,"Brad Adamonis",NA,30,"Front9LowestRound",2008
15,15,"Robert Allenby",NA,30,"Front9LowestRound",2008
15,15,"Stephen Ames",NA,30,"Front9LowestRound",2008
15,15,"Stuart Appleby",NA,30,"Front9LowestRound",2008
15,15,"Tommy Armour III",NA,30,"Front9LowestRound",2008
15,15,"Chad Campbell",NA,30,"Front9LowestRound",2008
15,15,"Alejandro Canizares",NA,30,"Front9LowestRound",2008
15,15,"Daniel Chopra",NA,30,"Front9LowestRound",2008
15,15,"Chad Collins",NA,30,"Front9LowestRound",2008
15,15,"Brian Davis",NA,30,"Front9LowestRound",2008
15,15,"Steve Elkington",NA,30,"Front9LowestRound",2008
15,15,"Nick Flanagan",NA,30,"Front9LowestRound",2008
15,15,"Fred Funk",NA,30,"Front9LowestRound",2008
15,15,"Sergio Garcia",NA,30,"Front9LowestRound",2008
15,15,"Robert Garrigus",NA,30,"Front9LowestRound",2008
15,15,"Jason Gore",NA,30,"Front9LowestRound",2008
15,15,"Paul Goydos",NA,30,"Front9LowestRound",2008
15,15,"Nathan Green",NA,30,"Front9LowestRound",2008
15,15,"Mathias Gronberg",NA,30,"Front9LowestRound",2008
15,15,"Bill Haas",NA,30,"Front9LowestRound",2008
15,15,"Tim Herron",NA,30,"Front9LowestRound",2008
15,15,"Freddie Jacobson",NA,30,"Front9LowestRound",2008
15,15,"Zach Johnson",NA,30,"Front9LowestRound",2008
15,15,"Craig Kanada",NA,30,"Front9LowestRound",2008
15,15,"Jerry Kelly",NA,30,"Front9LowestRound",2008
15,15,"Matt Kuchar",NA,30,"Front9LowestRound",2008
15,15,"Doug LaBelle II",NA,30,"Front9LowestRound",2008
15,15,"Justin Leonard",NA,30,"Front9LowestRound",2008
15,15,"Michael Letzig",NA,30,"Front9LowestRound",2008
15,15,"David Lutterus",NA,30,"Front9LowestRound",2008
15,15,"Will Ma Kenzie",NA,30,"Front9LowestRound",2008
15,15,"Hunter Mahan",NA,30,"Front9LowestRound",2008
15,15,"Steve Marino",NA,30,"Front9LowestRound",2008
15,15,"Shigeki Maruyama",NA,30,"Front9LowestRound",2008
15,15,"Troy Matteson",NA,30,"Front9LowestRound",2008
15,15,"Jim McGovern",NA,30,"Front9LowestRound",2008
15,15,"Parker McLachlin",NA,30,"Front9LowestRound",2008
15,15,"George McNeill",NA,30,"Front9LowestRound",2008
15,15,"Jon Mills",NA,30,"Front9LowestRound",2008
15,15,"Kevin Na",NA,30,"Front9LowestRound",2008
15,15,"Nick OHern",NA,30,"Front9LowestRound",2008
15,15,"Jeff Overton",NA,30,"Front9LowestRound",2008
15,15,"Ryan Palmer",NA,30,"Front9LowestRound",2008
15,15,"Rod Pampling",NA,30,"Front9LowestRound",2008
15,15,"Jesper Parnevik",NA,30,"Front9LowestRound",2008
15,15,"Pat Perez",NA,30,"Front9LowestRound",2008
15,15,"Tom Pernice Jr",NA,30,"Front9LowestRound",2008
15,15,"Tag Ridings",NA,30,"Front9LowestRound",2008
15,15,"Chris Riley",NA,30,"Front9LowestRound",2008
15,15,"John Rollins",NA,30,"Front9LowestRound",2008
15,15,"John Senden",NA,30,"Front9LowestRound",2008
15,15,"Heath Slocum",NA,30,"Front9LowestRound",2008
15,15,"Scott Sterling",NA,30,"Front9LowestRound",2008
15,15,"Steve Stricker",NA,30,"Front9LowestRound",2008
15,15,"Chip Sullivan",NA,30,"Front9LowestRound",2008
15,15,"DJ Trahan",NA,30,"Front9LowestRound",2008
15,15,"Scott Verplank",NA,30,"Front9LowestRound",2008
15,15,"Camilo Villegas",NA,30,"Front9LowestRound",2008
15,15,"Johnson Wagner",NA,30,"Front9LowestRound",2008
15,15,"Jimmy Walker",NA,30,"Front9LowestRound",2008
15,15,"Mike Weir",NA,30,"Front9LowestRound",2008
15,15,"Tim Wilkinson",NA,30,"Front9LowestRound",2008
15,15,"Garrett Willis",NA,30,"Front9LowestRound",2008
