"GIRPutting1520_RANKTHISWEEK_2013","GIRPutting1520_RANKLASTWEEK_2013","GIRPutting1520_PLAYERNAME_2013","GIRPutting1520_ROUNDS_2013","GIRPutting1520_Pct_2013","GIRPutting1520_ATTEMPTS_2013","GIRPutting1520_PUTTSMADE_2013","stat_name","year"
1,1,"Stephen Ames",49,28.57,70,20,"GIRPutting1520",2013
2,2,"Charles Howell III",87,27.07,133,36,"GIRPutting1520",2013
3,3,"Harris English",95,26.92,130,35,"GIRPutting1520",2013
4,4,"Webb Simpson",92,26.55,113,30,"GIRPutting1520",2013
5,5,"Scott Stallings",79,26.53,98,26,"GIRPutting1520",2013
6,6,"Phil Mickelson",78,26.26,99,26,"GIRPutting1520",2013
7,7,"Stuart Appleby",88,25.42,118,30,"GIRPutting1520",2013
8,8,"Rickie Fowler",75,25,96,24,"GIRPutting1520",2013
8,8,"Martin Kaymer",61,25,60,15,"GIRPutting1520",2013
10,10,"Adam Scott",61,24.66,73,18,"GIRPutting1520",2013
11,11,"Andrew Svoboda",46,24.49,49,12,"GIRPutting1520",2013
12,12,"Justin Rose",62,24.29,70,17,"GIRPutting1520",2013
13,13,"DA Points",87,24.11,112,27,"GIRPutting1520",2013
14,14,"Chris Kirk",89,23.91,138,33,"GIRPutting1520",2013
15,15,"Brandt Snedeker",79,23.86,88,21,"GIRPutting1520",2013
16,16,"Colt Knost",69,23.81,84,20,"GIRPutting1520",2013
17,17,"Russell Henley",80,23.71,97,23,"GIRPutting1520",2013
18,18,"Fabian Gomez",65,23.38,77,18,"GIRPutting1520",2013
19,19,"Jordan Spieth",82,23.23,99,23,"GIRPutting1520",2013
20,20,"Seung Yul Noh",71,23.17,82,19,"GIRPutting1520",2013
21,21,"Lee Westwood",70,22.92,96,22,"GIRPutting1520",2013
22,22,"Darron Stiles",51,22.89,83,19,"GIRPutting1520",2013
23,23,"Hunter Mahan",91,22.73,110,25,"GIRPutting1520",2013
24,24,"Charl Schwartzel",69,22.47,89,20,"GIRPutting1520",2013
25,25,"Tim Clark",64,22.08,77,17,"GIRPutting1520",2013
26,26,"Billy Horschel",96,21.99,141,31,"GIRPutting1520",2013
27,27,"Ted Potter Jr",65,21.74,92,20,"GIRPutting1520",2013
27,27,"Tiger Woods",61,21.74,69,15,"GIRPutting1520",2013
29,29,"Brandt Jobe",62,21.62,74,16,"GIRPutting1520",2013
30,30,"Rod Pampling",46,21.43,56,12,"GIRPutting1520",2013
31,31,"Luke Donald",60,21.31,61,13,"GIRPutting1520",2013
32,32,"Justin Leonard",86,21.21,99,21,"GIRPutting1520",2013
33,33,"James Driscoll",76,20.79,101,21,"GIRPutting1520",2013
34,34,"YE Yang",56,20.69,58,12,"GIRPutting1520",2013
35,35,"Stewart Cink",71,20.45,88,18,"GIRPutting1520",2013
36,36,"Graeme McDowell",53,20.37,54,11,"GIRPutting1520",2013
37,37,"Johnson Wagner",64,20.27,74,15,"GIRPutting1520",2013
38,38,"Bo Van Pelt",72,20.25,79,16,"GIRPutting1520",2013
39,39,"Scott Gardiner",61,20.24,84,17,"GIRPutting1520",2013
40,40,"Jeff Overton",78,20.19,104,21,"GIRPutting1520",2013
41,41,"James Hahn",78,20.18,114,23,"GIRPutting1520",2013
42,42,"Jason Kokrak",78,20,115,23,"GIRPutting1520",2013
43,43,"Robert Streb",75,19.79,96,19,"GIRPutting1520",2013
44,44,"Aaron Baddeley",68,19.75,81,16,"GIRPutting1520",2013
45,45,"Greg Owen",73,19.64,112,22,"GIRPutting1520",2013
46,46,"Doug LaBelle II",72,19.51,82,16,"GIRPutting1520",2013
46,46,"Aaron Watkins",46,19.51,41,8,"GIRPutting1520",2013
48,48,"Luke Guthrie",82,19.35,93,18,"GIRPutting1520",2013
48,48,"Mike Weir",60,19.35,62,12,"GIRPutting1520",2013
50,50,"Cameron Tringale",80,19.27,109,21,"GIRPutting1520",2013
51,51,"Sangmoon Bae",83,19.23,104,20,"GIRPutting1520",2013
52,52,"Richard Lee",81,19.19,99,19,"GIRPutting1520",2013
53,53,"Jimmy Walker",84,19.13,115,22,"GIRPutting1520",2013
54,54,"Sergio Garcia",65,19.12,68,13,"GIRPutting1520",2013
55,55,"Brendon de Jonge",110,19.08,173,33,"GIRPutting1520",2013
56,56,"Jonas Blixt",76,19,100,19,"GIRPutting1520",2013
57,57,"Erik Compton",74,18.92,111,21,"GIRPutting1520",2013
58,58,"Dustin Johnson",71,18.89,90,17,"GIRPutting1520",2013
59,59,"Eric Meierdierks",48,18.87,53,10,"GIRPutting1520",2013
60,60,"Ryan Palmer",79,18.85,122,23,"GIRPutting1520",2013
61,61,"Graham DeLaet",94,18.84,138,26,"GIRPutting1520",2013
62,62,"Bill Haas",85,18.81,101,19,"GIRPutting1520",2013
63,63,"Brian Davis",91,18.75,144,27,"GIRPutting1520",2013
64,64,"Zach Johnson",84,18.71,139,26,"GIRPutting1520",2013
65,65,"Nick Watney",88,18.64,118,22,"GIRPutting1520",2013
65,65,"Lee Williams",62,18.64,59,11,"GIRPutting1520",2013
67,67,"Henrik Stenson",65,18.57,70,13,"GIRPutting1520",2013
68,68,"David Lingmerth",68,18.52,81,15,"GIRPutting1520",2013
68,68,"Shawn Stefani",63,18.52,81,15,"GIRPutting1520",2013
70,70,"Bryce Molder",82,18.35,109,20,"GIRPutting1520",2013
70,70,"Daniel Summerhays",83,18.35,109,20,"GIRPutting1520",2013
72,72,"Steven Bowditch",67,18.29,82,15,"GIRPutting1520",2013
73,73,"Marc Leishman",77,18.27,104,19,"GIRPutting1520",2013
74,74,"Charley Hoffman",84,18.26,115,21,"GIRPutting1520",2013
75,75,"Tommy Gainey",84,18.18,110,20,"GIRPutting1520",2013
75,75,"Peter Hanson",45,18.18,44,8,"GIRPutting1520",2013
75,75,"David Hearn",88,18.18,121,22,"GIRPutting1520",2013
78,78,"Ken Duke",87,17.93,145,26,"GIRPutting1520",2013
79,79,"Ben Kohles",75,17.92,106,19,"GIRPutting1520",2013
80,80,"Matt Every",89,17.91,134,24,"GIRPutting1520",2013
81,81,"Freddie Jacobson",63,17.86,56,10,"GIRPutting1520",2013
82,82,"Angel Cabrera",73,17.57,74,13,"GIRPutting1520",2013
83,83,"Jim Furyk",80,17.54,114,20,"GIRPutting1520",2013
84,84,"Henrik Norlander",70,17.39,92,16,"GIRPutting1520",2013
85,85,"Chris Stroud",88,17.35,98,17,"GIRPutting1520",2013
86,86,"Ben Curtis",59,17.24,58,10,"GIRPutting1520",2013
87,87,"Brad Fritsch",81,17.14,105,18,"GIRPutting1520",2013
88,88,"Chad Campbell",78,17.09,117,20,"GIRPutting1520",2013
89,89,"Steve LeBrun",66,17.07,82,14,"GIRPutting1520",2013
90,90,"Camilo Villegas",79,17,100,17,"GIRPutting1520",2013
91,91,"Andres Romero",63,16.92,65,11,"GIRPutting1520",2013
92,92,"Ryo Ishikawa",72,16.84,95,16,"GIRPutting1520",2013
92,92,"Tag Ridings",69,16.84,95,16,"GIRPutting1520",2013
94,94,"Jason Bohn",70,16.83,101,17,"GIRPutting1520",2013
94,94,"Bob Estes",66,16.83,101,17,"GIRPutting1520",2013
96,96,"Nicolas Colsaerts",50,16.67,48,8,"GIRPutting1520",2013
96,96,"Martin Flores",83,16.67,126,21,"GIRPutting1520",2013
96,96,"John Huh",88,16.67,120,20,"GIRPutting1520",2013
96,96,"Cameron Percy",68,16.67,90,15,"GIRPutting1520",2013
100,100,"Justin Hicks",79,16.53,121,20,"GIRPutting1520",2013
101,101,"Brian Harman",89,16.39,122,20,"GIRPutting1520",2013
102,102,"Kevin Chappell",80,16.24,117,19,"GIRPutting1520",2013
103,103,"Pat Perez",69,16.19,105,17,"GIRPutting1520",2013
104,104,"Casey Wittenberg",72,16.09,87,14,"GIRPutting1520",2013
105,105,"David Toms",49,16.07,56,9,"GIRPutting1520",2013
106,106,"KJ Choi",85,16,100,16,"GIRPutting1520",2013
106,106,"Geoff Ogilvy",57,16,50,8,"GIRPutting1520",2013
108,108,"JJ Henry",83,15.97,119,19,"GIRPutting1520",2013
109,109,"Jason Dufner",78,15.91,88,14,"GIRPutting1520",2013
110,110,"Robert Allenby",58,15.85,82,13,"GIRPutting1520",2013
110,110,"Ben Crane",62,15.85,82,13,"GIRPutting1520",2013
112,112,"Roberto Castro",97,15.83,139,22,"GIRPutting1520",2013
113,113,"Nicholas Thompson",99,15.79,152,24,"GIRPutting1520",2013
114,114,"Charlie Beljan",62,15.48,84,13,"GIRPutting1520",2013
114,114,"Scott Brown",65,15.48,84,13,"GIRPutting1520",2013
116,116,"John Rollins",77,15.38,130,20,"GIRPutting1520",2013
117,117,"Tom Gillis",69,15.31,98,15,"GIRPutting1520",2013
117,117,"Scott Langley",79,15.31,98,15,"GIRPutting1520",2013
119,119,"Bud Cauley",67,15.22,92,14,"GIRPutting1520",2013
119,119,"Scott Piercy",78,15.22,92,14,"GIRPutting1520",2013
121,121,"Ricky Barnes",74,15.18,112,17,"GIRPutting1520",2013
122,122,"DH Lee",65,15.12,86,13,"GIRPutting1520",2013
122,122,"Josh Teater",86,15.12,86,13,"GIRPutting1520",2013
124,124,"Padraig Harrington",52,15.09,53,8,"GIRPutting1520",2013
125,125,"Vaughn Taylor",50,15,60,9,"GIRPutting1520",2013
126,126,"Tim Herron",45,14.93,67,10,"GIRPutting1520",2013
127,127,"Gary Woodland",94,14.91,114,17,"GIRPutting1520",2013
128,128,"Patrick Reed",83,14.88,121,18,"GIRPutting1520",2013
129,129,"Michael Thompson",66,14.81,81,12,"GIRPutting1520",2013
130,130,"John Merrick",79,14.77,88,13,"GIRPutting1520",2013
131,131,"Chez Reavie",72,14.75,122,18,"GIRPutting1520",2013
132,132,"Justin Bolli",59,14.67,75,11,"GIRPutting1520",2013
132,132,"Luke List",65,14.67,75,11,"GIRPutting1520",2013
134,134,"David Lynn",70,14.61,89,13,"GIRPutting1520",2013
135,135,"Jason Day",86,14.46,83,12,"GIRPutting1520",2013
135,135,"Jeff Maggert",63,14.46,83,12,"GIRPutting1520",2013
137,137,"Carl Pettersson",82,14.29,77,11,"GIRPutting1520",2013
137,137,"John Senden",79,14.29,98,14,"GIRPutting1520",2013
137,137,"Kevin Stadler",83,14.29,105,15,"GIRPutting1520",2013
137,137,"Kyle Stanley",71,14.29,91,13,"GIRPutting1520",2013
137,137,"Steve Stricker",51,14.29,49,7,"GIRPutting1520",2013
142,142,"Dicky Pride",71,14.14,99,14,"GIRPutting1520",2013
143,143,"Martin Laird",68,14.12,85,12,"GIRPutting1520",2013
144,144,"Jim Herman",59,13.58,81,11,"GIRPutting1520",2013
145,145,"George McNeill",68,13.51,111,15,"GIRPutting1520",2013
146,146,"Matt Kuchar",93,13.45,119,16,"GIRPutting1520",2013
147,147,"Brian Stuard",78,13.39,112,15,"GIRPutting1520",2013
148,148,"Matt Jones",83,13.33,105,14,"GIRPutting1520",2013
149,149,"Morgan Hoffmann",64,13.04,69,9,"GIRPutting1520",2013
150,150,"Greg Chalmers",77,13,100,13,"GIRPutting1520",2013
151,151,"Charlie Wi",75,12.87,101,13,"GIRPutting1520",2013
152,152,"Michael Bradley",56,12.86,70,9,"GIRPutting1520",2013
153,153,"Rory Sabbatini",86,12.82,117,15,"GIRPutting1520",2013
154,154,"William McGirt",75,12.73,110,14,"GIRPutting1520",2013
155,155,"Alistair Presnell",59,12.7,63,8,"GIRPutting1520",2013
156,156,"Lucas Glover",65,12.5,72,9,"GIRPutting1520",2013
156,156,"DJ Trahan",48,12.5,56,7,"GIRPutting1520",2013
158,158,"Jin Park",52,12.31,65,8,"GIRPutting1520",2013
