"Approachesfrom200yards_RANKTHISWEEK_2015","Approachesfrom200yards_RANKLASTWEEK_2015","Approachesfrom200yards_PLAYERNAME_2015","Approachesfrom200yards_ROUNDS_2015","Approachesfrom200yards_AVG_2015","Approachesfrom200yards_TOTALDISTANCEFEET_2015","Approachesfrom200yards_OFATTEMPTS_2015","Approachesfrom200yards_RELATIVETOPAR_2015","stat_name","year"
1,1,"Hudson Swafford",97,NA,10303.5,247,-62,"Approachesfrom200yards",2015
2,2,"Lucas Glover",79,NA,8627.25,194,-39,"Approachesfrom200yards",2015
3,3,"Seung Yul Noh",65,NA,5746.583,129,-32,"Approachesfrom200yards",2015
4,4,"Jim Herman",88,NA,9911.5,220,-36,"Approachesfrom200yards",2015
5,5,"Jim Furyk",71,NA,7043.5,156,-32,"Approachesfrom200yards",2015
6,6,"Henrik Stenson",63,NA,8469.333,187,-33,"Approachesfrom200yards",2015
7,7,"Stewart Cink",77,NA,6492.333,143,-18,"Approachesfrom200yards",2015
8,8,"Heath Slocum",57,NA,4958.5,109,-17,"Approachesfrom200yards",2015
9,9,"Jason Bohn",95,NA,12507.667,274,-41,"Approachesfrom200yards",2015
10,10,"Daniel Berger",97,NA,11598.333,253,-54,"Approachesfrom200yards",2015
10,10,"Paul Casey",87,NA,8704.75,190,-29,"Approachesfrom200yards",2015
10,10,"Brooks Koepka",84,NA,8388.5,183,-29,"Approachesfrom200yards",2015
13,13,"Dustin Johnson",75,NA,7211.667,157,-40,"Approachesfrom200yards",2015
14,14,"Webb Simpson",81,NA,10049.5,218,-52,"Approachesfrom200yards",2015
15,15,"Brian Stuard",97,NA,10395.583,225,-27,"Approachesfrom200yards",2015
16,16,"Rickie Fowler",76,NA,8945.75,193,-40,"Approachesfrom200yards",2015
16,16,"Colt Knost",90,NA,10526.167,227,-26,"Approachesfrom200yards",2015
16,16,"Bubba Watson",71,NA,8292.333,179,-38,"Approachesfrom200yards",2015
19,19,"Russell Knox",96,NA,11779.917,254,-40,"Approachesfrom200yards",2015
20,20,"Davis Love III",51,NA,5633.833,121,-18,"Approachesfrom200yards",2015
21,21,"DA Points",72,NA,7199.5,154,-25,"Approachesfrom200yards",2015
22,22,"Chris Kirk",76,NA,7494.667,159,-32,"Approachesfrom200yards",2015
22,22,"Carlos Ortiz",100,NA,11927.167,253,-72,"Approachesfrom200yards",2015
24,24,"Keegan Bradley",87,NA,10239.583,216,-51,"Approachesfrom200yards",2015
24,24,"Jason Day",75,NA,9109,192,-60,"Approachesfrom200yards",2015
24,24,"Boo Weekley",79,NA,9015.167,190,-42,"Approachesfrom200yards",2015
27,27,"Justin Rose",69,NA,8267.75,174,-45,"Approachesfrom200yards",2015
28,28,"David Toms",62,NA,8720.083,183,-9,"Approachesfrom200yards",2015
29,29,"Retief Goosen",81,NA,8302.583,174,-30,"Approachesfrom200yards",2015
30,30,"Robert Garrigus",70,NA,6749.667,141,-22,"Approachesfrom200yards",2015
31,31,"Charlie Beljan",76,NA,7282.583,152,-28,"Approachesfrom200yards",2015
31,31,"Ryo Ishikawa",90,NA,9624.833,201,-19,"Approachesfrom200yards",2015
33,33,"Jordan Spieth",91,NA,10292.667,214,-57,"Approachesfrom200yards",2015
34,34,"Jimmy Walker",89,NA,8809.167,183,-38,"Approachesfrom200yards",2015
35,35,"Phil Mickelson",70,NA,7617.25,158,-24,"Approachesfrom200yards",2015
36,36,"James Hahn",94,NA,9040.667,187,-16,"Approachesfrom200yards",2015
37,37,"Troy Merritt",91,NA,11030.333,228,-21,"Approachesfrom200yards",2015
38,38,"Derek Ernst",75,NA,8534.333,176,-42,"Approachesfrom200yards",2015
39,39,"Kevin Kisner",104,NA,14427.5,297,-49,"Approachesfrom200yards",2015
40,40,"Martin Laird",77,NA,10846.833,223,-57,"Approachesfrom200yards",2015
40,40,"Danny Lee",120,NA,16095.25,331,-66,"Approachesfrom200yards",2015
42,42,"Nick Taylor",91,NA,12002.25,246,-42,"Approachesfrom200yards",2015
42,42,"Johnson Wagner",68,NA,7120.833,146,-23,"Approachesfrom200yards",2015
44,44,"Michael Putnam",87,NA,9227.25,189,-25,"Approachesfrom200yards",2015
44,44,"Patrick Rodgers",57,NA,5812.667,119,-34,"Approachesfrom200yards",2015
46,46,"Harris English",105,NA,12618.667,258,-43,"Approachesfrom200yards",2015
