"ProximitytoHoleARG_RANKTHISWEEK_2010","ProximitytoHoleARG_RANKLASTWEEK_2010","ProximitytoHoleARG_PLAYERNAME_2010","ProximitytoHoleARG_ROUNDS_2010","ProximitytoHoleARG_AVGDTP_2010","ProximitytoHoleARG_TOTALDISTANCEFEET_2010","ProximitytoHoleARG_OFSHOTS_2010","ProximitytoHoleARG_SCRAMBLINGRANK_2010","stat_name","year"
48,48,"Charley Hoffman",85,NA,3844.167,550,49,"ProximitytoHoleARG",2010
48,48,"JB Holmes",100,NA,4660.667,662,22,"ProximitytoHoleARG",2010
48,48,"Rod Pampling",77,NA,3558.667,510,67,"ProximitytoHoleARG",2010
48,48,"Webb Simpson",98,NA,4187.75,597,69,"ProximitytoHoleARG",2010
48,48,"Vijay Singh",75,NA,2551.5,364,129,"ProximitytoHoleARG",2010
48,48,"Scott Verplank",74,NA,2806.333,402,70,"ProximitytoHoleARG",2010
48,48,"Mark Wilson",87,NA,3428.5,488,27,"ProximitytoHoleARG",2010
58,58,"Woody Austin",93,NA,3732.833,526,87,"ProximitytoHoleARG",2010
58,58,"Greg Chalmers",93,NA,4053.75,571,10,"ProximitytoHoleARG",2010
58,58,"Nathan Green",86,NA,4068.167,571,55,"ProximitytoHoleARG",2010
58,58,"JP Hayes",79,NA,3233.583,456,141,"ProximitytoHoleARG",2010
58,58,"Lee Janzen",77,NA,3276.5,462,102,"ProximitytoHoleARG",2010
58,58,"Matt Jones",89,NA,4091.417,577,48,"ProximitytoHoleARG",2010
58,58,"Spencer Levin",110,NA,4190.667,591,79,"ProximitytoHoleARG",2010
58,58,"Bill Lunde",79,NA,3110.333,437,109,"ProximitytoHoleARG",2010
58,58,"David Lutterus",69,NA,2889,407,158,"ProximitytoHoleARG",2010
58,58,"Adam Scott",70,NA,2392.75,336,171,"ProximitytoHoleARG",2010
58,58,"Johnson Wagner",85,NA,3254.417,460,96,"ProximitytoHoleARG",2010
69,69,"Stephen Ames",75,NA,3154.667,441,61,"ProximitytoHoleARG",2010
69,69,"Stuart Appleby",101,NA,4562.833,635,81,"ProximitytoHoleARG",2010
69,69,"Aaron Baddeley",94,NA,4551,636,117,"ProximitytoHoleARG",2010
69,69,"Rich Barcelo",70,NA,2795.333,391,168,"ProximitytoHoleARG",2010
69,69,"Michael Bradley",77,NA,2883.75,403,67,"ProximitytoHoleARG",2010
69,69,"Ernie Els",72,NA,2671.667,374,41,"ProximitytoHoleARG",2010
69,69,"Rory McIlroy",54,NA,2067.917,287,56,"ProximitytoHoleARG",2010
69,69,"Geoff Ogilvy",62,NA,2199.167,307,135,"ProximitytoHoleARG",2010
69,69,"Greg Owen",69,NA,2803.5,393,179,"ProximitytoHoleARG",2010
78,78,"Matt Bettencourt",91,NA,4011.833,551,97,"ProximitytoHoleARG",2010
78,78,"Craig Bowden",56,NA,2364.5,328,91,"ProximitytoHoleARG",2010
78,78,"Stewart Cink",84,NA,3067.167,423,118,"ProximitytoHoleARG",2010
78,78,"Ben Crane",85,NA,3053.167,423,77,"ProximitytoHoleARG",2010
78,78,"Steve Elkington",74,NA,2893.833,400,11,"ProximitytoHoleARG",2010
78,78,"Bob Estes",79,NA,3156.25,435,50,"ProximitytoHoleARG",2010
78,78,"Rickie Fowler",98,NA,3822.833,525,66,"ProximitytoHoleARG",2010
78,78,"Jarrod Lyle",54,NA,2346.25,324,101,"ProximitytoHoleARG",2010
78,78,"Cameron Percy",73,NA,2621.75,361,122,"ProximitytoHoleARG",2010
78,78,"Tim Petrovic",105,NA,4541.417,624,51,"ProximitytoHoleARG",2010
78,78,"Aron Price",70,NA,2763.167,379,88,"ProximitytoHoleARG",2010
78,78,"Chris Stroud",90,NA,3189.167,441,113,"ProximitytoHoleARG",2010
78,78,"Cameron Tringale",55,NA,2004.583,278,178,"ProximitytoHoleARG",2010
78,78,"Nick Watney",91,NA,3216.5,443,146,"ProximitytoHoleARG",2010
92,92,"Chad Campbell",95,NA,3662.333,499,72,"ProximitytoHoleARG",2010
92,92,"Bill Haas",87,NA,3554.25,482,98,"ProximitytoHoleARG",2010
92,92,"Justin Leonard",89,NA,3239.417,442,114,"ProximitytoHoleARG",2010
92,92,"Michael Letzig",84,NA,3832.417,520,137,"ProximitytoHoleARG",2010
92,92,"Will Ma Kenzie",72,NA,3273.833,447,73,"ProximitytoHoleARG",2010
92,92,"Ryan Moore",80,NA,3048.833,417,47,"ProximitytoHoleARG",2010
92,92,"Kevin Sutherland",86,NA,3311.083,452,23,"ProximitytoHoleARG",2010
92,92,"YE Yang",72,NA,2873.25,392,134,"ProximitytoHoleARG",2010
100,100,"Jason Bohn",84,NA,3553.75,481,108,"ProximitytoHoleARG",2010
100,100,"Graham DeLaet",88,NA,3418,463,36,"ProximitytoHoleARG",2010
100,100,"Steve Flesch",78,NA,3497.333,473,154,"ProximitytoHoleARG",2010
100,100,"Lucas Glover",75,NA,2995.833,406,169,"ProximitytoHoleARG",2010
100,100,"Paul Goydos",78,NA,3204.75,430,155,"ProximitytoHoleARG",2010
100,100,"Tim Herron",79,NA,3418,460,80,"ProximitytoHoleARG",2010
100,100,"Zach Johnson",93,NA,3711.5,501,103,"ProximitytoHoleARG",2010
100,100,"Richard Johnson",90,NA,3318,445,71,"ProximitytoHoleARG",2010
100,100,"Martin Laird",91,NA,3864.167,520,115,"ProximitytoHoleARG",2010
100,100,"Davis Love III",79,NA,2965.417,399,165,"ProximitytoHoleARG",2010
100,100,"Billy Mayfair",78,NA,2990,401,147,"ProximitytoHoleARG",2010
100,100,"James Nitties",92,NA,3997.417,542,94,"ProximitytoHoleARG",2010
100,100,"Jeff Overton",89,NA,3631.417,487,125,"ProximitytoHoleARG",2010
100,100,"Brett Quigley",96,NA,3854.083,522,99,"ProximitytoHoleARG",2010
100,100,"Jeff Quinney",91,NA,3830.083,515,59,"ProximitytoHoleARG",2010
115,115,"Blake Adams",84,NA,3724.75,497,112,"ProximitytoHoleARG",2010
115,115,"Brendon de Jonge",114,NA,4094.833,548,145,"ProximitytoHoleARG",2010
115,115,"Jason Dufner",87,NA,3477.25,464,92,"ProximitytoHoleARG",2010
115,115,"Sean OHair",84,NA,3169.75,423,32,"ProximitytoHoleARG",2010
115,115,"Josh Teater",101,NA,4521.917,601,124,"ProximitytoHoleARG",2010
115,115,"Garrett Willis",82,NA,3276.083,436,152,"ProximitytoHoleARG",2010
121,121,"Angel Cabrera",64,NA,2811.167,371,153,"ProximitytoHoleARG",2010
121,121,"Jeff Gove",57,NA,2068.083,272,189,"ProximitytoHoleARG",2010
121,121,"Trevor Immelman",55,NA,2062.5,273,65,"ProximitytoHoleARG",2010
121,121,"Scott McCarron",90,NA,4469.917,592,43,"ProximitytoHoleARG",2010
121,121,"Andrew McLardy",52,NA,2257.833,297,176,"ProximitytoHoleARG",2010
121,121,"Rocco Mediate",71,NA,2677.5,352,120,"ProximitytoHoleARG",2010
121,121,"Andres Romero",73,NA,3922.083,518,46,"ProximitytoHoleARG",2010
121,121,"John Senden",103,NA,3832.167,507,104,"ProximitytoHoleARG",2010
121,121,"DJ Trahan",92,NA,4007.167,527,157,"ProximitytoHoleARG",2010
121,121,"Jimmy Walker",82,NA,3641.167,478,89,"ProximitytoHoleARG",2010
131,131,"Cameron Beckman",68,NA,3040.083,395,93,"ProximitytoHoleARG",2010
131,131,"Paul Casey",64,NA,2136.75,280,45,"ProximitytoHoleARG",2010
131,131,"Derek Lamely",81,NA,3640,474,119,"ProximitytoHoleARG",2010
131,131,"Jeff Maggert",76,NA,3217.583,420,141,"ProximitytoHoleARG",2010
131,131,"John Merrick",109,NA,4282.417,557,121,"ProximitytoHoleARG",2010
131,131,"John Rollins",81,NA,3751.75,491,74,"ProximitytoHoleARG",2010
131,131,"Kevin Stadler",86,NA,3722.083,485,138,"ProximitytoHoleARG",2010
131,131,"Jerod Turner",54,NA,2405.5,315,186,"ProximitytoHoleARG",2010
131,131,"Jay Williamson",76,NA,2779.667,361,58,"ProximitytoHoleARG",2010
140,140,"Kris Blanks",91,NA,3490.583,452,170,"ProximitytoHoleARG",2010
140,140,"Daniel Chopra",74,NA,3842.5,496,135,"ProximitytoHoleARG",2010
140,140,"David Duval",71,NA,2882.25,373,181,"ProximitytoHoleARG",2010
140,140,"Kevin Johnson",62,NA,2777.917,360,184,"ProximitytoHoleARG",2010
140,140,"George McNeill",79,NA,3703.25,478,149,"ProximitytoHoleARG",2010
140,140,"Kevin Streelman",90,NA,4386.417,564,127,"ProximitytoHoleARG",2010
140,140,"Boo Weekley",88,NA,3548.917,458,53,"ProximitytoHoleARG",2010
147,147,"JJ Henry",92,NA,3941.25,504,62,"ProximitytoHoleARG",2010
147,147,"Dustin Johnson",83,NA,3598.333,457,139,"ProximitytoHoleARG",2010
147,147,"Ryan Palmer",84,NA,4021.25,512,144,"ProximitytoHoleARG",2010
147,147,"DA Points",90,NA,4059,519,85,"ProximitytoHoleARG",2010
147,147,"Nicholas Thompson",88,NA,4273,544,191,"ProximitytoHoleARG",2010
152,152,"John Daly",63,NA,2652.833,336,174,"ProximitytoHoleARG",2010
152,152,"Matt Every",60,NA,2958.167,372,105,"ProximitytoHoleARG",2010
152,152,"Martin Flores",75,NA,3859.667,490,172,"ProximitytoHoleARG",2010
152,152,"Skip Kendall",58,NA,2695.5,339,106,"ProximitytoHoleARG",2010
152,152,"Troy Merritt",86,NA,4377.583,554,156,"ProximitytoHoleARG",2010
152,152,"Chris Tidland",77,NA,3768.833,477,110,"ProximitytoHoleARG",2010
158,158,"Justin Bolli",55,NA,2261.583,283,162,"ProximitytoHoleARG",2010
158,158,"Mathias Gronberg",61,NA,2662,334,90,"ProximitytoHoleARG",2010
158,158,"Troy Matteson",84,NA,3676.083,461,140,"ProximitytoHoleARG",2010
158,158,"Brenden Pappas",66,NA,2947.083,369,143,"ProximitytoHoleARG",2010
158,158,"Kenny Perry",69,NA,2774.25,346,33,"ProximitytoHoleARG",2010
158,158,"Scott Piercy",88,NA,4428.5,553,159,"ProximitytoHoleARG",2010
158,158,"Alex Prugh",88,NA,4126.417,515,151,"ProximitytoHoleARG",2010
158,158,"Ted Purdy",86,NA,4438.5,553,180,"ProximitytoHoleARG",2010
158,158,"Brian Stuard",81,NA,3768.917,471,163,"ProximitytoHoleARG",2010
158,158,"Vaughn Taylor",87,NA,4080.583,510,111,"ProximitytoHoleARG",2010
158,158,"Roland Thatcher",72,NA,3720,464,116,"ProximitytoHoleARG",2010
158,158,"Vance Veazey",58,NA,2710.583,338,187,"ProximitytoHoleARG",2010
158,158,"Charles Warren",64,NA,2608.667,325,160,"ProximitytoHoleARG",2010
158,158,"Steve Wheatcroft",74,NA,3222.833,403,183,"ProximitytoHoleARG",2010
172,172,"Joe Durant",67,NA,2616.083,324,76,"ProximitytoHoleARG",2010
172,172,"Mathew Goggin",85,NA,3914.75,483,167,"ProximitytoHoleARG",2010
172,172,"Bubba Watson",77,NA,3725.917,460,147,"ProximitytoHoleARG",2010
172,172,"Brett Wetterich",54,NA,2781.917,344,83,"ProximitytoHoleARG",2010
172,172,"Chris Wilson",65,NA,3130.417,387,173,"ProximitytoHoleARG",2010
177,177,"Mark Calcavecchia",50,NA,1935.75,237,185,"ProximitytoHoleARG",2010
177,177,"Chris Couch",66,NA,3531.833,434,133,"ProximitytoHoleARG",2010
177,177,"Garth Mulroy",53,NA,2195.75,270,175,"ProximitytoHoleARG",2010
177,177,"Roger Tambellini",77,NA,3213.667,394,166,"ProximitytoHoleARG",2010
181,181,"Robert Allenby",76,NA,3295.75,398,131,"ProximitytoHoleARG",2010
181,181,"Brent Delahoussaye",57,NA,2441.25,296,164,"ProximitytoHoleARG",2010
181,181,"Hunter Mahan",85,NA,3864.75,469,85,"ProximitytoHoleARG",2010
181,181,"Joe Ogilvie",99,NA,4979.167,602,126,"ProximitytoHoleARG",2010
185,185,"James Driscoll",78,NA,4301,514,95,"ProximitytoHoleARG",2010
185,185,"Steve Marino",81,NA,3609.167,433,132,"ProximitytoHoleARG",2010
187,187,"Brad Faxon",58,NA,2934.667,347,192,"ProximitytoHoleARG",2010
188,188,"Henrik Bjornstad",72,NA,3215.25,379,190,"ProximitytoHoleARG",2010
189,189,"Robert Garrigus",71,NA,3531.083,412,182,"ProximitytoHoleARG",2010
189,189,"Paul Stankowski",62,NA,2715.75,315,150,"ProximitytoHoleARG",2010
191,191,"Greg Kraft",52,NA,2393.75,277,177,"ProximitytoHoleARG",2010
192,192,"Steve Lowery",67,NA,3675.25,400,188,"ProximitytoHoleARG",2010
