"GIRPercentage175200yards_RANKTHISWEEK_2012","GIRPercentage175200yards_RANKLASTWEEK_2012","GIRPercentage175200yards_PLAYERNAME_2012","GIRPercentage175200yards_ROUNDS_2012","GIRPercentage175200yards_Pct_2012","GIRPercentage175200yards_GREENSHIT_2012","GIRPercentage175200yards_TOTALHOLES_2012","GIRPercentage175200yards_RELATIVETOPAR_2012","stat_name","year"
1,1,"Tiger Woods",69,65.13,99,152,-0.06,"GIRPercentage175200yards",2012
2,2,"Steve Stricker",73,64.24,106,165,-0.22,"GIRPercentage175200yards",2012
3,3,"Ben Curtis",62,63.79,111,174,-0.18,"GIRPercentage175200yards",2012
4,4,"Matt Every",80,63.16,132,209,-0.14,"GIRPercentage175200yards",2012
5,5,"Matt Jones",53,63.06,70,111,-0.14,"GIRPercentage175200yards",2012
6,6,"Graeme McDowell",55,63.04,87,138,-0.14,"GIRPercentage175200yards",2012
7,7,"Rory McIlroy",60,62.61,72,115,-0.19,"GIRPercentage175200yards",2012
8,8,"Jason Dufner",83,62.11,118,190,-0.16,"GIRPercentage175200yards",2012
9,9,"Bubba Watson",68,62.04,67,108,-0.19,"GIRPercentage175200yards",2012
10,10,"Ricky Barnes",92,61.64,180,292,-0.09,"GIRPercentage175200yards",2012
11,11,"Michael Bradley",63,61.54,112,182,-0.09,"GIRPercentage175200yards",2012
12,12,"Luke Donald",63,61.5,123,200,-0.21,"GIRPercentage175200yards",2012
13,13,"Heath Slocum",93,61.4,167,272,-0.1,"GIRPercentage175200yards",2012
14,14,"Kevin Stadler",85,61.35,154,251,-0.09,"GIRPercentage175200yards",2012
15,15,"John Senden",81,61.19,134,219,-0.18,"GIRPercentage175200yards",2012
16,16,"Richard Lee",71,61.14,118,193,-0.19,"GIRPercentage175200yards",2012
17,17,"Robert Garrigus",89,60.93,131,215,-0.15,"GIRPercentage175200yards",2012
18,18,"Scott Dunlap",57,60.78,93,153,-0.1,"GIRPercentage175200yards",2012
19,19,"Garth Mulroy",59,60.61,80,132,-0.08,"GIRPercentage175200yards",2012
20,20,"John Merrick",83,60.48,150,248,-0.11,"GIRPercentage175200yards",2012
20,20,"DA Points",88,60.48,176,291,-0.16,"GIRPercentage175200yards",2012
22,22,"Jim Furyk",85,60.39,154,255,-0.18,"GIRPercentage175200yards",2012
23,23,"Russell Knox",72,60.34,108,179,-0.07,"GIRPercentage175200yards",2012
24,24,"Roland Thatcher",55,60.33,73,121,-0.14,"GIRPercentage175200yards",2012
25,25,"Charl Schwartzel",56,60.28,85,141,-0.15,"GIRPercentage175200yards",2012
26,26,"Graham DeLaet",79,60.18,136,226,-0.09,"GIRPercentage175200yards",2012
27,27,"William McGirt",96,60.14,166,276,-0.12,"GIRPercentage175200yards",2012
28,28,"Cameron Beckman",81,59.92,145,242,-0.1,"GIRPercentage175200yards",2012
29,29,"Justin Rose",69,59.69,117,196,-0.09,"GIRPercentage175200yards",2012
30,30,"Stewart Cink",71,59.49,116,195,-0.13,"GIRPercentage175200yards",2012
31,31,"Louis Oosthuizen",65,59.46,88,148,-0.11,"GIRPercentage175200yards",2012
32,32,"Bill Lunde",83,59.42,123,207,-0.11,"GIRPercentage175200yards",2012
33,33,"Lee Westwood",60,59.09,65,110,-0.11,"GIRPercentage175200yards",2012
34,34,"Chez Reavie",83,58.77,134,228,-0.08,"GIRPercentage175200yards",2012
35,35,"Nathan Green",73,58.64,112,191,-0.12,"GIRPercentage175200yards",2012
36,36,"Hunter Mahan",88,58.62,119,203,-0.06,"GIRPercentage175200yards",2012
37,37,"Chad Campbell",84,58.59,150,256,-0.12,"GIRPercentage175200yards",2012
38,38,"Billy Horschel",63,58.33,84,144,-0.19,"GIRPercentage175200yards",2012
39,39,"Kyle Reifers",86,58.3,137,235,-0.09,"GIRPercentage175200yards",2012
40,40,"Dustin Johnson",70,58.16,82,141,-0.11,"GIRPercentage175200yards",2012
41,41,"Vijay Singh",99,58.14,150,258,-0.1,"GIRPercentage175200yards",2012
42,42,"Nick Watney",97,58.05,137,236,-0.15,"GIRPercentage175200yards",2012
43,43,"Camilo Villegas",79,58.01,134,231,-0.06,"GIRPercentage175200yards",2012
44,44,"Roberto Castro",92,58,145,250,-0.08,"GIRPercentage175200yards",2012
45,45,"David Toms",60,57.82,85,147,-0.07,"GIRPercentage175200yards",2012
46,46,"Trevor Immelman",76,57.77,119,206,-0.12,"GIRPercentage175200yards",2012
47,47,"Sean OHair",84,57.52,130,226,-0.09,"GIRPercentage175200yards",2012
48,48,"Gavin Coles",72,57.45,108,188,-0.15,"GIRPercentage175200yards",2012
49,49,"Chris Stroud",86,57.2,143,250,-0.09,"GIRPercentage175200yards",2012
50,50,"Brendon de Jonge",115,57.18,211,369,-0.13,"GIRPercentage175200yards",2012
51,51,"Jimmy Walker",101,57.14,180,315,-0.09,"GIRPercentage175200yards",2012
52,52,"Gary Christian",91,57.04,158,277,-0.11,"GIRPercentage175200yards",2012
53,53,"Scott Piercy",95,57.03,150,263,-0.21,"GIRPercentage175200yards",2012
54,54,"Henrik Stenson",51,56.94,82,144,-0.09,"GIRPercentage175200yards",2012
55,55,"Tom Gillis",75,56.9,136,239,-0.1,"GIRPercentage175200yards",2012
56,56,"Ernie Els",80,56.88,124,218,-0.1,"GIRPercentage175200yards",2012
57,57,"Kyle Stanley",86,56.86,116,204,-0.1,"GIRPercentage175200yards",2012
58,58,"John Mallinger",74,56.82,125,220,-0.14,"GIRPercentage175200yards",2012
59,59,"Charles Howell III",98,56.78,134,236,-0.1,"GIRPercentage175200yards",2012
60,60,"Keegan Bradley",90,56.7,110,194,-0.1,"GIRPercentage175200yards",2012
61,61,"Bo Van Pelt",84,56.59,116,205,-0.2,"GIRPercentage175200yards",2012
62,62,"Will Claxton",99,56.57,168,297,-0.13,"GIRPercentage175200yards",2012
63,63,"Seung Yul Noh",105,56.48,170,301,-0.14,"GIRPercentage175200yards",2012
63,63,"Brendan Steele",77,56.48,122,216,-0.05,"GIRPercentage175200yards",2012
65,65,"Mark Wilson",84,56.3,134,238,-0.08,"GIRPercentage175200yards",2012
66,66,"Brandt Jobe",57,56.13,87,155,-0.18,"GIRPercentage175200yards",2012
67,67,"Sergio Garcia",57,56.08,83,148,-0.1,"GIRPercentage175200yards",2012
68,68,"Jason Bohn",81,56.02,135,241,-0.16,"GIRPercentage175200yards",2012
69,69,"Hunter Haas",69,55.96,108,193,-0.15,"GIRPercentage175200yards",2012
70,70,"John Huh",99,55.95,174,311,-0.11,"GIRPercentage175200yards",2012
71,71,"Adam Scott",59,55.83,67,120,-0.12,"GIRPercentage175200yards",2012
72,72,"Jeff Overton",101,55.81,173,310,-0.16,"GIRPercentage175200yards",2012
73,73,"Ryan Moore",89,55.79,159,285,-0.14,"GIRPercentage175200yards",2012
74,74,"Johnson Wagner",88,55.76,150,269,-0.18,"GIRPercentage175200yards",2012
75,75,"Alexandre Rocha",62,55.56,105,189,-0.03,"GIRPercentage175200yards",2012
76,76,"Bud Cauley",99,55.48,162,292,-0.12,"GIRPercentage175200yards",2012
77,77,"Nick OHern",78,55.47,152,274,-0.16,"GIRPercentage175200yards",2012
78,78,"George McNeill",85,55.35,150,271,-0.08,"GIRPercentage175200yards",2012
79,79,"Tim Herron",88,55.34,140,253,-0.15,"GIRPercentage175200yards",2012
80,80,"Robert Allenby",76,55.27,131,237,-0.11,"GIRPercentage175200yards",2012
81,81,"Steve Wheatcroft",56,55.22,74,134,-0.12,"GIRPercentage175200yards",2012
82,82,"Blake Adams",107,55.14,161,292,-0.07,"GIRPercentage175200yards",2012
83,83,"Stephen Ames",54,55.13,86,156,-0.03,"GIRPercentage175200yards",2012
84,84,"Mark Anderson",75,55.11,97,176,-0.11,"GIRPercentage175200yards",2012
85,85,"Arjun Atwal",79,55.07,125,227,-0.12,"GIRPercentage175200yards",2012
86,86,"Jeff Maggert",83,55.04,142,258,-0.14,"GIRPercentage175200yards",2012
87,87,"Angel Cabrera",54,54.95,61,111,-0.05,"GIRPercentage175200yards",2012
88,88,"Matt Kuchar",86,54.94,128,233,-0.13,"GIRPercentage175200yards",2012
89,89,"JJ Henry",93,54.87,124,226,-0.09,"GIRPercentage175200yards",2012
90,90,"Jerry Kelly",84,54.85,147,268,-0.15,"GIRPercentage175200yards",2012
91,91,"Kris Blanks",65,54.81,131,239,-0.06,"GIRPercentage175200yards",2012
92,92,"Jhonattan Vegas",77,54.77,109,199,-0.11,"GIRPercentage175200yards",2012
93,93,"Jason Kokrak",79,54.68,111,203,-0.11,"GIRPercentage175200yards",2012
94,94,"Ben Crane",73,54.59,107,196,-0.26,"GIRPercentage175200yards",2012
95,95,"Geoff Ogilvy",73,54.45,104,191,-0.17,"GIRPercentage175200yards",2012
96,96,"Greg Owen",90,54.44,135,248,-0.13,"GIRPercentage175200yards",2012
97,97,"Kevin Chappell",91,54.39,130,239,-0.1,"GIRPercentage175200yards",2012
97,97,"Marc Leishman",84,54.39,155,285,-0.06,"GIRPercentage175200yards",2012
97,97,"Phil Mickelson",79,54.39,93,171,-0.22,"GIRPercentage175200yards",2012
100,100,"Ryan Palmer",81,54.38,118,217,-0.19,"GIRPercentage175200yards",2012
101,101,"Danny Lee",74,54.36,106,195,-0.12,"GIRPercentage175200yards",2012
102,102,"Carl Pettersson",92,54.23,141,260,-0.14,"GIRPercentage175200yards",2012
103,103,"Rickie Fowler",84,54.11,112,207,-0.13,"GIRPercentage175200yards",2012
104,104,"Martin Laird",77,54.04,87,161,-0.06,"GIRPercentage175200yards",2012
105,105,"Chris Kirk",93,54.01,155,287,-0.22,"GIRPercentage175200yards",2012
106,106,"Josh Teater",97,54,135,250,-0.05,"GIRPercentage175200yards",2012
107,107,"Ken Duke",104,53.99,176,326,-0.11,"GIRPercentage175200yards",2012
108,108,"Charley Hoffman",88,53.88,125,232,0.01,"GIRPercentage175200yards",2012
108,108,"Pat Perez",81,53.88,139,258,-0.14,"GIRPercentage175200yards",2012
110,110,"Kevin Streelman",89,53.82,134,249,-0.15,"GIRPercentage175200yards",2012
111,111,"Brandt Snedeker",81,53.71,123,229,-0.19,"GIRPercentage175200yards",2012
112,112,"Edward Loar",59,53.66,66,123,-0.23,"GIRPercentage175200yards",2012
113,113,"Mathew Goggin",65,53.45,93,174,-0.13,"GIRPercentage175200yards",2012
114,114,"Charlie Beljan",61,53.33,56,105,-0.04,"GIRPercentage175200yards",2012
115,115,"Billy Mayfair",90,53.18,142,267,-0.11,"GIRPercentage175200yards",2012
116,116,"Tommy Gainey",98,53.05,148,279,-0.14,"GIRPercentage175200yards",2012
116,116,"Zach Johnson",95,53.05,148,279,-0.17,"GIRPercentage175200yards",2012
118,118,"Scott Stallings",78,52.98,80,151,-0.09,"GIRPercentage175200yards",2012
119,119,"John Rollins",81,52.94,117,221,-0.15,"GIRPercentage175200yards",2012
120,120,"David Hearn",95,52.9,164,310,-0.12,"GIRPercentage175200yards",2012
121,121,"Brian Davis",91,52.79,142,269,-0.2,"GIRPercentage175200yards",2012
122,122,"Erik Compton",81,52.76,105,199,-0.1,"GIRPercentage175200yards",2012
123,123,"Rocco Mediate",70,52.68,108,205,-0.14,"GIRPercentage175200yards",2012
124,124,"Jonathan Byrd",69,52.6,101,192,-0.1,"GIRPercentage175200yards",2012
125,125,"Cameron Tringale",88,52.51,136,259,-0.06,"GIRPercentage175200yards",2012
126,126,"Vaughn Taylor",81,52.41,98,187,-0.12,"GIRPercentage175200yards",2012
127,127,"Bill Haas",79,52.36,100,191,-0.08,"GIRPercentage175200yards",2012
128,128,"Harris English",98,52.33,146,279,-0.08,"GIRPercentage175200yards",2012
129,129,"Troy Matteson",100,52.3,148,283,-0.15,"GIRPercentage175200yards",2012
130,130,"Miguel Angel Carballo",73,52.25,93,178,0,"GIRPercentage175200yards",2012
131,131,"Webb Simpson",77,52.22,106,203,-0.11,"GIRPercentage175200yards",2012
132,132,"Daniel Summerhays",81,52.14,122,234,-0.12,"GIRPercentage175200yards",2012
133,133,"Freddie Jacobson",61,52.08,75,144,-0.24,"GIRPercentage175200yards",2012
134,134,"Tim Clark",60,52.05,89,171,-0.13,"GIRPercentage175200yards",2012
135,135,"Kevin Na",80,51.97,119,229,-0.08,"GIRPercentage175200yards",2012
136,136,"DJ Trahan",73,51.96,106,204,-0.08,"GIRPercentage175200yards",2012
137,137,"JB Holmes",90,51.87,97,187,-0.18,"GIRPercentage175200yards",2012
138,138,"Martin Flores",95,51.75,133,257,-0.11,"GIRPercentage175200yards",2012
139,139,"Scott Brown",65,51.66,78,151,-0.08,"GIRPercentage175200yards",2012
140,140,"Billy Hurley III",70,51.64,110,213,-0.16,"GIRPercentage175200yards",2012
141,141,"Sangmoon Bae",81,51.49,104,202,-0.18,"GIRPercentage175200yards",2012
141,141,"James Driscoll",83,51.49,121,235,-0.19,"GIRPercentage175200yards",2012
141,141,"Gary Woodland",70,51.49,69,134,-0.07,"GIRPercentage175200yards",2012
144,144,"Chris DiMarco",83,51.46,141,274,-0.11,"GIRPercentage175200yards",2012
145,145,"Brian Harman",101,51.45,142,276,-0.16,"GIRPercentage175200yards",2012
146,146,"Spencer Levin",81,51.42,127,247,-0.08,"GIRPercentage175200yards",2012
147,147,"Bob Estes",78,51.33,135,263,-0.17,"GIRPercentage175200yards",2012
