"ProximitytoHolefromFringe_RANKTHISWEEK_2005","ProximitytoHolefromFringe_RANKLASTWEEK_2005","ProximitytoHolefromFringe_PLAYERNAME_2005","ProximitytoHolefromFringe_ROUNDS_2005","ProximitytoHolefromFringe_AVGDTP_2005","ProximitytoHolefromFringe_TOTALDISTANCEFEET_2005","ProximitytoHolefromFringe_OFSHOTS_2005","ProximitytoHolefromFringe_SCRAMBLINGRANK_2005","stat_name","year"
107,107,"Ben Crane",78,NA,427.75,108,43,"ProximitytoHolefromFringe",2005
107,107,"James Driscoll",73,NA,384.583,96,65,"ProximitytoHolefromFringe",2005
107,107,"Lucas Glover",88,NA,467.417,118,129,"ProximitytoHolefromFringe",2005
107,107,"Lee Janzen",75,NA,350.667,88,101,"ProximitytoHolefromFringe",2005
107,107,"Brandt Jobe",96,NA,551.667,137,124,"ProximitytoHolefromFringe",2005
107,107,"Michael Long",72,NA,460.75,116,179,"ProximitytoHolefromFringe",2005
107,107,"Arron Oberholser",65,NA,259.833,65,59,"ProximitytoHolefromFringe",2005
107,107,"Ian Poulter",62,NA,180.583,45,180,"ProximitytoHolefromFringe",2005
107,107,"Tag Ridings",93,NA,548.5,137,163,"ProximitytoHolefromFringe",2005
107,107,"Rory Sabbatini",81,NA,346.417,87,108,"ProximitytoHolefromFringe",2005
107,107,"Joey Snyder III",102,NA,507.667,128,182,"ProximitytoHolefromFringe",2005
107,107,"Jay Williamson",53,NA,333.917,84,31,"ProximitytoHolefromFringe",2005
107,107,"Mark Wilson",74,NA,363.083,91,36,"ProximitytoHolefromFringe",2005
121,121,"Arjun Atwal",65,NA,323.583,79,162,"ProximitytoHolefromFringe",2005
121,121,"Jeff Brehaut",71,NA,340.25,83,95,"ProximitytoHolefromFringe",2005
121,121,"Mark Calcavecchia",92,NA,624.333,154,110,"ProximitytoHolefromFringe",2005
121,121,"Matt Davidson",53,NA,315.667,77,155,"ProximitytoHolefromFringe",2005
121,121,"Steve Flesch",90,NA,404.5,99,159,"ProximitytoHolefromFringe",2005
121,121,"John Huston",90,NA,587,145,128,"ProximitytoHolefromFringe",2005
121,121,"Zach Johnson",96,NA,491.083,120,109,"ProximitytoHolefromFringe",2005
121,121,"Steve Jones",56,NA,394.167,96,143,"ProximitytoHolefromFringe",2005
121,121,"Brendan Jones",81,NA,493,120,78,"ProximitytoHolefromFringe",2005
121,121,"Len Mattiace",86,NA,460.833,112,106,"ProximitytoHolefromFringe",2005
121,121,"Mark OMeara",66,NA,351.75,86,33,"ProximitytoHolefromFringe",2005
121,121,"Greg Owen",84,NA,446.333,110,101,"ProximitytoHolefromFringe",2005
121,121,"Tim Petrovic",97,NA,481.583,119,87,"ProximitytoHolefromFringe",2005
121,121,"DA Points",94,NA,579.917,142,100,"ProximitytoHolefromFringe",2005
135,135,"Tommy Armour III",103,NA,657.333,158,113,"ProximitytoHolefromFringe",2005
135,135,"Briny Baird",98,NA,484.583,116,135,"ProximitytoHolefromFringe",2005
135,135,"Cameron Beckman",96,NA,662.917,160,122,"ProximitytoHolefromFringe",2005
135,135,"Jason Bohn",91,NA,568.417,137,69,"ProximitytoHolefromFringe",2005
135,135,"Bart Bryant",91,NA,480.083,116,123,"ProximitytoHolefromFringe",2005
135,135,"Brian Davis",75,NA,519.917,124,17,"ProximitytoHolefromFringe",2005
135,135,"Steve Elkington",67,NA,358.417,86,34,"ProximitytoHolefromFringe",2005
135,135,"Todd Fischer",99,NA,596,142,82,"ProximitytoHolefromFringe",2005
135,135,"Brent Geiberger",61,NA,390.583,94,164,"ProximitytoHolefromFringe",2005
135,135,"Hunter Haas",83,NA,438.75,105,112,"ProximitytoHolefromFringe",2005
135,135,"Todd Hamilton",94,NA,532.333,127,181,"ProximitytoHolefromFringe",2005
135,135,"Dudley Hart",84,NA,560.083,134,10,"ProximitytoHolefromFringe",2005
135,135,"Jonathan Kaye",77,NA,353.417,84,132,"ProximitytoHolefromFringe",2005
135,135,"Matt Kuchar",60,NA,366.667,88,26,"ProximitytoHolefromFringe",2005
135,135,"Davis Love III",80,NA,319.417,76,48,"ProximitytoHolefromFringe",2005
135,135,"Patrick Sheehan",114,NA,655.5,157,130,"ProximitytoHolefromFringe",2005
151,151,"Aaron Baddeley",84,NA,577.25,135,72,"ProximitytoHolefromFringe",2005
151,151,"Jonathan Byrd",103,NA,625.5,147,99,"ProximitytoHolefromFringe",2005
151,151,"Daniel Chopra",108,NA,723.167,169,23,"ProximitytoHolefromFringe",2005
151,151,"Jay Haas",54,NA,349.583,83,116,"ProximitytoHolefromFringe",2005
151,151,"Freddie Jacobson",72,NA,391,92,91,"ProximitytoHolefromFringe",2005
151,151,"Stephen Leaney",89,NA,423.667,100,51,"ProximitytoHolefromFringe",2005
151,151,"Jeff Maggert",79,NA,495.333,116,167,"ProximitytoHolefromFringe",2005
151,151,"Ryan Palmer",101,NA,476.167,111,171,"ProximitytoHolefromFringe",2005
159,159,"Mark Hensby",70,NA,301.667,70,198,"ProximitytoHolefromFringe",2005
159,159,"Hunter Mahan",103,NA,631.917,147,194,"ProximitytoHolefromFringe",2005
159,159,"Rocco Mediate",73,NA,497.833,115,38,"ProximitytoHolefromFringe",2005
159,159,"Shaun Micheel",81,NA,439.833,102,157,"ProximitytoHolefromFringe",2005
159,159,"Larry Mize",54,NA,357.5,82,72,"ProximitytoHolefromFringe",2005
159,159,"John Rollins",97,NA,610,140,175,"ProximitytoHolefromFringe",2005
159,159,"Jeff Sluman",94,NA,621.583,144,44,"ProximitytoHolefromFringe",2005
159,159,"Bo Van Pelt",112,NA,659.25,151,114,"ProximitytoHolefromFringe",2005
167,167,"Joe Durant",81,NA,462.417,105,115,"ProximitytoHolefromFringe",2005
167,167,"Brian Gay",101,NA,703.75,159,15,"ProximitytoHolefromFringe",2005
167,167,"Tom Gillis",77,NA,557.417,127,153,"ProximitytoHolefromFringe",2005
167,167,"Bill Glasson",54,NA,365.667,83,151,"ProximitytoHolefromFringe",2005
167,167,"Glen Hnatiuk",59,NA,346.583,79,173,"ProximitytoHolefromFringe",2005
167,167,"JL Lewis",98,NA,648.167,148,87,"ProximitytoHolefromFringe",2005
167,167,"Craig Perks",67,NA,461.25,105,202,"ProximitytoHolefromFringe",2005
167,167,"Heath Slocum",103,NA,627.417,143,40,"ProximitytoHolefromFringe",2005
175,175,"Paul Azinger",66,NA,467.667,104,140,"ProximitytoHolefromFringe",2005
175,175,"Jim Carter",62,NA,491.417,110,135,"ProximitytoHolefromFringe",2005
175,175,"Fred Funk",102,NA,468.083,104,11,"ProximitytoHolefromFringe",2005
175,175,"Robert Gamez",91,NA,635.25,140,127,"ProximitytoHolefromFringe",2005
175,175,"Mario Tiziani",67,NA,348.833,78,85,"ProximitytoHolefromFringe",2005
175,175,"Tjaart van der Walt",56,NA,352.75,79,126,"ProximitytoHolefromFringe",2005
181,181,"Robert Allenby",95,NA,486.333,106,174,"ProximitytoHolefromFringe",2005
181,181,"David Hearn",68,NA,382.583,84,188,"ProximitytoHolefromFringe",2005
181,181,"Steve Lowery",100,NA,753.167,164,137,"ProximitytoHolefromFringe",2005
181,181,"Billy Mayfair",114,NA,751.917,163,54,"ProximitytoHolefromFringe",2005
181,181,"Sean OHair",103,NA,659.417,145,103,"ProximitytoHolefromFringe",2005
186,186,"Danny Briggs",70,NA,456,97,149,"ProximitytoHolefromFringe",2005
186,186,"Thomas Levet",54,NA,278.75,60,195,"ProximitytoHolefromFringe",2005
186,186,"Frank Lickliter II",100,NA,705.083,150,186,"ProximitytoHolefromFringe",2005
186,186,"Lee Westwood",50,NA,281.667,60,178,"ProximitytoHolefromFringe",2005
190,190,"Paul Claxton",79,NA,471.917,99,146,"ProximitytoHolefromFringe",2005
190,190,"Gavin Coles",70,NA,505.75,106,61,"ProximitytoHolefromFringe",2005
190,190,"Bradley Hughes",52,NA,377.583,79,187,"ProximitytoHolefromFringe",2005
190,190,"Joe Ogilvie",103,NA,633.417,134,77,"ProximitytoHolefromFringe",2005
190,190,"Kenny Perry",82,NA,459.583,96,70,"ProximitytoHolefromFringe",2005
190,190,"Loren Roberts",54,NA,383.75,81,7,"ProximitytoHolefromFringe",2005
190,190,"Roland Thatcher",75,NA,388.083,81,133,"ProximitytoHolefromFringe",2005
197,197,"Chris Anderson",66,NA,490,99,153,"ProximitytoHolefromFringe",2005
197,197,"Ben Curtis",65,NA,406.333,83,176,"ProximitytoHolefromFringe",2005
197,197,"Andrew Magee",82,NA,517.833,106,139,"ProximitytoHolefromFringe",2005
200,200,"Olin Browne",99,NA,538.333,108,66,"ProximitytoHolefromFringe",2005
201,201,"Matt Gogel",78,NA,550.083,104,106,"ProximitytoHolefromFringe",2005
202,202,"John Cook",72,NA,548.333,98,185,"ProximitytoHolefromFringe",2005
