"ProximitytoHolefromFringe_RANKTHISWEEK_2005","ProximitytoHolefromFringe_RANKLASTWEEK_2005","ProximitytoHolefromFringe_PLAYERNAME_2005","ProximitytoHolefromFringe_ROUNDS_2005","ProximitytoHolefromFringe_AVGDTP_2005","ProximitytoHolefromFringe_TOTALDISTANCEFEET_2005","ProximitytoHolefromFringe_OFSHOTS_2005","ProximitytoHolefromFringe_SCRAMBLINGRANK_2005","stat_name","year"
1,1,"Luke Donald",67,NA,120.75,46,42,"ProximitytoHolefromFringe",2005
2,2,"Bernhard Langer",67,NA,174.417,63,41,"ProximitytoHolefromFringe",2005
3,3,"Dan Forsman",52,NA,182,61,46,"ProximitytoHolefromFringe",2005
3,3,"Sergio Garcia",73,NA,220.417,74,56,"ProximitytoHolefromFringe",2005
3,3,"Justin Leonard",78,NA,249.333,83,64,"ProximitytoHolefromFringe",2005
3,3,"Tiger Woods",76,NA,246.417,82,14,"ProximitytoHolefromFringe",2005
7,7,"Jim Furyk",94,NA,299.583,97,3,"ProximitytoHolefromFringe",2005
7,7,"Mathias Gronberg",60,NA,297,97,1,"ProximitytoHolefromFringe",2005
7,7,"Bob Heintz",67,NA,269.417,88,96,"ProximitytoHolefromFringe",2005
7,7,"Tom Lehman",69,NA,219.917,72,121,"ProximitytoHolefromFringe",2005
7,7,"Phillip Price",77,NA,311.083,101,22,"ProximitytoHolefromFringe",2005
7,7,"Vijay Singh",111,NA,401.25,130,2,"ProximitytoHolefromFringe",2005
13,13,"Stuart Appleby",84,NA,268.083,84,58,"ProximitytoHolefromFringe",2005
13,13,"Phil Mickelson",81,NA,206.583,65,9,"ProximitytoHolefromFringe",2005
15,15,"Woody Austin",100,NA,521.5,159,119,"ProximitytoHolefromFringe",2005
16,16,"Fred Couples",72,NA,206.583,62,168,"ProximitytoHolefromFringe",2005
16,16,"Tim Herron",100,NA,452.667,135,20,"ProximitytoHolefromFringe",2005
16,16,"Peter Lonard",85,NA,322.25,97,152,"ProximitytoHolefromFringe",2005
16,16,"Kevin Stadler",96,NA,492.5,148,165,"ProximitytoHolefromFringe",2005
16,16,"David Toms",87,NA,306.5,91,118,"ProximitytoHolefromFringe",2005
21,21,"Chad Campbell",95,NA,318.333,93,144,"ProximitytoHolefromFringe",2005
21,21,"Stewart Cink",98,NA,367.75,107,53,"ProximitytoHolefromFringe",2005
21,21,"Padraig Harrington",50,NA,205.583,60,170,"ProximitytoHolefromFringe",2005
21,21,"Bob Tway",87,NA,377.667,111,67,"ProximitytoHolefromFringe",2005
21,21,"Duffy Waldorf",86,NA,432.5,128,148,"ProximitytoHolefromFringe",2005
26,26,"Doug Barron",70,NA,368.417,106,52,"ProximitytoHolefromFringe",2005
26,26,"Rich Beem",66,NA,247.417,71,189,"ProximitytoHolefromFringe",2005
26,26,"KJ Choi",78,NA,258.583,74,89,"ProximitytoHolefromFringe",2005
26,26,"Glen Day",80,NA,457.667,131,45,"ProximitytoHolefromFringe",2005
26,26,"Carlos Franco",78,NA,409.333,116,39,"ProximitytoHolefromFringe",2005
26,26,"Retief Goosen",71,NA,249.333,71,131,"ProximitytoHolefromFringe",2005
26,26,"Kent Jones",99,NA,446.833,127,138,"ProximitytoHolefromFringe",2005
26,26,"Carl Pettersson",109,NA,457.083,131,25,"ProximitytoHolefromFringe",2005
26,26,"Hideto Tanihara",50,NA,261,75,190,"ProximitytoHolefromFringe",2005
26,26,"Scott Verplank",87,NA,355,102,111,"ProximitytoHolefromFringe",2005
36,36,"Steve Allan",102,NA,479.25,135,117,"ProximitytoHolefromFringe",2005
36,36,"Craig Barlow",81,NA,327.25,92,172,"ProximitytoHolefromFringe",2005
36,36,"Brian Bateman",98,NA,512.5,144,176,"ProximitytoHolefromFringe",2005
36,36,"Scott Gutschewski",86,NA,466.917,130,160,"ProximitytoHolefromFringe",2005
36,36,"Jeff Hart",63,NA,392,109,49,"ProximitytoHolefromFringe",2005
36,36,"JP Hayes",63,NA,310.833,86,55,"ProximitytoHolefromFringe",2005
36,36,"Charles Howell III",95,NA,412.583,116,68,"ProximitytoHolefromFringe",2005
36,36,"Pat Perez",89,NA,448.583,126,12,"ProximitytoHolefromFringe",2005
36,36,"John Senden",101,NA,590.75,166,80,"ProximitytoHolefromFringe",2005
36,36,"Darron Stiles",78,NA,397.583,110,30,"ProximitytoHolefromFringe",2005
36,36,"Steve Stricker",62,NA,309.333,86,16,"ProximitytoHolefromFringe",2005
36,36,"Kevin Sutherland",89,NA,431.583,120,6,"ProximitytoHolefromFringe",2005
36,36,"Dean Wilson",86,NA,448.833,124,62,"ProximitytoHolefromFringe",2005
49,49,"Jason Allred",75,NA,297.833,81,184,"ProximitytoHolefromFringe",2005
49,49,"Tim Clark",92,NA,370.333,101,86,"ProximitytoHolefromFringe",2005
49,49,"Bob Estes",92,NA,503.583,138,23,"ProximitytoHolefromFringe",2005
49,49,"Scott Hend",75,NA,466,127,196,"ProximitytoHolefromFringe",2005
49,49,"Richard Johnson",50,NA,225,61,21,"ProximitytoHolefromFringe",2005
49,49,"Shigeki Maruyama",99,NA,431,118,29,"ProximitytoHolefromFringe",2005
49,49,"Kevin Na",88,NA,586,161,13,"ProximitytoHolefromFringe",2005
49,49,"Dennis Paulson",63,NA,281.25,76,191,"ProximitytoHolefromFringe",2005
49,49,"Tom Pernice Jr",111,NA,569,154,8,"ProximitytoHolefromFringe",2005
49,49,"Brett Quigley",96,NA,534.083,147,28,"ProximitytoHolefromFringe",2005
49,49,"Rob Rashell",65,NA,360.667,99,166,"ProximitytoHolefromFringe",2005
49,49,"Justin Rose",99,NA,509.833,140,18,"ProximitytoHolefromFringe",2005
61,61,"Stephen Ames",82,NA,393.833,106,35,"ProximitytoHolefromFringe",2005
61,61,"DJ Brigman",76,NA,368.917,99,193,"ProximitytoHolefromFringe",2005
61,61,"Robert Damron",89,NA,472.417,125,93,"ProximitytoHolefromFringe",2005
61,61,"Marco Dawson",82,NA,477.25,128,60,"ProximitytoHolefromFringe",2005
61,61,"Brad Faxon",75,NA,370.667,98,97,"ProximitytoHolefromFringe",2005
61,61,"Ryuji Imada",78,NA,396.833,106,32,"ProximitytoHolefromFringe",2005
61,61,"Neal Lancaster",95,NA,473.917,125,90,"ProximitytoHolefromFringe",2005
61,61,"Will Ma Kenzie",75,NA,382.083,102,140,"ProximitytoHolefromFringe",2005
61,61,"Jose Maria Olazabal",55,NA,238.583,64,5,"ProximitytoHolefromFringe",2005
61,61,"Rod Pampling",89,NA,489.333,130,134,"ProximitytoHolefromFringe",2005
61,61,"Brenden Pappas",51,NA,302.167,81,197,"ProximitytoHolefromFringe",2005
61,61,"Corey Pavin",77,NA,404.833,108,4,"ProximitytoHolefromFringe",2005
61,61,"Chris Riley",67,NA,270.833,73,83,"ProximitytoHolefromFringe",2005
61,61,"Joey Sindelar",104,NA,602.75,161,76,"ProximitytoHolefromFringe",2005
61,61,"Vaughn Taylor",99,NA,550.583,146,98,"ProximitytoHolefromFringe",2005
61,61,"DJ Trahan",81,NA,461.667,124,168,"ProximitytoHolefromFringe",2005
61,61,"Kirk Triplett",55,NA,285.5,76,50,"ProximitytoHolefromFringe",2005
78,78,"Billy Andrade",83,NA,459.25,120,104,"ProximitytoHolefromFringe",2005
78,78,"Chris DiMarco",83,NA,359.25,94,27,"ProximitytoHolefromFringe",2005
78,78,"Harrison Frazar",105,NA,573.083,148,74,"ProximitytoHolefromFringe",2005
78,78,"Jerry Kelly",101,NA,488.667,127,71,"ProximitytoHolefromFringe",2005
78,78,"Skip Kendall",80,NA,473.083,124,119,"ProximitytoHolefromFringe",2005
78,78,"Hank Kuehne",84,NA,510.167,133,182,"ProximitytoHolefromFringe",2005
78,78,"Franklin Langham",91,NA,551.083,143,125,"ProximitytoHolefromFringe",2005
78,78,"Scott McCarron",78,NA,270.75,70,161,"ProximitytoHolefromFringe",2005
78,78,"Geoff Ogilvy",97,NA,440,114,92,"ProximitytoHolefromFringe",2005
78,78,"Chris Smith",93,NA,549.167,143,201,"ProximitytoHolefromFringe",2005
78,78,"Hidemichi Tanaka",106,NA,597.75,157,62,"ProximitytoHolefromFringe",2005
78,78,"Omar Uresti",84,NA,464.25,122,47,"ProximitytoHolefromFringe",2005
78,78,"Brett Wetterich",76,NA,374.167,97,156,"ProximitytoHolefromFringe",2005
91,91,"Justin Bolli",65,NA,417.667,107,144,"ProximitytoHolefromFringe",2005
91,91,"Mark Brooks",72,NA,354.833,90,79,"ProximitytoHolefromFringe",2005
91,91,"Tom Byrum",83,NA,510.083,131,94,"ProximitytoHolefromFringe",2005
91,91,"Alex Cejka",84,NA,408.833,104,142,"ProximitytoHolefromFringe",2005
91,91,"Jose Coceres",56,NA,447.167,113,18,"ProximitytoHolefromFringe",2005
91,91,"John Daly",78,NA,374.417,96,192,"ProximitytoHolefromFringe",2005
91,91,"John Elliott",58,NA,392.333,100,199,"ProximitytoHolefromFringe",2005
91,91,"Paul Gow",78,NA,461.833,117,75,"ProximitytoHolefromFringe",2005
91,91,"JJ Henry",102,NA,508.917,131,105,"ProximitytoHolefromFringe",2005
91,91,"Jesper Parnevik",84,NA,533.833,137,57,"ProximitytoHolefromFringe",2005
91,91,"Ted Purdy",122,NA,623.917,159,158,"ProximitytoHolefromFringe",2005
91,91,"Adam Scott",72,NA,328.667,84,150,"ProximitytoHolefromFringe",2005
91,91,"Charles Warren",89,NA,547.583,139,200,"ProximitytoHolefromFringe",2005
91,91,"Nick Watney",91,NA,453.25,116,84,"ProximitytoHolefromFringe",2005
91,91,"Mike Weir",71,NA,280.417,71,81,"ProximitytoHolefromFringe",2005
91,91,"Charlie Wi",67,NA,407.917,104,36,"ProximitytoHolefromFringe",2005
107,107,"Michael Allen",90,NA,575,144,147,"ProximitytoHolefromFringe",2005
