"Total3Putts2025_RANKTHISWEEK_2008","Total3Putts2025_RANKLASTWEEK_2008","Total3Putts2025_PLAYERNAME_2008","Total3Putts2025_ROUNDS_2008","Total3Putts2025_TOTAL3PUTTS2025_2008","Total3Putts2025_TOTAL3PUTTS_2008","stat_name","year"
1,1,"Brian Davis",108,10,67,"Total3Putts2025",2008
2,2,"Cameron Beckman",87,8,51,"Total3Putts2025",2008
2,2,"Robert Garrigus",90,8,63,"Total3Putts2025",2008
2,2,"Mathias Gronberg",87,8,66,"Total3Putts2025",2008
2,2,"Charley Hoffman",94,8,56,"Total3Putts2025",2008
2,2,"Frank Lickliter II",107,8,61,"Total3Putts2025",2008
2,2,"Charles Warren",79,8,60,"Total3Putts2025",2008
8,8,"Woody Austin",109,7,52,"Total3Putts2025",2008
8,8,"Olin Browne",77,7,44,"Total3Putts2025",2008
8,8,"Tommy Gainey",60,7,47,"Total3Putts2025",2008
8,8,"Jason Gore",94,7,54,"Total3Putts2025",2008
8,8,"Jeff Maggert",86,7,57,"Total3Putts2025",2008
8,8,"Tag Ridings",88,7,62,"Total3Putts2025",2008
8,8,"Kevin Stadler",90,7,47,"Total3Putts2025",2008
15,15,"Jeff Gove",50,6,30,"Total3Putts2025",2008
15,15,"Tom Pernice Jr",104,6,56,"Total3Putts2025",2008
15,15,"Nicholas Thompson",113,6,87,"Total3Putts2025",2008
15,15,"Charlie Wi",97,6,51,"Total3Putts2025",2008
19,19,"Mark Calcavecchia",67,5,42,"Total3Putts2025",2008
19,19,"Tim Clark",90,5,38,"Total3Putts2025",2008
19,19,"Joe Durant",92,5,78,"Total3Putts2025",2008
19,19,"Kenneth Ferrie",72,5,46,"Total3Putts2025",2008
19,19,"Nick Flanagan",89,5,62,"Total3Putts2025",2008
19,19,"Harrison Frazar",73,5,58,"Total3Putts2025",2008
19,19,"Sergio Garcia",72,5,34,"Total3Putts2025",2008
19,19,"Mathew Goggin",91,5,40,"Total3Putts2025",2008
19,19,"Tim Herron",97,5,50,"Total3Putts2025",2008
19,19,"JB Holmes",86,5,47,"Total3Putts2025",2008
19,19,"Cliff Kresge",84,5,43,"Total3Putts2025",2008
19,19,"Martin Laird",98,5,57,"Total3Putts2025",2008
19,19,"Ted Purdy",68,5,40,"Total3Putts2025",2008
19,19,"John Rollins",94,5,57,"Total3Putts2025",2008
19,19,"Jay Williamson",96,5,56,"Total3Putts2025",2008
19,19,"Dean Wilson",109,5,45,"Total3Putts2025",2008
35,35,"Eric Axley",113,4,49,"Total3Putts2025",2008
35,35,"Shane Bertsch",96,4,35,"Total3Putts2025",2008
35,35,"Jonathan Byrd",88,4,44,"Total3Putts2025",2008
35,35,"Chad Campbell",94,4,50,"Total3Putts2025",2008
35,35,"David Duval",51,4,32,"Total3Putts2025",2008
35,35,"Steve Flesch",95,4,50,"Total3Putts2025",2008
35,35,"Carlos Franco",73,4,39,"Total3Putts2025",2008
35,35,"Robert Gamez",79,4,66,"Total3Putts2025",2008
35,35,"JP Hayes",67,4,31,"Total3Putts2025",2008
35,35,"Dustin Johnson",92,4,36,"Total3Putts2025",2008
35,35,"Kent Jones",68,4,33,"Total3Putts2025",2008
35,35,"Matt Jones",95,4,50,"Total3Putts2025",2008
35,35,"Steve Lowery",74,4,45,"Total3Putts2025",2008
35,35,"David Lutterus",59,4,48,"Total3Putts2025",2008
35,35,"Will Ma Kenzie",62,4,36,"Total3Putts2025",2008
35,35,"Steve Marino",119,4,68,"Total3Putts2025",2008
35,35,"Billy Mayfair",103,4,59,"Total3Putts2025",2008
35,35,"Scott McCarron",63,4,42,"Total3Putts2025",2008
35,35,"Rocco Mediate",87,4,39,"Total3Putts2025",2008
35,35,"John Merrick",98,4,49,"Total3Putts2025",2008
35,35,"Kevin Na",97,4,51,"Total3Putts2025",2008
35,35,"Nick OHern",82,4,31,"Total3Putts2025",2008
35,35,"Ryan Palmer",69,4,30,"Total3Putts2025",2008
35,35,"Jin Park",85,4,39,"Total3Putts2025",2008
35,35,"Jesper Parnevik",88,4,49,"Total3Putts2025",2008
35,35,"Carl Pettersson",110,4,47,"Total3Putts2025",2008
35,35,"Chez Reavie",102,4,59,"Total3Putts2025",2008
35,35,"John Riegger",73,4,45,"Total3Putts2025",2008
35,35,"Heath Slocum",104,4,45,"Total3Putts2025",2008
35,35,"Scott Sterling",89,4,41,"Total3Putts2025",2008
35,35,"Bo Van Pelt",101,4,61,"Total3Putts2025",2008
35,35,"Bubba Watson",97,4,53,"Total3Putts2025",2008
35,35,"Ron Whittaker",54,4,29,"Total3Putts2025",2008
68,68,"Steve Allan",58,3,37,"Total3Putts2025",2008
68,68,"Robert Allenby",108,3,52,"Total3Putts2025",2008
68,68,"Jason Allred",63,3,45,"Total3Putts2025",2008
68,68,"Billy Andrade",71,3,42,"Total3Putts2025",2008
68,68,"Tommy Armour III",77,3,46,"Total3Putts2025",2008
68,68,"Briny Baird",113,3,58,"Total3Putts2025",2008
68,68,"Rich Beem",90,3,42,"Total3Putts2025",2008
68,68,"Justin Bolli",87,3,52,"Total3Putts2025",2008
68,68,"Angel Cabrera",55,3,23,"Total3Putts2025",2008
68,68,"Stewart Cink",87,3,31,"Total3Putts2025",2008
68,68,"Chris DiMarco",87,3,42,"Total3Putts2025",2008
68,68,"James Driscoll",85,3,31,"Total3Putts2025",2008
68,68,"Steve Elkington",84,3,33,"Total3Putts2025",2008
68,68,"Cody Freeman",66,3,34,"Total3Putts2025",2008
68,68,"JJ Henry",108,3,51,"Total3Putts2025",2008
68,68,"Mark Hensby",71,3,42,"Total3Putts2025",2008
68,68,"Lee Janzen",89,3,45,"Total3Putts2025",2008
68,68,"Greg Kraft",63,3,27,"Total3Putts2025",2008
68,68,"Peter Lonard",92,3,49,"Total3Putts2025",2008
68,68,"Davis Love III",78,3,44,"Total3Putts2025",2008
68,68,"Hunter Mahan",87,3,38,"Total3Putts2025",2008
68,68,"John Mallinger",95,3,34,"Total3Putts2025",2008
68,68,"Shigeki Maruyama",50,3,22,"Total3Putts2025",2008
68,68,"Jim McGovern",75,3,38,"Total3Putts2025",2008
68,68,"Phil Mickelson",80,3,26,"Total3Putts2025",2008
68,68,"Sean OHair",81,3,37,"Total3Putts2025",2008
68,68,"Rod Pampling",83,3,39,"Total3Putts2025",2008
68,68,"Brenden Pappas",66,3,32,"Total3Putts2025",2008
68,68,"Corey Pavin",69,3,22,"Total3Putts2025",2008
