"BestYTD1PuttorBetterStreak_RANKTHISWEEK_2014","BestYTD1PuttorBetterStreak_RANKLASTWEEK_2014","BestYTD1PuttorBetterStreak_PLAYERNAME_2014","BestYTD1PuttorBetterStreak_EVENTS_2014","BestYTD1PuttorBetterStreak_VALUE_2014","stat_name","year"
1,1,"Matteo Manassero",10,16,"BestYTD1PuttorBetterStreak",2014
2,2,"Paul Goydos",19,12,"BestYTD1PuttorBetterStreak",2014
2,2,"Ryan Palmer",23,12,"BestYTD1PuttorBetterStreak",2014
4,4,"Daniel Chopra",16,11,"BestYTD1PuttorBetterStreak",2014
4,4,"Austin Cook",1,11,"BestYTD1PuttorBetterStreak",2014
4,4,"Luke Donald",17,11,"BestYTD1PuttorBetterStreak",2014
4,4,"Ernie Els",24,11,"BestYTD1PuttorBetterStreak",2014
4,4,"Sergio Garcia",16,11,"BestYTD1PuttorBetterStreak",2014
4,4,"WC Liang",2,11,"BestYTD1PuttorBetterStreak",2014
4,4,"Hideki Matsuyama",24,11,"BestYTD1PuttorBetterStreak",2014
4,4,"William McGirt",29,11,"BestYTD1PuttorBetterStreak",2014
4,4,"Brendon Todd",29,11,"BestYTD1PuttorBetterStreak",2014
4,4,"Dawie van der Walt",2,11,"BestYTD1PuttorBetterStreak",2014
14,14,"Cameron Beckman",12,10,"BestYTD1PuttorBetterStreak",2014
14,14,"Scott Brown",30,10,"BestYTD1PuttorBetterStreak",2014
14,14,"Kevin Kisner",26,10,"BestYTD1PuttorBetterStreak",2014
14,14,"Graeme McDowell",17,10,"BestYTD1PuttorBetterStreak",2014
14,14,"Sean OHair",25,10,"BestYTD1PuttorBetterStreak",2014
14,14,"Jordan Spieth",27,10,"BestYTD1PuttorBetterStreak",2014
14,14,"Kevin Streelman",24,10,"BestYTD1PuttorBetterStreak",2014
14,14,"Michael Thompson",22,10,"BestYTD1PuttorBetterStreak",2014
22,22,"Stuart Appleby",29,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Jason Bohn",25,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Darren Clarke",15,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Jamie Donaldson",12,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Jason Dufner",17,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Matt Every",26,9,"BestYTD1PuttorBetterStreak",2014
22,22,"David Hearn",28,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Tim Herron",15,9,"BestYTD1PuttorBetterStreak",2014
22,22,"JB Holmes",24,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Jason Kokrak",19,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Marc Leishman",24,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Justin Leonard",22,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Andrew Loupe",22,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Scott McCarron",12,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Larry Mize",1,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Carl Pettersson",28,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Patrick Reed",28,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Andres Romero",26,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Charl Schwartzel",18,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Brandt Snedeker",25,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Brendan Steele",26,9,"BestYTD1PuttorBetterStreak",2014
22,22,"Richard Sterne",7,9,"BestYTD1PuttorBetterStreak",2014
