"FairwayApproachRTPScore_RANKTHISWEEK_2014","FairwayApproachRTPScore_RANKLASTWEEK_2014","FairwayApproachRTPScore_PLAYERNAME_2014","FairwayApproachRTPScore_ROUNDS_2014","FairwayApproachRTPScore_AVGRTP_2014","stat_name","year"
1,1,"Rory McIlroy",66,-0.175,"FairwayApproachRTPScore",2014
2,2,"Adam Scott",68,-0.151,"FairwayApproachRTPScore",2014
3,3,"Jason Day",54,-0.15,"FairwayApproachRTPScore",2014
4,4,"Dustin Johnson",58,-0.133,"FairwayApproachRTPScore",2014
4,4,"Webb Simpson",87,-0.133,"FairwayApproachRTPScore",2014
6,6,"Matt Kuchar",91,-0.131,"FairwayApproachRTPScore",2014
7,7,"Sergio Garcia",61,-0.125,"FairwayApproachRTPScore",2014
8,8,"Paul Casey",56,-0.123,"FairwayApproachRTPScore",2014
9,9,"Justin Rose",70,-0.122,"FairwayApproachRTPScore",2014
10,10,"Jimmy Walker",98,-0.121,"FairwayApproachRTPScore",2014
11,11,"Keegan Bradley",89,-0.12,"FairwayApproachRTPScore",2014
11,11,"Zach Johnson",97,-0.12,"FairwayApproachRTPScore",2014
13,13,"Hideki Matsuyama",82,-0.119,"FairwayApproachRTPScore",2014
14,14,"Ryan Moore",86,-0.118,"FairwayApproachRTPScore",2014
15,15,"Jim Furyk",84,-0.117,"FairwayApproachRTPScore",2014
15,15,"Jordan Spieth",102,-0.117,"FairwayApproachRTPScore",2014
17,17,"Charl Schwartzel",64,-0.115,"FairwayApproachRTPScore",2014
18,18,"Billy Horschel",92,-0.114,"FairwayApproachRTPScore",2014
19,19,"Rickie Fowler",91,-0.113,"FairwayApproachRTPScore",2014
20,20,"Graeme McDowell",66,-0.112,"FairwayApproachRTPScore",2014
20,20,"Bubba Watson",76,-0.112,"FairwayApproachRTPScore",2014
22,22,"Bill Haas",107,-0.111,"FairwayApproachRTPScore",2014
22,22,"John Senden",99,-0.111,"FairwayApproachRTPScore",2014
24,24,"Harris English",95,-0.106,"FairwayApproachRTPScore",2014
25,25,"Ryo Ishikawa",75,-0.105,"FairwayApproachRTPScore",2014
26,26,"Robert Garrigus",80,-0.104,"FairwayApproachRTPScore",2014
26,26,"Kevin Stadler",90,-0.104,"FairwayApproachRTPScore",2014
28,28,"Kevin Na",94,-0.103,"FairwayApproachRTPScore",2014
29,29,"Kevin Chappell",100,-0.102,"FairwayApproachRTPScore",2014
30,30,"Graham DeLaet",80,-0.101,"FairwayApproachRTPScore",2014
31,31,"Brooks Koepka",56,-0.1,"FairwayApproachRTPScore",2014
32,32,"David Hearn",97,-0.098,"FairwayApproachRTPScore",2014
33,33,"Jeff Overton",80,-0.097,"FairwayApproachRTPScore",2014
34,34,"Jason Dufner",57,-0.096,"FairwayApproachRTPScore",2014
34,34,"Patrick Reed",92,-0.096,"FairwayApproachRTPScore",2014
36,36,"Bud Cauley",56,-0.095,"FairwayApproachRTPScore",2014
36,36,"Ernie Els",85,-0.095,"FairwayApproachRTPScore",2014
36,36,"Charles Howell III",106,-0.095,"FairwayApproachRTPScore",2014
36,36,"George McNeill",79,-0.095,"FairwayApproachRTPScore",2014
36,36,"Chris Stroud",88,-0.095,"FairwayApproachRTPScore",2014
36,36,"Will Wilcox",51,-0.095,"FairwayApproachRTPScore",2014
42,42,"Shawn Stefani",60,-0.094,"FairwayApproachRTPScore",2014
43,43,"Brian Harman",111,-0.093,"FairwayApproachRTPScore",2014
43,43,"Morgan Hoffmann",103,-0.093,"FairwayApproachRTPScore",2014
43,43,"Jason Kokrak",65,-0.093,"FairwayApproachRTPScore",2014
46,46,"Chad Campbell",57,-0.092,"FairwayApproachRTPScore",2014
46,46,"Matt Every",85,-0.092,"FairwayApproachRTPScore",2014
46,46,"Russell Knox",92,-0.092,"FairwayApproachRTPScore",2014
46,46,"Camilo Villegas",95,-0.092,"FairwayApproachRTPScore",2014
50,50,"Retief Goosen",94,-0.091,"FairwayApproachRTPScore",2014
50,50,"Kevin Kisner",85,-0.091,"FairwayApproachRTPScore",2014
50,50,"Marc Leishman",81,-0.091,"FairwayApproachRTPScore",2014
50,50,"Gary Woodland",93,-0.091,"FairwayApproachRTPScore",2014
54,54,"Chris Kirk",105,-0.09,"FairwayApproachRTPScore",2014
54,54,"Cameron Tringale",111,-0.09,"FairwayApproachRTPScore",2014
56,56,"Bo Van Pelt",83,-0.089,"FairwayApproachRTPScore",2014
57,57,"Luke Donald",57,-0.087,"FairwayApproachRTPScore",2014
58,58,"Charley Hoffman",93,-0.085,"FairwayApproachRTPScore",2014
58,58,"Troy Merritt",62,-0.085,"FairwayApproachRTPScore",2014
58,58,"Ryan Palmer",85,-0.085,"FairwayApproachRTPScore",2014
58,58,"Henrik Stenson",56,-0.085,"FairwayApproachRTPScore",2014
62,62,"Scott Langley",95,-0.084,"FairwayApproachRTPScore",2014
62,62,"Brendon Todd",108,-0.084,"FairwayApproachRTPScore",2014
62,62,"Nick Watney",80,-0.084,"FairwayApproachRTPScore",2014
65,65,"Scott Brown",100,-0.083,"FairwayApproachRTPScore",2014
65,65,"Jerry Kelly",80,-0.083,"FairwayApproachRTPScore",2014
65,65,"Ben Martin",80,-0.083,"FairwayApproachRTPScore",2014
68,68,"Martin Kaymer",65,-0.082,"FairwayApproachRTPScore",2014
69,69,"Michael Putnam",106,-0.081,"FairwayApproachRTPScore",2014
69,69,"Brendan Steele",89,-0.081,"FairwayApproachRTPScore",2014
71,71,"Ricky Barnes",92,-0.08,"FairwayApproachRTPScore",2014
71,71,"Daniel Summerhays",98,-0.08,"FairwayApproachRTPScore",2014
71,71,"Johnson Wagner",69,-0.08,"FairwayApproachRTPScore",2014
74,74,"Andrew Svoboda",77,-0.078,"FairwayApproachRTPScore",2014
75,75,"Brad Fritsch",50,-0.077,"FairwayApproachRTPScore",2014
76,76,"Brice Garnett",92,-0.076,"FairwayApproachRTPScore",2014
76,76,"David Toms",64,-0.076,"FairwayApproachRTPScore",2014
78,78,"Kevin Streelman",79,-0.075,"FairwayApproachRTPScore",2014
79,79,"Will Ma Kenzie",82,-0.074,"FairwayApproachRTPScore",2014
80,80,"Luke Guthrie",85,-0.073,"FairwayApproachRTPScore",2014
80,80,"Freddie Jacobson",91,-0.073,"FairwayApproachRTPScore",2014
82,82,"Tyrone Van Aswegen",79,-0.072,"FairwayApproachRTPScore",2014
83,83,"JB Holmes",86,-0.071,"FairwayApproachRTPScore",2014
83,83,"Brian Stuard",91,-0.071,"FairwayApproachRTPScore",2014
83,83,"Michael Thompson",74,-0.071,"FairwayApproachRTPScore",2014
86,86,"Martin Flores",85,-0.07,"FairwayApproachRTPScore",2014
86,86,"Matt Jones",83,-0.07,"FairwayApproachRTPScore",2014
86,86,"Brandt Snedeker",89,-0.07,"FairwayApproachRTPScore",2014
89,89,"Ian Poulter",57,-0.069,"FairwayApproachRTPScore",2014
90,90,"Justin Leonard",75,-0.067,"FairwayApproachRTPScore",2014
90,90,"Seung Yul Noh",92,-0.067,"FairwayApproachRTPScore",2014
92,92,"Stewart Cink",91,-0.066,"FairwayApproachRTPScore",2014
92,92,"Erik Compton",88,-0.066,"FairwayApproachRTPScore",2014
92,92,"Martin Laird",66,-0.066,"FairwayApproachRTPScore",2014
95,95,"Phil Mickelson",71,-0.065,"FairwayApproachRTPScore",2014
95,95,"Robert Streb",75,-0.065,"FairwayApproachRTPScore",2014
97,97,"Aaron Baddeley",74,-0.064,"FairwayApproachRTPScore",2014
97,97,"Ken Duke",80,-0.064,"FairwayApproachRTPScore",2014
99,99,"Billy Hurley III",86,-0.063,"FairwayApproachRTPScore",2014
99,99,"William McGirt",96,-0.063,"FairwayApproachRTPScore",2014
101,101,"Brian Davis",93,-0.061,"FairwayApproachRTPScore",2014
102,102,"Hunter Mahan",88,-0.06,"FairwayApproachRTPScore",2014
102,102,"Lee Westwood",57,-0.06,"FairwayApproachRTPScore",2014
104,104,"Steven Bowditch",93,-0.059,"FairwayApproachRTPScore",2014
105,105,"Heath Slocum",71,-0.058,"FairwayApproachRTPScore",2014
106,106,"Sangmoon Bae",76,-0.057,"FairwayApproachRTPScore",2014
106,106,"Sean OHair",77,-0.057,"FairwayApproachRTPScore",2014
106,106,"Hudson Swafford",75,-0.057,"FairwayApproachRTPScore",2014
106,106,"Josh Teater",90,-0.057,"FairwayApproachRTPScore",2014
110,110,"Stuart Appleby",92,-0.056,"FairwayApproachRTPScore",2014
110,110,"Andres Romero",81,-0.056,"FairwayApproachRTPScore",2014
112,112,"Robert Allenby",83,-0.055,"FairwayApproachRTPScore",2014
112,112,"Russell Henley",92,-0.055,"FairwayApproachRTPScore",2014
112,112,"Vijay Singh",83,-0.055,"FairwayApproachRTPScore",2014
115,115,"Charlie Beljan",76,-0.054,"FairwayApproachRTPScore",2014
115,115,"KJ Choi",80,-0.054,"FairwayApproachRTPScore",2014
115,115,"Carl Pettersson",91,-0.054,"FairwayApproachRTPScore",2014
118,118,"Jonas Blixt",64,-0.053,"FairwayApproachRTPScore",2014
118,118,"Greg Chalmers",85,-0.053,"FairwayApproachRTPScore",2014
118,118,"Jamie Lovemark",64,-0.053,"FairwayApproachRTPScore",2014
121,121,"Gonzalo Fdez Castano",83,-0.052,"FairwayApproachRTPScore",2014
121,121,"Danny Lee",84,-0.052,"FairwayApproachRTPScore",2014
