"TotalDistanceEfficiency_RANKTHISWEEK_2011","TotalDistanceEfficiency_RANKLASTWEEK_2011","TotalDistanceEfficiency_PLAYERNAME_2011","TotalDistanceEfficiency_ROUNDS_2011","TotalDistanceEfficiency_AVG_2011","TotalDistanceEfficiency_AVERAGEDISTANCEYARDS_2011","TotalDistanceEfficiency_AVERAGECLUBHEADSPEED_2011","TotalDistanceEfficiency_TOTALATTEMPTS_2011","TotalDistanceEfficiency_HIGHESTDISTEFFICIENCY_2011","stat_name","year"
37,37,"DA Points",89,2.608,287.36,110.202,67,3.013,"TotalDistanceEfficiency",2011
37,37,"Josh Teater",104,2.608,301.904,115.747,68,3.015,"TotalDistanceEfficiency",2011
41,41,"Bill Lunde",92,2.607,293.592,112.597,74,3.141,"TotalDistanceEfficiency",2011
42,42,"Nick OHern",89,2.606,272.427,104.554,61,2.846,"TotalDistanceEfficiency",2011
42,42,"Ryan Palmer",82,2.606,299.399,114.87,61,3.278,"TotalDistanceEfficiency",2011
44,44,"Kevin Chappell",78,2.602,298.302,114.655,55,2.905,"TotalDistanceEfficiency",2011
44,44,"Jeff Overton",92,2.602,295.332,113.499,71,3.059,"TotalDistanceEfficiency",2011
46,46,"Paul Goydos",81,2.601,274.886,105.699,64,2.963,"TotalDistanceEfficiency",2011
46,46,"Sung Kang",63,2.601,290.92,111.832,39,2.949,"TotalDistanceEfficiency",2011
46,46,"Charl Schwartzel",58,2.601,303.487,116.669,35,3.151,"TotalDistanceEfficiency",2011
49,49,"Jim Renner",65,2.599,294.657,113.364,48,3.101,"TotalDistanceEfficiency",2011
50,50,"Joseph Bramlett",73,2.598,299.727,115.363,50,2.827,"TotalDistanceEfficiency",2011
50,50,"Phil Mickelson",79,2.598,307.845,118.484,51,3.155,"TotalDistanceEfficiency",2011
52,52,"Jason Dufner",78,2.597,285.9,110.106,62,2.966,"TotalDistanceEfficiency",2011
53,53,"Tommy Gainey",104,2.596,295.75,113.919,83,2.959,"TotalDistanceEfficiency",2011
54,54,"Padraig Harrington",60,2.595,298.852,115.146,38,2.959,"TotalDistanceEfficiency",2011
54,54,"Kent Jones",76,2.595,285.878,110.167,57,2.927,"TotalDistanceEfficiency",2011
56,56,"Spencer Levin",113,2.594,286.289,110.353,86,3.124,"TotalDistanceEfficiency",2011
57,57,"Ben Crane",76,2.593,282.246,108.848,60,3.004,"TotalDistanceEfficiency",2011
57,57,"Geoff Ogilvy",69,2.593,293.183,113.081,52,2.864,"TotalDistanceEfficiency",2011
57,57,"Kevin Stadler",88,2.593,293.923,113.338,61,3.102,"TotalDistanceEfficiency",2011
57,57,"Chris Stroud",88,2.593,291.059,112.256,73,2.917,"TotalDistanceEfficiency",2011
61,61,"John Rollins",85,2.591,296.62,114.499,70,2.991,"TotalDistanceEfficiency",2011
62,62,"Steve Marino",76,2.59,295.594,114.114,65,2.895,"TotalDistanceEfficiency",2011
63,63,"Angel Cabrera",50,2.589,309.963,119.725,29,3.177,"TotalDistanceEfficiency",2011
63,63,"Scott Gutschewski",67,2.589,298.871,115.454,44,3.061,"TotalDistanceEfficiency",2011
63,63,"Rocco Mediate",53,2.589,274.549,106.024,44,2.901,"TotalDistanceEfficiency",2011
66,66,"Bill Haas",93,2.587,303.164,117.177,68,3.108,"TotalDistanceEfficiency",2011
66,66,"Matt McQuillan",59,2.587,280.363,108.363,37,2.903,"TotalDistanceEfficiency",2011
66,66,"Martin Piller",63,2.587,287.729,111.203,44,2.996,"TotalDistanceEfficiency",2011
66,66,"Michael Putnam",67,2.587,299.434,115.732,46,3.028,"TotalDistanceEfficiency",2011
66,66,"Rory Sabbatini",85,2.587,294.42,113.788,54,2.989,"TotalDistanceEfficiency",2011
71,71,"Keegan Bradley",91,2.586,303.783,117.494,64,3.092,"TotalDistanceEfficiency",2011
71,71,"Vijay Singh",79,2.586,296.478,114.643,71,3.158,"TotalDistanceEfficiency",2011
73,73,"Rich Beem",53,2.585,280.775,108.615,42,2.974,"TotalDistanceEfficiency",2011
73,73,"Tim Herron",85,2.585,289.553,112.027,65,3.066,"TotalDistanceEfficiency",2011
73,73,"Anthony Kim",72,2.585,296.913,114.855,60,2.958,"TotalDistanceEfficiency",2011
76,76,"David Duval",67,2.584,297.772,115.222,49,2.915,"TotalDistanceEfficiency",2011
76,76,"Ryan Moore",79,2.584,293.16,113.452,58,2.952,"TotalDistanceEfficiency",2011
76,76,"Rod Pampling",72,2.584,290.856,112.557,47,2.92,"TotalDistanceEfficiency",2011
79,79,"Chris DiMarco",93,2.583,279.755,108.287,73,2.832,"TotalDistanceEfficiency",2011
80,80,"Ernie Els",71,2.581,290.205,112.422,53,3.127,"TotalDistanceEfficiency",2011
80,80,"Steve Flesch",88,2.581,281.099,108.929,61,3.057,"TotalDistanceEfficiency",2011
80,80,"Colt Knost",80,2.581,279.758,108.373,59,2.921,"TotalDistanceEfficiency",2011
83,83,"Jim Herman",69,2.58,298.281,115.602,46,2.962,"TotalDistanceEfficiency",2011
84,84,"Kris Blanks",92,2.578,287.048,111.326,76,2.936,"TotalDistanceEfficiency",2011
84,84,"Matt Kuchar",94,2.578,284.584,110.41,72,3.069,"TotalDistanceEfficiency",2011
84,84,"Marc Leishman",87,2.578,299.61,116.198,75,3.044,"TotalDistanceEfficiency",2011
87,87,"Stewart Cink",72,2.577,296.086,114.907,46,2.996,"TotalDistanceEfficiency",2011
87,87,"Retief Goosen",50,2.577,296.265,114.983,38,2.901,"TotalDistanceEfficiency",2011
87,87,"Adam Scott",60,2.577,302.229,117.264,47,3.051,"TotalDistanceEfficiency",2011
90,90,"Justin Leonard",82,2.576,279.194,108.383,63,2.924,"TotalDistanceEfficiency",2011
90,90,"Troy Matteson",91,2.576,300.205,116.517,72,3.143,"TotalDistanceEfficiency",2011
90,90,"Tag Ridings",87,2.576,310.03,120.333,61,2.959,"TotalDistanceEfficiency",2011
93,93,"Ben Curtis",66,2.575,277.217,107.663,57,2.903,"TotalDistanceEfficiency",2011
94,94,"Ben Martin",74,2.574,292.254,113.548,45,2.87,"TotalDistanceEfficiency",2011
94,94,"David Mathis",83,2.574,280.888,109.127,55,2.849,"TotalDistanceEfficiency",2011
96,96,"Blake Adams",116,2.573,295.237,114.752,79,2.926,"TotalDistanceEfficiency",2011
97,97,"Alex Prugh",82,2.572,297.586,115.707,61,2.905,"TotalDistanceEfficiency",2011
98,98,"Brendan Steele",89,2.571,291.936,113.539,71,2.872,"TotalDistanceEfficiency",2011
99,99,"Roland Thatcher",67,2.57,289.389,112.616,49,2.88,"TotalDistanceEfficiency",2011
99,99,"Jimmy Walker",79,2.57,302.731,117.8,57,2.952,"TotalDistanceEfficiency",2011
101,101,"Matt Bettencourt",84,2.569,292.955,114.049,69,3.062,"TotalDistanceEfficiency",2011
101,101,"KJ Choi",77,2.569,284.127,110.595,60,3.047,"TotalDistanceEfficiency",2011
101,101,"Tim Petrovic",88,2.569,280.281,109.115,67,2.989,"TotalDistanceEfficiency",2011
104,104,"Justin Hicks",60,2.568,278.107,108.294,40,3.046,"TotalDistanceEfficiency",2011
104,104,"Dustin Johnson",72,2.568,313.69,122.132,47,3.118,"TotalDistanceEfficiency",2011
106,106,"Jerry Kelly",85,2.566,273.538,106.612,67,2.947,"TotalDistanceEfficiency",2011
107,107,"Lee Janzen",62,2.564,287.528,112.162,42,2.809,"TotalDistanceEfficiency",2011
108,108,"JJ Henry",96,2.562,289.172,112.849,75,2.978,"TotalDistanceEfficiency",2011
109,109,"George McNeill",69,2.561,299.215,116.819,53,2.935,"TotalDistanceEfficiency",2011
109,109,"Johnson Wagner",81,2.561,280.693,109.589,70,2.898,"TotalDistanceEfficiency",2011
109,109,"Boo Weekley",66,2.561,294.332,114.909,49,2.807,"TotalDistanceEfficiency",2011
112,112,"Briny Baird",60,2.56,284.108,110.96,40,2.815,"TotalDistanceEfficiency",2011
112,112,"Brandt Jobe",100,2.56,295.12,115.29,69,3.045,"TotalDistanceEfficiency",2011
112,112,"Robert Karlsson",61,2.56,301.306,117.693,41,2.861,"TotalDistanceEfficiency",2011
112,112,"Ian Poulter",52,2.56,281.701,110.024,40,3.071,"TotalDistanceEfficiency",2011
112,112,"Kyle Stanley",98,2.56,304.151,118.813,70,3.054,"TotalDistanceEfficiency",2011
117,117,"Woody Austin",59,2.559,283.95,110.982,42,3.203,"TotalDistanceEfficiency",2011
117,117,"Charley Hoffman",93,2.559,302.188,118.105,74,3.026,"TotalDistanceEfficiency",2011
117,117,"Jarrod Lyle",83,2.559,289.314,113.049,59,3.156,"TotalDistanceEfficiency",2011
120,120,"Ryuji Imada",83,2.558,285.387,111.586,75,2.954,"TotalDistanceEfficiency",2011
120,120,"Billy Mayfair",94,2.558,281.669,110.119,79,2.918,"TotalDistanceEfficiency",2011
122,122,"Fabian Gomez",84,2.557,287.85,112.589,47,2.904,"TotalDistanceEfficiency",2011
122,122,"Troy Merritt",63,2.557,285.332,111.597,47,2.949,"TotalDistanceEfficiency",2011
124,124,"Hunter Haas",96,2.556,283.699,110.992,76,2.872,"TotalDistanceEfficiency",2011
124,124,"Cameron Tringale",110,2.556,293.083,114.655,87,2.916,"TotalDistanceEfficiency",2011
126,126,"Andres Romero",77,2.555,296.42,116.024,64,3.032,"TotalDistanceEfficiency",2011
127,127,"Michael Bradley",74,2.554,291.489,114.138,54,2.878,"TotalDistanceEfficiency",2011
128,128,"Marc Turnesa",54,2.553,280.388,109.841,35,2.895,"TotalDistanceEfficiency",2011
129,129,"Webb Simpson",98,2.552,293.606,115.046,84,3.061,"TotalDistanceEfficiency",2011
130,130,"Michael Connell",76,2.551,277.895,108.925,68,2.838,"TotalDistanceEfficiency",2011
130,130,"Dean Wilson",62,2.551,278.299,109.077,50,3.141,"TotalDistanceEfficiency",2011
132,132,"Stephen Ames",69,2.549,279.502,109.671,49,2.836,"TotalDistanceEfficiency",2011
132,132,"Andres Gonzales",60,2.549,288.621,113.25,41,2.847,"TotalDistanceEfficiency",2011
132,132,"Gary Woodland",93,2.549,316.906,124.341,53,2.871,"TotalDistanceEfficiency",2011
135,135,"Davis Love III",70,2.548,295.241,115.889,39,2.99,"TotalDistanceEfficiency",2011
136,136,"Michael Thompson",79,2.547,292.313,114.789,53,3.363,"TotalDistanceEfficiency",2011
136,136,"Charlie Wi",83,2.547,283.799,111.427,67,2.923,"TotalDistanceEfficiency",2011
138,138,"Scott Piercy",78,2.546,300.892,118.164,51,3.039,"TotalDistanceEfficiency",2011
138,138,"Jhonattan Vegas",84,2.546,311.112,122.196,64,2.958,"TotalDistanceEfficiency",2011
140,140,"Lucas Glover",74,2.545,296.5,116.502,57,2.982,"TotalDistanceEfficiency",2011
140,140,"Justin Rose",79,2.545,292.409,114.894,64,3.172,"TotalDistanceEfficiency",2011
140,140,"DJ Trahan",91,2.545,294.713,115.814,75,3.144,"TotalDistanceEfficiency",2011
143,143,"William McGirt",103,2.543,288.58,113.489,85,2.944,"TotalDistanceEfficiency",2011
143,143,"Bubba Watson",85,2.543,316.682,124.548,56,2.949,"TotalDistanceEfficiency",2011
145,145,"Chad Campbell",99,2.542,288.68,113.544,76,2.98,"TotalDistanceEfficiency",2011
145,145,"YE Yang",63,2.542,289.649,113.924,42,2.806,"TotalDistanceEfficiency",2011
147,147,"Matt Jones",71,2.54,295.268,116.247,52,2.87,"TotalDistanceEfficiency",2011
147,147,"Bryce Molder",82,2.54,278.464,109.637,60,2.913,"TotalDistanceEfficiency",2011
149,149,"Steven Bowditch",86,2.539,299.912,118.112,65,2.867,"TotalDistanceEfficiency",2011
149,149,"Pat Perez",76,2.539,292.511,115.199,61,2.901,"TotalDistanceEfficiency",2011
151,151,"Alexandre Rocha",65,2.537,281.996,111.163,39,2.926,"TotalDistanceEfficiency",2011
151,151,"Will Strickler",51,2.537,300.399,118.418,34,3.242,"TotalDistanceEfficiency",2011
153,153,"Kevin Kisner",70,2.533,280.773,110.826,50,2.892,"TotalDistanceEfficiency",2011
153,153,"Shaun Micheel",77,2.533,281.827,111.271,53,2.92,"TotalDistanceEfficiency",2011
155,155,"Derek Lamely",65,2.532,296.23,116.977,45,2.945,"TotalDistanceEfficiency",2011
156,156,"Stuart Appleby",65,2.531,289.112,114.244,59,3.347,"TotalDistanceEfficiency",2011
156,156,"Nate Smith",66,2.531,276.441,109.229,45,2.888,"TotalDistanceEfficiency",2011
158,158,"Nick Watney",80,2.53,298.549,118.008,64,2.882,"TotalDistanceEfficiency",2011
159,159,"Richard Johnson",64,2.528,272.759,107.885,48,2.844,"TotalDistanceEfficiency",2011
159,159,"John Senden",94,2.528,294.75,116.587,79,2.88,"TotalDistanceEfficiency",2011
161,161,"Freddie Jacobson",92,2.526,284.168,112.49,65,2.829,"TotalDistanceEfficiency",2011
161,161,"Daniel Summerhays",75,2.526,281.657,111.49,56,2.888,"TotalDistanceEfficiency",2011
163,163,"Scott Stallings",84,2.525,301.076,119.245,67,2.882,"TotalDistanceEfficiency",2011
164,164,"Kevin Na",84,2.524,285.485,113.117,49,2.794,"TotalDistanceEfficiency",2011
165,165,"Kevin Streelman",90,2.522,290.147,115.057,62,2.971,"TotalDistanceEfficiency",2011
166,166,"Graeme McDowell",50,2.521,285.102,113.103,37,2.904,"TotalDistanceEfficiency",2011
167,167,"Joe Durant",71,2.52,280.66,111.389,51,2.794,"TotalDistanceEfficiency",2011
167,167,"Zack Miller",86,2.52,304.413,120.783,53,3.226,"TotalDistanceEfficiency",2011
169,169,"Bobby Gates",82,2.517,293.389,116.554,56,2.974,"TotalDistanceEfficiency",2011
170,170,"Jonathan Byrd",83,2.516,288.961,114.841,68,2.905,"TotalDistanceEfficiency",2011
171,171,"Sean OHair",71,2.513,291.235,115.87,45,2.914,"TotalDistanceEfficiency",2011
172,172,"Charles Howell III",108,2.512,292.523,116.456,84,2.852,"TotalDistanceEfficiency",2011
173,173,"Sergio Garcia",61,2.51,299.786,119.43,43,2.966,"TotalDistanceEfficiency",2011
174,174,"Aaron Baddeley",77,2.509,298.89,119.142,57,2.867,"TotalDistanceEfficiency",2011
175,175,"Brendon de Jonge",105,2.508,287.061,114.45,88,2.866,"TotalDistanceEfficiency",2011
175,175,"Scott McCarron",65,2.508,286.4,114.178,47,3.091,"TotalDistanceEfficiency",2011
177,177,"Chris Couch",73,2.505,301.474,120.335,50,2.814,"TotalDistanceEfficiency",2011
178,178,"Greg Chalmers",88,2.501,275.117,109.985,67,2.862,"TotalDistanceEfficiency",2011
179,179,"Paul Stankowski",78,2.5,280.795,112.34,56,2.997,"TotalDistanceEfficiency",2011
180,180,"Tom Gillis",55,2.499,285.209,114.109,49,2.878,"TotalDistanceEfficiency",2011
181,181,"Luke Donald",73,2.498,279.725,111.974,48,2.721,"TotalDistanceEfficiency",2011
182,182,"Bio Kim",71,2.477,293.753,118.615,48,2.905,"TotalDistanceEfficiency",2011
183,183,"Trevor Immelman",84,2.476,293.16,118.402,55,2.774,"TotalDistanceEfficiency",2011
184,184,"Nathan Green",81,2.464,281.559,114.291,55,2.898,"TotalDistanceEfficiency",2011
185,185,"Ricky Barnes",78,2.458,288.899,117.541,57,2.853,"TotalDistanceEfficiency",2011
186,186,"James Driscoll",71,2.437,288.701,118.47,54,2.832,"TotalDistanceEfficiency",2011
