"PowerRating_RANKTHISWEEK_2010","PowerRating_RANKLASTWEEK_2010","PowerRating_PLAYERNAME_2010","PowerRating_EVENTS_2010","PowerRating_RATING_2010","stat_name","year"
1,1,"Blake Trimble",1,9.9,"PowerRating",2010
2,2,"John Daly",7,9.8,"PowerRating",2010
3,3,"Robert Garrigus",13,9.7,"PowerRating",2010
3,3,"Sam Saunders",2,9.7,"PowerRating",2010
3,3,"Bubba Watson",15,9.7,"PowerRating",2010
6,6,"JB Holmes",22,9.6,"PowerRating",2010
6,6,"Dustin Johnson",15,9.6,"PowerRating",2010
8,8,"Alvaro Quiros",4,9.5,"PowerRating",2010
9,9,"Steve Allan",1,9.4,"PowerRating",2010
9,9,"Chris Baryla",1,9.4,"PowerRating",2010
9,9,"Brett Wetterich",11,9.4,"PowerRating",2010
12,12,"Angel Cabrera",11,9.2,"PowerRating",2010
13,13,"Jamie Lovemark",2,9.1,"PowerRating",2010
13,13,"Phil Mickelson",14,9.1,"PowerRating",2010
15,15,"Graham DeLaet",14,9,"PowerRating",2010
15,15,"Rory McIlroy",9,9,"PowerRating",2010
15,15,"Alistair Presnell",1,9,"PowerRating",2010
15,15,"Chris Smith",1,9,"PowerRating",2010
19,19,"Kyle Stanley",1,8.9,"PowerRating",2010
19,19,"Charles Warren",10,8.9,"PowerRating",2010
21,21,"Byeong Hun An",1,8.8,"PowerRating",2010
21,21,"Daniel Chopra",8,8.8,"PowerRating",2010
21,21,"Ross Fisher",4,8.8,"PowerRating",2010
21,21,"Louis Oosthuizen",1,8.8,"PowerRating",2010
21,21,"Tag Ridings",1,8.8,"PowerRating",2010
26,26,"Aaron Baddeley",20,8.7,"PowerRating",2010
26,26,"Davis Love III",13,8.7,"PowerRating",2010
26,26,"DJ Trahan",17,8.7,"PowerRating",2010
29,29,"Martin Laird",17,8.6,"PowerRating",2010
29,29,"Alex Prugh",15,8.6,"PowerRating",2010
29,29,"Nick Watney",17,8.6,"PowerRating",2010
32,32,"Charley Hoffman",17,8.5,"PowerRating",2010
32,32,"Scott Piercy",15,8.5,"PowerRating",2010
32,32,"Danny Wax",1,8.5,"PowerRating",2010
35,35,"Harrison Frazar",4,8.4,"PowerRating",2010
35,35,"Troy Matteson",13,8.4,"PowerRating",2010
37,37,"Martin Flores",10,8.3,"PowerRating",2010
38,38,"Matt Bettencourt",10,8.2,"PowerRating",2010
38,38,"Jason Day",16,8.2,"PowerRating",2010
38,38,"Seungsu Han",1,8.2,"PowerRating",2010
38,38,"Chris Kirk",1,8.2,"PowerRating",2010
38,38,"Michael ONeal",1,8.2,"PowerRating",2010
38,38,"Jeff Overton",15,8.2,"PowerRating",2010
38,38,"John Rollins",14,8.2,"PowerRating",2010
38,38,"Andres Romero",15,8.2,"PowerRating",2010
