"Puttingfrom25_RANKTHISWEEK_2014","Puttingfrom25_RANKLASTWEEK_2014","Puttingfrom25_PLAYERNAME_2014","Puttingfrom25_ROUNDS_2014","Puttingfrom25_PctMADE_2014","Puttingfrom25_ATTEMPTS_2014","Puttingfrom25_PUTTSMADE_2014","stat_name","year"
1,1,"Rory McIlroy",66,11.64,189,22,"Puttingfrom25",2014
2,2,"Danny Lee",84,9.28,291,27,"Puttingfrom25",2014
3,3,"Adam Scott",68,9.21,228,21,"Puttingfrom25",2014
4,4,"Brian Gay",81,9.02,255,23,"Puttingfrom25",2014
5,5,"Sergio Garcia",61,8.72,172,15,"Puttingfrom25",2014
6,6,"YE Yang",79,8.57,245,21,"Puttingfrom25",2014
7,7,"Chris Kirk",105,7.91,354,28,"Puttingfrom25",2014
8,8,"David Toms",64,7.89,228,18,"Puttingfrom25",2014
9,9,"Henrik Stenson",56,7.65,183,14,"Puttingfrom25",2014
10,10,"Brandt Snedeker",89,7.63,262,20,"Puttingfrom25",2014
11,11,"Dustin Johnson",58,7.59,158,12,"Puttingfrom25",2014
12,12,"John Senden",99,7.54,398,30,"Puttingfrom25",2014
13,13,"Camilo Villegas",95,7.53,372,28,"Puttingfrom25",2014
14,14,"Zach Johnson",97,7.43,350,26,"Puttingfrom25",2014
15,15,"Matt Jones",83,7.36,258,19,"Puttingfrom25",2014
16,16,"Luke Donald",57,7.35,204,15,"Puttingfrom25",2014
17,17,"Phil Mickelson",71,7.33,191,14,"Puttingfrom25",2014
18,18,"Robert Streb",75,7.32,287,21,"Puttingfrom25",2014
19,19,"Troy Merritt",62,7.31,219,16,"Puttingfrom25",2014
20,20,"Graeme McDowell",66,7.29,192,14,"Puttingfrom25",2014
21,21,"George McNeill",79,7.21,305,22,"Puttingfrom25",2014
22,22,"Will Ma Kenzie",82,7.17,321,23,"Puttingfrom25",2014
23,23,"DH Lee",54,7.14,182,13,"Puttingfrom25",2014
24,24,"KJ Choi",80,7.12,267,19,"Puttingfrom25",2014
24,24,"Luke Guthrie",85,7.12,295,21,"Puttingfrom25",2014
26,26,"Scott Langley",95,7.08,339,24,"Puttingfrom25",2014
27,27,"Ricky Barnes",92,7.06,326,23,"Puttingfrom25",2014
27,27,"Webb Simpson",87,7.06,326,23,"Puttingfrom25",2014
27,27,"Brendan Steele",89,7.06,326,23,"Puttingfrom25",2014
30,30,"Lee Westwood",57,6.99,186,13,"Puttingfrom25",2014
31,31,"Greg Chalmers",85,6.96,316,22,"Puttingfrom25",2014
32,32,"Brendon Todd",108,6.95,374,26,"Puttingfrom25",2014
33,33,"Russell Henley",92,6.94,346,24,"Puttingfrom25",2014
34,34,"Scott Brown",100,6.92,347,24,"Puttingfrom25",2014
35,35,"Seung Yul Noh",92,6.87,335,23,"Puttingfrom25",2014
