"SandSavesfrom1020yards_RANKTHISWEEK_2009","SandSavesfrom1020yards_RANKLASTWEEK_2009","SandSavesfrom1020yards_PLAYERNAME_2009","SandSavesfrom1020yards_ROUNDS_2009","SandSavesfrom1020yards_Pct_2009","SandSavesfrom1020yards_OFSAVES_2009","SandSavesfrom1020yards_OFBUNKERS_2009","stat_name","year"
1,1,"Tiger Woods",64,71.43,30,42,"SandSavesfrom1020yards",2009
2,2,"David Mathis",82,70.77,46,65,"SandSavesfrom1020yards",2009
3,3,"KJ Choi",65,69.7,23,33,"SandSavesfrom1020yards",2009
4,4,"Rod Pampling",72,68.49,50,73,"SandSavesfrom1020yards",2009
5,5,"Chris Riley",77,68.42,39,57,"SandSavesfrom1020yards",2009
6,6,"Briny Baird",89,68.33,41,60,"SandSavesfrom1020yards",2009
7,7,"Ian Poulter",59,67.5,27,40,"SandSavesfrom1020yards",2009
8,8,"Kevin Na",91,67.39,62,92,"SandSavesfrom1020yards",2009
9,9,"George McNeill",82,67.12,49,73,"SandSavesfrom1020yards",2009
10,10,"David Duval",56,66.67,28,42,"SandSavesfrom1020yards",2009
10,10,"Scott Sterling",51,66.67,18,27,"SandSavesfrom1020yards",2009
12,12,"Luke Donald",79,66.2,47,71,"SandSavesfrom1020yards",2009
13,13,"Zach Johnson",94,66.18,45,68,"SandSavesfrom1020yards",2009
14,14,"Jimmy Walker",74,66.07,37,56,"SandSavesfrom1020yards",2009
15,15,"Jason Day",61,66,33,50,"SandSavesfrom1020yards",2009
16,16,"Woody Austin",84,65.57,40,61,"SandSavesfrom1020yards",2009
17,17,"Richard Johnson",85,64.81,35,54,"SandSavesfrom1020yards",2009
18,18,"Charlie Wi",92,64.06,41,64,"SandSavesfrom1020yards",2009
19,19,"Lucas Glover",93,63.89,46,72,"SandSavesfrom1020yards",2009
20,20,"Padraig Harrington",66,63.79,37,58,"SandSavesfrom1020yards",2009
20,20,"Rory Sabbatini",81,63.79,37,58,"SandSavesfrom1020yards",2009
22,22,"Geoff Ogilvy",78,63.77,44,69,"SandSavesfrom1020yards",2009
23,23,"Mark Wilson",99,63.33,57,90,"SandSavesfrom1020yards",2009
24,24,"Retief Goosen",74,63.08,41,65,"SandSavesfrom1020yards",2009
25,25,"Bob Heintz",59,62.79,27,43,"SandSavesfrom1020yards",2009
25,25,"Bryce Molder",69,62.79,27,43,"SandSavesfrom1020yards",2009
27,27,"Ken Duke",87,62.67,47,75,"SandSavesfrom1020yards",2009
27,27,"Jerry Kelly",90,62.67,47,75,"SandSavesfrom1020yards",2009
29,29,"Justin Leonard",95,62.07,36,58,"SandSavesfrom1020yards",2009
30,30,"Brian Gay",96,61.84,47,76,"SandSavesfrom1020yards",2009
30,30,"Mike Weir",85,61.84,47,76,"SandSavesfrom1020yards",2009
32,32,"Jim Furyk",86,61.54,32,52,"SandSavesfrom1020yards",2009
32,32,"David Toms",98,61.54,40,65,"SandSavesfrom1020yards",2009
34,34,"Ben Crane",93,61.45,51,83,"SandSavesfrom1020yards",2009
34,34,"Joe Ogilvie",85,61.45,51,83,"SandSavesfrom1020yards",2009
36,36,"Justin Rose",71,61.19,41,67,"SandSavesfrom1020yards",2009
37,37,"Peter Tomasulo",61,61.11,22,36,"SandSavesfrom1020yards",2009
38,38,"Vaughn Taylor",88,61.04,47,77,"SandSavesfrom1020yards",2009
39,39,"Jay Williamson",69,60.98,25,41,"SandSavesfrom1020yards",2009
40,40,"Ben Curtis",63,60.78,31,51,"SandSavesfrom1020yards",2009
40,40,"Glen Day",79,60.78,31,51,"SandSavesfrom1020yards",2009
42,42,"Matt Bettencourt",98,60.76,48,79,"SandSavesfrom1020yards",2009
43,43,"John Senden",100,60.71,51,84,"SandSavesfrom1020yards",2009
44,44,"Tim Clark",81,60.42,29,48,"SandSavesfrom1020yards",2009
44,44,"JJ Henry",97,60.42,29,48,"SandSavesfrom1020yards",2009
44,44,"Michael Letzig",96,60.42,58,96,"SandSavesfrom1020yards",2009
47,47,"Steve Flesch",77,60.34,35,58,"SandSavesfrom1020yards",2009
48,48,"Cliff Kresge",78,60.32,38,63,"SandSavesfrom1020yards",2009
49,49,"Parker McLachlin",71,60.29,41,68,"SandSavesfrom1020yards",2009
50,50,"Freddie Jacobson",83,60.24,50,83,"SandSavesfrom1020yards",2009
51,51,"Robert Allenby",71,60,27,45,"SandSavesfrom1020yards",2009
51,51,"Dustin Johnson",85,60,36,60,"SandSavesfrom1020yards",2009
51,51,"Brandt Snedeker",81,60,39,65,"SandSavesfrom1020yards",2009
54,54,"Ernie Els",70,59.7,40,67,"SandSavesfrom1020yards",2009
54,54,"Brad Faxon",59,59.7,40,67,"SandSavesfrom1020yards",2009
56,56,"Ryan Palmer",78,59.65,34,57,"SandSavesfrom1020yards",2009
57,57,"Jason Gore",74,59.62,31,52,"SandSavesfrom1020yards",2009
58,58,"Bill Haas",91,59.52,50,84,"SandSavesfrom1020yards",2009
59,59,"Matt Kuchar",82,59.38,38,64,"SandSavesfrom1020yards",2009
60,60,"Jeff Klauk",97,59.26,48,81,"SandSavesfrom1020yards",2009
60,60,"Darron Stiles",52,59.26,16,27,"SandSavesfrom1020yards",2009
62,62,"Ryuji Imada",85,59.15,42,71,"SandSavesfrom1020yards",2009
62,62,"Greg Owen",97,59.15,42,71,"SandSavesfrom1020yards",2009
64,64,"Charles Warren",63,59.09,26,44,"SandSavesfrom1020yards",2009
65,65,"Mark Brooks",55,58.97,23,39,"SandSavesfrom1020yards",2009
66,66,"Webb Simpson",94,58.95,56,95,"SandSavesfrom1020yards",2009
67,67,"Davis Love III",89,58.57,41,70,"SandSavesfrom1020yards",2009
68,68,"Stephen Ames",77,58.54,24,41,"SandSavesfrom1020yards",2009
69,69,"Dean Wilson",81,58.49,31,53,"SandSavesfrom1020yards",2009
70,70,"Mark Calcavecchia",72,58.33,28,48,"SandSavesfrom1020yards",2009
71,71,"Rich Beem",77,57.89,22,38,"SandSavesfrom1020yards",2009
72,72,"Chris DiMarco",97,57.65,49,85,"SandSavesfrom1020yards",2009
73,73,"Nicholas Thompson",96,57.32,47,82,"SandSavesfrom1020yards",2009
74,74,"John Rollins",92,57.14,48,84,"SandSavesfrom1020yards",2009
75,75,"Aron Price",89,56.92,37,65,"SandSavesfrom1020yards",2009
76,76,"Charles Howell III",99,56.76,42,74,"SandSavesfrom1020yards",2009
77,77,"Camilo Villegas",76,56.67,34,60,"SandSavesfrom1020yards",2009
78,78,"Nick OHern",90,56.58,43,76,"SandSavesfrom1020yards",2009
79,79,"Stewart Cink",79,56.45,35,62,"SandSavesfrom1020yards",2009
79,79,"Lee Janzen",74,56.45,35,62,"SandSavesfrom1020yards",2009
79,79,"Carl Pettersson",86,56.45,35,62,"SandSavesfrom1020yards",2009
82,82,"Scott McCarron",91,56.41,44,78,"SandSavesfrom1020yards",2009
83,83,"Kevin Sutherland",96,56.16,41,73,"SandSavesfrom1020yards",2009
84,84,"Steve Stricker",81,56.14,32,57,"SandSavesfrom1020yards",2009
85,85,"Sergio Garcia",59,56,28,50,"SandSavesfrom1020yards",2009
85,85,"Anthony Kim",76,56,28,50,"SandSavesfrom1020yards",2009
85,85,"Casey Wittenberg",71,56,28,50,"SandSavesfrom1020yards",2009
88,88,"Jeff Maggert",79,55.93,33,59,"SandSavesfrom1020yards",2009
89,89,"Daniel Chopra",89,55.91,52,93,"SandSavesfrom1020yards",2009
90,90,"Paul Goydos",79,55.74,34,61,"SandSavesfrom1020yards",2009
91,91,"Steve Marino",98,55.7,44,79,"SandSavesfrom1020yards",2009
92,92,"Hunter Mahan",94,55.41,41,74,"SandSavesfrom1020yards",2009
93,93,"Aaron Baddeley",66,55.22,37,67,"SandSavesfrom1020yards",2009
94,94,"Brett Quigley",92,55,33,60,"SandSavesfrom1020yards",2009
95,95,"Eric Axley",71,54.9,28,51,"SandSavesfrom1020yards",2009
96,96,"Tag Ridings",50,54.84,17,31,"SandSavesfrom1020yards",2009
97,97,"Chez Reavie",81,54.79,40,73,"SandSavesfrom1020yards",2009
98,98,"Matt Weibring",65,54.76,23,42,"SandSavesfrom1020yards",2009
99,99,"Nathan Green",104,54.55,48,88,"SandSavesfrom1020yards",2009
99,99,"Tim Herron",87,54.55,42,77,"SandSavesfrom1020yards",2009
99,99,"Rick Price",54,54.55,18,33,"SandSavesfrom1020yards",2009
102,102,"Stuart Appleby",79,54.29,38,70,"SandSavesfrom1020yards",2009
103,103,"Heath Slocum",95,54.17,39,72,"SandSavesfrom1020yards",2009
104,104,"Kenny Perry",92,54,27,50,"SandSavesfrom1020yards",2009
105,105,"Angel Cabrera",55,53.85,21,39,"SandSavesfrom1020yards",2009
106,106,"Mathew Goggin",76,53.7,29,54,"SandSavesfrom1020yards",2009
107,107,"Bo Van Pelt",100,53.52,38,71,"SandSavesfrom1020yards",2009
108,108,"Nick Watney",86,53.33,32,60,"SandSavesfrom1020yards",2009
109,109,"Pat Perez",74,53.13,34,64,"SandSavesfrom1020yards",2009
110,110,"Brian Davis",103,53.01,44,83,"SandSavesfrom1020yards",2009
111,111,"Cameron Beckman",87,52.73,29,55,"SandSavesfrom1020yards",2009
112,112,"Vijay Singh",71,52.63,20,38,"SandSavesfrom1020yards",2009
113,113,"Alex Cejka",82,52.54,31,59,"SandSavesfrom1020yards",2009
114,114,"Chris Stroud",88,52.46,32,61,"SandSavesfrom1020yards",2009
115,115,"Patrick Sheehan",51,52.17,12,23,"SandSavesfrom1020yards",2009
116,116,"Brad Adamonis",70,52,26,50,"SandSavesfrom1020yards",2009
116,116,"Steve Elkington",70,52,26,50,"SandSavesfrom1020yards",2009
118,118,"YE Yang",83,51.9,41,79,"SandSavesfrom1020yards",2009
119,119,"Greg Chalmers",85,51.85,28,54,"SandSavesfrom1020yards",2009
120,120,"Bill Lunde",83,51.61,32,62,"SandSavesfrom1020yards",2009
121,121,"Brendon de Jonge",90,51.56,33,64,"SandSavesfrom1020yards",2009
122,122,"Kevin Streelman",97,51.47,35,68,"SandSavesfrom1020yards",2009
123,123,"Tom Pernice Jr",82,51.39,37,72,"SandSavesfrom1020yards",2009
124,124,"Jonathan Byrd",89,51.35,38,74,"SandSavesfrom1020yards",2009
124,124,"Scott Piercy",85,51.35,38,74,"SandSavesfrom1020yards",2009
126,126,"James Nitties",86,51.28,40,78,"SandSavesfrom1020yards",2009
127,127,"Spencer Levin",75,51.16,22,43,"SandSavesfrom1020yards",2009
128,128,"Colt Knost",71,51.11,23,45,"SandSavesfrom1020yards",2009
129,129,"Derek Fathauer",63,50.88,29,57,"SandSavesfrom1020yards",2009
130,130,"Rocco Mediate",79,50.85,30,59,"SandSavesfrom1020yards",2009
131,131,"Martin Laird",72,50,34,68,"SandSavesfrom1020yards",2009
131,131,"Kevin Stadler",65,50,19,38,"SandSavesfrom1020yards",2009
131,131,"Johnson Wagner",81,50,33,66,"SandSavesfrom1020yards",2009
134,134,"DA Points",99,49.41,42,85,"SandSavesfrom1020yards",2009
135,135,"Ryan Moore",89,49.28,34,69,"SandSavesfrom1020yards",2009
136,136,"Harrison Frazar",93,49.25,33,67,"SandSavesfrom1020yards",2009
137,137,"Jeff Quinney",78,49.12,28,57,"SandSavesfrom1020yards",2009
