"Front9Round2ScoringAverage_RANKTHISWEEK_2009","Front9Round2ScoringAverage_RANKLASTWEEK_2009","Front9Round2ScoringAverage_PLAYERNAME_2009","Front9Round2ScoringAverage__2009","Front9Round2ScoringAverage_AVG_2009","Front9Round2ScoringAverage_TOTALSTROKES_2009","Front9Round2ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Matt Jones",NA,34.25,548,16,"Front9Round2ScoringAverage",2009
2,2,"James Nitties",NA,34.48,931,27,"Front9Round2ScoringAverage",2009
3,3,"Mark Wilson",NA,34.5,966,28,"Front9Round2ScoringAverage",2009
4,4,"Stephen Ames",NA,34.55,760,22,"Front9Round2ScoringAverage",2009
4,4,"Kris Blanks",NA,34.55,691,20,"Front9Round2ScoringAverage",2009
6,6,"Ernie Els",NA,34.56,622,18,"Front9Round2ScoringAverage",2009
6,6,"Scott Sterling",NA,34.56,553,16,"Front9Round2ScoringAverage",2009
8,8,"Kevin Na",NA,34.58,830,24,"Front9Round2ScoringAverage",2009
9,9,"Matt Weibring",NA,34.59,761,22,"Front9Round2ScoringAverage",2009
10,10,"Justin Leonard",NA,34.6,865,25,"Front9Round2ScoringAverage",2009
11,11,"Bill Lunde",NA,34.62,900,26,"Front9Round2ScoringAverage",2009
12,12,"Chris Riley",NA,34.68,763,22,"Front9Round2ScoringAverage",2009
13,13,"Kenny Perry",NA,34.7,798,23,"Front9Round2ScoringAverage",2009
13,13,"Charles Warren",NA,34.7,694,20,"Front9Round2ScoringAverage",2009
15,15,"Bart Bryant",NA,34.71,590,17,"Front9Round2ScoringAverage",2009
15,15,"Alex Cejka",NA,34.71,833,24,"Front9Round2ScoringAverage",2009
17,17,"Harrison Frazar",NA,34.75,973,28,"Front9Round2ScoringAverage",2009
18,18,"Nick Watney",NA,34.79,835,24,"Front9Round2ScoringAverage",2009
19,19,"Bob Estes",NA,34.82,766,22,"Front9Round2ScoringAverage",2009
20,20,"Corey Pavin",NA,34.83,801,23,"Front9Round2ScoringAverage",2009
21,21,"Charley Hoffman",NA,34.85,941,27,"Front9Round2ScoringAverage",2009
22,22,"Bill Haas",NA,34.86,1011,29,"Front9Round2ScoringAverage",2009
23,23,"Jason Day",NA,34.88,593,17,"Front9Round2ScoringAverage",2009
24,24,"Retief Goosen",NA,34.89,663,19,"Front9Round2ScoringAverage",2009
24,24,"Tim Herron",NA,34.89,942,27,"Front9Round2ScoringAverage",2009
26,26,"Chris DiMarco",NA,34.9,1012,29,"Front9Round2ScoringAverage",2009
26,26,"Luke Donald",NA,34.9,698,20,"Front9Round2ScoringAverage",2009
26,26,"Charles Howell III",NA,34.9,1012,29,"Front9Round2ScoringAverage",2009
26,26,"Anthony Kim",NA,34.9,733,21,"Front9Round2ScoringAverage",2009
30,30,"Ryuji Imada",NA,34.92,873,25,"Front9Round2ScoringAverage",2009
30,30,"Jeff Overton",NA,34.92,908,26,"Front9Round2ScoringAverage",2009
32,32,"Brian Davis",NA,34.93,1048,30,"Front9Round2ScoringAverage",2009
32,32,"Troy Matteson",NA,34.93,1048,30,"Front9Round2ScoringAverage",2009
32,32,"Ted Purdy",NA,34.93,1048,30,"Front9Round2ScoringAverage",2009
32,32,"Chris Stroud",NA,34.93,943,27,"Front9Round2ScoringAverage",2009
36,36,"Tiger Woods",NA,34.94,559,16,"Front9Round2ScoringAverage",2009
37,37,"Kevin Stadler",NA,34.95,699,20,"Front9Round2ScoringAverage",2009
37,37,"Camilo Villegas",NA,34.95,664,19,"Front9Round2ScoringAverage",2009
39,39,"Cameron Beckman",NA,34.96,909,26,"Front9Round2ScoringAverage",2009
39,39,"Jason Dufner",NA,34.96,909,26,"Front9Round2ScoringAverage",2009
39,39,"Steve Flesch",NA,34.96,839,24,"Front9Round2ScoringAverage",2009
42,42,"Joe Durant",NA,35,700,20,"Front9Round2ScoringAverage",2009
42,42,"Kent Jones",NA,35,840,24,"Front9Round2ScoringAverage",2009
42,42,"Matt Kuchar",NA,35,840,24,"Front9Round2ScoringAverage",2009
42,42,"Phil Mickelson",NA,35,595,17,"Front9Round2ScoringAverage",2009
42,42,"Nick OHern",NA,35,945,27,"Front9Round2ScoringAverage",2009
47,47,"Tim Petrovic",NA,35.03,1086,31,"Front9Round2ScoringAverage",2009
47,47,"Bo Van Pelt",NA,35.03,1051,30,"Front9Round2ScoringAverage",2009
49,49,"Daniel Chopra",NA,35.04,911,26,"Front9Round2ScoringAverage",2009
49,49,"Jeff Klauk",NA,35.04,981,28,"Front9Round2ScoringAverage",2009
49,49,"Brandt Snedeker",NA,35.04,911,26,"Front9Round2ScoringAverage",2009
49,49,"Jimmy Walker",NA,35.04,806,23,"Front9Round2ScoringAverage",2009
53,53,"Stewart Cink",NA,35.05,736,21,"Front9Round2ScoringAverage",2009
53,53,"Bryce Molder",NA,35.05,736,21,"Front9Round2ScoringAverage",2009
53,53,"Pat Perez",NA,35.05,736,21,"Front9Round2ScoringAverage",2009
56,56,"Heath Slocum",NA,35.07,1052,30,"Front9Round2ScoringAverage",2009
57,57,"Ben Crane",NA,35.08,912,26,"Front9Round2ScoringAverage",2009
57,57,"Scott McCarron",NA,35.08,912,26,"Front9Round2ScoringAverage",2009
57,57,"Kevin Sutherland",NA,35.08,912,26,"Front9Round2ScoringAverage",2009
60,60,"Vijay Singh",NA,35.1,702,20,"Front9Round2ScoringAverage",2009
61,61,"John Mallinger",NA,35.11,948,27,"Front9Round2ScoringAverage",2009
61,61,"Chez Reavie",NA,35.11,948,27,"Front9Round2ScoringAverage",2009
63,63,"Zach Johnson",NA,35.12,878,25,"Front9Round2ScoringAverage",2009
63,63,"Jerry Kelly",NA,35.12,878,25,"Front9Round2ScoringAverage",2009
65,65,"Nathan Green",NA,35.13,1054,30,"Front9Round2ScoringAverage",2009
65,65,"Patrick Sheehan",NA,35.13,527,15,"Front9Round2ScoringAverage",2009
67,67,"Briny Baird",NA,35.14,984,28,"Front9Round2ScoringAverage",2009
67,67,"KJ Choi",NA,35.14,738,21,"Front9Round2ScoringAverage",2009
67,67,"Sean OHair",NA,35.14,738,21,"Front9Round2ScoringAverage",2009
67,67,"Rod Pampling",NA,35.14,773,22,"Front9Round2ScoringAverage",2009
67,67,"Steve Stricker",NA,35.14,738,21,"Front9Round2ScoringAverage",2009
67,67,"Jay Williamson",NA,35.14,773,22,"Front9Round2ScoringAverage",2009
73,73,"Darron Stiles",NA,35.16,668,19,"Front9Round2ScoringAverage",2009
74,74,"Colt Knost",NA,35.17,844,24,"Front9Round2ScoringAverage",2009
75,75,"Tom Pernice Jr",NA,35.19,915,26,"Front9Round2ScoringAverage",2009
75,75,"Aron Price",NA,35.19,915,26,"Front9Round2ScoringAverage",2009
77,77,"Aaron Baddeley",NA,35.2,704,20,"Front9Round2ScoringAverage",2009
77,77,"Paul Goydos",NA,35.2,880,25,"Front9Round2ScoringAverage",2009
79,79,"Vaughn Taylor",NA,35.21,986,28,"Front9Round2ScoringAverage",2009
80,80,"Ryan Moore",NA,35.22,951,27,"Front9Round2ScoringAverage",2009
