"DrivingDistance_RANKTHISWEEK_2005","DrivingDistance_RANKLASTWEEK_2005","DrivingDistance_PLAYERNAME_2005","DrivingDistance_ROUNDS_2005","DrivingDistance_AVG_2005","DrivingDistance_TOTALDISTANCE_2005","DrivingDistance_TOTALDRIVES_2005","stat_name","year"
1,1,"Scott Hend",75,318.9,46560,146,"DrivingDistance",2005
2,2,"Tiger Woods",76,316.1,46787,148,"DrivingDistance",2005
3,3,"Brett Wetterich",76,311.7,46133,148,"DrivingDistance",2005
4,4,"Scott Gutschewski",86,310.5,50914,164,"DrivingDistance",2005
5,5,"John Daly",78,310.1,47138,152,"DrivingDistance",2005
6,6,"Brenden Pappas",51,309.4,31562,102,"DrivingDistance",2005
7,7,"Hank Kuehne",84,307.7,49225,160,"DrivingDistance",2005
8,8,"Davis Love III",80,305.4,45810,150,"DrivingDistance",2005
9,9,"Kenny Perry",82,304.7,48751,160,"DrivingDistance",2005
10,10,"Sergio Garcia",73,303.5,41271,136,"DrivingDistance",2005
11,11,"Brandt Jobe",96,302.3,55622,184,"DrivingDistance",2005
12,12,"Lucas Glover",88,302.2,51974,172,"DrivingDistance",2005
13,13,"John Elliott",58,301.7,33791,112,"DrivingDistance",2005
14,14,"Brendan Jones",81,301.5,47632,158,"DrivingDistance",2005
15,15,"Mathias Gronberg",60,301.4,34960,116,"DrivingDistance",2005
16,16,"Vijay Singh",111,301.1,65646,218,"DrivingDistance",2005
17,17,"Harrison Frazar",105,301,60798,202,"DrivingDistance",2005
18,18,"Chris Smith",93,300.8,55957,186,"DrivingDistance",2005
19,19,"Stuart Appleby",84,300.6,47789,159,"DrivingDistance",2005
20,20,"Jason Allred",75,300.2,43822,146,"DrivingDistance",2005
20,20,"Will Ma Kenzie",75,300.2,43836,146,"DrivingDistance",2005
20,20,"Tag Ridings",93,300.2,54640,182,"DrivingDistance",2005
23,23,"Sean OHair",103,300.1,59415,198,"DrivingDistance",2005
23,23,"Adam Scott",72,300.1,40815,136,"DrivingDistance",2005
23,23,"Kevin Stadler",96,300.1,55217,184,"DrivingDistance",2005
26,26,"Phil Mickelson",81,300,44400,148,"DrivingDistance",2005
27,27,"Charles Warren",89,299.2,52066,174,"DrivingDistance",2005
28,28,"Nick Watney",91,298.9,53209,178,"DrivingDistance",2005
29,29,"Michael Long",72,298.3,41755,140,"DrivingDistance",2005
30,30,"Dennis Paulson",63,298.2,37578,126,"DrivingDistance",2005
31,31,"Geoff Ogilvy",97,298,55431,186,"DrivingDistance",2005
32,32,"Steve Allan",102,297.8,58367,196,"DrivingDistance",2005
33,33,"Robert Allenby",95,297.7,52987,178,"DrivingDistance",2005
34,34,"JJ Henry",102,297.6,59514,200,"DrivingDistance",2005
35,35,"Daniel Chopra",108,297.3,61843,208,"DrivingDistance",2005
36,36,"Rory Sabbatini",81,297.2,46366,156,"DrivingDistance",2005
37,37,"Jonathan Byrd",103,297,58799,198,"DrivingDistance",2005
38,38,"Lee Westwood",50,296.8,28497,96,"DrivingDistance",2005
39,39,"Fred Couples",72,296.4,40310,136,"DrivingDistance",2005
40,40,"Rod Pampling",89,295.9,49719,168,"DrivingDistance",2005
41,41,"DJ Trahan",81,295.8,45557,154,"DrivingDistance",2005
42,42,"DJ Brigman",76,295.5,42558,144,"DrivingDistance",2005
42,42,"James Driscoll",73,295.5,41962,142,"DrivingDistance",2005
44,44,"Retief Goosen",71,295.4,36038,122,"DrivingDistance",2005
45,45,"David Hearn",68,295.2,40147,136,"DrivingDistance",2005
45,45,"Ted Purdy",122,295.2,72037,244,"DrivingDistance",2005
47,47,"Ryan Palmer",101,295,57235,194,"DrivingDistance",2005
48,48,"Carlos Franco",78,294.7,44801,152,"DrivingDistance",2005
49,49,"John Rollins",97,294.4,55937,190,"DrivingDistance",2005
50,50,"Arjun Atwal",65,294.2,38246,130,"DrivingDistance",2005
51,51,"Justin Rose",99,294.1,55879,190,"DrivingDistance",2005
52,52,"Chad Campbell",95,294,54101,184,"DrivingDistance",2005
52,52,"Dan Forsman",52,294,29401,100,"DrivingDistance",2005
54,54,"Padraig Harrington",50,293.9,28214,96,"DrivingDistance",2005
55,55,"Hunter Mahan",103,293.8,59356,202,"DrivingDistance",2005
56,56,"Charles Howell III",95,293.6,52855,180,"DrivingDistance",2005
56,56,"John Huston",90,293.6,50504,172,"DrivingDistance",2005
58,58,"Neal Lancaster",95,293.4,55742,190,"DrivingDistance",2005
59,59,"Brett Quigley",96,293.3,53963,184,"DrivingDistance",2005
