"FirstTeeEarlyPar3ScoringAverage_RANKTHISWEEK_2009","FirstTeeEarlyPar3ScoringAverage_RANKLASTWEEK_2009","FirstTeeEarlyPar3ScoringAverage_PLAYERNAME_2009","FirstTeeEarlyPar3ScoringAverage_ROUNDS_2009","FirstTeeEarlyPar3ScoringAverage_AVG_2009","FirstTeeEarlyPar3ScoringAverage_TOTALSTROKES_2009","FirstTeeEarlyPar3ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Tiger Woods",64,2.83,68,24,"FirstTeeEarlyPar3ScoringAverage",2009
2,2,"Geoff Ogilvy",78,2.91,195,67,"FirstTeeEarlyPar3ScoringAverage",2009
3,3,"Bob Heintz",59,2.92,193,66,"FirstTeeEarlyPar3ScoringAverage",2009
3,3,"Spencer Levin",75,2.92,389,133,"FirstTeeEarlyPar3ScoringAverage",2009
5,5,"Zach Johnson",94,2.93,264,90,"FirstTeeEarlyPar3ScoringAverage",2009
6,6,"Mark Brooks",55,2.94,306,104,"FirstTeeEarlyPar3ScoringAverage",2009
6,6,"Dustin Johnson",85,2.94,253,86,"FirstTeeEarlyPar3ScoringAverage",2009
8,8,"Chad Campbell",90,2.96,385,130,"FirstTeeEarlyPar3ScoringAverage",2009
8,8,"Joe Ogilvie",85,2.96,290,98,"FirstTeeEarlyPar3ScoringAverage",2009
8,8,"Brendon Todd",53,2.96,133,45,"FirstTeeEarlyPar3ScoringAverage",2009
8,8,"Brian Vranesh",51,2.96,237,80,"FirstTeeEarlyPar3ScoringAverage",2009
12,12,"Pat Perez",74,2.97,285,96,"FirstTeeEarlyPar3ScoringAverage",2009
12,12,"Scott Sterling",51,2.97,193,65,"FirstTeeEarlyPar3ScoringAverage",2009
12,12,"Casey Wittenberg",71,2.97,235,79,"FirstTeeEarlyPar3ScoringAverage",2009
15,15,"Ben Crane",93,2.98,364,122,"FirstTeeEarlyPar3ScoringAverage",2009
15,15,"Jeff Maggert",79,2.98,250,84,"FirstTeeEarlyPar3ScoringAverage",2009
15,15,"Sean OHair",80,2.98,331,111,"FirstTeeEarlyPar3ScoringAverage",2009
15,15,"Corey Pavin",73,2.98,328,110,"FirstTeeEarlyPar3ScoringAverage",2009
19,19,"Lee Janzen",74,2.99,293,98,"FirstTeeEarlyPar3ScoringAverage",2009
19,19,"Justin Rose",71,2.99,299,100,"FirstTeeEarlyPar3ScoringAverage",2009
19,19,"Vaughn Taylor",88,2.99,290,97,"FirstTeeEarlyPar3ScoringAverage",2009
19,19,"Charles Warren",63,2.99,254,85,"FirstTeeEarlyPar3ScoringAverage",2009
23,23,"Michael Allen",73,3,267,89,"FirstTeeEarlyPar3ScoringAverage",2009
23,23,"Ben Curtis",63,3,276,92,"FirstTeeEarlyPar3ScoringAverage",2009
23,23,"Steve Elkington",70,3,201,67,"FirstTeeEarlyPar3ScoringAverage",2009
23,23,"Matt Kuchar",82,3,279,93,"FirstTeeEarlyPar3ScoringAverage",2009
23,23,"Bill Lunde",83,3,369,123,"FirstTeeEarlyPar3ScoringAverage",2009
23,23,"Kenny Perry",92,3,261,87,"FirstTeeEarlyPar3ScoringAverage",2009
23,23,"Patrick Sheehan",51,3,183,61,"FirstTeeEarlyPar3ScoringAverage",2009
23,23,"Kevin Stadler",65,3,246,82,"FirstTeeEarlyPar3ScoringAverage",2009
23,23,"Kirk Triplett",60,3,264,88,"FirstTeeEarlyPar3ScoringAverage",2009
23,23,"Bubba Watson",73,3,291,97,"FirstTeeEarlyPar3ScoringAverage",2009
