"Scrambling1020ydsRTPScore_RANKTHISWEEK_2012","Scrambling1020ydsRTPScore_RANKLASTWEEK_2012","Scrambling1020ydsRTPScore_PLAYERNAME_2012","Scrambling1020ydsRTPScore_ROUNDS_2012","Scrambling1020ydsRTPScore_AVGRTP_2012","Scrambling1020ydsRTPScore_TOTALHOLES_2012","Scrambling1020ydsRTPScore_TOTALRTP_2012","stat_name","year"
84,84,"Ernie Els",80,0.359,181,65,"Scrambling1020ydsRTPScore",2012
84,84,"Rickie Fowler",84,0.359,184,66,"Scrambling1020ydsRTPScore",2012
84,84,"Zach Johnson",95,0.359,206,74,"Scrambling1020ydsRTPScore",2012
84,84,"David Mathis",83,0.359,209,75,"Scrambling1020ydsRTPScore",2012
84,84,"Ryan Moore",89,0.359,209,75,"Scrambling1020ydsRTPScore",2012
90,90,"Brendon de Jonge",115,0.363,248,90,"Scrambling1020ydsRTPScore",2012
91,91,"Ben Crane",73,0.365,170,62,"Scrambling1020ydsRTPScore",2012
91,91,"Jimmy Walker",101,0.365,233,85,"Scrambling1020ydsRTPScore",2012
93,93,"Tommy Biershenk",74,0.366,161,59,"Scrambling1020ydsRTPScore",2012
94,94,"Blake Adams",107,0.37,216,80,"Scrambling1020ydsRTPScore",2012
94,94,"Ben Curtis",62,0.37,119,44,"Scrambling1020ydsRTPScore",2012
94,94,"Josh Teater",97,0.37,219,81,"Scrambling1020ydsRTPScore",2012
97,97,"Colt Knost",79,0.371,170,63,"Scrambling1020ydsRTPScore",2012
97,97,"Bryce Molder",83,0.371,170,63,"Scrambling1020ydsRTPScore",2012
99,99,"George McNeill",85,0.372,199,74,"Scrambling1020ydsRTPScore",2012
99,99,"Louis Oosthuizen",65,0.372,121,45,"Scrambling1020ydsRTPScore",2012
101,101,"Andres Romero",68,0.373,166,62,"Scrambling1020ydsRTPScore",2012
101,101,"Steve Stricker",73,0.373,102,38,"Scrambling1020ydsRTPScore",2012
103,103,"Ryuji Imada",78,0.377,191,72,"Scrambling1020ydsRTPScore",2012
103,103,"Rory Sabbatini",84,0.377,191,72,"Scrambling1020ydsRTPScore",2012
103,103,"Mark Wilson",84,0.377,183,69,"Scrambling1020ydsRTPScore",2012
106,106,"Steve Wheatcroft",56,0.378,98,37,"Scrambling1020ydsRTPScore",2012
107,107,"Bo Van Pelt",84,0.379,174,66,"Scrambling1020ydsRTPScore",2012
108,108,"Ken Duke",104,0.38,263,100,"Scrambling1020ydsRTPScore",2012
108,108,"Padraig Harrington",67,0.38,137,52,"Scrambling1020ydsRTPScore",2012
108,108,"Sean OHair",84,0.38,179,68,"Scrambling1020ydsRTPScore",2012
111,111,"Michael Bradley",63,0.381,126,48,"Scrambling1020ydsRTPScore",2012
112,112,"Marc Leishman",84,0.382,225,86,"Scrambling1020ydsRTPScore",2012
113,113,"Nathan Green",73,0.383,149,57,"Scrambling1020ydsRTPScore",2012
114,114,"Graham DeLaet",79,0.384,185,71,"Scrambling1020ydsRTPScore",2012
114,114,"Charles Howell III",98,0.384,190,73,"Scrambling1020ydsRTPScore",2012
114,114,"John Huh",99,0.384,237,91,"Scrambling1020ydsRTPScore",2012
117,117,"Billy Horschel",63,0.386,114,44,"Scrambling1020ydsRTPScore",2012
117,117,"Rod Pampling",88,0.386,176,68,"Scrambling1020ydsRTPScore",2012
119,119,"Jason Bohn",81,0.387,204,79,"Scrambling1020ydsRTPScore",2012
120,120,"Stephen Gangluff",57,0.388,129,50,"Scrambling1020ydsRTPScore",2012
120,120,"Mathew Goggin",65,0.388,152,59,"Scrambling1020ydsRTPScore",2012
120,120,"Bubba Watson",68,0.388,129,50,"Scrambling1020ydsRTPScore",2012
123,123,"Mark Anderson",75,0.389,157,61,"Scrambling1020ydsRTPScore",2012
123,123,"Tim Clark",60,0.389,126,49,"Scrambling1020ydsRTPScore",2012
123,123,"Jason Kokrak",79,0.389,162,63,"Scrambling1020ydsRTPScore",2012
126,126,"John Mallinger",74,0.39,182,71,"Scrambling1020ydsRTPScore",2012
126,126,"John Senden",81,0.39,141,55,"Scrambling1020ydsRTPScore",2012
128,128,"Hunter Haas",69,0.391,161,63,"Scrambling1020ydsRTPScore",2012
128,128,"Chris Kirk",93,0.391,220,86,"Scrambling1020ydsRTPScore",2012
130,130,"Hunter Mahan",88,0.392,153,60,"Scrambling1020ydsRTPScore",2012
131,131,"DA Points",88,0.393,214,84,"Scrambling1020ydsRTPScore",2012
132,132,"Gary Christian",91,0.394,198,78,"Scrambling1020ydsRTPScore",2012
133,133,"Martin Flores",95,0.397,214,85,"Scrambling1020ydsRTPScore",2012
134,134,"Tom Gillis",75,0.398,191,76,"Scrambling1020ydsRTPScore",2012
134,134,"Tim Herron",88,0.398,186,74,"Scrambling1020ydsRTPScore",2012
134,134,"Kevin Stadler",85,0.398,186,74,"Scrambling1020ydsRTPScore",2012
137,137,"Harris English",98,0.401,207,83,"Scrambling1020ydsRTPScore",2012
137,137,"Ted Potter Jr",77,0.401,177,71,"Scrambling1020ydsRTPScore",2012
139,139,"Troy Matteson",100,0.404,228,92,"Scrambling1020ydsRTPScore",2012
140,140,"James Driscoll",83,0.408,184,75,"Scrambling1020ydsRTPScore",2012
140,140,"Nick Watney",97,0.408,184,75,"Scrambling1020ydsRTPScore",2012
142,142,"Sung Kang",75,0.41,188,77,"Scrambling1020ydsRTPScore",2012
143,143,"Vijay Singh",99,0.412,226,93,"Scrambling1020ydsRTPScore",2012
144,144,"Chris DiMarco",83,0.413,218,90,"Scrambling1020ydsRTPScore",2012
144,144,"Davis Love III",64,0.413,126,52,"Scrambling1020ydsRTPScore",2012
146,146,"Brendon Todd",78,0.414,174,72,"Scrambling1020ydsRTPScore",2012
147,147,"Ricky Barnes",92,0.415,200,83,"Scrambling1020ydsRTPScore",2012
147,147,"Will Claxton",99,0.415,236,98,"Scrambling1020ydsRTPScore",2012
149,149,"Stewart Cink",71,0.417,132,55,"Scrambling1020ydsRTPScore",2012
149,149,"Daniel Summerhays",81,0.417,168,70,"Scrambling1020ydsRTPScore",2012
149,149,"Camilo Villegas",79,0.417,151,63,"Scrambling1020ydsRTPScore",2012
152,152,"Chris Couch",61,0.421,145,61,"Scrambling1020ydsRTPScore",2012
153,153,"Gary Woodland",70,0.424,139,59,"Scrambling1020ydsRTPScore",2012
154,154,"Garth Mulroy",59,0.425,120,51,"Scrambling1020ydsRTPScore",2012
155,155,"Cameron Beckman",81,0.426,188,80,"Scrambling1020ydsRTPScore",2012
155,155,"Erik Compton",81,0.426,190,81,"Scrambling1020ydsRTPScore",2012
155,155,"Jhonattan Vegas",77,0.426,155,66,"Scrambling1020ydsRTPScore",2012
158,158,"Bobby Gates",87,0.431,204,88,"Scrambling1020ydsRTPScore",2012
158,158,"Greg Owen",90,0.431,197,85,"Scrambling1020ydsRTPScore",2012
160,160,"Tommy Gainey",98,0.433,254,110,"Scrambling1020ydsRTPScore",2012
161,161,"Arjun Atwal",79,0.436,188,82,"Scrambling1020ydsRTPScore",2012
162,162,"Chad Campbell",84,0.437,206,90,"Scrambling1020ydsRTPScore",2012
162,162,"Billy Hurley III",70,0.437,158,69,"Scrambling1020ydsRTPScore",2012
164,164,"Graeme McDowell",55,0.439,82,36,"Scrambling1020ydsRTPScore",2012
165,165,"Edward Loar",59,0.442,120,53,"Scrambling1020ydsRTPScore",2012
166,166,"Troy Kelly",68,0.443,140,62,"Scrambling1020ydsRTPScore",2012
166,166,"John Merrick",83,0.443,185,82,"Scrambling1020ydsRTPScore",2012
168,168,"Heath Slocum",93,0.444,198,88,"Scrambling1020ydsRTPScore",2012
168,168,"Kyle Stanley",86,0.444,189,84,"Scrambling1020ydsRTPScore",2012
170,170,"Jeff Maggert",83,0.451,215,97,"Scrambling1020ydsRTPScore",2012
171,171,"Angel Cabrera",54,0.452,93,42,"Scrambling1020ydsRTPScore",2012
172,172,"Miguel Angel Carballo",73,0.456,149,68,"Scrambling1020ydsRTPScore",2012
173,173,"Charlie Beljan",61,0.458,118,54,"Scrambling1020ydsRTPScore",2012
173,173,"Charley Hoffman",88,0.458,190,87,"Scrambling1020ydsRTPScore",2012
173,173,"Adam Scott",59,0.458,96,44,"Scrambling1020ydsRTPScore",2012
176,176,"Scott Brown",65,0.46,137,63,"Scrambling1020ydsRTPScore",2012
176,176,"Johnson Wagner",88,0.46,187,86,"Scrambling1020ydsRTPScore",2012
178,178,"John Daly",50,0.462,104,48,"Scrambling1020ydsRTPScore",2012
179,179,"Kyle Thompson",51,0.465,86,40,"Scrambling1020ydsRTPScore",2012
180,180,"Michael Thompson",80,0.467,165,77,"Scrambling1020ydsRTPScore",2012
181,181,"Robert Allenby",76,0.47,185,87,"Scrambling1020ydsRTPScore",2012
182,182,"Scott Stallings",78,0.472,176,83,"Scrambling1020ydsRTPScore",2012
183,183,"Alexandre Rocha",62,0.473,129,61,"Scrambling1020ydsRTPScore",2012
184,184,"DJ Trahan",73,0.478,161,77,"Scrambling1020ydsRTPScore",2012
185,185,"Sangmoon Bae",81,0.48,171,82,"Scrambling1020ydsRTPScore",2012
186,186,"Scott Dunlap",57,0.487,115,56,"Scrambling1020ydsRTPScore",2012
186,186,"Boo Weekley",74,0.487,158,77,"Scrambling1020ydsRTPScore",2012
188,188,"Robert Garrigus",89,0.489,186,91,"Scrambling1020ydsRTPScore",2012
189,189,"Kris Blanks",65,0.494,170,84,"Scrambling1020ydsRTPScore",2012
190,190,"Lee Westwood",60,0.495,91,45,"Scrambling1020ydsRTPScore",2012
191,191,"Roland Thatcher",55,0.539,102,55,"Scrambling1020ydsRTPScore",2012
