"TenthTeeLateRound2ScoringAverage_RANKTHISWEEK_2011","TenthTeeLateRound2ScoringAverage_RANKLASTWEEK_2011","TenthTeeLateRound2ScoringAverage_PLAYERNAME_2011","TenthTeeLateRound2ScoringAverage__2011","TenthTeeLateRound2ScoringAverage_AVG_2011","TenthTeeLateRound2ScoringAverage_TOTALSTROKES_2011","TenthTeeLateRound2ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Nick Watney",NA,65,65,1,"TenthTeeLateRound2ScoringAverage",2011
2,2,"Aaron Baddeley",NA,66.75,267,4,"TenthTeeLateRound2ScoringAverage",2011
3,3,"Phil Mickelson",NA,67,67,1,"TenthTeeLateRound2ScoringAverage",2011
4,4,"Charl Schwartzel",NA,67.33,202,3,"TenthTeeLateRound2ScoringAverage",2011
5,5,"Cameron Tringale",NA,67.5,540,8,"TenthTeeLateRound2ScoringAverage",2011
6,6,"Bill Haas",NA,67.67,203,3,"TenthTeeLateRound2ScoringAverage",2011
7,7,"Jason Bohn",NA,67.8,339,5,"TenthTeeLateRound2ScoringAverage",2011
8,8,"Rod Pampling",NA,68,272,4,"TenthTeeLateRound2ScoringAverage",2011
8,8,"Jhonattan Vegas",NA,68,204,3,"TenthTeeLateRound2ScoringAverage",2011
8,8,"Camilo Villegas",NA,68,204,3,"TenthTeeLateRound2ScoringAverage",2011
11,11,"Ricky Barnes",NA,68.5,137,2,"TenthTeeLateRound2ScoringAverage",2011
11,11,"Trevor Immelman",NA,68.5,137,2,"TenthTeeLateRound2ScoringAverage",2011
11,11,"Sung Kang",NA,68.5,137,2,"TenthTeeLateRound2ScoringAverage",2011
11,11,"Geoff Ogilvy",NA,68.5,274,4,"TenthTeeLateRound2ScoringAverage",2011
15,15,"David Hearn",NA,68.67,206,3,"TenthTeeLateRound2ScoringAverage",2011
15,15,"David Toms",NA,68.67,206,3,"TenthTeeLateRound2ScoringAverage",2011
17,17,"Justin Leonard",NA,68.75,275,4,"TenthTeeLateRound2ScoringAverage",2011
18,18,"Keegan Bradley",NA,69,276,4,"TenthTeeLateRound2ScoringAverage",2011
18,18,"Chris Couch",NA,69,138,2,"TenthTeeLateRound2ScoringAverage",2011
18,18,"Ben Crane",NA,69,552,8,"TenthTeeLateRound2ScoringAverage",2011
18,18,"Aron Price",NA,69,276,4,"TenthTeeLateRound2ScoringAverage",2011
22,22,"Nathan Green",NA,69.1,691,10,"TenthTeeLateRound2ScoringAverage",2011
23,23,"Brian Davis",NA,69.13,553,8,"TenthTeeLateRound2ScoringAverage",2011
24,24,"Zach Johnson",NA,69.25,277,4,"TenthTeeLateRound2ScoringAverage",2011
25,25,"Boo Weekley",NA,69.29,485,7,"TenthTeeLateRound2ScoringAverage",2011
26,26,"Jonathan Byrd",NA,69.33,416,6,"TenthTeeLateRound2ScoringAverage",2011
26,26,"Davis Love III",NA,69.33,208,3,"TenthTeeLateRound2ScoringAverage",2011
26,26,"Paul Stankowski",NA,69.33,416,6,"TenthTeeLateRound2ScoringAverage",2011
29,29,"Gary Woodland",NA,69.4,347,5,"TenthTeeLateRound2ScoringAverage",2011
30,30,"Michael Connell",NA,69.43,486,7,"TenthTeeLateRound2ScoringAverage",2011
31,31,"Michael Putnam",NA,69.5,556,8,"TenthTeeLateRound2ScoringAverage",2011
32,32,"JB Holmes",NA,69.6,348,5,"TenthTeeLateRound2ScoringAverage",2011
32,32,"Martin Laird",NA,69.6,348,5,"TenthTeeLateRound2ScoringAverage",2011
32,32,"Mark Wilson",NA,69.6,348,5,"TenthTeeLateRound2ScoringAverage",2011
35,35,"Tim Herron",NA,69.67,418,6,"TenthTeeLateRound2ScoringAverage",2011
35,35,"Brendan Steele",NA,69.67,418,6,"TenthTeeLateRound2ScoringAverage",2011
37,37,"Jason Dufner",NA,69.7,697,10,"TenthTeeLateRound2ScoringAverage",2011
