"FairwayApproachRTPScore_RANKTHISWEEK_2009","FairwayApproachRTPScore_RANKLASTWEEK_2009","FairwayApproachRTPScore_PLAYERNAME_2009","FairwayApproachRTPScore_ROUNDS_2009","FairwayApproachRTPScore_AVGRTP_2009","stat_name","year"
1,1,"Tiger Woods",64,-0.195,"FairwayApproachRTPScore",2009
2,2,"Tim Clark",81,-0.145,"FairwayApproachRTPScore",2009
2,2,"Steve Stricker",81,-0.145,"FairwayApproachRTPScore",2009
4,4,"Matt Jones",56,-0.132,"FairwayApproachRTPScore",2009
5,5,"Zach Johnson",94,-0.127,"FairwayApproachRTPScore",2009
5,5,"Mike Weir",85,-0.127,"FairwayApproachRTPScore",2009
7,7,"Geoff Ogilvy",78,-0.126,"FairwayApproachRTPScore",2009
7,7,"Rory Sabbatini",81,-0.126,"FairwayApproachRTPScore",2009
9,9,"Jim Furyk",86,-0.124,"FairwayApproachRTPScore",2009
10,10,"Justin Leonard",95,-0.123,"FairwayApproachRTPScore",2009
11,11,"Anthony Kim",76,-0.121,"FairwayApproachRTPScore",2009
11,11,"DJ Trahan",96,-0.121,"FairwayApproachRTPScore",2009
13,13,"Hunter Mahan",94,-0.12,"FairwayApproachRTPScore",2009
14,14,"Tag Ridings",50,-0.117,"FairwayApproachRTPScore",2009
15,15,"Matt Weibring",65,-0.116,"FairwayApproachRTPScore",2009
16,16,"Kevin Na",91,-0.115,"FairwayApproachRTPScore",2009
16,16,"Patrick Sheehan",51,-0.115,"FairwayApproachRTPScore",2009
18,18,"Bo Van Pelt",100,-0.114,"FairwayApproachRTPScore",2009
19,19,"Padraig Harrington",66,-0.113,"FairwayApproachRTPScore",2009
20,20,"Luke Donald",79,-0.111,"FairwayApproachRTPScore",2009
21,21,"Rod Pampling",72,-0.11,"FairwayApproachRTPScore",2009
22,22,"John Senden",100,-0.109,"FairwayApproachRTPScore",2009
23,23,"Charley Hoffman",97,-0.107,"FairwayApproachRTPScore",2009
23,23,"Matt Kuchar",82,-0.107,"FairwayApproachRTPScore",2009
23,23,"Scott Verplank",88,-0.107,"FairwayApproachRTPScore",2009
26,26,"Jason Day",61,-0.106,"FairwayApproachRTPScore",2009
26,26,"Sean OHair",80,-0.106,"FairwayApproachRTPScore",2009
26,26,"Kevin Sutherland",96,-0.106,"FairwayApproachRTPScore",2009
29,29,"Greg Chalmers",85,-0.105,"FairwayApproachRTPScore",2009
29,29,"Bob Heintz",59,-0.105,"FairwayApproachRTPScore",2009
29,29,"Bryce Molder",69,-0.105,"FairwayApproachRTPScore",2009
32,32,"Dustin Johnson",85,-0.104,"FairwayApproachRTPScore",2009
32,32,"Chris Riley",77,-0.104,"FairwayApproachRTPScore",2009
34,34,"Ian Poulter",59,-0.103,"FairwayApproachRTPScore",2009
34,34,"Dean Wilson",81,-0.103,"FairwayApproachRTPScore",2009
36,36,"Stephen Ames",77,-0.102,"FairwayApproachRTPScore",2009
37,37,"Kenny Perry",92,-0.101,"FairwayApproachRTPScore",2009
