"Approach5075yardsRTPScore_RANKTHISWEEK_2008","Approach5075yardsRTPScore_RANKLASTWEEK_2008","Approach5075yardsRTPScore_PLAYERNAME_2008","Approach5075yardsRTPScore_ROUNDS_2008","Approach5075yardsRTPScore_AVGRTP_2008","stat_name","year"
1,1,"Padraig Harrington",52,-0.667,"Approach5075yardsRTPScore",2008
2,2,"Kent Jones",68,-0.583,"Approach5075yardsRTPScore",2008
3,3,"KJ Choi",74,-0.565,"Approach5075yardsRTPScore",2008
4,4,"Richard Johnson",77,-0.563,"Approach5075yardsRTPScore",2008
5,5,"Nick OHern",82,-0.517,"Approach5075yardsRTPScore",2008
6,6,"Hunter Mahan",87,-0.5,"Approach5075yardsRTPScore",2008
7,7,"Ian Poulter",51,-0.429,"Approach5075yardsRTPScore",2008
8,8,"Brian Gay",102,-0.4,"Approach5075yardsRTPScore",2008
8,8,"Bob Tway",70,-0.4,"Approach5075yardsRTPScore",2008
10,10,"Jonathan Byrd",88,-0.394,"Approach5075yardsRTPScore",2008
11,11,"Justin Leonard",101,-0.381,"Approach5075yardsRTPScore",2008
12,12,"Jim Furyk",95,-0.375,"Approach5075yardsRTPScore",2008
12,12,"Paul Goydos",78,-0.375,"Approach5075yardsRTPScore",2008
14,14,"Ryuji Imada",80,-0.368,"Approach5075yardsRTPScore",2008
15,15,"Tim Wilkinson",95,-0.351,"Approach5075yardsRTPScore",2008
16,16,"Gavin Coles",54,-0.333,"Approach5075yardsRTPScore",2008
16,16,"Steve Flesch",95,-0.333,"Approach5075yardsRTPScore",2008
16,16,"Jason Gore",94,-0.333,"Approach5075yardsRTPScore",2008
16,16,"Camilo Villegas",79,-0.333,"Approach5075yardsRTPScore",2008
16,16,"Ron Whittaker",54,-0.333,"Approach5075yardsRTPScore",2008
21,21,"Shigeki Maruyama",50,-0.32,"Approach5075yardsRTPScore",2008
22,22,"Troy Matteson",94,-0.316,"Approach5075yardsRTPScore",2008
23,23,"Chad Campbell",94,-0.308,"Approach5075yardsRTPScore",2008
24,24,"Bob Estes",90,-0.3,"Approach5075yardsRTPScore",2008
24,24,"DJ Trahan",94,-0.3,"Approach5075yardsRTPScore",2008
26,26,"Brad Elder",67,-0.294,"Approach5075yardsRTPScore",2008
26,26,"Matt Kuchar",88,-0.294,"Approach5075yardsRTPScore",2008
28,28,"Ken Duke",116,-0.29,"Approach5075yardsRTPScore",2008
29,29,"Tom Lehman",51,-0.286,"Approach5075yardsRTPScore",2008
29,29,"Kevin Streelman",114,-0.286,"Approach5075yardsRTPScore",2008
31,31,"Stephen Ames",83,-0.28,"Approach5075yardsRTPScore",2008
32,32,"Omar Uresti",74,-0.273,"Approach5075yardsRTPScore",2008
33,33,"Rod Pampling",83,-0.267,"Approach5075yardsRTPScore",2008
33,33,"Vijay Singh",82,-0.267,"Approach5075yardsRTPScore",2008
33,33,"Jay Williamson",96,-0.267,"Approach5075yardsRTPScore",2008
36,36,"Geoff Ogilvy",65,-0.263,"Approach5075yardsRTPScore",2008
36,36,"Kevin Sutherland",98,-0.263,"Approach5075yardsRTPScore",2008
38,38,"Glen Day",64,-0.259,"Approach5075yardsRTPScore",2008
39,39,"Woody Austin",109,-0.257,"Approach5075yardsRTPScore",2008
40,40,"Steve Stricker",75,-0.241,"Approach5075yardsRTPScore",2008
41,41,"Jeff Quinney",87,-0.239,"Approach5075yardsRTPScore",2008
42,42,"Fred Couples",60,-0.238,"Approach5075yardsRTPScore",2008
43,43,"Steve Elkington",84,-0.225,"Approach5075yardsRTPScore",2008
44,44,"Tim Clark",90,-0.222,"Approach5075yardsRTPScore",2008
45,45,"Paul Casey",55,-0.214,"Approach5075yardsRTPScore",2008
46,46,"Justin Bolli",87,-0.2,"Approach5075yardsRTPScore",2008
46,46,"Mark Calcavecchia",67,-0.2,"Approach5075yardsRTPScore",2008
46,46,"Anthony Kim",81,-0.2,"Approach5075yardsRTPScore",2008
46,46,"Peter Lonard",92,-0.2,"Approach5075yardsRTPScore",2008
46,46,"Ryan Moore",72,-0.2,"Approach5075yardsRTPScore",2008
46,46,"Tag Ridings",88,-0.2,"Approach5075yardsRTPScore",2008
52,52,"Harrison Frazar",73,-0.194,"Approach5075yardsRTPScore",2008
52,52,"Bo Van Pelt",101,-0.194,"Approach5075yardsRTPScore",2008
52,52,"Dean Wilson",109,-0.194,"Approach5075yardsRTPScore",2008
55,55,"Brian Davis",108,-0.19,"Approach5075yardsRTPScore",2008
56,56,"Chris DiMarco",87,-0.186,"Approach5075yardsRTPScore",2008
57,57,"Jason Day",81,-0.182,"Approach5075yardsRTPScore",2008
57,57,"Zach Johnson",85,-0.182,"Approach5075yardsRTPScore",2008
57,57,"Boo Weekley",86,-0.182,"Approach5075yardsRTPScore",2008
60,60,"Tommy Armour III",77,-0.179,"Approach5075yardsRTPScore",2008
61,61,"Craig Kanada",65,-0.167,"Approach5075yardsRTPScore",2008
61,61,"Chris Riley",51,-0.167,"Approach5075yardsRTPScore",2008
61,61,"Nicholas Thompson",113,-0.167,"Approach5075yardsRTPScore",2008
64,64,"Cameron Beckman",87,-0.161,"Approach5075yardsRTPScore",2008
65,65,"Lucas Glover",91,-0.16,"Approach5075yardsRTPScore",2008
66,66,"Marc Turnesa",87,-0.158,"Approach5075yardsRTPScore",2008
67,67,"Briny Baird",113,-0.147,"Approach5075yardsRTPScore",2008
68,68,"Carlos Franco",73,-0.143,"Approach5075yardsRTPScore",2008
68,68,"Stephen Leaney",53,-0.143,"Approach5075yardsRTPScore",2008
68,68,"Brett Rumford",72,-0.143,"Approach5075yardsRTPScore",2008
71,71,"Joe Ogilvie",100,-0.14,"Approach5075yardsRTPScore",2008
72,72,"John Merrick",98,-0.133,"Approach5075yardsRTPScore",2008
72,72,"Rory Sabbatini",77,-0.133,"Approach5075yardsRTPScore",2008
74,74,"Kenny Perry",97,-0.132,"Approach5075yardsRTPScore",2008
75,75,"Mike Weir",88,-0.128,"Approach5075yardsRTPScore",2008
76,76,"Parker McLachlin",88,-0.115,"Approach5075yardsRTPScore",2008
77,77,"Scott Verplank",82,-0.114,"Approach5075yardsRTPScore",2008
78,78,"Stuart Appleby",87,-0.111,"Approach5075yardsRTPScore",2008
78,78,"Bart Bryant",81,-0.111,"Approach5075yardsRTPScore",2008
78,78,"Kevin Na",97,-0.111,"Approach5075yardsRTPScore",2008
81,81,"Tim Petrovic",97,-0.107,"Approach5075yardsRTPScore",2008
82,82,"Jeff Overton",103,-0.105,"Approach5075yardsRTPScore",2008
83,83,"Joe Durant",92,-0.103,"Approach5075yardsRTPScore",2008
84,84,"Retief Goosen",59,-0.1,"Approach5075yardsRTPScore",2008
84,84,"Tom Pernice Jr",104,-0.1,"Approach5075yardsRTPScore",2008
86,86,"Jerry Kelly",89,-0.097,"Approach5075yardsRTPScore",2008
87,87,"Bob Sowards",61,-0.095,"Approach5075yardsRTPScore",2008
88,88,"Sean OHair",81,-0.091,"Approach5075yardsRTPScore",2008
88,88,"Chris Stroud",81,-0.091,"Approach5075yardsRTPScore",2008
90,90,"Jesper Parnevik",88,-0.087,"Approach5075yardsRTPScore",2008
90,90,"Pat Perez",93,-0.087,"Approach5075yardsRTPScore",2008
92,92,"Billy Mayfair",103,-0.086,"Approach5075yardsRTPScore",2008
93,93,"Billy Andrade",71,-0.083,"Approach5075yardsRTPScore",2008
93,93,"Ryan Palmer",69,-0.083,"Approach5075yardsRTPScore",2008
95,95,"JB Holmes",86,-0.081,"Approach5075yardsRTPScore",2008
96,96,"JP Hayes",67,-0.08,"Approach5075yardsRTPScore",2008
96,96,"David Toms",70,-0.08,"Approach5075yardsRTPScore",2008
98,98,"Charlie Wi",97,-0.079,"Approach5075yardsRTPScore",2008
99,99,"Tim Herron",97,-0.069,"Approach5075yardsRTPScore",2008
100,100,"Cody Freeman",66,-0.067,"Approach5075yardsRTPScore",2008
101,101,"Mark Wilson",107,-0.065,"Approach5075yardsRTPScore",2008
102,102,"Frank Lickliter II",107,-0.064,"Approach5075yardsRTPScore",2008
103,103,"Dustin Johnson",92,-0.063,"Approach5075yardsRTPScore",2008
104,104,"Jason Allred",63,-0.059,"Approach5075yardsRTPScore",2008
104,104,"Doug LaBelle II",65,-0.059,"Approach5075yardsRTPScore",2008
104,104,"Brenden Pappas",66,-0.059,"Approach5075yardsRTPScore",2008
107,107,"Shane Bertsch",96,-0.057,"Approach5075yardsRTPScore",2008
108,108,"Robert Gamez",79,-0.05,"Approach5075yardsRTPScore",2008
108,108,"Jeff Gove",50,-0.05,"Approach5075yardsRTPScore",2008
108,108,"Andres Romero",69,-0.05,"Approach5075yardsRTPScore",2008
111,111,"Paul Claxton",63,-0.048,"Approach5075yardsRTPScore",2008
112,112,"Ben Crane",86,-0.045,"Approach5075yardsRTPScore",2008
112,112,"Chez Reavie",102,-0.045,"Approach5075yardsRTPScore",2008
112,112,"John Rollins",94,-0.045,"Approach5075yardsRTPScore",2008
112,112,"Bubba Watson",97,-0.045,"Approach5075yardsRTPScore",2008
116,116,"Greg Kraft",63,-0.043,"Approach5075yardsRTPScore",2008
117,117,"Corey Pavin",69,-0.042,"Approach5075yardsRTPScore",2008
118,118,"Freddie Jacobson",78,-0.038,"Approach5075yardsRTPScore",2008
118,118,"George McNeill",97,-0.038,"Approach5075yardsRTPScore",2008
118,118,"Brett Quigley",80,-0.038,"Approach5075yardsRTPScore",2008
121,121,"Alex Cejka",75,-0.037,"Approach5075yardsRTPScore",2008
121,121,"Kenneth Ferrie",72,-0.037,"Approach5075yardsRTPScore",2008
121,121,"John Riegger",73,-0.037,"Approach5075yardsRTPScore",2008
124,124,"Martin Laird",98,-0.031,"Approach5075yardsRTPScore",2008
125,125,"Daniel Chopra",84,-0.029,"Approach5075yardsRTPScore",2008
126,126,"Heath Slocum",104,-0.016,"Approach5075yardsRTPScore",2008
127,127,"Eric Axley",113,0,"Approach5075yardsRTPScore",2008
127,127,"Aaron Baddeley",76,0,"Approach5075yardsRTPScore",2008
127,127,"Rich Beem",90,0,"Approach5075yardsRTPScore",2008
127,127,"Ben Curtis",80,0,"Approach5075yardsRTPScore",2008
127,127,"Marco Dawson",64,0,"Approach5075yardsRTPScore",2008
127,127,"Todd Demsey",80,0,"Approach5075yardsRTPScore",2008
127,127,"Nick Flanagan",89,0,"Approach5075yardsRTPScore",2008
127,127,"Bill Haas",99,0,"Approach5075yardsRTPScore",2008
127,127,"Dudley Hart",74,0,"Approach5075yardsRTPScore",2008
127,127,"JJ Henry",108,0,"Approach5075yardsRTPScore",2008
127,127,"Charles Howell III",101,0,"Approach5075yardsRTPScore",2008
127,127,"John Huston",56,0,"Approach5075yardsRTPScore",2008
127,127,"Brandt Jobe",52,0,"Approach5075yardsRTPScore",2008
127,127,"Cliff Kresge",84,0,"Approach5075yardsRTPScore",2008
127,127,"Steve Lowery",74,0,"Approach5075yardsRTPScore",2008
127,127,"Jeff Maggert",86,0,"Approach5075yardsRTPScore",2008
127,127,"Scott McCarron",63,0,"Approach5075yardsRTPScore",2008
127,127,"Jim McGovern",75,0,"Approach5075yardsRTPScore",2008
127,127,"Phil Mickelson",80,0,"Approach5075yardsRTPScore",2008
127,127,"Ted Purdy",68,0,"Approach5075yardsRTPScore",2008
127,127,"Adam Scott",51,0,"Approach5075yardsRTPScore",2008
127,127,"Scott Sterling",89,0,"Approach5075yardsRTPScore",2008
127,127,"Charles Warren",79,0,"Approach5075yardsRTPScore",2008
151,151,"Charley Hoffman",94,0.029,"Approach5075yardsRTPScore",2008
152,152,"Carl Pettersson",110,0.03,"Approach5075yardsRTPScore",2008
153,153,"Mark Hensby",71,0.037,"Approach5075yardsRTPScore",2008
154,154,"Rocco Mediate",87,0.061,"Approach5075yardsRTPScore",2008
154,154,"John Senden",93,0.061,"Approach5075yardsRTPScore",2008
156,156,"Tom Scherrer",56,0.063,"Approach5075yardsRTPScore",2008
157,157,"Patrick Sheehan",124,0.069,"Approach5075yardsRTPScore",2008
158,158,"Ernie Els",51,0.071,"Approach5075yardsRTPScore",2008
158,158,"John Mallinger",95,0.071,"Approach5075yardsRTPScore",2008
160,160,"Johnson Wagner",83,0.077,"Approach5075yardsRTPScore",2008
161,161,"Ryan Armour",87,0.08,"Approach5075yardsRTPScore",2008
161,161,"Chad Collins",72,0.08,"Approach5075yardsRTPScore",2008
163,163,"Olin Browne",77,0.083,"Approach5075yardsRTPScore",2008
163,163,"James Driscoll",85,0.083,"Approach5075yardsRTPScore",2008
163,163,"Michael Letzig",88,0.083,"Approach5075yardsRTPScore",2008
166,166,"Matt Jones",95,0.1,"Approach5075yardsRTPScore",2008
167,167,"Will Ma Kenzie",62,0.105,"Approach5075yardsRTPScore",2008
168,168,"Michael Allen",91,0.111,"Approach5075yardsRTPScore",2008
168,168,"Stewart Cink",87,0.111,"Approach5075yardsRTPScore",2008
168,168,"Vaughn Taylor",103,0.111,"Approach5075yardsRTPScore",2008
171,171,"Mathew Goggin",91,0.12,"Approach5075yardsRTPScore",2008
171,171,"Jin Park",85,0.12,"Approach5075yardsRTPScore",2008
173,173,"Brandt Snedeker",85,0.125,"Approach5075yardsRTPScore",2008
173,173,"YE Yang",89,0.125,"Approach5075yardsRTPScore",2008
175,175,"Travis Perkins",53,0.133,"Approach5075yardsRTPScore",2008
175,175,"Kevin Stadler",90,0.133,"Approach5075yardsRTPScore",2008
177,177,"Brad Adamonis",87,0.143,"Approach5075yardsRTPScore",2008
178,178,"Robert Allenby",108,0.154,"Approach5075yardsRTPScore",2008
178,178,"Davis Love III",78,0.154,"Approach5075yardsRTPScore",2008
180,180,"Jon Mills",95,0.158,"Approach5075yardsRTPScore",2008
181,181,"Steve Marino",119,0.167,"Approach5075yardsRTPScore",2008
182,182,"Nathan Green",95,0.179,"Approach5075yardsRTPScore",2008
183,183,"Kyle Thompson",70,0.188,"Approach5075yardsRTPScore",2008
184,184,"Mathias Gronberg",87,0.2,"Approach5075yardsRTPScore",2008
184,184,"Trevor Immelman",70,0.2,"Approach5075yardsRTPScore",2008
186,186,"Robert Garrigus",90,0.217,"Approach5075yardsRTPScore",2008
187,187,"Steve Allan",58,0.222,"Approach5075yardsRTPScore",2008
188,188,"Todd Hamilton",92,0.231,"Approach5075yardsRTPScore",2008
189,189,"Lee Janzen",89,0.268,"Approach5075yardsRTPScore",2008
190,190,"Alejandro Canizares",52,0.3,"Approach5075yardsRTPScore",2008
191,191,"Nick Watney",96,0.313,"Approach5075yardsRTPScore",2008
192,192,"Tommy Gainey",60,0.333,"Approach5075yardsRTPScore",2008
192,192,"Sergio Garcia",72,0.333,"Approach5075yardsRTPScore",2008
194,194,"David Lutterus",59,0.353,"Approach5075yardsRTPScore",2008
195,195,"David Duval",51,0.368,"Approach5075yardsRTPScore",2008
196,196,"Angel Cabrera",55,0.4,"Approach5075yardsRTPScore",2008
197,197,"Jimmy Walker",73,0.455,"Approach5075yardsRTPScore",2008
