"Top10Finishes_RANKTHISWEEK_2007","Top10Finishes_RANKLASTWEEK_2007","Top10Finishes_PLAYERNAME_2007","Top10Finishes_EVENTS_2007","Top10Finishes_TOP10_2007","Top10Finishes_1ST_2007","Top10Finishes_2ND_2007","Top10Finishes_3RD_2007","stat_name","year"
1,1,"Tiger Woods",16,12,7,3,NA,"Top10Finishes",2007
2,2,"Rory Sabbatini",23,10,1,2,3,"Top10Finishes",2007
2,2,"Scott Verplank",23,10,1,NA,1,"Top10Finishes",2007
4,4,"Steve Stricker",23,9,1,2,1,"Top10Finishes",2007
5,5,"Robert Allenby",28,8,NA,NA,2,"Top10Finishes",2007
5,5,"Jim Furyk",23,8,1,2,2,"Top10Finishes",2007
7,7,"Aaron Baddeley",23,7,1,1,NA,"Top10Finishes",2007
7,7,"KJ Choi",25,7,2,1,NA,"Top10Finishes",2007
7,7,"Sergio Garcia",19,7,NA,2,1,"Top10Finishes",2007
7,7,"Jerry Kelly",28,7,NA,NA,1,"Top10Finishes",2007
7,7,"Phil Mickelson",22,7,3,1,2,"Top10Finishes",2007
7,7,"Geoff Ogilvy",22,7,NA,1,1,"Top10Finishes",2007
7,7,"Justin Rose",16,7,NA,1,1,"Top10Finishes",2007
7,7,"Vijay Singh",27,7,2,1,NA,"Top10Finishes",2007
7,7,"David Toms",22,7,NA,NA,1,"Top10Finishes",2007
16,16,"Mark Calcavecchia",28,6,1,1,NA,"Top10Finishes",2007
16,16,"Stewart Cink",25,6,NA,NA,1,"Top10Finishes",2007
16,16,"Tim Clark",19,6,NA,3,NA,"Top10Finishes",2007
16,16,"Hunter Mahan",27,6,1,NA,NA,"Top10Finishes",2007
16,16,"Billy Mayfair",30,6,NA,1,1,"Top10Finishes",2007
16,16,"Pat Perez",27,6,NA,NA,1,"Top10Finishes",2007
16,16,"Carl Pettersson",31,6,NA,NA,NA,"Top10Finishes",2007
16,16,"Adam Scott",19,6,1,1,NA,"Top10Finishes",2007
16,16,"Heath Slocum",28,6,NA,1,NA,"Top10Finishes",2007
16,16,"Brandt Snedeker",29,6,1,NA,1,"Top10Finishes",2007
16,16,"Camilo Villegas",24,6,NA,1,1,"Top10Finishes",2007
27,27,"Luke Donald",20,5,NA,2,NA,"Top10Finishes",2007
27,27,"Ken Duke",31,5,NA,1,NA,"Top10Finishes",2007
27,27,"Ernie Els",16,5,NA,1,2,"Top10Finishes",2007
27,27,"Charles Howell III",26,5,1,2,NA,"Top10Finishes",2007
