"GIRPuttingAvg2530_RANKTHISWEEK_2014","GIRPuttingAvg2530_RANKLASTWEEK_2014","GIRPuttingAvg2530_PLAYERNAME_2014","GIRPuttingAvg2530_ROUNDS_2014","GIRPuttingAvg2530_PctMADE_2014","GIRPuttingAvg2530_ATTEMPTS_2014","GIRPuttingAvg2530_PUTTSMADE_2014","stat_name","year"
1,1,"Rory McIlroy",66,2.08,53,11,"GIRPuttingAvg2530",2014
2,2,"YE Yang",79,1.94,62,12,"GIRPuttingAvg2530",2014
3,3,"Brendan Steele",89,1.71,82,14,"GIRPuttingAvg2530",2014
4,4,"Charl Schwartzel",64,1.7,53,9,"GIRPuttingAvg2530",2014
5,5,"Andres Romero",81,1.64,67,11,"GIRPuttingAvg2530",2014
5,5,"David Toms",64,1.64,55,9,"GIRPuttingAvg2530",2014
7,7,"Danny Lee",84,1.6,81,13,"GIRPuttingAvg2530",2014
8,8,"Robert Garrigus",80,1.54,65,10,"GIRPuttingAvg2530",2014
9,9,"Justin Leonard",75,1.53,59,9,"GIRPuttingAvg2530",2014
10,10,"Scott Brown",100,1.52,79,12,"GIRPuttingAvg2530",2014
11,11,"Troy Merritt",62,1.51,53,8,"GIRPuttingAvg2530",2014
12,12,"KJ Choi",80,1.49,74,11,"GIRPuttingAvg2530",2014
12,12,"Will Ma Kenzie",82,1.49,74,11,"GIRPuttingAvg2530",2014
14,14,"Billy Hurley III",86,1.47,75,11,"GIRPuttingAvg2530",2014
15,15,"Brooks Koepka",56,1.43,49,7,"GIRPuttingAvg2530",2014
15,15,"Adam Scott",68,1.43,49,7,"GIRPuttingAvg2530",2014
17,17,"Wes Roach",67,1.4,43,6,"GIRPuttingAvg2530",2014
18,18,"Freddie Jacobson",91,1.39,79,11,"GIRPuttingAvg2530",2014
19,19,"John Senden",99,1.37,95,13,"GIRPuttingAvg2530",2014
20,20,"Matt Jones",83,1.34,67,9,"GIRPuttingAvg2530",2014
21,21,"Sangmoon Bae",76,1.32,68,9,"GIRPuttingAvg2530",2014
21,21,"Greg Chalmers",85,1.32,68,9,"GIRPuttingAvg2530",2014
21,21,"George McNeill",79,1.32,91,12,"GIRPuttingAvg2530",2014
24,24,"Angel Cabrera",69,1.29,62,8,"GIRPuttingAvg2530",2014
24,24,"Webb Simpson",87,1.29,70,9,"GIRPuttingAvg2530",2014
26,26,"Richard Lee",80,1.27,55,7,"GIRPuttingAvg2530",2014
27,27,"Russell Henley",92,1.26,87,11,"GIRPuttingAvg2530",2014
28,28,"Stewart Cink",91,1.25,80,10,"GIRPuttingAvg2530",2014
28,28,"Brian Davis",93,1.25,88,11,"GIRPuttingAvg2530",2014
28,28,"Graeme McDowell",66,1.25,48,6,"GIRPuttingAvg2530",2014
31,31,"Charley Hoffman",93,1.22,82,10,"GIRPuttingAvg2530",2014
32,32,"Gonzalo Fdez Castano",83,1.2,75,9,"GIRPuttingAvg2530",2014
33,33,"Chad Collins",78,1.19,59,7,"GIRPuttingAvg2530",2014
33,33,"Ryan Palmer",85,1.19,84,10,"GIRPuttingAvg2530",2014
35,35,"Ken Duke",80,1.18,68,8,"GIRPuttingAvg2530",2014
35,35,"Jimmy Walker",98,1.18,93,11,"GIRPuttingAvg2530",2014
37,37,"Luke Donald",57,1.17,60,7,"GIRPuttingAvg2530",2014
37,37,"Brendon Todd",108,1.17,111,13,"GIRPuttingAvg2530",2014
39,39,"Rickie Fowler",91,1.16,69,8,"GIRPuttingAvg2530",2014
39,39,"Henrik Stenson",56,1.16,43,5,"GIRPuttingAvg2530",2014
41,41,"Kevin Kisner",85,1.14,79,9,"GIRPuttingAvg2530",2014
41,41,"Tim Wilkinson",86,1.14,70,8,"GIRPuttingAvg2530",2014
43,43,"Bo Van Pelt",83,1.13,80,9,"GIRPuttingAvg2530",2014
44,44,"Luke Guthrie",85,1.11,72,8,"GIRPuttingAvg2530",2014
44,44,"Johnson Wagner",69,1.11,63,7,"GIRPuttingAvg2530",2014
46,46,"Jim Renner",61,1.09,64,7,"GIRPuttingAvg2530",2014
47,47,"DH Lee",54,1.06,47,5,"GIRPuttingAvg2530",2014
47,47,"John Merrick",87,1.06,85,9,"GIRPuttingAvg2530",2014
47,47,"Kevin Streelman",79,1.06,66,7,"GIRPuttingAvg2530",2014
50,50,"Ricky Barnes",92,1.05,86,9,"GIRPuttingAvg2530",2014
51,51,"Brian Gay",81,1.04,67,7,"GIRPuttingAvg2530",2014
51,51,"Zach Johnson",97,1.04,96,10,"GIRPuttingAvg2530",2014
53,53,"Matt Every",85,1.03,68,7,"GIRPuttingAvg2530",2014
53,53,"Jeff Maggert",54,1.03,39,4,"GIRPuttingAvg2530",2014
53,53,"Chris Stroud",88,1.03,68,7,"GIRPuttingAvg2530",2014
53,53,"Camilo Villegas",95,1.03,97,10,"GIRPuttingAvg2530",2014
53,53,"Will Wilcox",51,1.03,39,4,"GIRPuttingAvg2530",2014
58,58,"Sergio Garcia",61,1.02,49,5,"GIRPuttingAvg2530",2014
59,59,"Ben Martin",80,1.01,79,8,"GIRPuttingAvg2530",2014
59,59,"Brandt Snedeker",89,1.01,69,7,"GIRPuttingAvg2530",2014
61,61,"Phil Mickelson",71,1,60,6,"GIRPuttingAvg2530",2014
61,61,"Ted Potter Jr",68,1,70,7,"GIRPuttingAvg2530",2014
63,63,"Aaron Baddeley",74,0.99,71,7,"GIRPuttingAvg2530",2014
63,63,"John Huh",87,0.99,71,7,"GIRPuttingAvg2530",2014
63,63,"Daniel Summerhays",98,0.99,101,10,"GIRPuttingAvg2530",2014
63,63,"Michael Thompson",74,0.99,71,7,"GIRPuttingAvg2530",2014
67,67,"William McGirt",96,0.97,93,9,"GIRPuttingAvg2530",2014
68,68,"Chris Kirk",105,0.96,94,9,"GIRPuttingAvg2530",2014
69,69,"Trevor Immelman",84,0.95,74,7,"GIRPuttingAvg2530",2014
69,69,"Geoff Ogilvy",84,0.95,74,7,"GIRPuttingAvg2530",2014
