"SandSavesfrom30yards_RANKTHISWEEK_2008","SandSavesfrom30yards_RANKLASTWEEK_2008","SandSavesfrom30yards_PLAYERNAME_2008","SandSavesfrom30yards_ROUNDS_2008","SandSavesfrom30yards_Pct_2008","SandSavesfrom30yards_OFSAVES_2008","SandSavesfrom30yards_OFBUNKERS_2008","stat_name","year"
1,1,"Davis Love III",78,87.5,7,8,"SandSavesfrom30yards",2008
2,2,"Olin Browne",77,66.67,4,6,"SandSavesfrom30yards",2008
3,3,"Tom Lehman",51,62.5,5,8,"SandSavesfrom30yards",2008
3,3,"Corey Pavin",69,62.5,5,8,"SandSavesfrom30yards",2008
3,3,"Ian Poulter",51,62.5,5,8,"SandSavesfrom30yards",2008
6,6,"Carl Pettersson",110,60,9,15,"SandSavesfrom30yards",2008
7,7,"Chad Collins",72,57.14,8,14,"SandSavesfrom30yards",2008
8,8,"Parker McLachlin",88,56.25,9,16,"SandSavesfrom30yards",2008
9,9,"Stuart Appleby",87,55.56,5,9,"SandSavesfrom30yards",2008
9,9,"Ernie Els",51,55.56,5,9,"SandSavesfrom30yards",2008
9,9,"Carlos Franco",73,55.56,5,9,"SandSavesfrom30yards",2008
9,9,"Jeff Quinney",87,55.56,5,9,"SandSavesfrom30yards",2008
9,9,"Chris Stroud",81,55.56,5,9,"SandSavesfrom30yards",2008
14,14,"Mike Weir",88,53.85,7,13,"SandSavesfrom30yards",2008
15,15,"JP Hayes",67,53.33,8,15,"SandSavesfrom30yards",2008
15,15,"John Senden",93,53.33,8,15,"SandSavesfrom30yards",2008
17,17,"Michael Allen",91,50,7,14,"SandSavesfrom30yards",2008
17,17,"Billy Andrade",71,50,5,10,"SandSavesfrom30yards",2008
17,17,"Aaron Baddeley",76,50,5,10,"SandSavesfrom30yards",2008
17,17,"Fred Couples",60,50,6,12,"SandSavesfrom30yards",2008
17,17,"Dudley Hart",74,50,4,8,"SandSavesfrom30yards",2008
17,17,"Will Ma Kenzie",62,50,2,4,"SandSavesfrom30yards",2008
17,17,"Steve Marino",119,50,9,18,"SandSavesfrom30yards",2008
17,17,"Jesper Parnevik",88,50,9,18,"SandSavesfrom30yards",2008
17,17,"Ted Purdy",68,50,4,8,"SandSavesfrom30yards",2008
17,17,"Brett Rumford",72,50,5,10,"SandSavesfrom30yards",2008
17,17,"Tom Scherrer",56,50,2,4,"SandSavesfrom30yards",2008
17,17,"Adam Scott",51,50,2,4,"SandSavesfrom30yards",2008
17,17,"Scott Sterling",89,50,7,14,"SandSavesfrom30yards",2008
17,17,"Steve Stricker",75,50,5,10,"SandSavesfrom30yards",2008
17,17,"Nicholas Thompson",113,50,6,12,"SandSavesfrom30yards",2008
17,17,"Scott Verplank",82,50,4,8,"SandSavesfrom30yards",2008
17,17,"Ron Whittaker",54,50,1,2,"SandSavesfrom30yards",2008
17,17,"Charlie Wi",97,50,9,18,"SandSavesfrom30yards",2008
17,17,"Dean Wilson",109,50,7,14,"SandSavesfrom30yards",2008
36,36,"John Mallinger",95,46.67,7,15,"SandSavesfrom30yards",2008
37,37,"Jim Furyk",95,46.15,6,13,"SandSavesfrom30yards",2008
37,37,"Michael Letzig",88,46.15,6,13,"SandSavesfrom30yards",2008
37,37,"Tim Petrovic",97,46.15,6,13,"SandSavesfrom30yards",2008
40,40,"David Toms",70,45.45,5,11,"SandSavesfrom30yards",2008
41,41,"Stewart Cink",87,44.44,4,9,"SandSavesfrom30yards",2008
41,41,"Marco Dawson",64,44.44,4,9,"SandSavesfrom30yards",2008
41,41,"Nathan Green",95,44.44,12,27,"SandSavesfrom30yards",2008
41,41,"Frank Lickliter II",107,44.44,8,18,"SandSavesfrom30yards",2008
41,41,"Phil Mickelson",80,44.44,4,9,"SandSavesfrom30yards",2008
41,41,"Heath Slocum",104,44.44,4,9,"SandSavesfrom30yards",2008
41,41,"Marc Turnesa",87,44.44,4,9,"SandSavesfrom30yards",2008
41,41,"Jimmy Walker",73,44.44,4,9,"SandSavesfrom30yards",2008
49,49,"Jay Williamson",96,43.75,7,16,"SandSavesfrom30yards",2008
50,50,"Steve Allan",58,42.86,3,7,"SandSavesfrom30yards",2008
50,50,"Stephen Ames",83,42.86,3,7,"SandSavesfrom30yards",2008
50,50,"Ryuji Imada",80,42.86,6,14,"SandSavesfrom30yards",2008
50,50,"Trevor Immelman",70,42.86,3,7,"SandSavesfrom30yards",2008
50,50,"Kent Jones",68,42.86,3,7,"SandSavesfrom30yards",2008
50,50,"Brandt Snedeker",85,42.86,6,14,"SandSavesfrom30yards",2008
56,56,"Matt Jones",95,42.11,8,19,"SandSavesfrom30yards",2008
57,57,"Steve Flesch",95,41.67,5,12,"SandSavesfrom30yards",2008
57,57,"Richard Johnson",77,41.67,5,12,"SandSavesfrom30yards",2008
57,57,"Pat Perez",93,41.67,5,12,"SandSavesfrom30yards",2008
60,60,"Tommy Armour III",77,40,4,10,"SandSavesfrom30yards",2008
60,60,"Tim Clark",90,40,2,5,"SandSavesfrom30yards",2008
60,60,"Paul Claxton",63,40,4,10,"SandSavesfrom30yards",2008
60,60,"Robert Garrigus",90,40,6,15,"SandSavesfrom30yards",2008
60,60,"Bill Haas",99,40,8,20,"SandSavesfrom30yards",2008
60,60,"Tim Herron",97,40,4,10,"SandSavesfrom30yards",2008
60,60,"JB Holmes",86,40,4,10,"SandSavesfrom30yards",2008
60,60,"Peter Lonard",92,40,6,15,"SandSavesfrom30yards",2008
60,60,"Nick OHern",82,40,4,10,"SandSavesfrom30yards",2008
60,60,"Joe Ogilvie",100,40,6,15,"SandSavesfrom30yards",2008
60,60,"Jin Park",85,40,4,10,"SandSavesfrom30yards",2008
60,60,"Bo Van Pelt",101,40,8,20,"SandSavesfrom30yards",2008
60,60,"Bubba Watson",97,40,6,15,"SandSavesfrom30yards",2008
60,60,"Mark Wilson",107,40,4,10,"SandSavesfrom30yards",2008
74,74,"Shane Bertsch",96,38.89,7,18,"SandSavesfrom30yards",2008
74,74,"Charley Hoffman",94,38.89,7,18,"SandSavesfrom30yards",2008
76,76,"Steve Elkington",84,38.46,5,13,"SandSavesfrom30yards",2008
76,76,"Troy Matteson",94,38.46,5,13,"SandSavesfrom30yards",2008
78,78,"Alejandro Canizares",52,37.5,3,8,"SandSavesfrom30yards",2008
78,78,"Ben Curtis",80,37.5,3,8,"SandSavesfrom30yards",2008
78,78,"Stephen Leaney",53,37.5,3,8,"SandSavesfrom30yards",2008
78,78,"Kenny Perry",97,37.5,3,8,"SandSavesfrom30yards",2008
82,82,"Vaughn Taylor",103,36.84,7,19,"SandSavesfrom30yards",2008
82,82,"Nick Watney",96,36.84,7,19,"SandSavesfrom30yards",2008
84,84,"Tommy Gainey",60,36.36,4,11,"SandSavesfrom30yards",2008
84,84,"Vijay Singh",82,36.36,4,11,"SandSavesfrom30yards",2008
86,86,"Brad Elder",67,35.71,5,14,"SandSavesfrom30yards",2008
86,86,"Johnson Wagner",83,35.71,5,14,"SandSavesfrom30yards",2008
86,86,"Charles Warren",79,35.71,5,14,"SandSavesfrom30yards",2008
89,89,"Ryan Armour",87,35.29,6,17,"SandSavesfrom30yards",2008
90,90,"Patrick Sheehan",124,35,7,20,"SandSavesfrom30yards",2008
91,91,"Brad Adamonis",87,33.33,6,18,"SandSavesfrom30yards",2008
91,91,"Robert Allenby",108,33.33,6,18,"SandSavesfrom30yards",2008
91,91,"Cameron Beckman",87,33.33,4,12,"SandSavesfrom30yards",2008
91,91,"Justin Bolli",87,33.33,4,12,"SandSavesfrom30yards",2008
91,91,"Ben Crane",86,33.33,4,12,"SandSavesfrom30yards",2008
91,91,"Glen Day",64,33.33,4,12,"SandSavesfrom30yards",2008
91,91,"Kenneth Ferrie",72,33.33,4,12,"SandSavesfrom30yards",2008
91,91,"Nick Flanagan",89,33.33,3,9,"SandSavesfrom30yards",2008
91,91,"Retief Goosen",59,33.33,3,9,"SandSavesfrom30yards",2008
91,91,"Jerry Kelly",89,33.33,7,21,"SandSavesfrom30yards",2008
91,91,"Martin Laird",98,33.33,3,9,"SandSavesfrom30yards",2008
91,91,"Justin Leonard",101,33.33,4,12,"SandSavesfrom30yards",2008
91,91,"David Lutterus",59,33.33,3,9,"SandSavesfrom30yards",2008
91,91,"Travis Perkins",53,33.33,2,6,"SandSavesfrom30yards",2008
91,91,"Tag Ridings",88,33.33,8,24,"SandSavesfrom30yards",2008
91,91,"Bob Sowards",61,33.33,2,6,"SandSavesfrom30yards",2008
91,91,"Bob Tway",70,33.33,2,6,"SandSavesfrom30yards",2008
91,91,"Camilo Villegas",79,33.33,4,12,"SandSavesfrom30yards",2008
91,91,"Boo Weekley",86,33.33,2,6,"SandSavesfrom30yards",2008
91,91,"Tim Wilkinson",95,33.33,6,18,"SandSavesfrom30yards",2008
91,91,"YE Yang",89,33.33,5,15,"SandSavesfrom30yards",2008
113,113,"Briny Baird",113,31.25,5,16,"SandSavesfrom30yards",2008
113,113,"Bob Estes",90,31.25,5,16,"SandSavesfrom30yards",2008
113,113,"Billy Mayfair",103,31.25,5,16,"SandSavesfrom30yards",2008
116,116,"KJ Choi",74,30.77,4,13,"SandSavesfrom30yards",2008
116,116,"Brian Davis",108,30.77,4,13,"SandSavesfrom30yards",2008
116,116,"Brett Quigley",80,30.77,4,13,"SandSavesfrom30yards",2008
119,119,"Geoff Ogilvy",65,30,3,10,"SandSavesfrom30yards",2008
119,119,"Kevin Sutherland",98,30,6,20,"SandSavesfrom30yards",2008
121,121,"Jason Allred",63,28.57,2,7,"SandSavesfrom30yards",2008
121,121,"Daniel Chopra",84,28.57,2,7,"SandSavesfrom30yards",2008
121,121,"Harrison Frazar",73,28.57,2,7,"SandSavesfrom30yards",2008
121,121,"Hunter Mahan",87,28.57,4,14,"SandSavesfrom30yards",2008
121,121,"Jon Mills",95,28.57,4,14,"SandSavesfrom30yards",2008
121,121,"DJ Trahan",94,28.57,4,14,"SandSavesfrom30yards",2008
127,127,"Matt Kuchar",88,27.27,3,11,"SandSavesfrom30yards",2008
128,128,"Jonathan Byrd",88,26.67,4,15,"SandSavesfrom30yards",2008
128,128,"Chris DiMarco",87,26.67,4,15,"SandSavesfrom30yards",2008
128,128,"Brian Gay",102,26.67,4,15,"SandSavesfrom30yards",2008
128,128,"Anthony Kim",81,26.67,4,15,"SandSavesfrom30yards",2008
132,132,"Jason Day",81,25,3,12,"SandSavesfrom30yards",2008
132,132,"James Driscoll",85,25,4,16,"SandSavesfrom30yards",2008
132,132,"Freddie Jacobson",78,25,4,16,"SandSavesfrom30yards",2008
132,132,"Craig Kanada",65,25,2,8,"SandSavesfrom30yards",2008
132,132,"Cliff Kresge",84,25,3,12,"SandSavesfrom30yards",2008
132,132,"Kevin Na",97,25,4,16,"SandSavesfrom30yards",2008
