"GoingfortheGreen_RANKTHISWEEK_2008","GoingfortheGreen_RANKLASTWEEK_2008","GoingfortheGreen_PLAYERNAME_2008","GoingfortheGreen_ROUNDS_2008","GoingfortheGreen_Pct_2008","GoingfortheGreen_ATTEMPTS_2008","GoingfortheGreen_NONATTEMPTS_2008","GoingfortheGreen_RTPGOINGFORTHEGREEN_2008","GoingfortheGreen_RTPNOTGOINGFORTHEGRN_2008","stat_name","year"
1,1,"Robert Garrigus",90,72.9,234,87,-140,9,"GoingfortheGreen",2008
2,2,"Nick Watney",96,69.03,234,105,-136,10,"GoingfortheGreen",2008
3,3,"Bubba Watson",97,68.24,202,94,-121,-7,"GoingfortheGreen",2008
4,4,"Vijay Singh",82,67.77,143,68,-92,-10,"GoingfortheGreen",2008
5,5,"Phil Mickelson",80,67.3,142,69,-90,-3,"GoingfortheGreen",2008
6,6,"Steve Allan",58,65.41,121,64,-52,1,"GoingfortheGreen",2008
7,7,"Sergio Garcia",72,64.48,118,65,-70,-9,"GoingfortheGreen",2008
8,8,"Charles Warren",79,64.24,185,103,-86,9,"GoingfortheGreen",2008
9,9,"JB Holmes",86,64.11,159,89,-110,-2,"GoingfortheGreen",2008
10,10,"Angel Cabrera",55,63.95,94,53,-40,-2,"GoingfortheGreen",2008
11,11,"Adam Scott",51,62.41,83,50,-55,-5,"GoingfortheGreen",2008
12,12,"Tag Ridings",88,62.38,189,114,-109,0,"GoingfortheGreen",2008
13,13,"Dustin Johnson",92,62.09,190,116,-112,12,"GoingfortheGreen",2008
14,14,"DJ Trahan",94,61.99,168,103,-83,-3,"GoingfortheGreen",2008
15,15,"Anthony Kim",81,61.86,133,82,-78,-19,"GoingfortheGreen",2008
16,16,"Andres Romero",69,61.85,107,66,-57,1,"GoingfortheGreen",2008
17,17,"Martin Laird",98,61.22,191,121,-116,-12,"GoingfortheGreen",2008
18,18,"Mathew Goggin",91,60.65,188,122,-119,-10,"GoingfortheGreen",2008
19,19,"Charley Hoffman",94,60.63,194,126,-110,5,"GoingfortheGreen",2008
20,20,"Bill Haas",99,60.55,198,129,-118,-7,"GoingfortheGreen",2008
21,21,"Camilo Villegas",79,60.38,128,84,-87,-14,"GoingfortheGreen",2008
22,22,"Jason Day",81,60.27,176,116,-94,-4,"GoingfortheGreen",2008
23,23,"Tommy Gainey",60,59.88,100,67,-45,14,"GoingfortheGreen",2008
24,24,"Mathias Gronberg",87,59.66,176,119,-93,8,"GoingfortheGreen",2008
25,25,"Ryan Moore",72,59.17,142,98,-65,0,"GoingfortheGreen",2008
26,26,"Nicholas Thompson",113,59.01,203,141,-124,8,"GoingfortheGreen",2008
27,27,"Jimmy Walker",73,58.77,134,94,-60,11,"GoingfortheGreen",2008
28,28,"Robert Allenby",108,58.36,178,127,-90,-13,"GoingfortheGreen",2008
29,29,"Fred Couples",60,58.08,115,83,-80,-2,"GoingfortheGreen",2008
30,30,"Pat Perez",93,58,174,126,-110,-6,"GoingfortheGreen",2008
31,31,"Davis Love III",78,57.89,132,96,-82,0,"GoingfortheGreen",2008
32,32,"Michael Letzig",88,56.72,152,116,-90,-1,"GoingfortheGreen",2008
33,33,"Richard Johnson",77,56.68,140,107,-60,8,"GoingfortheGreen",2008
34,34,"Aaron Baddeley",76,56.65,132,101,-77,-11,"GoingfortheGreen",2008
35,35,"Kevin Streelman",114,56.37,199,154,-101,-12,"GoingfortheGreen",2008
36,36,"Jeff Overton",103,56.32,196,152,-96,7,"GoingfortheGreen",2008
37,37,"Matt Jones",95,56.01,177,139,-97,1,"GoingfortheGreen",2008
38,38,"Troy Matteson",94,55.92,189,149,-95,-8,"GoingfortheGreen",2008
39,39,"James Driscoll",85,55.85,167,132,-99,2,"GoingfortheGreen",2008
40,40,"Jason Allred",63,55.8,101,80,-60,7,"GoingfortheGreen",2008
41,41,"Lucas Glover",91,55.71,161,128,-88,-24,"GoingfortheGreen",2008
42,42,"Stewart Cink",87,55.51,136,109,-81,-11,"GoingfortheGreen",2008
43,43,"Padraig Harrington",52,55.45,61,49,-32,-7,"GoingfortheGreen",2008
44,44,"Harrison Frazar",73,55.42,133,107,-63,-5,"GoingfortheGreen",2008
45,45,"Boo Weekley",86,55.31,125,101,-72,-3,"GoingfortheGreen",2008
46,46,"Kenny Perry",97,54.49,176,147,-99,-21,"GoingfortheGreen",2008
