"DrivingPctAll_RANKTHISWEEK_2015","DrivingPctAll_RANKLASTWEEK_2015","DrivingPctAll_PLAYERNAME_2015","DrivingPctAll_ROUNDS_2015","DrivingPctAll_Pct_2015","DrivingPctAll_TOTALDRIVESFOR_2015","DrivingPctAll_TOTALDRIVESOVERALL_2015","DrivingPctAll_RELATIVETOPAR_2015","stat_name","year"
47,47,"Daniel Berger",97,7.08,82,1159,0.122,"DrivingPctAll",2015
48,48,"Alex Cejka",94,7,77,1100,0.208,"DrivingPctAll",2015
48,48,"Spencer Levin",99,7,81,1157,0.136,"DrivingPctAll",2015
50,50,"Brian Stuard",97,6.98,77,1103,0.169,"DrivingPctAll",2015
51,51,"Marc Leishman",74,6.9,52,754,0,"DrivingPctAll",2015
52,52,"Ken Duke",93,6.81,74,1087,0.027,"DrivingPctAll",2015
53,53,"Charlie Beljan",76,6.79,54,795,0.148,"DrivingPctAll",2015
53,53,"JJ Henry",94,6.79,72,1060,0.194,"DrivingPctAll",2015
55,55,"Colt Knost",90,6.78,70,1032,0.143,"DrivingPctAll",2015
56,56,"Brice Garnett",81,6.73,60,892,0.017,"DrivingPctAll",2015
56,56,"Adam Scott",51,6.73,30,446,0.167,"DrivingPctAll",2015
58,58,"Henrik Stenson",63,6.7,41,612,-0.024,"DrivingPctAll",2015
59,59,"Kevin Na",98,6.68,66,988,0.045,"DrivingPctAll",2015
60,60,"Michael Putnam",87,6.66,63,946,0.095,"DrivingPctAll",2015
61,61,"Mark Wilson",89,6.65,75,1128,0.187,"DrivingPctAll",2015
62,62,"Fabian Gomez",83,6.64,64,964,0.141,"DrivingPctAll",2015
63,63,"Jonas Blixt",78,6.62,48,725,0.167,"DrivingPctAll",2015
63,63,"Derek Fathauer",81,6.62,61,921,0.213,"DrivingPctAll",2015
65,65,"Russell Knox",96,6.6,80,1213,0.138,"DrivingPctAll",2015
66,66,"Byron Smith",59,6.49,39,601,0.462,"DrivingPctAll",2015
66,66,"Michael Thompson",83,6.49,68,1048,0.147,"DrivingPctAll",2015
66,66,"Brendon Todd",96,6.49,69,1063,-0.043,"DrivingPctAll",2015
69,69,"Martin Flores",95,6.44,71,1102,0.169,"DrivingPctAll",2015
70,70,"Louis Oosthuizen",68,6.4,42,656,0.119,"DrivingPctAll",2015
71,71,"SJ Park",79,6.39,56,876,0.232,"DrivingPctAll",2015
71,71,"Sam Saunders",83,6.39,56,877,0.196,"DrivingPctAll",2015
73,73,"Gonzalo Fdez Castano",81,6.38,56,878,0.232,"DrivingPctAll",2015
74,74,"Jim Herman",88,6.31,68,1077,0.191,"DrivingPctAll",2015
75,75,"Kevin Chappell",86,6.3,66,1048,-0.03,"DrivingPctAll",2015
76,76,"KJ Choi",66,6.28,50,796,0.16,"DrivingPctAll",2015
76,76,"John Senden",80,6.28,45,716,0.311,"DrivingPctAll",2015
78,78,"Vijay Singh",78,6.24,60,962,-0.067,"DrivingPctAll",2015
79,79,"Zach Johnson",90,6.21,61,983,-0.016,"DrivingPctAll",2015
80,80,"Steven Bowditch",103,6.16,76,1233,0.197,"DrivingPctAll",2015
81,81,"Jeff Overton",94,6.13,64,1044,0.203,"DrivingPctAll",2015
82,82,"Adam Hadwin",95,6.12,69,1128,0.232,"DrivingPctAll",2015
83,83,"Steve Wheatcroft",87,6.08,61,1004,0.098,"DrivingPctAll",2015
84,84,"Seung Yul Noh",65,6.05,46,760,0.109,"DrivingPctAll",2015
85,85,"Brendan Steele",88,6.03,64,1062,0.078,"DrivingPctAll",2015
85,85,"Andrew Svoboda",80,6.03,59,978,0.169,"DrivingPctAll",2015
87,87,"Robert Garrigus",70,6.02,46,764,0.087,"DrivingPctAll",2015
87,87,"Chesson Hadley",101,6.02,75,1245,0.2,"DrivingPctAll",2015
89,89,"Hudson Swafford",97,5.95,69,1159,0.014,"DrivingPctAll",2015
90,90,"John Merrick",78,5.93,48,809,-0.021,"DrivingPctAll",2015
90,90,"Tim Wilkinson",73,5.93,48,809,0.292,"DrivingPctAll",2015
92,92,"Alex Prugh",84,5.88,59,1004,-0.034,"DrivingPctAll",2015
93,93,"Geoff Ogilvy",50,5.87,29,494,0.276,"DrivingPctAll",2015
94,94,"Scott Piercy",90,5.86,68,1160,0.015,"DrivingPctAll",2015
95,95,"Cameron Tringale",96,5.82,64,1100,-0.031,"DrivingPctAll",2015
96,96,"Danny Lee",120,5.81,81,1394,0.148,"DrivingPctAll",2015
97,97,"Jason Gore",76,5.8,47,811,0.106,"DrivingPctAll",2015
98,98,"James Hahn",94,5.78,63,1090,-0.016,"DrivingPctAll",2015
98,98,"Bill Lunde",50,5.78,29,502,0.241,"DrivingPctAll",2015
100,100,"Brian Davis",86,5.77,57,988,0.088,"DrivingPctAll",2015
100,100,"Jhonattan Vegas",90,5.77,58,1005,0.155,"DrivingPctAll",2015
102,102,"William McGirt",103,5.76,78,1355,0.115,"DrivingPctAll",2015
103,103,"Kyle Reifers",96,5.73,64,1117,-0.031,"DrivingPctAll",2015
104,104,"Andres Romero",69,5.72,43,752,0.116,"DrivingPctAll",2015
104,104,"Roger Sloan",56,5.72,32,559,0.313,"DrivingPctAll",2015
106,106,"Francesco Molinari",56,5.7,34,596,0.176,"DrivingPctAll",2015
106,106,"Carlos Ortiz",100,5.7,66,1157,0.182,"DrivingPctAll",2015
106,106,"Heath Slocum",57,5.7,31,544,0.065,"DrivingPctAll",2015
109,109,"Eric Axley",57,5.66,34,601,0.412,"DrivingPctAll",2015
109,109,"Stewart Cink",77,5.66,52,919,0.077,"DrivingPctAll",2015
111,111,"Nicholas Thompson",90,5.65,55,974,0.036,"DrivingPctAll",2015
112,112,"Erik Compton",86,5.64,55,976,0.236,"DrivingPctAll",2015
113,113,"Charl Schwartzel",67,5.57,32,574,0.344,"DrivingPctAll",2015
114,114,"Russell Henley",87,5.52,52,942,0.135,"DrivingPctAll",2015
114,114,"Scott Pinckney",88,5.52,57,1032,0.263,"DrivingPctAll",2015
116,116,"Luke Guthrie",84,5.49,52,947,0.25,"DrivingPctAll",2015
117,117,"Matt Every",73,5.47,43,786,0.442,"DrivingPctAll",2015
118,118,"Graham DeLaet",65,5.44,41,754,0.171,"DrivingPctAll",2015
119,119,"Rory Sabbatini",81,5.43,50,920,0.28,"DrivingPctAll",2015
120,120,"Justin Rose",69,5.41,37,684,0.054,"DrivingPctAll",2015
120,120,"Nick Watney",91,5.41,61,1128,-0.016,"DrivingPctAll",2015
120,120,"Lee Westwood",56,5.41,24,444,0.083,"DrivingPctAll",2015
123,123,"Jason Kokrak",88,5.39,60,1114,0.233,"DrivingPctAll",2015
124,124,"Sangmoon Bae",98,5.36,66,1232,0.076,"DrivingPctAll",2015
124,124,"Brandt Snedeker",98,5.36,56,1045,0.161,"DrivingPctAll",2015
126,126,"Kevin Kisner",104,5.34,70,1311,0.086,"DrivingPctAll",2015
126,126,"Nick Taylor",91,5.34,62,1161,0.081,"DrivingPctAll",2015
128,128,"David Lingmerth",90,5.32,55,1034,0.091,"DrivingPctAll",2015
129,129,"Brendon de Jonge",106,5.3,68,1282,0.088,"DrivingPctAll",2015
130,130,"Scott Stallings",60,5.25,36,686,0.5,"DrivingPctAll",2015
131,131,"Scott Brown",97,5.22,59,1131,0.254,"DrivingPctAll",2015
132,132,"Boo Weekley",79,5.14,48,934,0.125,"DrivingPctAll",2015
133,133,"Jonathan Randolph",72,5.12,40,781,0.225,"DrivingPctAll",2015
134,134,"Harris English",105,5.06,62,1226,-0.097,"DrivingPctAll",2015
135,135,"Hunter Mahan",88,5.03,46,914,0.152,"DrivingPctAll",2015
136,136,"Ernie Els",57,4.96,27,544,0.593,"DrivingPctAll",2015
137,137,"Bill Haas",89,4.94,49,992,-0.02,"DrivingPctAll",2015
138,138,"Mark Hubbard",79,4.93,42,852,0.286,"DrivingPctAll",2015
138,138,"Carl Pettersson",106,4.93,66,1339,0.227,"DrivingPctAll",2015
140,140,"Patrick Reed",103,4.9,52,1062,0.096,"DrivingPctAll",2015
141,141,"Rickie Fowler",76,4.89,39,798,0.128,"DrivingPctAll",2015
141,141,"Jimmy Walker",89,4.89,44,900,0.25,"DrivingPctAll",2015
143,143,"Steven Alker",62,4.87,34,698,-0.059,"DrivingPctAll",2015
144,144,"Max Homa",78,4.86,42,865,0.286,"DrivingPctAll",2015
145,145,"Tom Hoge",83,4.84,44,909,0.023,"DrivingPctAll",2015
146,146,"David Toms",62,4.83,37,766,0.243,"DrivingPctAll",2015
147,147,"Cameron Percy",72,4.81,39,811,0.231,"DrivingPctAll",2015
148,148,"Davis Love III",51,4.76,28,588,0.25,"DrivingPctAll",2015
149,149,"Martin Laird",77,4.72,48,1016,0.292,"DrivingPctAll",2015
150,150,"Padraig Harrington",60,4.68,32,684,0.219,"DrivingPctAll",2015
151,151,"Morgan Hoffmann",85,4.67,45,964,0.2,"DrivingPctAll",2015
152,152,"Paul Casey",87,4.65,41,881,-0.122,"DrivingPctAll",2015
152,152,"Greg Owen",58,4.65,26,559,-0.115,"DrivingPctAll",2015
154,154,"Gary Woodland",81,4.51,34,754,0.118,"DrivingPctAll",2015
155,155,"Shawn Stefani",94,4.49,55,1226,0.145,"DrivingPctAll",2015
156,156,"Jamie Donaldson",50,4.48,20,446,0.2,"DrivingPctAll",2015
157,157,"Robert Streb",110,4.45,60,1348,0.15,"DrivingPctAll",2015
158,158,"Lucas Glover",79,4.39,44,1002,0.159,"DrivingPctAll",2015
159,159,"Hideki Matsuyama",95,4.37,43,984,-0.163,"DrivingPctAll",2015
160,160,"Jason Bohn",95,4.29,52,1212,-0.019,"DrivingPctAll",2015
161,161,"Tony Finau",106,4.28,55,1284,0.2,"DrivingPctAll",2015
162,162,"Brian Harman",90,4.2,46,1094,0.043,"DrivingPctAll",2015
163,163,"Charley Hoffman",97,4.04,43,1064,0,"DrivingPctAll",2015
164,164,"Chez Reavie",56,4.02,28,697,0.107,"DrivingPctAll",2015
165,165,"Derek Ernst",75,3.99,35,878,0.229,"DrivingPctAll",2015
166,166,"Justin Thomas",106,3.96,53,1338,0.094,"DrivingPctAll",2015
167,167,"Kevin Streelman",95,3.92,40,1020,0.05,"DrivingPctAll",2015
168,168,"Billy Horschel",99,3.81,39,1024,-0.026,"DrivingPctAll",2015
169,169,"Greg Chalmers",58,3.8,19,500,0.211,"DrivingPctAll",2015
170,170,"Oscar Fraustro",58,3.77,21,557,0.286,"DrivingPctAll",2015
171,171,"Jason Day",75,3.74,30,802,-0.133,"DrivingPctAll",2015
172,172,"Charles Howell III",105,3.7,51,1380,0.176,"DrivingPctAll",2015
173,173,"Keegan Bradley",87,3.58,32,894,0,"DrivingPctAll",2015
173,173,"Ryan Palmer",80,3.58,27,754,0,"DrivingPctAll",2015
175,175,"Jordan Spieth",91,3.48,32,920,0,"DrivingPctAll",2015
176,176,"JB Holmes",89,3.34,31,928,0.226,"DrivingPctAll",2015
177,177,"Matt Kuchar",97,3.25,35,1076,0.114,"DrivingPctAll",2015
178,178,"Webb Simpson",81,3.24,29,894,0.103,"DrivingPctAll",2015
179,179,"Brooks Koepka",84,3.19,29,910,0.172,"DrivingPctAll",2015
180,180,"Sergio Garcia",59,2.98,15,504,0.067,"DrivingPctAll",2015
181,181,"Phil Mickelson",70,2.86,22,768,0.136,"DrivingPctAll",2015
182,182,"Patrick Rodgers",57,2.8,18,642,0.222,"DrivingPctAll",2015
183,183,"Dustin Johnson",75,2.65,20,756,-0.15,"DrivingPctAll",2015
184,184,"Bubba Watson",71,2.54,20,788,0.3,"DrivingPctAll",2015
