"DrivingPctAll_RANKTHISWEEK_2015","DrivingPctAll_RANKLASTWEEK_2015","DrivingPctAll_PLAYERNAME_2015","DrivingPctAll_ROUNDS_2015","DrivingPctAll_Pct_2015","DrivingPctAll_TOTALDRIVESFOR_2015","DrivingPctAll_TOTALDRIVESOVERALL_2015","DrivingPctAll_RELATIVETOPAR_2015","stat_name","year"
1,1,"Jon Curran",83,10.28,93,905,0.172,"DrivingPctAll",2015
2,2,"Andres Gonzales",90,9.54,101,1059,0.109,"DrivingPctAll",2015
3,3,"Scott Langley",94,9.36,103,1101,0.097,"DrivingPctAll",2015
4,4,"Ian Poulter",68,9.28,62,668,0,"DrivingPctAll",2015
5,5,"John Huh",102,9.11,113,1240,0.088,"DrivingPctAll",2015
6,6,"Bryce Molder",91,9.02,97,1075,-0.01,"DrivingPctAll",2015
7,7,"Billy Hurley III",83,8.79,77,876,0.169,"DrivingPctAll",2015
8,8,"Andrew Putnam",68,8.61,65,755,0.262,"DrivingPctAll",2015
9,9,"Jim Furyk",71,8.56,62,724,-0.113,"DrivingPctAll",2015
10,10,"Johnson Wagner",68,8.52,68,798,0.176,"DrivingPctAll",2015
11,11,"Justin Leonard",61,8.5,64,753,0.188,"DrivingPctAll",2015
12,12,"Matt Jones",89,8.4,79,940,0,"DrivingPctAll",2015
13,13,"John Peterson",84,8.3,89,1072,0.157,"DrivingPctAll",2015
14,14,"Angel Cabrera",53,8.28,49,592,0.041,"DrivingPctAll",2015
15,15,"Aaron Baddeley",76,8.23,76,924,0.197,"DrivingPctAll",2015
16,16,"Blayne Barber",76,8.2,72,878,0,"DrivingPctAll",2015
17,17,"Jason Dufner",76,8.1,54,667,0.13,"DrivingPctAll",2015
18,18,"Ben Crane",62,8.09,59,729,0.136,"DrivingPctAll",2015
19,19,"Will Wilcox",58,8.07,46,570,-0.043,"DrivingPctAll",2015
20,20,"DA Points",72,8.04,65,808,0.215,"DrivingPctAll",2015
21,21,"Jerry Kelly",79,8.03,74,921,0.095,"DrivingPctAll",2015
22,22,"Robert Allenby",63,8.01,57,712,0.228,"DrivingPctAll",2015
22,22,"Tyrone Van Aswegen",58,8.01,47,587,0.149,"DrivingPctAll",2015
24,24,"Ricky Barnes",82,7.98,70,877,0.171,"DrivingPctAll",2015
25,25,"Bo Van Pelt",81,7.94,72,907,0.139,"DrivingPctAll",2015
26,26,"Zac Blair",108,7.81,96,1229,0.104,"DrivingPctAll",2015
27,27,"Chad Campbell",97,7.8,99,1269,0.081,"DrivingPctAll",2015
28,28,"Jim Renner",68,7.79,61,783,0.098,"DrivingPctAll",2015
29,29,"Jonathan Byrd",69,7.72,55,712,0.091,"DrivingPctAll",2015
29,29,"Luke Donald",71,7.72,58,751,0.121,"DrivingPctAll",2015
31,31,"Camilo Villegas",83,7.69,80,1040,0.163,"DrivingPctAll",2015
32,32,"Ryan Moore",81,7.62,65,853,-0.092,"DrivingPctAll",2015
33,33,"Chris Stroud",84,7.57,72,951,0.042,"DrivingPctAll",2015
34,34,"Retief Goosen",81,7.55,63,834,0.127,"DrivingPctAll",2015
35,35,"Sean OHair",86,7.54,85,1128,-0.035,"DrivingPctAll",2015
36,36,"David Hearn",97,7.43,88,1185,0.102,"DrivingPctAll",2015
37,37,"Whee Kim",71,7.41,58,783,-0.069,"DrivingPctAll",2015
38,38,"Chris Kirk",76,7.38,58,786,0.103,"DrivingPctAll",2015
39,39,"Roberto Castro",54,7.37,37,502,0.189,"DrivingPctAll",2015
40,40,"Troy Merritt",91,7.36,84,1142,0.036,"DrivingPctAll",2015
41,41,"Ben Martin",93,7.3,79,1082,0.127,"DrivingPctAll",2015
42,42,"Chad Collins",79,7.27,64,880,0.094,"DrivingPctAll",2015
43,43,"Ryo Ishikawa",90,7.26,76,1047,0.25,"DrivingPctAll",2015
44,44,"George McNeill",93,7.25,90,1242,0.111,"DrivingPctAll",2015
45,45,"Pat Perez",96,7.24,84,1160,0.155,"DrivingPctAll",2015
46,46,"Daniel Summerhays",101,7.09,88,1241,0.057,"DrivingPctAll",2015
