"Approach100125yardsRTPScore_RANKTHISWEEK_2007","Approach100125yardsRTPScore_RANKLASTWEEK_2007","Approach100125yardsRTPScore_PLAYERNAME_2007","Approach100125yardsRTPScore_ROUNDS_2007","Approach100125yardsRTPScore_AVGRTP_2007","stat_name","year"
1,1,"Ian Poulter",63,-0.31,"Approach100125yardsRTPScore",2007
2,2,"Chris Riley",59,-0.284,"Approach100125yardsRTPScore",2007
3,3,"Vijay Singh",102,-0.257,"Approach100125yardsRTPScore",2007
4,4,"Paul Gow",70,-0.256,"Approach100125yardsRTPScore",2007
5,5,"Jesper Parnevik",88,-0.235,"Approach100125yardsRTPScore",2007
6,6,"Tiger Woods",63,-0.232,"Approach100125yardsRTPScore",2007
7,7,"Steve Stricker",81,-0.231,"Approach100125yardsRTPScore",2007
8,8,"Chris Stroud",66,-0.227,"Approach100125yardsRTPScore",2007
9,9,"Scott Verplank",82,-0.225,"Approach100125yardsRTPScore",2007
10,10,"Sergio Garcia",68,-0.219,"Approach100125yardsRTPScore",2007
11,11,"John Rollins",102,-0.218,"Approach100125yardsRTPScore",2007
12,12,"Pat Perez",84,-0.213,"Approach100125yardsRTPScore",2007
13,13,"Tim Clark",66,-0.21,"Approach100125yardsRTPScore",2007
14,14,"Billy Andrade",88,-0.208,"Approach100125yardsRTPScore",2007
14,14,"Arron Oberholser",69,-0.208,"Approach100125yardsRTPScore",2007
16,16,"Marco Dawson",73,-0.206,"Approach100125yardsRTPScore",2007
17,17,"Phil Mickelson",73,-0.203,"Approach100125yardsRTPScore",2007
18,18,"Freddie Jacobson",70,-0.2,"Approach100125yardsRTPScore",2007
19,19,"Joe Ogilvie",102,-0.198,"Approach100125yardsRTPScore",2007
19,19,"Brandt Snedeker",105,-0.198,"Approach100125yardsRTPScore",2007
21,21,"Jerry Kelly",101,-0.195,"Approach100125yardsRTPScore",2007
22,22,"Geoff Ogilvy",84,-0.194,"Approach100125yardsRTPScore",2007
23,23,"Rory Sabbatini",81,-0.191,"Approach100125yardsRTPScore",2007
24,24,"Rich Beem",89,-0.189,"Approach100125yardsRTPScore",2007
24,24,"Brendon de Jonge",76,-0.189,"Approach100125yardsRTPScore",2007
24,24,"Shigeki Maruyama",84,-0.189,"Approach100125yardsRTPScore",2007
27,27,"Nathan Green",103,-0.183,"Approach100125yardsRTPScore",2007
27,27,"Craig Lile",77,-0.183,"Approach100125yardsRTPScore",2007
29,29,"Briny Baird",115,-0.181,"Approach100125yardsRTPScore",2007
29,29,"Daniel Chopra",106,-0.181,"Approach100125yardsRTPScore",2007
31,31,"Charles Warren",101,-0.175,"Approach100125yardsRTPScore",2007
32,32,"Craig Kanada",109,-0.174,"Approach100125yardsRTPScore",2007
33,33,"Zach Johnson",76,-0.173,"Approach100125yardsRTPScore",2007
34,34,"Mike Weir",82,-0.167,"Approach100125yardsRTPScore",2007
35,35,"Jarrod Lyle",77,-0.165,"Approach100125yardsRTPScore",2007
36,36,"Glen Day",85,-0.164,"Approach100125yardsRTPScore",2007
37,37,"Woody Austin",95,-0.158,"Approach100125yardsRTPScore",2007
37,37,"Craig Barlow",52,-0.158,"Approach100125yardsRTPScore",2007
37,37,"Bo Van Pelt",104,-0.158,"Approach100125yardsRTPScore",2007
40,40,"John Merrick",92,-0.157,"Approach100125yardsRTPScore",2007
41,41,"Jason Gore",86,-0.156,"Approach100125yardsRTPScore",2007
41,41,"Tim Petrovic",106,-0.156,"Approach100125yardsRTPScore",2007
43,43,"Jason Dufner",100,-0.155,"Approach100125yardsRTPScore",2007
43,43,"Lee Janzen",66,-0.155,"Approach100125yardsRTPScore",2007
45,45,"Frank Lickliter II",95,-0.153,"Approach100125yardsRTPScore",2007
45,45,"Corey Pavin",81,-0.153,"Approach100125yardsRTPScore",2007
45,45,"Steve Wheatcroft",73,-0.153,"Approach100125yardsRTPScore",2007
45,45,"Charlie Wi",90,-0.153,"Approach100125yardsRTPScore",2007
49,49,"Michael Allen",74,-0.152,"Approach100125yardsRTPScore",2007
49,49,"Jim Furyk",84,-0.152,"Approach100125yardsRTPScore",2007
49,49,"Lucas Glover",98,-0.152,"Approach100125yardsRTPScore",2007
52,52,"Cliff Kresge",107,-0.15,"Approach100125yardsRTPScore",2007
53,53,"Sean OHair",98,-0.149,"Approach100125yardsRTPScore",2007
53,53,"Justin Rose",63,-0.149,"Approach100125yardsRTPScore",2007
55,55,"Rocco Mediate",72,-0.148,"Approach100125yardsRTPScore",2007
56,56,"Tim Herron",98,-0.145,"Approach100125yardsRTPScore",2007
56,56,"Kenny Perry",83,-0.145,"Approach100125yardsRTPScore",2007
58,58,"Steve Lowery",74,-0.144,"Approach100125yardsRTPScore",2007
59,59,"Andrew Buckle",77,-0.141,"Approach100125yardsRTPScore",2007
59,59,"Charles Howell III",89,-0.141,"Approach100125yardsRTPScore",2007
59,59,"Ryuji Imada",104,-0.141,"Approach100125yardsRTPScore",2007
62,62,"John Mallinger",96,-0.14,"Approach100125yardsRTPScore",2007
63,63,"Nick Watney",87,-0.139,"Approach100125yardsRTPScore",2007
64,64,"Cameron Beckman",96,-0.138,"Approach100125yardsRTPScore",2007
65,65,"Eric Axley",107,-0.136,"Approach100125yardsRTPScore",2007
66,66,"Michael Boyd",61,-0.135,"Approach100125yardsRTPScore",2007
67,67,"Ryan Armour",107,-0.133,"Approach100125yardsRTPScore",2007
68,68,"Craig Bowden",78,-0.132,"Approach100125yardsRTPScore",2007
69,69,"Brian Davis",101,-0.131,"Approach100125yardsRTPScore",2007
70,70,"Ryan Palmer",91,-0.129,"Approach100125yardsRTPScore",2007
71,71,"Kent Jones",97,-0.127,"Approach100125yardsRTPScore",2007
71,71,"Justin Leonard",95,-0.127,"Approach100125yardsRTPScore",2007
73,73,"Stephen Ames",81,-0.125,"Approach100125yardsRTPScore",2007
73,73,"Anders Hansen",55,-0.125,"Approach100125yardsRTPScore",2007
75,75,"Steve Allan",63,-0.124,"Approach100125yardsRTPScore",2007
75,75,"Chris Couch",76,-0.124,"Approach100125yardsRTPScore",2007
77,77,"Ernie Els",59,-0.123,"Approach100125yardsRTPScore",2007
78,78,"Doug LaBelle II",104,-0.121,"Approach100125yardsRTPScore",2007
79,79,"Aaron Baddeley",83,-0.119,"Approach100125yardsRTPScore",2007
79,79,"Tom Johnson",74,-0.119,"Approach100125yardsRTPScore",2007
79,79,"Jeff Maggert",79,-0.119,"Approach100125yardsRTPScore",2007
82,82,"Stuart Appleby",74,-0.116,"Approach100125yardsRTPScore",2007
82,82,"Jay Williamson",50,-0.116,"Approach100125yardsRTPScore",2007
84,84,"Will Ma Kenzie",100,-0.115,"Approach100125yardsRTPScore",2007
85,85,"JP Hayes",89,-0.11,"Approach100125yardsRTPScore",2007
85,85,"Kevin Sutherland",85,-0.11,"Approach100125yardsRTPScore",2007
87,87,"Mathias Gronberg",95,-0.109,"Approach100125yardsRTPScore",2007
87,87,"Michael Putnam",96,-0.109,"Approach100125yardsRTPScore",2007
89,89,"Steve Marino",106,-0.107,"Approach100125yardsRTPScore",2007
90,90,"Harrison Frazar",88,-0.106,"Approach100125yardsRTPScore",2007
90,90,"Tripp Isenhour",86,-0.106,"Approach100125yardsRTPScore",2007
92,92,"Boo Weekley",101,-0.104,"Approach100125yardsRTPScore",2007
93,93,"Luke Donald",69,-0.103,"Approach100125yardsRTPScore",2007
94,94,"Robert Gamez",88,-0.102,"Approach100125yardsRTPScore",2007
95,95,"Brian Gay",107,-0.101,"Approach100125yardsRTPScore",2007
95,95,"Paul Stankowski",52,-0.101,"Approach100125yardsRTPScore",2007
97,97,"Mark Wilson",87,-0.1,"Approach100125yardsRTPScore",2007
98,98,"Bart Bryant",87,-0.099,"Approach100125yardsRTPScore",2007
98,98,"Peter Lonard",85,-0.099,"Approach100125yardsRTPScore",2007
98,98,"John Senden",97,-0.099,"Approach100125yardsRTPScore",2007
101,101,"Mark Brooks",53,-0.098,"Approach100125yardsRTPScore",2007
102,102,"Heath Slocum",101,-0.097,"Approach100125yardsRTPScore",2007
103,103,"Camilo Villegas",82,-0.095,"Approach100125yardsRTPScore",2007
104,104,"Alex Cejka",80,-0.094,"Approach100125yardsRTPScore",2007
104,104,"Jason Schultz",63,-0.094,"Approach100125yardsRTPScore",2007
106,106,"Bubba Watson",80,-0.093,"Approach100125yardsRTPScore",2007
107,107,"Bubba Dickerson",51,-0.092,"Approach100125yardsRTPScore",2007
107,107,"Bob Heintz",85,-0.092,"Approach100125yardsRTPScore",2007
107,107,"Billy Mayfair",98,-0.092,"Approach100125yardsRTPScore",2007
110,110,"Scott Gutschewski",67,-0.091,"Approach100125yardsRTPScore",2007
111,111,"Ken Duke",112,-0.09,"Approach100125yardsRTPScore",2007
111,111,"Ryan Moore",92,-0.09,"Approach100125yardsRTPScore",2007
111,111,"Kirk Triplett",77,-0.09,"Approach100125yardsRTPScore",2007
114,114,"Chad Campbell",96,-0.089,"Approach100125yardsRTPScore",2007
114,114,"Dean Wilson",92,-0.089,"Approach100125yardsRTPScore",2007
116,116,"Jason Bohn",57,-0.088,"Approach100125yardsRTPScore",2007
117,117,"Matt Hendrix",63,-0.086,"Approach100125yardsRTPScore",2007
118,118,"Jeff Overton",60,-0.084,"Approach100125yardsRTPScore",2007
118,118,"Bob Tway",103,-0.084,"Approach100125yardsRTPScore",2007
120,120,"Nick OHern",72,-0.083,"Approach100125yardsRTPScore",2007
120,120,"Carl Pettersson",111,-0.083,"Approach100125yardsRTPScore",2007
122,122,"KJ Choi",87,-0.081,"Approach100125yardsRTPScore",2007
122,122,"Charley Hoffman",97,-0.081,"Approach100125yardsRTPScore",2007
122,122,"Hunter Mahan",91,-0.081,"Approach100125yardsRTPScore",2007
122,122,"Jeff Quinney",95,-0.081,"Approach100125yardsRTPScore",2007
126,126,"Parker McLachlin",83,-0.08,"Approach100125yardsRTPScore",2007
127,127,"Ted Purdy",102,-0.079,"Approach100125yardsRTPScore",2007
127,127,"Darron Stiles",65,-0.079,"Approach100125yardsRTPScore",2007
129,129,"Dicky Pride",71,-0.078,"Approach100125yardsRTPScore",2007
130,130,"Bob Estes",88,-0.076,"Approach100125yardsRTPScore",2007
131,131,"Jeff Brehaut",59,-0.075,"Approach100125yardsRTPScore",2007
132,132,"Chris Tidland",59,-0.074,"Approach100125yardsRTPScore",2007
133,133,"Mark Calcavecchia",93,-0.07,"Approach100125yardsRTPScore",2007
133,133,"Troy Matteson",87,-0.07,"Approach100125yardsRTPScore",2007
135,135,"Stephen Leaney",82,-0.069,"Approach100125yardsRTPScore",2007
136,136,"Michael Sim",52,-0.068,"Approach100125yardsRTPScore",2007
137,137,"Jonathan Byrd",73,-0.067,"Approach100125yardsRTPScore",2007
137,137,"Gavin Coles",87,-0.067,"Approach100125yardsRTPScore",2007
139,139,"Stewart Cink",91,-0.065,"Approach100125yardsRTPScore",2007
139,139,"Robert Garrigus",95,-0.065,"Approach100125yardsRTPScore",2007
141,141,"Greg Owen",81,-0.064,"Approach100125yardsRTPScore",2007
142,142,"Tag Ridings",52,-0.061,"Approach100125yardsRTPScore",2007
143,143,"Rich Barcelo",80,-0.06,"Approach100125yardsRTPScore",2007
144,144,"Mathew Goggin",97,-0.059,"Approach100125yardsRTPScore",2007
144,144,"JB Holmes",71,-0.059,"Approach100125yardsRTPScore",2007
146,146,"Bill Haas",93,-0.058,"Approach100125yardsRTPScore",2007
146,146,"Johnson Wagner",97,-0.058,"Approach100125yardsRTPScore",2007
148,148,"Steve Elkington",87,-0.057,"Approach100125yardsRTPScore",2007
148,148,"Tom Pernice Jr",104,-0.057,"Approach100125yardsRTPScore",2007
150,150,"Jeff Sluman",60,-0.056,"Approach100125yardsRTPScore",2007
150,150,"David Toms",80,-0.056,"Approach100125yardsRTPScore",2007
152,152,"Tommy Armour III",81,-0.054,"Approach100125yardsRTPScore",2007
153,153,"Kevin Stadler",95,-0.053,"Approach100125yardsRTPScore",2007
154,154,"Rod Pampling",92,-0.052,"Approach100125yardsRTPScore",2007
155,155,"Brian Bateman",55,-0.05,"Approach100125yardsRTPScore",2007
156,156,"Matt Kuchar",85,-0.049,"Approach100125yardsRTPScore",2007
157,157,"Vaughn Taylor",91,-0.048,"Approach100125yardsRTPScore",2007
158,158,"Fred Funk",65,-0.045,"Approach100125yardsRTPScore",2007
159,159,"Jeff Gove",103,-0.044,"Approach100125yardsRTPScore",2007
160,160,"DJ Brigman",67,-0.043,"Approach100125yardsRTPScore",2007
161,161,"Trevor Immelman",74,-0.042,"Approach100125yardsRTPScore",2007
161,161,"Tom Lehman",62,-0.042,"Approach100125yardsRTPScore",2007
163,163,"Chris DiMarco",79,-0.037,"Approach100125yardsRTPScore",2007
164,164,"Robert Allenby",90,-0.036,"Approach100125yardsRTPScore",2007
164,164,"Jim Rutledge",59,-0.036,"Approach100125yardsRTPScore",2007
166,166,"Daisuke Maruyama",86,-0.035,"Approach100125yardsRTPScore",2007
166,166,"Kevin Na",84,-0.035,"Approach100125yardsRTPScore",2007
168,168,"Anthony Kim",93,-0.034,"Approach100125yardsRTPScore",2007
169,169,"Todd Hamilton",76,-0.029,"Approach100125yardsRTPScore",2007
169,169,"JJ Henry",86,-0.029,"Approach100125yardsRTPScore",2007
171,171,"Paul Goydos",60,-0.026,"Approach100125yardsRTPScore",2007
172,172,"Adam Scott",69,-0.025,"Approach100125yardsRTPScore",2007
172,172,"Brett Wetterich",88,-0.025,"Approach100125yardsRTPScore",2007
174,174,"Bryce Molder",56,-0.022,"Approach100125yardsRTPScore",2007
175,175,"George McNeill",95,-0.016,"Approach100125yardsRTPScore",2007
175,175,"DJ Trahan",99,-0.016,"Approach100125yardsRTPScore",2007
177,177,"Tom Byrum",50,-0.012,"Approach100125yardsRTPScore",2007
178,178,"Ben Curtis",80,-0.01,"Approach100125yardsRTPScore",2007
178,178,"Mark Hensby",81,-0.01,"Approach100125yardsRTPScore",2007
180,180,"Joe Durant",88,-0.008,"Approach100125yardsRTPScore",2007
180,180,"Steve Flesch",100,-0.008,"Approach100125yardsRTPScore",2007
182,182,"David Branshaw",83,0,"Approach100125yardsRTPScore",2007
182,182,"Joey Sindelar",75,0,"Approach100125yardsRTPScore",2007
184,184,"Kyle Reifers",71,0.009,"Approach100125yardsRTPScore",2007
185,185,"Jaco Van Zyl",51,0.016,"Approach100125yardsRTPScore",2007
186,186,"Davis Love III",66,0.019,"Approach100125yardsRTPScore",2007
186,186,"Duffy Waldorf",69,0.019,"Approach100125yardsRTPScore",2007
188,188,"Shaun Micheel",91,0.028,"Approach100125yardsRTPScore",2007
189,189,"Henrik Stenson",52,0.036,"Approach100125yardsRTPScore",2007
190,190,"Brett Quigley",79,0.054,"Approach100125yardsRTPScore",2007
191,191,"Richard Johnson",93,0.055,"Approach100125yardsRTPScore",2007
192,192,"Padraig Harrington",64,0.075,"Approach100125yardsRTPScore",2007
193,193,"John Daly",59,0.102,"Approach100125yardsRTPScore",2007
194,194,"Retief Goosen",50,0.106,"Approach100125yardsRTPScore",2007
195,195,"Jose Coceres",50,0.138,"Approach100125yardsRTPScore",2007
196,196,"Jose Maria Olazabal",52,0.16,"Approach100125yardsRTPScore",2007
