"FirstTeeLateScoringAverage_RANKTHISWEEK_2005","FirstTeeLateScoringAverage_RANKLASTWEEK_2005","FirstTeeLateScoringAverage_PLAYERNAME_2005","FirstTeeLateScoringAverage_ROUNDS_2005","FirstTeeLateScoringAverage_AVG_2005","FirstTeeLateScoringAverage_TOTALSTROKES_2005","FirstTeeLateScoringAverage_TOTAL1STTEELATEROUNDS_2005","stat_name","year"
24,24,"Jeff Brehaut",71,70.39,1619,23,"FirstTeeLateScoringAverage",2005
25,25,"Geoff Ogilvy",97,70.43,2606,37,"FirstTeeLateScoringAverage",2005
26,26,"James Driscoll",73,70.44,1127,16,"FirstTeeLateScoringAverage",2005
27,27,"Jason Bohn",91,70.45,2184,31,"FirstTeeLateScoringAverage",2005
28,28,"Loren Roberts",54,70.47,1198,17,"FirstTeeLateScoringAverage",2005
29,29,"Arron Oberholser",65,70.5,1410,20,"FirstTeeLateScoringAverage",2005
29,29,"Joe Ogilvie",103,70.5,2256,32,"FirstTeeLateScoringAverage",2005
29,29,"Brenden Pappas",51,70.5,1269,18,"FirstTeeLateScoringAverage",2005
32,32,"Joe Durant",81,70.52,1763,25,"FirstTeeLateScoringAverage",2005
32,32,"Darron Stiles",78,70.52,1763,25,"FirstTeeLateScoringAverage",2005
34,34,"Brandt Jobe",96,70.53,2257,32,"FirstTeeLateScoringAverage",2005
35,35,"Marco Dawson",82,70.54,1693,24,"FirstTeeLateScoringAverage",2005
35,35,"Harrison Frazar",105,70.54,2610,37,"FirstTeeLateScoringAverage",2005
37,37,"Matt Gogel",78,70.58,1341,19,"FirstTeeLateScoringAverage",2005
37,37,"Heath Slocum",103,70.58,2188,31,"FirstTeeLateScoringAverage",2005
39,39,"Padraig Harrington",50,70.59,1200,17,"FirstTeeLateScoringAverage",2005
40,40,"Rod Pampling",89,70.6,2118,30,"FirstTeeLateScoringAverage",2005
41,41,"Justin Leonard",78,70.61,2189,31,"FirstTeeLateScoringAverage",2005
42,42,"Jonathan Kaye",77,70.62,1483,21,"FirstTeeLateScoringAverage",2005
43,43,"Phil Mickelson",81,70.65,2402,34,"FirstTeeLateScoringAverage",2005
44,44,"Daniel Chopra",108,70.69,1838,26,"FirstTeeLateScoringAverage",2005
44,44,"DJ Trahan",81,70.69,1838,26,"FirstTeeLateScoringAverage",2005
46,46,"Doug Barron",70,70.7,1626,23,"FirstTeeLateScoringAverage",2005
47,47,"Ted Purdy",122,70.73,2617,37,"FirstTeeLateScoringAverage",2005
48,48,"Roland Thatcher",75,70.74,1627,23,"FirstTeeLateScoringAverage",2005
49,49,"Fred Couples",72,70.75,1698,24,"FirstTeeLateScoringAverage",2005
50,50,"KJ Choi",78,70.78,2265,32,"FirstTeeLateScoringAverage",2005
50,50,"Scott Verplank",87,70.78,2619,37,"FirstTeeLateScoringAverage",2005
52,52,"Chad Campbell",95,70.79,2336,33,"FirstTeeLateScoringAverage",2005
52,52,"Vaughn Taylor",99,70.79,2053,29,"FirstTeeLateScoringAverage",2005
54,54,"Chris DiMarco",83,70.81,1912,27,"FirstTeeLateScoringAverage",2005
54,54,"Steve Elkington",67,70.81,1487,21,"FirstTeeLateScoringAverage",2005
54,54,"Steve Stricker",62,70.81,1487,21,"FirstTeeLateScoringAverage",2005
57,57,"Tim Petrovic",97,70.82,1558,22,"FirstTeeLateScoringAverage",2005
58,58,"Steve Allan",102,70.83,2125,30,"FirstTeeLateScoringAverage",2005
58,58,"JP Hayes",63,70.83,1275,18,"FirstTeeLateScoringAverage",2005
58,58,"Tag Ridings",93,70.83,2125,30,"FirstTeeLateScoringAverage",2005
58,58,"Joey Sindelar",104,70.83,2125,30,"FirstTeeLateScoringAverage",2005
62,62,"John Senden",101,70.85,1913,27,"FirstTeeLateScoringAverage",2005
63,63,"Robert Gamez",91,70.86,1559,22,"FirstTeeLateScoringAverage",2005
63,63,"Jerry Kelly",101,70.86,2551,36,"FirstTeeLateScoringAverage",2005
63,63,"Brett Wetterich",76,70.86,2055,29,"FirstTeeLateScoringAverage",2005
66,66,"Shigeki Maruyama",99,70.87,2764,39,"FirstTeeLateScoringAverage",2005
67,67,"Glen Day",80,70.89,1347,19,"FirstTeeLateScoringAverage",2005
68,68,"Hunter Mahan",103,70.9,2056,29,"FirstTeeLateScoringAverage",2005
69,69,"Todd Fischer",99,70.91,2340,33,"FirstTeeLateScoringAverage",2005
69,69,"Ryuji Imada",78,70.91,1631,23,"FirstTeeLateScoringAverage",2005
69,69,"Justin Rose",99,70.91,2482,35,"FirstTeeLateScoringAverage",2005
72,72,"Brad Faxon",75,70.93,1915,27,"FirstTeeLateScoringAverage",2005
73,73,"Tim Clark",92,70.94,2483,35,"FirstTeeLateScoringAverage",2005
74,74,"Bo Van Pelt",112,70.95,2696,38,"FirstTeeLateScoringAverage",2005
75,75,"JL Lewis",98,70.96,1703,24,"FirstTeeLateScoringAverage",2005
76,76,"Zach Johnson",96,70.97,2626,37,"FirstTeeLateScoringAverage",2005
76,76,"Ryan Palmer",101,70.97,2271,32,"FirstTeeLateScoringAverage",2005
78,78,"Bernhard Langer",67,71,1704,24,"FirstTeeLateScoringAverage",2005
78,78,"Davis Love III",80,71,2414,34,"FirstTeeLateScoringAverage",2005
80,80,"Tim Herron",100,71.03,2770,39,"FirstTeeLateScoringAverage",2005
80,80,"John Rollins",97,71.03,2344,33,"FirstTeeLateScoringAverage",2005
82,82,"Billy Mayfair",114,71.05,2629,37,"FirstTeeLateScoringAverage",2005
83,83,"Stewart Cink",98,71.09,2346,33,"FirstTeeLateScoringAverage",2005
83,83,"Corey Pavin",77,71.09,1564,22,"FirstTeeLateScoringAverage",2005
83,83,"Mario Tiziani",67,71.09,782,11,"FirstTeeLateScoringAverage",2005
86,86,"Robert Allenby",95,71.1,2062,29,"FirstTeeLateScoringAverage",2005
87,87,"Phillip Price",77,71.11,1280,18,"FirstTeeLateScoringAverage",2005
88,88,"Michael Allen",90,71.12,1849,26,"FirstTeeLateScoringAverage",2005
89,89,"Scott Hend",75,71.13,1707,24,"FirstTeeLateScoringAverage",2005
89,89,"Pat Perez",89,71.13,2276,32,"FirstTeeLateScoringAverage",2005
91,91,"Olin Browne",99,71.14,2063,29,"FirstTeeLateScoringAverage",2005
91,91,"Dean Wilson",86,71.14,2490,35,"FirstTeeLateScoringAverage",2005
93,93,"Fred Funk",102,71.15,2419,34,"FirstTeeLateScoringAverage",2005
94,94,"Tom Byrum",83,71.17,1637,23,"FirstTeeLateScoringAverage",2005
94,94,"Neal Lancaster",95,71.17,2064,29,"FirstTeeLateScoringAverage",2005
94,94,"Rocco Mediate",73,71.17,1708,24,"FirstTeeLateScoringAverage",2005
94,94,"Larry Mize",54,71.17,854,12,"FirstTeeLateScoringAverage",2005
98,98,"Dan Forsman",52,71.18,783,11,"FirstTeeLateScoringAverage",2005
98,98,"Carlos Franco",78,71.18,1566,22,"FirstTeeLateScoringAverage",2005
100,100,"Chris Anderson",66,71.19,1139,16,"FirstTeeLateScoringAverage",2005
100,100,"DA Points",94,71.19,1495,21,"FirstTeeLateScoringAverage",2005
102,102,"Mathias Gronberg",60,71.21,1353,19,"FirstTeeLateScoringAverage",2005
102,102,"Stephen Leaney",89,71.21,2350,33,"FirstTeeLateScoringAverage",2005
102,102,"Nick Watney",91,71.21,1709,24,"FirstTeeLateScoringAverage",2005
105,105,"Craig Barlow",81,71.23,1852,26,"FirstTeeLateScoringAverage",2005
105,105,"Brent Geiberger",61,71.23,926,13,"FirstTeeLateScoringAverage",2005
105,105,"Kevin Stadler",96,71.23,1852,26,"FirstTeeLateScoringAverage",2005
108,108,"Kent Jones",99,71.24,1496,21,"FirstTeeLateScoringAverage",2005
109,109,"Tom Pernice Jr",111,71.26,2494,35,"FirstTeeLateScoringAverage",2005
110,110,"Bob Heintz",67,71.27,1069,15,"FirstTeeLateScoringAverage",2005
111,111,"Peter Lonard",85,71.3,1925,27,"FirstTeeLateScoringAverage",2005
112,112,"Cameron Beckman",96,71.32,1355,19,"FirstTeeLateScoringAverage",2005
112,112,"Scott Gutschewski",86,71.32,1783,25,"FirstTeeLateScoringAverage",2005
114,114,"Shaun Micheel",81,71.33,2140,30,"FirstTeeLateScoringAverage",2005
115,115,"John Cook",72,71.35,1641,23,"FirstTeeLateScoringAverage",2005
115,115,"Will Ma Kenzie",75,71.35,1427,20,"FirstTeeLateScoringAverage",2005
117,117,"Bob Estes",92,71.36,1570,22,"FirstTeeLateScoringAverage",2005
117,117,"Charles Howell III",95,71.36,2355,33,"FirstTeeLateScoringAverage",2005
119,119,"Todd Hamilton",94,71.38,2284,32,"FirstTeeLateScoringAverage",2005
120,120,"Mark Calcavecchia",92,71.42,1714,24,"FirstTeeLateScoringAverage",2005
120,120,"Greg Owen",84,71.42,1857,26,"FirstTeeLateScoringAverage",2005
120,120,"Carl Pettersson",109,71.42,2357,33,"FirstTeeLateScoringAverage",2005
120,120,"Hidemichi Tanaka",106,71.42,1857,26,"FirstTeeLateScoringAverage",2005
124,124,"Joey Snyder III",102,71.45,2072,29,"FirstTeeLateScoringAverage",2005
125,125,"Luke Donald",67,71.46,2001,28,"FirstTeeLateScoringAverage",2005
126,126,"Stephen Ames",82,71.5,1859,26,"FirstTeeLateScoringAverage",2005
126,126,"Dudley Hart",84,71.5,2574,36,"FirstTeeLateScoringAverage",2005
126,126,"Lee Janzen",75,71.5,1430,20,"FirstTeeLateScoringAverage",2005
126,126,"Scott McCarron",78,71.5,1716,24,"FirstTeeLateScoringAverage",2005
126,126,"Kirk Triplett",55,71.5,1573,22,"FirstTeeLateScoringAverage",2005
131,131,"Mark Hensby",70,71.52,1645,23,"FirstTeeLateScoringAverage",2005
132,132,"Billy Andrade",83,71.53,2289,32,"FirstTeeLateScoringAverage",2005
132,132,"Chris Smith",93,71.53,2289,32,"FirstTeeLateScoringAverage",2005
134,134,"Richard Johnson",50,71.55,1431,20,"FirstTeeLateScoringAverage",2005
134,134,"Brendan Jones",81,71.55,1431,20,"FirstTeeLateScoringAverage",2005
136,136,"Jesper Parnevik",84,71.57,1646,23,"FirstTeeLateScoringAverage",2005
137,137,"Adam Scott",72,71.59,2291,32,"FirstTeeLateScoringAverage",2005
138,138,"John Huston",90,71.6,1790,25,"FirstTeeLateScoringAverage",2005
138,138,"Steve Lowery",100,71.6,1790,25,"FirstTeeLateScoringAverage",2005
140,140,"Stuart Appleby",84,71.61,2578,36,"FirstTeeLateScoringAverage",2005
141,141,"Brett Quigley",96,71.66,2293,32,"FirstTeeLateScoringAverage",2005
142,142,"Bradley Hughes",52,71.67,645,9,"FirstTeeLateScoringAverage",2005
142,142,"Michael Long",72,71.67,1290,18,"FirstTeeLateScoringAverage",2005
144,144,"Brian Bateman",98,71.68,1577,22,"FirstTeeLateScoringAverage",2005
144,144,"Matt Kuchar",60,71.68,1577,22,"FirstTeeLateScoringAverage",2005
144,144,"Jeff Sluman",94,71.68,2222,31,"FirstTeeLateScoringAverage",2005
147,147,"Rory Sabbatini",81,71.7,2151,30,"FirstTeeLateScoringAverage",2005
148,148,"Woody Austin",100,71.71,2008,28,"FirstTeeLateScoringAverage",2005
148,148,"Jonathan Byrd",103,71.71,1721,24,"FirstTeeLateScoringAverage",2005
148,148,"Jim Carter",62,71.71,1004,14,"FirstTeeLateScoringAverage",2005
148,148,"Duffy Waldorf",86,71.71,1506,21,"FirstTeeLateScoringAverage",2005
152,152,"Jay Williamson",53,71.73,1076,15,"FirstTeeLateScoringAverage",2005
153,153,"Tommy Armour III",103,71.76,1794,25,"FirstTeeLateScoringAverage",2005
154,154,"Steve Flesch",90,71.81,1867,26,"FirstTeeLateScoringAverage",2005
155,155,"Freddie Jacobson",72,71.83,2155,30,"FirstTeeLateScoringAverage",2005
156,156,"Brian Davis",75,71.86,1509,21,"FirstTeeLateScoringAverage",2005
157,157,"DJ Brigman",76,71.89,1294,18,"FirstTeeLateScoringAverage",2005
157,157,"Tom Gillis",77,71.89,1366,19,"FirstTeeLateScoringAverage",2005
157,157,"Skip Kendall",80,71.89,1366,19,"FirstTeeLateScoringAverage",2005
160,160,"Hideto Tanihara",50,71.91,791,11,"FirstTeeLateScoringAverage",2005
161,161,"Kevin Sutherland",89,71.92,1798,25,"FirstTeeLateScoringAverage",2005
162,162,"Alex Cejka",84,71.96,1727,24,"FirstTeeLateScoringAverage",2005
162,162,"Frank Lickliter II",100,71.96,1943,27,"FirstTeeLateScoringAverage",2005
164,164,"Kevin Na",88,71.97,2519,35,"FirstTeeLateScoringAverage",2005
165,165,"Jose Coceres",56,72,936,13,"FirstTeeLateScoringAverage",2005
165,165,"Charlie Wi",67,72,1440,20,"FirstTeeLateScoringAverage",2005
167,167,"Briny Baird",98,72.03,2377,33,"FirstTeeLateScoringAverage",2005
168,168,"John Daly",78,72.04,1873,26,"FirstTeeLateScoringAverage",2005
169,169,"Brian Gay",101,72.06,2234,31,"FirstTeeLateScoringAverage",2005
169,169,"Mark OMeara",66,72.06,1297,18,"FirstTeeLateScoringAverage",2005
169,169,"Dennis Paulson",63,72.06,1153,16,"FirstTeeLateScoringAverage",2005
172,172,"Jeff Hart",63,72.08,937,13,"FirstTeeLateScoringAverage",2005
173,173,"Robert Damron",89,72.09,1658,23,"FirstTeeLateScoringAverage",2005
174,174,"Jay Haas",54,72.13,1154,16,"FirstTeeLateScoringAverage",2005
175,175,"Glen Hnatiuk",59,72.17,866,12,"FirstTeeLateScoringAverage",2005
176,176,"Hunter Haas",83,72.19,1949,27,"FirstTeeLateScoringAverage",2005
177,177,"Tom Lehman",69,72.2,1083,15,"FirstTeeLateScoringAverage",2005
177,177,"Tjaart van der Walt",56,72.2,722,10,"FirstTeeLateScoringAverage",2005
179,179,"Paul Claxton",79,72.24,1517,21,"FirstTeeLateScoringAverage",2005
180,180,"Matt Davidson",53,72.25,578,8,"FirstTeeLateScoringAverage",2005
181,181,"Franklin Langham",91,72.26,1662,23,"FirstTeeLateScoringAverage",2005
182,182,"Hank Kuehne",84,72.29,1518,21,"FirstTeeLateScoringAverage",2005
182,182,"Ian Poulter",62,72.29,1229,17,"FirstTeeLateScoringAverage",2005
182,182,"Chris Riley",67,72.29,1229,17,"FirstTeeLateScoringAverage",2005
185,185,"Danny Briggs",70,72.33,1736,24,"FirstTeeLateScoringAverage",2005
186,186,"Rich Beem",66,72.44,1304,18,"FirstTeeLateScoringAverage",2005
186,186,"Mike Weir",71,72.44,1159,16,"FirstTeeLateScoringAverage",2005
188,188,"Gavin Coles",70,72.47,1232,17,"FirstTeeLateScoringAverage",2005
189,189,"Craig Perks",67,72.5,1015,14,"FirstTeeLateScoringAverage",2005
190,190,"Ben Curtis",65,72.52,1668,23,"FirstTeeLateScoringAverage",2005
191,191,"Paul Azinger",66,72.62,1525,21,"FirstTeeLateScoringAverage",2005
191,191,"Patrick Sheehan",114,72.62,2106,29,"FirstTeeLateScoringAverage",2005
193,193,"John Elliott",58,72.67,872,12,"FirstTeeLateScoringAverage",2005
194,194,"Lee Westwood",50,72.78,1310,18,"FirstTeeLateScoringAverage",2005
195,195,"Rob Rashell",65,72.8,1092,15,"FirstTeeLateScoringAverage",2005
196,196,"Bill Glasson",54,72.82,801,11,"FirstTeeLateScoringAverage",2005
197,197,"Andrew Magee",82,72.85,1457,20,"FirstTeeLateScoringAverage",2005
198,198,"Jason Allred",75,72.89,1312,18,"FirstTeeLateScoringAverage",2005
199,199,"Justin Bolli",65,73.07,1096,15,"FirstTeeLateScoringAverage",2005
200,200,"Thomas Levet",54,73.17,1317,18,"FirstTeeLateScoringAverage",2005
201,201,"Steve Jones",56,73.29,1026,14,"FirstTeeLateScoringAverage",2005
202,202,"Len Mattiace",86,73.81,1550,21,"FirstTeeLateScoringAverage",2005
