"Top10FinalRoundPerformance_RANKTHISWEEK_2007","Top10FinalRoundPerformance_RANKLASTWEEK_2007","Top10FinalRoundPerformance_PLAYERNAME_2007","Top10FinalRoundPerformance_EVENTS_2007","Top10FinalRoundPerformance_PctTIMESIMPROVED_2007","Top10FinalRoundPerformance_OFTIMESIMPROVED_2007","stat_name","year"
1,1,"Brian Bateman",18,100,1,"Top10FinalRoundPerformance",2007
1,1,"David Branshaw",30,100,1,"Top10FinalRoundPerformance",2007
1,1,"Andrew Buckle",26,100,1,"Top10FinalRoundPerformance",2007
1,1,"Mark Calcavecchia",28,100,4,"Top10FinalRoundPerformance",2007
1,1,"Gavin Coles",28,100,1,"Top10FinalRoundPerformance",2007
1,1,"Ben Curtis",25,100,1,"Top10FinalRoundPerformance",2007
1,1,"Brian Davis",28,100,1,"Top10FinalRoundPerformance",2007
1,1,"Brendon de Jonge",26,100,1,"Top10FinalRoundPerformance",2007
1,1,"Robert Gamez",30,100,1,"Top10FinalRoundPerformance",2007
1,1,"Sergio Garcia",19,100,5,"Top10FinalRoundPerformance",2007
1,1,"Paul Goydos",19,100,1,"Top10FinalRoundPerformance",2007
1,1,"Mathias Gronberg",31,100,2,"Top10FinalRoundPerformance",2007
1,1,"Bob Heintz",27,100,1,"Top10FinalRoundPerformance",2007
1,1,"JJ Henry",26,100,1,"Top10FinalRoundPerformance",2007
1,1,"Mark Hensby",25,100,1,"Top10FinalRoundPerformance",2007
1,1,"Tim Herron",27,100,1,"Top10FinalRoundPerformance",2007
1,1,"JB Holmes",24,100,2,"Top10FinalRoundPerformance",2007
1,1,"Tom Lehman",19,100,3,"Top10FinalRoundPerformance",2007
1,1,"Davis Love III",21,100,2,"Top10FinalRoundPerformance",2007
1,1,"Parker McLachlin",28,100,1,"Top10FinalRoundPerformance",2007
1,1,"Rocco Mediate",22,100,1,"Top10FinalRoundPerformance",2007
1,1,"John Merrick",29,100,1,"Top10FinalRoundPerformance",2007
1,1,"Kevin Na",27,100,2,"Top10FinalRoundPerformance",2007
1,1,"Greg Owen",29,100,1,"Top10FinalRoundPerformance",2007
1,1,"Ryan Palmer",30,100,1,"Top10FinalRoundPerformance",2007
1,1,"Ian Poulter",18,100,1,"Top10FinalRoundPerformance",2007
1,1,"Tag Ridings",18,100,1,"Top10FinalRoundPerformance",2007
1,1,"John Rollins",29,100,3,"Top10FinalRoundPerformance",2007
1,1,"Brandt Snedeker",29,100,5,"Top10FinalRoundPerformance",2007
1,1,"DJ Trahan",30,100,1,"Top10FinalRoundPerformance",2007
1,1,"Bubba Watson",26,100,4,"Top10FinalRoundPerformance",2007
1,1,"Jay Williamson",14,100,1,"Top10FinalRoundPerformance",2007
1,1,"Dean Wilson",28,100,3,"Top10FinalRoundPerformance",2007
34,34,"Tiger Woods",16,91.7,11,"Top10FinalRoundPerformance",2007
35,35,"Rory Sabbatini",23,87.5,7,"Top10FinalRoundPerformance",2007
36,36,"Phil Mickelson",22,85.7,6,"Top10FinalRoundPerformance",2007
37,37,"Ernie Els",16,83.3,5,"Top10FinalRoundPerformance",2007
38,38,"Jim Furyk",23,80,8,"Top10FinalRoundPerformance",2007
38,38,"Carl Pettersson",31,80,4,"Top10FinalRoundPerformance",2007
40,40,"Robert Allenby",28,75,3,"Top10FinalRoundPerformance",2007
40,40,"Jose Coceres",17,75,3,"Top10FinalRoundPerformance",2007
40,40,"Charles Howell III",26,75,3,"Top10FinalRoundPerformance",2007
40,40,"Jeff Quinney",29,75,3,"Top10FinalRoundPerformance",2007
40,40,"Heath Slocum",28,75,3,"Top10FinalRoundPerformance",2007
40,40,"Camilo Villegas",24,75,3,"Top10FinalRoundPerformance",2007
40,40,"Brett Wetterich",28,75,3,"Top10FinalRoundPerformance",2007
47,47,"Tim Clark",19,71.4,5,"Top10FinalRoundPerformance",2007
48,48,"Fred Funk",22,66.7,2,"Top10FinalRoundPerformance",2007
48,48,"JP Hayes",28,66.7,2,"Top10FinalRoundPerformance",2007
48,48,"Stephen Leaney",26,66.7,2,"Top10FinalRoundPerformance",2007
48,48,"Hunter Mahan",27,66.7,4,"Top10FinalRoundPerformance",2007
48,48,"John Mallinger",29,66.7,2,"Top10FinalRoundPerformance",2007
48,48,"George McNeill",30,66.7,2,"Top10FinalRoundPerformance",2007
48,48,"Shaun Micheel",29,66.7,2,"Top10FinalRoundPerformance",2007
48,48,"Ryan Moore",28,66.7,2,"Top10FinalRoundPerformance",2007
48,48,"Arron Oberholser",21,66.7,2,"Top10FinalRoundPerformance",2007
48,48,"Adam Scott",19,66.7,4,"Top10FinalRoundPerformance",2007
48,48,"John Senden",27,66.7,2,"Top10FinalRoundPerformance",2007
48,48,"Steve Stricker",23,66.7,6,"Top10FinalRoundPerformance",2007
48,48,"Mike Weir",23,66.7,2,"Top10FinalRoundPerformance",2007
