"25FinalRoundPerformance_RANKTHISWEEK_2013","25FinalRoundPerformance_RANKLASTWEEK_2013","25FinalRoundPerformance_PLAYERNAME_2013","25FinalRoundPerformance_EVENTS_2013","25FinalRoundPerformance_PctTIMESIMPROVED_2013","25FinalRoundPerformance_OFTIMESIMPROVED_2013","stat_name","year"
1,1,"Bud Cauley",24,100,6,"25FinalRoundPerformance",2013
1,1,"Jason Day",21,100,10,"25FinalRoundPerformance",2013
1,1,"Bill Haas",25,100,3,"25FinalRoundPerformance",2013
1,1,"Hunter Mahan",25,100,3,"25FinalRoundPerformance",2013
1,1,"Ted Potter Jr",22,100,5,"25FinalRoundPerformance",2013
1,1,"Charl Schwartzel",19,100,5,"25FinalRoundPerformance",2013
1,1,"Henrik Stenson",18,100,5,"25FinalRoundPerformance",2013
1,1,"Kevin Streelman",25,100,9,"25FinalRoundPerformance",2013
1,1,"Aaron Watkins",19,100,3,"25FinalRoundPerformance",2013
10,10,"Stewart Cink",22,87.5,7,"25FinalRoundPerformance",2013
10,10,"Ernie Els",19,87.5,7,"25FinalRoundPerformance",2013
10,10,"Patrick Reed",26,87.5,7,"25FinalRoundPerformance",2013
10,10,"Michael Thompson",22,87.5,7,"25FinalRoundPerformance",2013
14,14,"Matt Kuchar",23,85.7,6,"25FinalRoundPerformance",2013
14,14,"John Rollins",24,85.7,6,"25FinalRoundPerformance",2013
14,14,"Bo Van Pelt",22,85.7,6,"25FinalRoundPerformance",2013
17,17,"Scott Brown",21,83.3,5,"25FinalRoundPerformance",2013
17,17,"Luke Donald",17,83.3,5,"25FinalRoundPerformance",2013
17,17,"Derek Ernst",21,83.3,5,"25FinalRoundPerformance",2013
17,17,"Dustin Johnson",22,83.3,5,"25FinalRoundPerformance",2013
17,17,"Ben Kohles",25,83.3,5,"25FinalRoundPerformance",2013
17,17,"Doug LaBelle II",23,83.3,10,"25FinalRoundPerformance",2013
17,17,"Troy Matteson",24,83.3,5,"25FinalRoundPerformance",2013
17,17,"Rory McIlroy",16,83.3,5,"25FinalRoundPerformance",2013
17,17,"Bryce Molder",24,83.3,10,"25FinalRoundPerformance",2013
26,26,"Will Claxton",24,80,4,"25FinalRoundPerformance",2013
26,26,"Graham DeLaet",26,80,8,"25FinalRoundPerformance",2013
26,26,"Padraig Harrington",17,80,4,"25FinalRoundPerformance",2013
26,26,"Martin Kaymer",17,80,8,"25FinalRoundPerformance",2013
26,26,"Webb Simpson",25,80,8,"25FinalRoundPerformance",2013
26,26,"DJ Trahan",16,80,4,"25FinalRoundPerformance",2013
32,32,"Bubba Watson",21,77.8,7,"25FinalRoundPerformance",2013
33,33,"Keegan Bradley",25,75,6,"25FinalRoundPerformance",2013
33,33,"Jim Furyk",22,75,3,"25FinalRoundPerformance",2013
33,33,"Tommy Gainey",28,75,6,"25FinalRoundPerformance",2013
33,33,"Jerry Kelly",22,75,6,"25FinalRoundPerformance",2013
33,33,"John Merrick",23,75,6,"25FinalRoundPerformance",2013
33,33,"Geoff Ogilvy",19,75,6,"25FinalRoundPerformance",2013
