"PuttsPerRound_RANKTHISWEEK_2013","PuttsPerRound_RANKLASTWEEK_2013","PuttsPerRound_PLAYERNAME_2013","PuttsPerRound_ROUNDS_2013","PuttsPerRound_AVG_2013","PuttsPerRound_TOTALPUTTS_2013","PuttsPerRound_TOTALROUNDS_2013","PuttsPerRound_LOWTOTALPUTTS_2013","stat_name","year"
132,132,"Martin Laird",68,29.5,2006,68,22,"PuttsPerRound",2013
133,133,"Kevin Stadler",83,29.51,2331,79,23,"PuttsPerRound",2013
134,134,"Seung Yul Noh",71,29.52,1978,67,24,"PuttsPerRound",2013
134,134,"Adam Scott",61,29.52,1771,60,23,"PuttsPerRound",2013
136,136,"Chad Campbell",78,29.58,2248,76,23,"PuttsPerRound",2013
136,136,"Bobby Gates",49,29.58,1331,45,21,"PuttsPerRound",2013
136,136,"Nicholas Thompson",99,29.58,2928,99,24,"PuttsPerRound",2013
139,139,"Bo Van Pelt",72,29.59,2071,70,25,"PuttsPerRound",2013
140,140,"Robert Garrigus",69,29.62,1925,65,23,"PuttsPerRound",2013
141,141,"Graham DeLaet",94,29.63,2785,94,24,"PuttsPerRound",2013
142,142,"Robert Allenby",58,29.64,1660,56,21,"PuttsPerRound",2013
142,142,"John Huh",88,29.64,2608,88,22,"PuttsPerRound",2013
144,144,"Scott Gardiner",61,29.66,1750,59,23,"PuttsPerRound",2013
145,145,"Ben Curtis",59,29.67,1691,57,25,"PuttsPerRound",2013
145,145,"Robert Karlsson",56,29.67,1543,52,22,"PuttsPerRound",2013
145,145,"DJ Trahan",48,29.67,1365,46,22,"PuttsPerRound",2013
148,148,"Brandt Jobe",62,29.69,1722,58,22,"PuttsPerRound",2013
148,148,"Mark Wilson",56,29.69,1544,52,22,"PuttsPerRound",2013
150,150,"Andrew Svoboda",46,29.7,1307,44,25,"PuttsPerRound",2013
151,151,"Steve LeBrun",66,29.71,1842,62,24,"PuttsPerRound",2013
152,152,"Angel Cabrera",73,29.73,2170,73,23,"PuttsPerRound",2013
152,152,"David Mathis",71,29.73,1992,67,24,"PuttsPerRound",2013
154,154,"Henrik Norlander",70,29.75,2023,68,25,"PuttsPerRound",2013
154,154,"Sean OHair",56,29.75,1666,56,24,"PuttsPerRound",2013
156,156,"Ryo Ishikawa",72,29.81,2087,70,23,"PuttsPerRound",2013
157,157,"Geoff Ogilvy",57,29.82,1700,57,25,"PuttsPerRound",2013
157,157,"Johnson Wagner",64,29.82,1789,60,24,"PuttsPerRound",2013
159,159,"Greg Owen",73,29.85,2119,71,25,"PuttsPerRound",2013
159,159,"Bubba Watson",76,29.85,2179,73,25,"PuttsPerRound",2013
161,161,"Derek Ernst",58,29.86,1732,58,24,"PuttsPerRound",2013
162,162,"Justin Hicks",79,29.89,2242,75,24,"PuttsPerRound",2013
163,163,"Henrik Stenson",65,29.91,1914,64,24,"PuttsPerRound",2013
164,164,"Trevor Immelman",73,29.94,2066,69,23,"PuttsPerRound",2013
165,165,"John Senden",79,29.96,2337,78,24,"PuttsPerRound",2013
166,166,"Charlie Beljan",62,29.98,1859,62,26,"PuttsPerRound",2013
167,167,"Stewart Cink",71,29.99,2129,71,26,"PuttsPerRound",2013
167,167,"Nick Watney",88,29.99,2579,86,25,"PuttsPerRound",2013
169,169,"JJ Henry",83,30,2430,81,24,"PuttsPerRound",2013
169,169,"Martin Kaymer",61,30,1740,58,25,"PuttsPerRound",2013
171,171,"Boo Weekley",100,30.13,3013,100,25,"PuttsPerRound",2013
172,172,"Will Claxton",67,30.14,1899,63,25,"PuttsPerRound",2013
173,173,"Michael Bradley",56,30.17,1569,52,25,"PuttsPerRound",2013
174,174,"Jim Herman",59,30.22,1662,55,25,"PuttsPerRound",2013
175,175,"Ricky Barnes",74,30.29,2120,70,26,"PuttsPerRound",2013
176,176,"Kyle Stanley",71,30.45,2162,71,24,"PuttsPerRound",2013
177,177,"Lucas Glover",65,30.51,1983,65,24,"PuttsPerRound",2013
178,178,"Eric Meierdierks",48,30.52,1404,46,25,"PuttsPerRound",2013
179,179,"Nicolas Colsaerts",50,30.74,1445,47,25,"PuttsPerRound",2013
180,180,"Vijay Singh",61,30.89,1884,61,25,"PuttsPerRound",2013
