"Scramblingfrom30yards_RANKTHISWEEK_2009","Scramblingfrom30yards_RANKLASTWEEK_2009","Scramblingfrom30yards_PLAYERNAME_2009","Scramblingfrom30yards_ROUNDS_2009","Scramblingfrom30yards_Pct_2009","Scramblingfrom30yards_SUCCESSES_2009","Scramblingfrom30yards_ATTEMPTS_2009","stat_name","year"
1,1,"Steve Stricker",81,48.15,26,54,"Scramblingfrom30yards",2009
2,2,"Mark Brooks",55,47.73,21,44,"Scramblingfrom30yards",2009
3,3,"Brandt Snedeker",81,42.31,33,78,"Scramblingfrom30yards",2009
3,3,"Tiger Woods",64,42.31,22,52,"Scramblingfrom30yards",2009
5,5,"Brad Adamonis",70,40.66,37,91,"Scramblingfrom30yards",2009
6,6,"Matt Kuchar",82,40.63,26,64,"Scramblingfrom30yards",2009
7,7,"Brian Vranesh",51,40.43,19,47,"Scramblingfrom30yards",2009
8,8,"Brian Gay",96,40,34,85,"Scramblingfrom30yards",2009
8,8,"Mark Wilson",99,40,30,75,"Scramblingfrom30yards",2009
10,10,"Tim Clark",81,39.58,19,48,"Scramblingfrom30yards",2009
11,11,"Nick Watney",86,38.78,19,49,"Scramblingfrom30yards",2009
12,12,"Kenny Perry",92,38.46,25,65,"Scramblingfrom30yards",2009
13,13,"Parker McLachlin",71,37.4,46,123,"Scramblingfrom30yards",2009
14,14,"Luke Donald",79,37.36,34,91,"Scramblingfrom30yards",2009
14,14,"Bob Estes",78,37.36,34,91,"Scramblingfrom30yards",2009
14,14,"Tim Petrovic",97,37.36,34,91,"Scramblingfrom30yards",2009
17,17,"KJ Choi",65,36.92,24,65,"Scramblingfrom30yards",2009
17,17,"Stewart Cink",79,36.92,24,65,"Scramblingfrom30yards",2009
19,19,"Joe Ogilvie",85,36.89,38,103,"Scramblingfrom30yards",2009
20,20,"Kevin Na",91,36.62,26,71,"Scramblingfrom30yards",2009
20,20,"Tom Pernice Jr",82,36.62,26,71,"Scramblingfrom30yards",2009
22,22,"Chris DiMarco",97,36.56,34,93,"Scramblingfrom30yards",2009
23,23,"Bill Haas",91,36.47,31,85,"Scramblingfrom30yards",2009
