"AveragePuttingDistanceGIR3Putts_RANKTHISWEEK_2009","AveragePuttingDistanceGIR3Putts_RANKLASTWEEK_2009","AveragePuttingDistanceGIR3Putts_PLAYERNAME_2009","AveragePuttingDistanceGIR3Putts_ROUNDS_2009","AveragePuttingDistanceGIR3Putts_AVG_2009","AveragePuttingDistanceGIR3Putts_DISTANCEFEET_2009","AveragePuttingDistanceGIR3Putts_TOTALPUTTS_2009","stat_name","year"
1,1,"Ben Curtis",63,NA,13.368,21,"AveragePuttingDistanceGIR3Putts",2009
2,2,"Bob Estes",78,NA,13.7,23,"AveragePuttingDistanceGIR3Putts",2009
3,3,"Geoff Ogilvy",78,NA,12.073,21,"AveragePuttingDistanceGIR3Putts",2009
4,4,"JJ Henry",97,NA,22.387,39,"AveragePuttingDistanceGIR3Putts",2009
5,5,"David Duval",56,NA,6.276,11,"AveragePuttingDistanceGIR3Putts",2009
6,6,"Eric Axley",71,NA,9.635,17,"AveragePuttingDistanceGIR3Putts",2009
7,7,"Martin Laird",72,NA,18.124,32,"AveragePuttingDistanceGIR3Putts",2009
8,8,"Steve Elkington",70,NA,13.565,24,"AveragePuttingDistanceGIR3Putts",2009
9,9,"Mike Weir",85,NA,15.795,28,"AveragePuttingDistanceGIR3Putts",2009
10,10,"Bill Haas",91,NA,26.366,47,"AveragePuttingDistanceGIR3Putts",2009
11,11,"Rick Price",54,NA,15.647,28,"AveragePuttingDistanceGIR3Putts",2009
12,12,"Corey Pavin",73,NA,8.353,15,"AveragePuttingDistanceGIR3Putts",2009
13,13,"Jason Day",61,NA,13.771,25,"AveragePuttingDistanceGIR3Putts",2009
14,14,"KJ Choi",65,NA,10.445,19,"AveragePuttingDistanceGIR3Putts",2009
15,15,"Angel Cabrera",55,NA,10.422,19,"AveragePuttingDistanceGIR3Putts",2009
15,15,"Matt Kuchar",82,NA,15.366,28,"AveragePuttingDistanceGIR3Putts",2009
15,15,"John Merrick",91,NA,9.887,18,"AveragePuttingDistanceGIR3Putts",2009
18,18,"Brad Faxon",59,NA,6.023,11,"AveragePuttingDistanceGIR3Putts",2009
19,19,"Charley Hoffman",97,NA,20.71,38,"AveragePuttingDistanceGIR3Putts",2009
19,19,"Richard Johnson",85,NA,16.35,30,"AveragePuttingDistanceGIR3Putts",2009
21,21,"Jim Furyk",86,NA,8.689,16,"AveragePuttingDistanceGIR3Putts",2009
22,22,"Chris DiMarco",97,NA,17.874,33,"AveragePuttingDistanceGIR3Putts",2009
22,22,"Luke Donald",79,NA,8.134,15,"AveragePuttingDistanceGIR3Putts",2009
22,22,"Carl Pettersson",86,NA,12.475,23,"AveragePuttingDistanceGIR3Putts",2009
25,25,"Stuart Appleby",79,NA,18.402,34,"AveragePuttingDistanceGIR3Putts",2009
26,26,"Greg Chalmers",85,NA,12.961,24,"AveragePuttingDistanceGIR3Putts",2009
26,26,"Cliff Kresge",78,NA,19.454,36,"AveragePuttingDistanceGIR3Putts",2009
28,28,"Tiger Woods",64,NA,8.61,16,"AveragePuttingDistanceGIR3Putts",2009
29,29,"John Rollins",92,NA,21.454,40,"AveragePuttingDistanceGIR3Putts",2009
29,29,"Mark Wilson",99,NA,20.919,39,"AveragePuttingDistanceGIR3Putts",2009
31,31,"Brad Adamonis",70,NA,13.805,26,"AveragePuttingDistanceGIR3Putts",2009
32,32,"Daniel Chopra",89,NA,18.013,34,"AveragePuttingDistanceGIR3Putts",2009
32,32,"Brian Gay",96,NA,12.181,23,"AveragePuttingDistanceGIR3Putts",2009
32,32,"Charlie Wi",92,NA,9.544,18,"AveragePuttingDistanceGIR3Putts",2009
35,35,"Brendon de Jonge",90,NA,25.887,49,"AveragePuttingDistanceGIR3Putts",2009
35,35,"Charles Warren",63,NA,18.464,35,"AveragePuttingDistanceGIR3Putts",2009
37,37,"Peter Lonard",86,NA,25.802,49,"AveragePuttingDistanceGIR3Putts",2009
37,37,"Brian Vranesh",51,NA,18.431,35,"AveragePuttingDistanceGIR3Putts",2009
39,39,"Matt Jones",56,NA,11.568,22,"AveragePuttingDistanceGIR3Putts",2009
39,39,"Kevin Streelman",97,NA,26.85,51,"AveragePuttingDistanceGIR3Putts",2009
41,41,"Kent Jones",73,NA,16.277,31,"AveragePuttingDistanceGIR3Putts",2009
42,42,"Troy Matteson",95,NA,19.93,38,"AveragePuttingDistanceGIR3Putts",2009
42,42,"Ted Purdy",101,NA,27.755,53,"AveragePuttingDistanceGIR3Putts",2009
44,44,"John Mallinger",90,NA,15.147,29,"AveragePuttingDistanceGIR3Putts",2009
45,45,"Mark Brooks",55,NA,10.948,21,"AveragePuttingDistanceGIR3Putts",2009
46,46,"Charles Howell III",99,NA,15.593,30,"AveragePuttingDistanceGIR3Putts",2009
46,46,"Justin Leonard",95,NA,10.918,21,"AveragePuttingDistanceGIR3Putts",2009
48,48,"Michael Allen",73,NA,12.459,24,"AveragePuttingDistanceGIR3Putts",2009
49,49,"Parker McLachlin",71,NA,16.573,32,"AveragePuttingDistanceGIR3Putts",2009
50,50,"Stewart Cink",79,NA,10.348,20,"AveragePuttingDistanceGIR3Putts",2009
50,50,"Ryuji Imada",85,NA,11.375,22,"AveragePuttingDistanceGIR3Putts",2009
50,50,"James Nitties",86,NA,16.538,32,"AveragePuttingDistanceGIR3Putts",2009
53,53,"Robert Allenby",71,NA,22.2,43,"AveragePuttingDistanceGIR3Putts",2009
53,53,"Joe Ogilvie",85,NA,17.549,34,"AveragePuttingDistanceGIR3Putts",2009
55,55,"Briny Baird",89,NA,19.564,38,"AveragePuttingDistanceGIR3Putts",2009
55,55,"Andres Romero",58,NA,11.856,23,"AveragePuttingDistanceGIR3Putts",2009
57,57,"Lee Janzen",74,NA,15.428,30,"AveragePuttingDistanceGIR3Putts",2009
57,57,"David Mathis",82,NA,16.438,32,"AveragePuttingDistanceGIR3Putts",2009
59,59,"Jimmy Walker",74,NA,12.794,25,"AveragePuttingDistanceGIR3Putts",2009
60,60,"Robert Garrigus",83,NA,24.504,48,"AveragePuttingDistanceGIR3Putts",2009
