"BogeyAverage_RANKTHISWEEK_2008","BogeyAverage_RANKLASTWEEK_2008","BogeyAverage_PLAYERNAME_2008","BogeyAverage_EVENTS_2008","BogeyAverage_AVERAGEBOGEYSPERROUND_2008","BogeyAverage_TOTALBOGEYS_2008","BogeyAverage_ROUNDSPLAYED_2008","stat_name","year"
28,28,"Vijay Singh",23,2.6,203,78,"BogeyAverage",2008
31,31,"Nick Watney",27,2.61,251,96,"BogeyAverage",2008
32,32,"Robert Allenby",28,2.63,281,107,"BogeyAverage",2008
32,32,"Craig Kanada",23,2.63,171,65,"BogeyAverage",2008
32,32,"Phil Mickelson",21,2.63,205,78,"BogeyAverage",2008
32,32,"Chez Reavie",30,2.63,268,102,"BogeyAverage",2008
36,36,"Ben Curtis",22,2.64,211,80,"BogeyAverage",2008
36,36,"Jason Gore",33,2.64,248,94,"BogeyAverage",2008
36,36,"John Huston",18,2.64,148,56,"BogeyAverage",2008
36,36,"Jerry Kelly",31,2.64,232,88,"BogeyAverage",2008
36,36,"Nick OHern",26,2.64,211,80,"BogeyAverage",2008
36,36,"Tom Pernice Jr",30,2.64,275,104,"BogeyAverage",2008
36,36,"Marc Turnesa",29,2.64,230,87,"BogeyAverage",2008
43,43,"Kevin Streelman",32,2.65,302,114,"BogeyAverage",2008
44,44,"Brian Davis",34,2.66,287,108,"BogeyAverage",2008
44,44,"Tim Herron",28,2.66,258,97,"BogeyAverage",2008
44,44,"John Riegger",24,2.66,194,73,"BogeyAverage",2008
47,47,"Steve Allan",21,2.67,155,58,"BogeyAverage",2008
47,47,"Nathan Green",30,2.67,254,95,"BogeyAverage",2008
47,47,"Frank Lickliter II",32,2.67,286,107,"BogeyAverage",2008
47,47,"Kevin Na",29,2.67,259,97,"BogeyAverage",2008
51,51,"Dudley Hart",22,2.68,198,74,"BogeyAverage",2008
51,51,"Ryan Palmer",22,2.68,185,69,"BogeyAverage",2008
53,53,"Anthony Kim",22,2.69,218,81,"BogeyAverage",2008
53,53,"Hunter Mahan",27,2.69,229,85,"BogeyAverage",2008
53,53,"Heath Slocum",29,2.69,280,104,"BogeyAverage",2008
53,53,"Omar Uresti",24,2.69,199,74,"BogeyAverage",2008
57,57,"Eric Axley",35,2.7,305,113,"BogeyAverage",2008
57,57,"Stewart Cink",23,2.7,219,81,"BogeyAverage",2008
57,57,"Fred Couples",18,2.7,162,60,"BogeyAverage",2008
57,57,"Jason Day",28,2.7,219,81,"BogeyAverage",2008
57,57,"Ken Duke",33,2.7,313,116,"BogeyAverage",2008
57,57,"JJ Henry",34,2.7,292,108,"BogeyAverage",2008
57,57,"Geoff Ogilvy",20,2.7,173,64,"BogeyAverage",2008
64,64,"Stephen Ames",24,2.71,222,82,"BogeyAverage",2008
64,64,"Cameron Beckman",29,2.71,236,87,"BogeyAverage",2008
64,64,"Sergio Garcia",19,2.71,190,70,"BogeyAverage",2008
64,64,"Kent Jones",23,2.71,184,68,"BogeyAverage",2008
64,64,"Joe Ogilvie",29,2.71,271,100,"BogeyAverage",2008
69,69,"Doug LaBelle II",22,2.72,177,65,"BogeyAverage",2008
69,69,"John Merrick",28,2.72,267,98,"BogeyAverage",2008
71,71,"Bo Van Pelt",32,2.73,276,101,"BogeyAverage",2008
72,72,"Jonathan Byrd",27,2.74,233,85,"BogeyAverage",2008
72,72,"Shigeki Maruyama",18,2.74,137,50,"BogeyAverage",2008
72,72,"Parker McLachlin",27,2.74,241,88,"BogeyAverage",2008
75,75,"Todd Demsey",25,2.75,220,80,"BogeyAverage",2008
75,75,"John Senden",28,2.75,253,92,"BogeyAverage",2008
75,75,"Dean Wilson",32,2.75,300,109,"BogeyAverage",2008
78,78,"Michael Allen",28,2.76,251,91,"BogeyAverage",2008
78,78,"Steve Flesch",29,2.76,262,95,"BogeyAverage",2008
78,78,"Ryuji Imada",25,2.76,221,80,"BogeyAverage",2008
78,78,"Ted Purdy",25,2.76,188,68,"BogeyAverage",2008
82,82,"Lucas Glover",26,2.77,252,91,"BogeyAverage",2008
82,82,"Charles Howell III",31,2.77,274,99,"BogeyAverage",2008
82,82,"Kenny Perry",26,2.77,269,97,"BogeyAverage",2008
82,82,"Vaughn Taylor",32,2.77,285,103,"BogeyAverage",2008
86,86,"Harrison Frazar",23,2.78,203,73,"BogeyAverage",2008
86,86,"Jeff Gove",18,2.78,139,50,"BogeyAverage",2008
86,86,"Ryan Moore",24,2.78,200,72,"BogeyAverage",2008
89,89,"Aaron Baddeley",22,2.79,204,73,"BogeyAverage",2008
89,89,"Stephen Leaney",17,2.79,148,53,"BogeyAverage",2008
89,89,"Scott McCarron",22,2.79,176,63,"BogeyAverage",2008
89,89,"Jeff Quinney",28,2.79,243,87,"BogeyAverage",2008
93,93,"Corey Pavin",20,2.8,193,69,"BogeyAverage",2008
93,93,"Carl Pettersson",29,2.8,308,110,"BogeyAverage",2008
93,93,"Brett Quigley",25,2.8,224,80,"BogeyAverage",2008
93,93,"Scott Verplank",24,2.8,227,81,"BogeyAverage",2008
97,97,"KJ Choi",21,2.81,197,70,"BogeyAverage",2008
97,97,"Jin Park",30,2.81,239,85,"BogeyAverage",2008
97,97,"Tim Petrovic",32,2.81,273,97,"BogeyAverage",2008
100,100,"Woody Austin",30,2.82,296,105,"BogeyAverage",2008
100,100,"Carlos Franco",25,2.82,206,73,"BogeyAverage",2008
100,100,"Martin Laird",29,2.82,276,98,"BogeyAverage",2008
100,100,"Will Ma Kenzie",21,2.82,175,62,"BogeyAverage",2008
104,104,"Brad Adamonis",29,2.83,246,87,"BogeyAverage",2008
104,104,"Bart Bryant",23,2.83,229,81,"BogeyAverage",2008
104,104,"Daniel Chopra",27,2.83,235,83,"BogeyAverage",2008
104,104,"John Rollins",28,2.83,266,94,"BogeyAverage",2008
108,108,"Olin Browne",27,2.84,219,77,"BogeyAverage",2008
108,108,"Tom Scherrer",20,2.84,159,56,"BogeyAverage",2008
108,108,"YE Yang",29,2.84,253,89,"BogeyAverage",2008
111,111,"Alejandro Canizares",16,2.85,148,52,"BogeyAverage",2008
111,111,"Kenneth Ferrie",25,2.85,205,72,"BogeyAverage",2008
111,111,"Cliff Kresge",28,2.85,239,84,"BogeyAverage",2008
114,114,"Padraig Harrington",15,2.86,143,50,"BogeyAverage",2008
114,114,"Jeff Maggert",28,2.86,246,86,"BogeyAverage",2008
114,114,"Pat Perez",27,2.86,263,92,"BogeyAverage",2008
117,117,"Freddie Jacobson",24,2.87,224,78,"BogeyAverage",2008
117,117,"Boo Weekley",24,2.87,238,83,"BogeyAverage",2008
119,119,"Tommy Armour III",25,2.88,222,77,"BogeyAverage",2008
119,119,"Rory Sabbatini",23,2.88,219,76,"BogeyAverage",2008
121,121,"Chad Campbell",28,2.89,272,94,"BogeyAverage",2008
121,121,"Jim McGovern",26,2.89,217,75,"BogeyAverage",2008
121,121,"Jesper Parnevik",29,2.89,254,88,"BogeyAverage",2008
121,121,"Kevin Stadler",30,2.89,260,90,"BogeyAverage",2008
121,121,"Chris Stroud",29,2.89,234,81,"BogeyAverage",2008
121,121,"DJ Trahan",27,2.89,272,94,"BogeyAverage",2008
127,127,"Chad Collins",24,2.9,209,72,"BogeyAverage",2008
127,127,"Brandt Jobe",19,2.9,151,52,"BogeyAverage",2008
127,127,"Richard Johnson",21,2.9,174,60,"BogeyAverage",2008
127,127,"Michael Letzig",29,2.9,255,88,"BogeyAverage",2008
127,127,"Troy Matteson",30,2.9,273,94,"BogeyAverage",2008
132,132,"Ryan Armour",32,2.91,253,87,"BogeyAverage",2008
132,132,"James Driscoll",28,2.91,247,85,"BogeyAverage",2008
134,134,"Tim Clark",27,2.92,260,89,"BogeyAverage",2008
134,134,"Joe Durant",28,2.92,269,92,"BogeyAverage",2008
134,134,"Robert Garrigus",29,2.92,263,90,"BogeyAverage",2008
134,134,"Brandt Snedeker",26,2.92,245,84,"BogeyAverage",2008
134,134,"Bubba Watson",29,2.92,283,97,"BogeyAverage",2008
139,139,"Stuart Appleby",23,2.93,246,84,"BogeyAverage",2008
139,139,"John Mallinger",29,2.93,278,95,"BogeyAverage",2008
141,141,"Paul Goydos",25,2.94,229,78,"BogeyAverage",2008
141,141,"Jon Mills",32,2.94,279,95,"BogeyAverage",2008
141,141,"Sean OHair",25,2.94,238,81,"BogeyAverage",2008
144,144,"Greg Kraft",21,2.95,186,63,"BogeyAverage",2008
145,145,"Jeff Overton",32,2.96,305,103,"BogeyAverage",2008
145,145,"Andres Romero",20,2.96,198,67,"BogeyAverage",2008
145,145,"Jimmy Walker",24,2.96,216,73,"BogeyAverage",2008
145,145,"Jay Williamson",33,2.96,284,96,"BogeyAverage",2008
149,149,"Paul Claxton",23,2.97,187,63,"BogeyAverage",2008
149,149,"JP Hayes",26,2.97,199,67,"BogeyAverage",2008
149,149,"George McNeill",29,2.97,288,97,"BogeyAverage",2008
152,152,"Lee Janzen",28,2.98,265,89,"BogeyAverage",2008
153,153,"Peter Lonard",30,3.01,277,92,"BogeyAverage",2008
153,153,"Nicholas Thompson",36,3.01,340,113,"BogeyAverage",2008
153,153,"Camilo Villegas",22,3.01,235,78,"BogeyAverage",2008
156,156,"Rich Beem",29,3.02,272,90,"BogeyAverage",2008
156,156,"Matt Jones",31,3.02,287,95,"BogeyAverage",2008
156,156,"Rocco Mediate",27,3.02,263,87,"BogeyAverage",2008
159,159,"Marco Dawson",21,3.03,194,64,"BogeyAverage",2008
159,159,"Chris DiMarco",29,3.03,264,87,"BogeyAverage",2008
159,159,"Tag Ridings",29,3.03,267,88,"BogeyAverage",2008
159,159,"Bob Sowards",22,3.03,185,61,"BogeyAverage",2008
163,163,"Billy Andrade",24,3.04,216,71,"BogeyAverage",2008
163,163,"Rod Pampling",28,3.04,243,80,"BogeyAverage",2008
166,166,"Mathias Gronberg",30,3.08,268,87,"BogeyAverage",2008
167,167,"Justin Bolli",28,3.09,269,87,"BogeyAverage",2008
167,167,"Alex Cejka",25,3.09,232,75,"BogeyAverage",2008
167,167,"Todd Hamilton",28,3.09,284,92,"BogeyAverage",2008
170,170,"Robert Gamez",26,3.11,246,79,"BogeyAverage",2008
170,170,"Dustin Johnson",30,3.11,286,92,"BogeyAverage",2008
172,172,"Trevor Immelman",22,3.12,212,68,"BogeyAverage",2008
173,173,"Brett Rumford",26,3.13,225,72,"BogeyAverage",2008
174,174,"Mark Calcavecchia",25,3.14,207,66,"BogeyAverage",2008
174,174,"Retief Goosen",18,3.14,182,58,"BogeyAverage",2008
174,174,"Johnson Wagner",26,3.14,261,83,"BogeyAverage",2008
177,177,"Mark Hensby",26,3.15,224,71,"BogeyAverage",2008
178,178,"Angel Cabrera",17,3.16,161,51,"BogeyAverage",2008
179,179,"Tommy Gainey",24,3.17,190,60,"BogeyAverage",2008
180,180,"Davis Love III",23,3.18,248,78,"BogeyAverage",2008
180,180,"Ian Poulter",15,3.18,156,49,"BogeyAverage",2008
182,182,"Paul Casey",16,3.19,166,52,"BogeyAverage",2008
182,182,"Nick Flanagan",29,3.19,284,89,"BogeyAverage",2008
182,182,"Kyle Thompson",26,3.19,223,70,"BogeyAverage",2008
182,182,"David Toms",20,3.19,217,68,"BogeyAverage",2008
186,186,"Ron Whittaker",22,3.2,173,54,"BogeyAverage",2008
187,187,"Charles Warren",29,3.22,254,79,"BogeyAverage",2008
188,188,"David Lutterus",23,3.25,192,59,"BogeyAverage",2008
189,189,"Ernie Els",16,3.26,163,50,"BogeyAverage",2008
190,190,"JB Holmes",26,3.27,278,85,"BogeyAverage",2008
191,191,"Adam Scott",15,3.29,161,49,"BogeyAverage",2008
192,192,"Jason Allred",23,3.3,208,63,"BogeyAverage",2008
193,193,"Steve Lowery",25,3.32,246,74,"BogeyAverage",2008
194,194,"Tom Lehman",17,3.35,171,51,"BogeyAverage",2008
195,195,"Cody Freeman",26,3.36,222,66,"BogeyAverage",2008
196,196,"Travis Perkins",23,3.57,189,53,"BogeyAverage",2008
197,197,"David Duval",20,3.75,191,51,"BogeyAverage",2008
