"EarlyPar4ScoringAverage_RANKTHISWEEK_2013","EarlyPar4ScoringAverage_RANKLASTWEEK_2013","EarlyPar4ScoringAverage_PLAYERNAME_2013","EarlyPar4ScoringAverage_ROUNDS_2013","EarlyPar4ScoringAverage_AVG_2013","EarlyPar4ScoringAverage_TOTALSTROKES_2013","EarlyPar4ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Steve Stricker",51,3.91,465,119,"EarlyPar4ScoringAverage",2013
2,2,"Justin Rose",62,3.95,738,187,"EarlyPar4ScoringAverage",2013
3,3,"Keegan Bradley",88,3.98,1759,442,"EarlyPar4ScoringAverage",2013
3,3,"Brendon de Jonge",110,3.98,2539,638,"EarlyPar4ScoringAverage",2013
3,3,"Charles Howell III",87,3.98,1658,417,"EarlyPar4ScoringAverage",2013
3,3,"Jerry Kelly",75,3.98,1621,407,"EarlyPar4ScoringAverage",2013
3,3,"Chris Kirk",89,3.98,1900,477,"EarlyPar4ScoringAverage",2013
3,3,"Jimmy Walker",84,3.98,1697,426,"EarlyPar4ScoringAverage",2013
9,9,"Roberto Castro",97,3.99,1924,482,"EarlyPar4ScoringAverage",2013
9,9,"Erik Compton",74,3.99,1568,393,"EarlyPar4ScoringAverage",2013
9,9,"Jason Dufner",78,3.99,1745,437,"EarlyPar4ScoringAverage",2013
9,9,"Matt Every",89,3.99,1784,447,"EarlyPar4ScoringAverage",2013
9,9,"Morgan Hoffmann",64,3.99,1332,334,"EarlyPar4ScoringAverage",2013
9,9,"Charl Schwartzel",69,3.99,1186,297,"EarlyPar4ScoringAverage",2013
9,9,"Brandt Snedeker",79,3.99,1434,359,"EarlyPar4ScoringAverage",2013
9,9,"Camilo Villegas",79,3.99,1804,452,"EarlyPar4ScoringAverage",2013
17,17,"Rickie Fowler",75,4,1657,414,"EarlyPar4ScoringAverage",2013
17,17,"Zach Johnson",84,4,1341,335,"EarlyPar4ScoringAverage",2013
17,17,"Matt Jones",83,4,1867,467,"EarlyPar4ScoringAverage",2013
17,17,"DH Lee",65,4,1423,356,"EarlyPar4ScoringAverage",2013
17,17,"George McNeill",68,4,1599,400,"EarlyPar4ScoringAverage",2013
17,17,"Dicky Pride",71,4,1515,379,"EarlyPar4ScoringAverage",2013
