"Approach225250yardsRTP_RANKTHISWEEK_2016","Approach225250yardsRTP_RANKLASTWEEK_2016","Approach225250yardsRTP_PLAYERNAME_2016","Approach225250yardsRTP_ROUNDS_2016","Approach225250yardsRTP_AVGRTP_2016","stat_name","year"
1,1,"Derek Ernst",36,-0.571,"Approach225250yardsRTP",2016
2,2,"Robert Garrigus",34,-0.563,"Approach225250yardsRTP",2016
3,4,"Phil Mickelson",37,-0.5,"Approach225250yardsRTP",2016
3,4,"DJ Trahan",23,-0.5,"Approach225250yardsRTP",2016
3,7,"Dawie van der Walt",48,-0.5,"Approach225250yardsRTP",2016
6,3,"Ollie Schniederjans",23,-0.462,"Approach225250yardsRTP",2016
7,9,"Sung Kang",51,-0.457,"Approach225250yardsRTP",2016
8,10,"Shane Bertsch",30,-0.444,"Approach225250yardsRTP",2016
9,15,"David Lingmerth",54,-0.435,"Approach225250yardsRTP",2016
10,13,"Dustin Johnson",37,-0.429,"Approach225250yardsRTP",2016
11,16,"Smylie Kaufman",57,-0.406,"Approach225250yardsRTP",2016
12,8,"Rickie Fowler",42,-0.393,"Approach225250yardsRTP",2016
12,24,"Harold Varner III",58,-0.393,"Approach225250yardsRTP",2016
14,20,"Jimmy Walker",43,-0.391,"Approach225250yardsRTP",2016
15,17,"Adam Scott",39,-0.385,"Approach225250yardsRTP",2016
16,22,"Jason Day",36,-0.381,"Approach225250yardsRTP",2016
17,11,"Chesson Hadley",51,-0.379,"Approach225250yardsRTP",2016
18,12,"Webb Simpson",34,-0.368,"Approach225250yardsRTP",2016
19,25,"Billy Hurley III",22,-0.357,"Approach225250yardsRTP",2016
20,21,"Danny Lee",53,-0.355,"Approach225250yardsRTP",2016
21,17,"Michael Thompson",46,-0.353,"Approach225250yardsRTP",2016
22,26,"Brandt Snedeker",47,-0.348,"Approach225250yardsRTP",2016
23,41,"Tom Hoge",47,-0.333,"Approach225250yardsRTP",2016
23,17,"Kelly Kraft",35,-0.333,"Approach225250yardsRTP",2016
23,32,"William McGirt",54,-0.333,"Approach225250yardsRTP",2016
23,28,"Bryce Molder",50,-0.333,"Approach225250yardsRTP",2016
23,13,"Henrik Norlander",41,-0.333,"Approach225250yardsRTP",2016
28,30,"Patton Kizzire",57,-0.323,"Approach225250yardsRTP",2016
28,38,"Andrew Loupe",50,-0.323,"Approach225250yardsRTP",2016
30,23,"Ian Poulter",37,-0.318,"Approach225250yardsRTP",2016
31,72,"Angel Cabrera",42,-0.313,"Approach225250yardsRTP",2016
32,27,"Luke List",51,-0.3,"Approach225250yardsRTP",2016
32,35,"Ryan Palmer",46,-0.3,"Approach225250yardsRTP",2016
32,4,"Tim Wilkinson",40,-0.3,"Approach225250yardsRTP",2016
35,39,"Bubba Watson",30,-0.294,"Approach225250yardsRTP",2016
36,40,"Russell Knox",48,-0.292,"Approach225250yardsRTP",2016
37,45,"Adam Hadwin",53,-0.286,"Approach225250yardsRTP",2016
37,54,"Anirban Lahiri",44,-0.286,"Approach225250yardsRTP",2016
37,41,"Andres Romero",22,-0.286,"Approach225250yardsRTP",2016
40,65,"Alex Cejka",47,-0.28,"Approach225250yardsRTP",2016
40,47,"Scott Piercy",45,-0.28,"Approach225250yardsRTP",2016
42,48,"Jerry Kelly",44,-0.278,"Approach225250yardsRTP",2016
43,53,"Kevin Chappell",49,-0.276,"Approach225250yardsRTP",2016
43,34,"Jason Kokrak",52,-0.276,"Approach225250yardsRTP",2016
45,54,"Emiliano Grillo",47,-0.273,"Approach225250yardsRTP",2016
45,35,"Hiroshi Iwata",51,-0.273,"Approach225250yardsRTP",2016
47,32,"Kevin Kisner",49,-0.269,"Approach225250yardsRTP",2016
48,30,"Ben Martin",48,-0.267,"Approach225250yardsRTP",2016
49,54,"Scott Stallings",46,-0.263,"Approach225250yardsRTP",2016
50,54,"Francesco Molinari",36,-0.261,"Approach225250yardsRTP",2016
51,41,"Tyler Aldridge",53,-0.25,"Approach225250yardsRTP",2016
51,106,"Daniel Berger",52,-0.25,"Approach225250yardsRTP",2016
51,75,"Lucas Glover",53,-0.25,"Approach225250yardsRTP",2016
51,51,"Fabian Gomez",49,-0.25,"Approach225250yardsRTP",2016
