"Last15EventsAccuracy_RANKTHISWEEK_2015","Last15EventsAccuracy_RANKLASTWEEK_2015","Last15EventsAccuracy_PLAYERNAME_2015","Last15EventsAccuracy_EVENTS_2015","Last15EventsAccuracy_RATING_2015","stat_name","year"
1,1,"Joe Affrunti",1,9.3,"Last15EventsAccuracy",2015
2,2,"Justin Hicks",3,8.6,"Last15EventsAccuracy",2015
2,2,"Soren Kjeldsen",1,8.6,"Last15EventsAccuracy",2015
4,4,"Byeong Hun An",2,8.5,"Last15EventsAccuracy",2015
4,4,"Duffy Waldorf",1,8.5,"Last15EventsAccuracy",2015
6,6,"DH Lee",1,8.4,"Last15EventsAccuracy",2015
6,6,"JJ Spaun",1,8.4,"Last15EventsAccuracy",2015
8,8,"Russell Knox",11,8.2,"Last15EventsAccuracy",2015
9,9,"Garrett Osborn",1,8.1,"Last15EventsAccuracy",2015
10,10,"Paul Casey",9,8,"Last15EventsAccuracy",2015
10,10,"Ross Fisher",1,8,"Last15EventsAccuracy",2015
10,10,"Jim Furyk",9,8,"Last15EventsAccuracy",2015
10,10,"Brian Gaffney",1,8,"Last15EventsAccuracy",2015
10,10,"Brandt Jobe",1,8,"Last15EventsAccuracy",2015
10,10,"Kevin Stadler",2,8,"Last15EventsAccuracy",2015
16,16,"Cameron Beckman",2,7.9,"Last15EventsAccuracy",2015
16,16,"Jason Gore",7,7.9,"Last15EventsAccuracy",2015
16,16,"Mark Hensby",1,7.9,"Last15EventsAccuracy",2015
19,19,"Jason Bohn",11,7.8,"Last15EventsAccuracy",2015
19,19,"Zach Johnson",10,7.8,"Last15EventsAccuracy",2015
19,19,"Francesco Molinari",9,7.8,"Last15EventsAccuracy",2015
19,19,"Chez Reavie",6,7.8,"Last15EventsAccuracy",2015
19,19,"Adam Svensson",1,7.8,"Last15EventsAccuracy",2015
19,19,"Vaughn Taylor",9,7.8,"Last15EventsAccuracy",2015
19,19,"Bo Van Pelt",5,7.8,"Last15EventsAccuracy",2015
26,26,"Chad Collins",8,7.7,"Last15EventsAccuracy",2015
26,26,"Dudley Hart",2,7.7,"Last15EventsAccuracy",2015
26,26,"Rory McIlroy",10,7.7,"Last15EventsAccuracy",2015
26,26,"James Morrison",1,7.7,"Last15EventsAccuracy",2015
30,30,"Robert Allenby",3,7.6,"Last15EventsAccuracy",2015
30,30,"Tim Clark",7,7.6,"Last15EventsAccuracy",2015
