"Approachesfrom200yards_RANKTHISWEEK_2011","Approachesfrom200yards_RANKLASTWEEK_2011","Approachesfrom200yards_PLAYERNAME_2011","Approachesfrom200yards_ROUNDS_2011","Approachesfrom200yards_AVG_2011","Approachesfrom200yards_TOTALDISTANCEFEET_2011","Approachesfrom200yards_OFATTEMPTS_2011","Approachesfrom200yards_RELATIVETOPAR_2011","stat_name","year"
1,1,"Rickie Fowler",84,NA,7904.417,190,-42,"Approachesfrom200yards",2011
2,2,"Ian Poulter",52,NA,5028.083,119,-18,"Approachesfrom200yards",2011
3,3,"Robert Garrigus",83,NA,8904.5,204,-21,"Approachesfrom200yards",2011
4,4,"Chris Couch",73,NA,10178.25,232,-57,"Approachesfrom200yards",2011
5,5,"Gary Woodland",93,NA,9875.917,223,-43,"Approachesfrom200yards",2011
6,6,"Davis Love III",70,NA,6422.583,145,-32,"Approachesfrom200yards",2011
7,7,"Dustin Johnson",72,NA,6980.417,157,-34,"Approachesfrom200yards",2011
7,7,"Brendan Steele",89,NA,10419.25,234,-52,"Approachesfrom200yards",2011
7,7,"David Toms",78,NA,9614.333,216,-47,"Approachesfrom200yards",2011
10,10,"YE Yang",63,NA,6064.333,136,-25,"Approachesfrom200yards",2011
11,11,"Jason Dufner",78,NA,9022.917,202,-32,"Approachesfrom200yards",2011
12,12,"Angel Cabrera",50,NA,4659.417,104,-30,"Approachesfrom200yards",2011
13,13,"Jim Furyk",87,NA,10573.5,235,-37,"Approachesfrom200yards",2011
14,14,"Bubba Watson",85,NA,9307.417,206,-37,"Approachesfrom200yards",2011
15,15,"Kyle Stanley",98,NA,10868.667,240,-38,"Approachesfrom200yards",2011
16,16,"DJ Trahan",91,NA,10651.75,235,-47,"Approachesfrom200yards",2011
17,17,"Mark Wilson",89,NA,11142,243,-45,"Approachesfrom200yards",2011
18,18,"Tom Gillis",55,NA,7068.5,154,-13,"Approachesfrom200yards",2011
19,19,"Kris Blanks",92,NA,11231.75,244,-41,"Approachesfrom200yards",2011
20,20,"Vijay Singh",79,NA,10235.25,222,-45,"Approachesfrom200yards",2011
21,21,"Heath Slocum",89,NA,10605.417,229,-40,"Approachesfrom200yards",2011
21,21,"Nick Watney",80,NA,9409.583,203,-54,"Approachesfrom200yards",2011
23,23,"Brandt Jobe",100,NA,11371.083,245,-54,"Approachesfrom200yards",2011
24,24,"Zack Miller",86,NA,10837.417,233,-29,"Approachesfrom200yards",2011
25,25,"Marc Leishman",87,NA,10807,232,-33,"Approachesfrom200yards",2011
26,26,"Sean OHair",71,NA,7513.583,161,-21,"Approachesfrom200yards",2011
27,27,"Alex Cejka",59,NA,7387.667,158,-6,"Approachesfrom200yards",2011
27,27,"Scott Stallings",84,NA,8832.417,189,-21,"Approachesfrom200yards",2011
29,29,"Sergio Garcia",61,NA,7353.25,157,-30,"Approachesfrom200yards",2011
29,29,"Martin Laird",77,NA,9498.75,203,-48,"Approachesfrom200yards",2011
31,31,"Alex Prugh",82,NA,9141.583,195,-16,"Approachesfrom200yards",2011
32,32,"Marc Turnesa",54,NA,6455.75,137,-6,"Approachesfrom200yards",2011
33,33,"Trevor Immelman",84,NA,9005.083,191,-41,"Approachesfrom200yards",2011
34,34,"Kevin Chappell",78,NA,8506.417,180,-27,"Approachesfrom200yards",2011
35,35,"Bo Van Pelt",92,NA,11360.75,240,-51,"Approachesfrom200yards",2011
36,36,"Lee Janzen",62,NA,6876.083,145,-14,"Approachesfrom200yards",2011
36,36,"Matt McQuillan",59,NA,6684.667,141,-21,"Approachesfrom200yards",2011
38,38,"Jason Day",76,NA,9372.083,197,-54,"Approachesfrom200yards",2011
38,38,"John Rollins",85,NA,11001,231,-58,"Approachesfrom200yards",2011
40,40,"Phil Mickelson",79,NA,9432.083,198,-39,"Approachesfrom200yards",2011
41,41,"Chad Campbell",99,NA,12363.083,259,-40,"Approachesfrom200yards",2011
41,41,"Luke Donald",73,NA,7639.5,160,-42,"Approachesfrom200yards",2011
41,41,"JB Holmes",57,NA,7163.833,150,-27,"Approachesfrom200yards",2011
44,44,"Kevin Na",84,NA,9855.75,206,-50,"Approachesfrom200yards",2011
45,45,"Ernie Els",71,NA,9049.083,189,-24,"Approachesfrom200yards",2011
45,45,"Robert Karlsson",61,NA,6178.333,129,-33,"Approachesfrom200yards",2011
47,47,"Ryan Moore",79,NA,10182.667,212,-34,"Approachesfrom200yards",2011
48,48,"KJ Choi",77,NA,10000.667,208,-30,"Approachesfrom200yards",2011
48,48,"Paul Goydos",81,NA,10147.5,211,3,"Approachesfrom200yards",2011
48,48,"Scott Piercy",78,NA,8416.833,175,-29,"Approachesfrom200yards",2011
51,51,"Lucas Glover",74,NA,9105.083,189,-48,"Approachesfrom200yards",2011
52,52,"Troy Matteson",91,NA,11045.833,228,-25,"Approachesfrom200yards",2011
53,53,"Boo Weekley",66,NA,9306.833,192,-39,"Approachesfrom200yards",2011
54,54,"George McNeill",69,NA,8318.833,171,-24,"Approachesfrom200yards",2011
55,55,"Michael Thompson",79,NA,9892.833,203,-21,"Approachesfrom200yards",2011
56,56,"Stewart Cink",72,NA,7477.25,153,-18,"Approachesfrom200yards",2011
56,56,"Brian Gay",90,NA,11173.833,229,-8,"Approachesfrom200yards",2011
58,58,"JJ Henry",96,NA,13644.833,279,-44,"Approachesfrom200yards",2011
59,59,"Tommy Gainey",104,NA,12639.083,258,-41,"Approachesfrom200yards",2011
59,59,"John Senden",94,NA,13420.083,274,-62,"Approachesfrom200yards",2011
61,61,"Kevin Stadler",88,NA,11093,226,-33,"Approachesfrom200yards",2011
62,62,"Brian Davis",105,NA,15183.167,309,-49,"Approachesfrom200yards",2011
62,62,"Scott Gutschewski",67,NA,8264.5,168,-25,"Approachesfrom200yards",2011
62,62,"David Mathis",83,NA,10080.333,205,-16,"Approachesfrom200yards",2011
62,62,"Chez Reavie",92,NA,13678.5,278,-45,"Approachesfrom200yards",2011
66,66,"Pat Perez",76,NA,10288.75,209,-26,"Approachesfrom200yards",2011
67,67,"Ricky Barnes",78,NA,8921.833,181,-18,"Approachesfrom200yards",2011
67,67,"Sung Kang",63,NA,7105.583,144,-20,"Approachesfrom200yards",2011
67,67,"Webb Simpson",98,NA,13513.75,274,-73,"Approachesfrom200yards",2011
70,70,"Joe Durant",71,NA,10472.5,212,-6,"Approachesfrom200yards",2011
70,70,"Jim Herman",69,NA,8003.083,162,-27,"Approachesfrom200yards",2011
70,70,"Kevin Streelman",90,NA,10923.667,221,-44,"Approachesfrom200yards",2011
73,73,"Robert Allenby",84,NA,11428.583,231,-29,"Approachesfrom200yards",2011
73,73,"Charley Hoffman",93,NA,12880.5,260,-64,"Approachesfrom200yards",2011
73,73,"Shaun Micheel",77,NA,9211.417,186,-27,"Approachesfrom200yards",2011
76,76,"Matt Kuchar",94,NA,11472.417,231,-42,"Approachesfrom200yards",2011
76,76,"Nate Smith",66,NA,7106.417,143,-26,"Approachesfrom200yards",2011
78,78,"Justin Hicks",60,NA,6069.25,122,7,"Approachesfrom200yards",2011
78,78,"Chris Kirk",87,NA,10739.583,216,-38,"Approachesfrom200yards",2011
78,78,"Brandt Snedeker",85,NA,10846.167,218,-50,"Approachesfrom200yards",2011
78,78,"Dean Wilson",62,NA,8500.167,171,-18,"Approachesfrom200yards",2011
82,82,"Keegan Bradley",91,NA,11408.417,229,-48,"Approachesfrom200yards",2011
82,82,"Nathan Green",81,NA,10507.667,211,-17,"Approachesfrom200yards",2011
82,82,"Freddie Jacobson",92,NA,10320.583,207,-36,"Approachesfrom200yards",2011
82,82,"Josh Teater",104,NA,13255.833,266,-62,"Approachesfrom200yards",2011
86,86,"Justin Rose",79,NA,11672.833,234,-37,"Approachesfrom200yards",2011
86,86,"Charl Schwartzel",58,NA,7091.75,142,-22,"Approachesfrom200yards",2011
88,88,"Jonathan Byrd",83,NA,12345.083,247,-46,"Approachesfrom200yards",2011
88,88,"Jerry Kelly",85,NA,10399.333,208,-30,"Approachesfrom200yards",2011
90,90,"Matt Bettencourt",84,NA,11115.417,222,-43,"Approachesfrom200yards",2011
90,90,"Brendon de Jonge",105,NA,14233,284,-64,"Approachesfrom200yards",2011
92,92,"Ryan Palmer",82,NA,9478.667,189,-32,"Approachesfrom200yards",2011
92,92,"Andres Romero",77,NA,10589.167,211,-50,"Approachesfrom200yards",2011
92,92,"Chris Stroud",88,NA,11130.25,222,-20,"Approachesfrom200yards",2011
95,95,"Briny Baird",60,NA,7084.75,141,-16,"Approachesfrom200yards",2011
95,95,"Ben Crane",76,NA,9846.75,196,-14,"Approachesfrom200yards",2011
95,95,"Billy Mayfair",94,NA,13878.167,276,-61,"Approachesfrom200yards",2011
95,95,"Rory Sabbatini",85,NA,9690.667,193,-26,"Approachesfrom200yards",2011
99,99,"Bill Haas",93,NA,13239.583,263,-51,"Approachesfrom200yards",2011
99,99,"Michael Putnam",67,NA,6946.667,138,-13,"Approachesfrom200yards",2011
101,101,"Stephen Ames",69,NA,8423.25,167,-12,"Approachesfrom200yards",2011
101,101,"Joe Ogilvie",75,NA,8168.167,162,-22,"Approachesfrom200yards",2011
101,101,"Vaughn Taylor",89,NA,13198.75,262,-34,"Approachesfrom200yards",2011
104,104,"Steve Marino",76,NA,9244.833,183,-27,"Approachesfrom200yards",2011
104,104,"Graeme McDowell",50,NA,6468,128,-14,"Approachesfrom200yards",2011
106,106,"Bill Lunde",92,NA,12510.667,247,-34,"Approachesfrom200yards",2011
106,106,"Jarrod Lyle",83,NA,10542.25,208,-27,"Approachesfrom200yards",2011
108,108,"Steven Bowditch",86,NA,10866.5,214,-50,"Approachesfrom200yards",2011
108,108,"Ben Martin",74,NA,9998,197,-24,"Approachesfrom200yards",2011
110,110,"Jason Bohn",74,NA,10789.917,212,-37,"Approachesfrom200yards",2011
110,110,"Hunter Mahan",92,NA,14057.417,276,-46,"Approachesfrom200yards",2011
112,112,"Arjun Atwal",91,NA,12039.583,236,-24,"Approachesfrom200yards",2011
112,112,"Bobby Gates",82,NA,11021.25,216,-43,"Approachesfrom200yards",2011
112,112,"Retief Goosen",50,NA,6528.667,128,-16,"Approachesfrom200yards",2011
115,115,"Spencer Levin",113,NA,14397.333,282,-47,"Approachesfrom200yards",2011
116,116,"Adam Scott",60,NA,7727.667,151,-36,"Approachesfrom200yards",2011
117,117,"Derek Lamely",65,NA,8202.25,160,-18,"Approachesfrom200yards",2011
117,117,"DA Points",89,NA,13585.5,265,-53,"Approachesfrom200yards",2011
119,119,"Shane Bertsch",62,NA,7648.917,149,-20,"Approachesfrom200yards",2011
120,120,"Joseph Bramlett",73,NA,8798.917,171,-18,"Approachesfrom200yards",2011
121,121,"Michael Bradley",74,NA,8651.083,168,-20,"Approachesfrom200yards",2011
121,121,"Zach Johnson",79,NA,11786.833,229,-29,"Approachesfrom200yards",2011
121,121,"Camilo Villegas",69,NA,8297,161,-22,"Approachesfrom200yards",2011
124,124,"Harrison Frazar",58,NA,5471.75,106,-4,"Approachesfrom200yards",2011
124,124,"Martin Piller",63,NA,6659.333,129,-15,"Approachesfrom200yards",2011
126,126,"Cameron Tringale",110,NA,15344.5,297,-54,"Approachesfrom200yards",2011
127,127,"Troy Merritt",63,NA,8802.583,170,-30,"Approachesfrom200yards",2011
127,127,"Roland Thatcher",67,NA,9314.333,180,-17,"Approachesfrom200yards",2011
129,129,"Ben Curtis",66,NA,9905.333,191,-15,"Approachesfrom200yards",2011
129,129,"David Hearn",88,NA,9688.583,187,-15,"Approachesfrom200yards",2011
129,129,"Charles Howell III",108,NA,13586.083,262,-52,"Approachesfrom200yards",2011
129,129,"Steve Stricker",70,NA,9478.75,183,-33,"Approachesfrom200yards",2011
133,133,"Padraig Harrington",60,NA,6857.25,132,-12,"Approachesfrom200yards",2011
133,133,"Geoff Ogilvy",69,NA,8514.917,164,-10,"Approachesfrom200yards",2011
135,135,"Michael Connell",76,NA,10873,209,-15,"Approachesfrom200yards",2011
135,135,"Bryce Molder",82,NA,10507.083,202,-20,"Approachesfrom200yards",2011
137,137,"Jim Renner",65,NA,7347.083,141,-28,"Approachesfrom200yards",2011
137,137,"Paul Stankowski",78,NA,9168.25,176,-28,"Approachesfrom200yards",2011
139,139,"Johnson Wagner",81,NA,11007.167,211,-15,"Approachesfrom200yards",2011
140,140,"Stuart Appleby",65,NA,9923.917,190,-14,"Approachesfrom200yards",2011
140,140,"Tim Petrovic",88,NA,12026.25,230,-26,"Approachesfrom200yards",2011
142,142,"Justin Leonard",82,NA,11067.583,211,-14,"Approachesfrom200yards",2011
142,142,"John Merrick",71,NA,9116.167,174,-32,"Approachesfrom200yards",2011
144,144,"Billy Horschel",75,NA,9926.5,189,-30,"Approachesfrom200yards",2011
145,145,"William McGirt",103,NA,13657.667,259,-14,"Approachesfrom200yards",2011
145,145,"Carl Pettersson",95,NA,15186.083,288,-35,"Approachesfrom200yards",2011
147,147,"Woody Austin",59,NA,8717,165,-16,"Approachesfrom200yards",2011
147,147,"Jhonattan Vegas",84,NA,10192.583,193,-17,"Approachesfrom200yards",2011
149,149,"Blake Adams",116,NA,16102.167,304,-49,"Approachesfrom200yards",2011
149,149,"Jimmy Walker",79,NA,11235.833,212,-32,"Approachesfrom200yards",2011
151,151,"Nick OHern",89,NA,13140.25,247,-20,"Approachesfrom200yards",2011
151,151,"Alexandre Rocha",65,NA,7335.333,138,-12,"Approachesfrom200yards",2011
153,153,"Matt Jones",71,NA,10595.75,199,-28,"Approachesfrom200yards",2011
154,154,"Aaron Baddeley",77,NA,10722.25,201,-37,"Approachesfrom200yards",2011
154,154,"Ryuji Imada",83,NA,11899.833,223,-16,"Approachesfrom200yards",2011
154,154,"Chris Riley",76,NA,10819.417,203,-22,"Approachesfrom200yards",2011
154,154,"Daniel Summerhays",75,NA,10514.75,197,-15,"Approachesfrom200yards",2011
158,158,"Cameron Beckman",71,NA,10412.417,195,-17,"Approachesfrom200yards",2011
158,158,"James Driscoll",71,NA,8701.667,163,-18,"Approachesfrom200yards",2011
158,158,"Tag Ridings",87,NA,11102.333,208,-40,"Approachesfrom200yards",2011
161,161,"DJ Brigman",67,NA,8538.25,159,-16,"Approachesfrom200yards",2011
161,161,"Jeff Overton",92,NA,11750.083,219,-21,"Approachesfrom200yards",2011
163,163,"Andres Gonzales",60,NA,6773,126,-7,"Approachesfrom200yards",2011
164,164,"Fabian Gomez",84,NA,11635.75,216,-21,"Approachesfrom200yards",2011
165,165,"Richard Johnson",64,NA,8415.25,156,9,"Approachesfrom200yards",2011
166,166,"Kent Jones",76,NA,10737.75,198,-12,"Approachesfrom200yards",2011
167,167,"David Duval",67,NA,7932.5,146,-3,"Approachesfrom200yards",2011
167,167,"Hunter Haas",96,NA,14240.75,262,-37,"Approachesfrom200yards",2011
167,167,"Tim Herron",85,NA,11022.5,203,-16,"Approachesfrom200yards",2011
167,167,"Rocco Mediate",53,NA,8798.583,162,-11,"Approachesfrom200yards",2011
171,171,"Greg Chalmers",88,NA,13333.083,244,-20,"Approachesfrom200yards",2011
172,172,"Garrett Willis",71,NA,11547.5,210,-21,"Approachesfrom200yards",2011
173,173,"Steve Elkington",50,NA,7213,131,-19,"Approachesfrom200yards",2011
174,174,"Aron Price",58,NA,8106.583,147,-20,"Approachesfrom200yards",2011
175,175,"Chris DiMarco",93,NA,13645,247,-5,"Approachesfrom200yards",2011
176,176,"Steve Flesch",88,NA,11920.167,214,-32,"Approachesfrom200yards",2011
176,176,"Scott McCarron",65,NA,8737,157,-24,"Approachesfrom200yards",2011
178,178,"Will Strickler",51,NA,6689.5,119,-23,"Approachesfrom200yards",2011
179,179,"Anthony Kim",72,NA,9008.75,160,-13,"Approachesfrom200yards",2011
180,180,"Kevin Kisner",70,NA,9201.5,163,6,"Approachesfrom200yards",2011
181,181,"Colt Knost",80,NA,10641.75,188,1,"Approachesfrom200yards",2011
182,182,"Charlie Wi",83,NA,12423.917,218,-17,"Approachesfrom200yards",2011
183,183,"Rich Beem",53,NA,7597.083,133,8,"Approachesfrom200yards",2011
183,183,"Rod Pampling",72,NA,10728.5,188,-28,"Approachesfrom200yards",2011
185,185,"Bio Kim",71,NA,8670.167,151,-20,"Approachesfrom200yards",2011
186,186,"JP Hayes",56,NA,7660.417,132,-4,"Approachesfrom200yards",2011
