"BirdieorBetterPercentageLess125_RANKTHISWEEK_2007","BirdieorBetterPercentageLess125_RANKLASTWEEK_2007","BirdieorBetterPercentageLess125_PLAYERNAME_2007","BirdieorBetterPercentageLess125_ROUNDS_2007","BirdieorBetterPercentageLess125_Pct_2007","BirdieorBetterPercentageLess125_TOTALBIRDIES_2007","BirdieorBetterPercentageLess125_TOTALHOLES_2007","stat_name","year"
152,152,"Carl Pettersson",111,19.54,76,389,"BirdieorBetterPercentageLess125",2007
153,153,"Kevin Sutherland",85,19.5,55,282,"BirdieorBetterPercentageLess125",2007
154,154,"Scott Gutschewski",67,19.33,46,238,"BirdieorBetterPercentageLess125",2007
155,155,"Greg Owen",81,19.17,60,313,"BirdieorBetterPercentageLess125",2007
156,156,"Trevor Immelman",74,19.07,37,194,"BirdieorBetterPercentageLess125",2007
157,157,"Troy Matteson",87,19.06,57,299,"BirdieorBetterPercentageLess125",2007
158,158,"Steve Flesch",100,18.91,66,349,"BirdieorBetterPercentageLess125",2007
159,159,"Kevin Na",84,18.9,55,291,"BirdieorBetterPercentageLess125",2007
160,160,"KJ Choi",87,18.68,48,257,"BirdieorBetterPercentageLess125",2007
161,161,"Ryan Palmer",91,18.63,68,365,"BirdieorBetterPercentageLess125",2007
162,162,"Chris Tidland",59,18.58,42,226,"BirdieorBetterPercentageLess125",2007
163,163,"Jaco Van Zyl",51,18.54,33,178,"BirdieorBetterPercentageLess125",2007
164,164,"Anthony Kim",93,18.53,58,313,"BirdieorBetterPercentageLess125",2007
165,165,"Brian Bateman",55,18.48,34,184,"BirdieorBetterPercentageLess125",2007
165,165,"Michael Putnam",96,18.48,56,303,"BirdieorBetterPercentageLess125",2007
167,167,"Charles Howell III",89,18.45,50,271,"BirdieorBetterPercentageLess125",2007
168,168,"Doug LaBelle II",104,18.42,63,342,"BirdieorBetterPercentageLess125",2007
169,169,"Sergio Garcia",68,18.34,31,169,"BirdieorBetterPercentageLess125",2007
170,170,"Ernie Els",59,18.24,29,159,"BirdieorBetterPercentageLess125",2007
171,171,"Parker McLachlin",83,18.12,52,287,"BirdieorBetterPercentageLess125",2007
172,172,"Mike Weir",82,18.1,40,221,"BirdieorBetterPercentageLess125",2007
173,173,"Davis Love III",66,18.06,41,227,"BirdieorBetterPercentageLess125",2007
174,174,"Richard Johnson",93,17.98,57,317,"BirdieorBetterPercentageLess125",2007
175,175,"Andrew Buckle",77,17.93,52,290,"BirdieorBetterPercentageLess125",2007
176,176,"Jeff Gove",103,17.79,66,371,"BirdieorBetterPercentageLess125",2007
177,177,"DJ Brigman",67,17.78,40,225,"BirdieorBetterPercentageLess125",2007
178,178,"Camilo Villegas",82,17.75,41,231,"BirdieorBetterPercentageLess125",2007
179,179,"Jeff Brehaut",59,17.7,43,243,"BirdieorBetterPercentageLess125",2007
180,180,"Joe Durant",88,17.65,57,323,"BirdieorBetterPercentageLess125",2007
180,180,"Padraig Harrington",64,17.65,30,170,"BirdieorBetterPercentageLess125",2007
182,182,"Bill Haas",93,17.52,55,314,"BirdieorBetterPercentageLess125",2007
183,183,"DJ Trahan",99,17.32,62,358,"BirdieorBetterPercentageLess125",2007
184,184,"Ben Curtis",80,17.3,41,237,"BirdieorBetterPercentageLess125",2007
185,185,"Kyle Reifers",71,17.18,45,262,"BirdieorBetterPercentageLess125",2007
186,186,"Jason Schultz",63,17.13,37,216,"BirdieorBetterPercentageLess125",2007
187,187,"Jose Coceres",50,16.88,26,154,"BirdieorBetterPercentageLess125",2007
188,188,"Jim Rutledge",59,16.82,37,220,"BirdieorBetterPercentageLess125",2007
189,189,"Kevin Stadler",95,16.62,62,373,"BirdieorBetterPercentageLess125",2007
190,190,"Rod Pampling",92,16.61,48,289,"BirdieorBetterPercentageLess125",2007
191,191,"Shaun Micheel",91,15.86,46,290,"BirdieorBetterPercentageLess125",2007
192,192,"Retief Goosen",50,15,21,140,"BirdieorBetterPercentageLess125",2007
193,193,"Henrik Stenson",52,14.81,24,162,"BirdieorBetterPercentageLess125",2007
194,194,"Matt Hendrix",63,14.78,34,230,"BirdieorBetterPercentageLess125",2007
195,195,"Paul Stankowski",52,14.69,26,177,"BirdieorBetterPercentageLess125",2007
196,196,"Duffy Waldorf",69,14.11,34,241,"BirdieorBetterPercentageLess125",2007
