"TotalMoneyOfficialandUnofficial_RANKTHISWEEK_2005","TotalMoneyOfficialandUnofficial_RANKLASTWEEK_2005","TotalMoneyOfficialandUnofficial_PLAYERNAME_2005","TotalMoneyOfficialandUnofficial_EVENTS_2005","TotalMoneyOfficialandUnofficial_MONEY_2005","stat_name","year"
338,338,"Kevin Streelman",2,21695,"TotalMoneyOfficialandUnofficial",2005
339,339,"Chih Bing Lam",1,21500,"TotalMoneyOfficialandUnofficial",2005
339,339,"Jose Filipe Lima",2,21500,"TotalMoneyOfficialandUnofficial",2005
339,339,"Mardan Mamat",2,21500,"TotalMoneyOfficialandUnofficial",2005
339,339,"Antonio Sobrinho",1,21500,"TotalMoneyOfficialandUnofficial",2005
343,343,"Sean Murphy",3,21120,"TotalMoneyOfficialandUnofficial",2005
344,344,"John Morgan",11,21030,"TotalMoneyOfficialandUnofficial",2005
345,345,"Eduardo Herrera",1,20500,"TotalMoneyOfficialandUnofficial",2005
345,345,"Diego Vanegas",1,20500,"TotalMoneyOfficialandUnofficial",2005
347,347,"Donnie Hammond",3,20150,"TotalMoneyOfficialandUnofficial",2005
348,348,"Manuel Bermudez",1,20000,"TotalMoneyOfficialandUnofficial",2005
348,348,"Carlos Larrain",1,20000,"TotalMoneyOfficialandUnofficial",2005
350,350,"Tripp Isenhour",8,19448,"TotalMoneyOfficialandUnofficial",2005
351,351,"Bob Sowards",7,19162,"TotalMoneyOfficialandUnofficial",2005
352,352,"Paul Lawrie",1,19154,"TotalMoneyOfficialandUnofficial",2005
353,353,"Brian Watts",7,18520,"TotalMoneyOfficialandUnofficial",2005
354,354,"Hal Sutton",10,18320,"TotalMoneyOfficialandUnofficial",2005
355,355,"James McLean",5,18000,"TotalMoneyOfficialandUnofficial",2005
356,356,"Soren Kjeldsen",1,17667,"TotalMoneyOfficialandUnofficial",2005
357,357,"John Bickerton",1,17522,"TotalMoneyOfficialandUnofficial",2005
357,357,"Tino Schuster",1,17522,"TotalMoneyOfficialandUnofficial",2005
359,359,"Robin Freeman",8,17258,"TotalMoneyOfficialandUnofficial",2005
360,360,"Robert Rock",1,16383,"TotalMoneyOfficialandUnofficial",2005
360,360,"David Smail",1,16383,"TotalMoneyOfficialandUnofficial",2005
362,362,"Kevin Johnson",2,16330,"TotalMoneyOfficialandUnofficial",2005
363,363,"Camilo Villegas",2,16300,"TotalMoneyOfficialandUnofficial",2005
364,364,"Erik Compton",1,15895,"TotalMoneyOfficialandUnofficial",2005
365,365,"Patrik Sjoland",1,15770,"TotalMoneyOfficialandUnofficial",2005
366,366,"Keiichiro Fukabori",1,15223,"TotalMoneyOfficialandUnofficial",2005
366,366,"Jonathan Lomas",1,15223,"TotalMoneyOfficialandUnofficial",2005
368,368,"Graeme Storm",1,14806,"TotalMoneyOfficialandUnofficial",2005
369,369,"Steve Marino",1,14542,"TotalMoneyOfficialandUnofficial",2005
370,370,"Stephen Gangluff",1,14161,"TotalMoneyOfficialandUnofficial",2005
371,371,"John Mallinger",1,13553,"TotalMoneyOfficialandUnofficial",2005
372,372,"Ron Philo Jr",1,12750,"TotalMoneyOfficialandUnofficial",2005
373,373,"Brandt Snedeker",2,12731,"TotalMoneyOfficialandUnofficial",2005
374,374,"Steve Pate",9,12402,"TotalMoneyOfficialandUnofficial",2005
375,375,"Brian Henninger",3,12236,"TotalMoneyOfficialandUnofficial",2005
376,376,"Jason Hartwick",1,12090,"TotalMoneyOfficialandUnofficial",2005
377,377,"Dick Mast",3,12053,"TotalMoneyOfficialandUnofficial",2005
378,378,"Kelly Grunewald",1,11935,"TotalMoneyOfficialandUnofficial",2005
379,379,"Paul Sheehan",1,11715,"TotalMoneyOfficialandUnofficial",2005
380,380,"Darrell Kestner",1,11700,"TotalMoneyOfficialandUnofficial",2005
381,381,"Steve Collins",2,11250,"TotalMoneyOfficialandUnofficial",2005
382,382,"Wil Collins",2,11200,"TotalMoneyOfficialandUnofficial",2005
383,383,"Eric Axley",2,11100,"TotalMoneyOfficialandUnofficial",2005
384,384,"Colby Beckstrom",2,11095,"TotalMoneyOfficialandUnofficial",2005
385,385,"Charley Hoffman",1,10656,"TotalMoneyOfficialandUnofficial",2005
386,386,"Casey Martin",1,10547,"TotalMoneyOfficialandUnofficial",2005
386,386,"Chris Nallen",1,10547,"TotalMoneyOfficialandUnofficial",2005
388,388,"Don Yrene",2,10452,"TotalMoneyOfficialandUnofficial",2005
389,389,"Ted Tryba",2,10437,"TotalMoneyOfficialandUnofficial",2005
390,390,"Doug Tewell",1,10088,"TotalMoneyOfficialandUnofficial",2005
391,391,"John Maginnes",17,10080,"TotalMoneyOfficialandUnofficial",2005
392,392,"Chris Starkjohann",4,9917,"TotalMoneyOfficialandUnofficial",2005
393,393,"Rick Heath",1,9735,"TotalMoneyOfficialandUnofficial",2005
394,394,"Ahmad Bateman",1,9625,"TotalMoneyOfficialandUnofficial",2005
395,395,"Camilo Benedetti",1,9600,"TotalMoneyOfficialandUnofficial",2005
396,396,"Greg Meyer",1,8928,"TotalMoneyOfficialandUnofficial",2005
397,397,"Nick Gilliam",3,8926,"TotalMoneyOfficialandUnofficial",2005
398,398,"Jason Knutzon",1,8920,"TotalMoneyOfficialandUnofficial",2005
399,399,"Mike Standly",2,8904,"TotalMoneyOfficialandUnofficial",2005
400,400,"Steven Bowditch",1,8299,"TotalMoneyOfficialandUnofficial",2005
401,401,"Gavin Flint",1,7932,"TotalMoneyOfficialandUnofficial",2005
401,401,"Jim McGovern",3,7932,"TotalMoneyOfficialandUnofficial",2005
403,403,"David Duval",20,7630,"TotalMoneyOfficialandUnofficial",2005
404,404,"Akio Sadakata",2,7315,"TotalMoneyOfficialandUnofficial",2005
405,405,"Gary Hallberg",1,7160,"TotalMoneyOfficialandUnofficial",2005
406,406,"David Lundstrom",2,7000,"TotalMoneyOfficialandUnofficial",2005
407,407,"Rich Barcelo",3,6945,"TotalMoneyOfficialandUnofficial",2005
408,408,"Brad Fabel",1,6926,"TotalMoneyOfficialandUnofficial",2005
408,408,"Wayne Levi",1,6926,"TotalMoneyOfficialandUnofficial",2005
410,410,"Ben Portie",1,6780,"TotalMoneyOfficialandUnofficial",2005
411,411,"PH Horgan III",2,6540,"TotalMoneyOfficialandUnofficial",2005
412,412,"Mike Heinen",7,6300,"TotalMoneyOfficialandUnofficial",2005
413,413,"Ryan Dillon",1,6060,"TotalMoneyOfficialandUnofficial",2005
414,414,"Mike Hulbert",4,6030,"TotalMoneyOfficialandUnofficial",2005
415,415,"Trevor Dodds",2,5820,"TotalMoneyOfficialandUnofficial",2005
416,416,"Dave Rummells",2,5640,"TotalMoneyOfficialandUnofficial",2005
417,417,"Brad Adamonis",3,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Joseph Alfieri",1,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Ryan Armour",1,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Brett Bingham",1,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Jay Don Blake",2,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Josh Broadaway",1,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Andrew Buckle",1,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Jason Buha",1,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Jeff Burns",1,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Roberto Coceres",2,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Patrick Damron",3,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Scott Ford",1,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Ryan Howison",1,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Tom Johnson",1,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Jeff Klauk",1,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"David Mathis",2,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Parker McLachlin",1,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Andrew McLardy",1,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"John Merrick",2,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Dan Olsen",1,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Fran Quinn",1,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Jim Rutledge",2,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Tommy Tolles",2,5000,"TotalMoneyOfficialandUnofficial",2005
417,417,"Johnson Wagner",1,5000,"TotalMoneyOfficialandUnofficial",2005
