"MoneyLeaders_RANKTHISWEEK_2008","MoneyLeaders_RANKLASTWEEK_2008","MoneyLeaders_PLAYERNAME_2008","MoneyLeaders_EVENTS_2008","MoneyLeaders_MONEY_2008","MoneyLeaders_YTDVICTORIES_2008","stat_name","year"
49,49,"Aaron Baddeley",22,1665587,NA,"MoneyLeaders",2008
50,50,"Jerry Kelly",31,1652400,NA,"MoneyLeaders",2008
51,51,"Paul Goydos",25,1640737,NA,"MoneyLeaders",2008
52,52,"Daniel Chopra",27,1630690,1,"MoneyLeaders",2008
53,53,"Zach Johnson",25,1615123,1,"MoneyLeaders",2008
54,54,"Freddie Jacobson",24,1597423,NA,"MoneyLeaders",2008
55,55,"Mark Wilson",29,1578337,NA,"MoneyLeaders",2008
56,56,"Rory Sabbatini",23,1559277,NA,"MoneyLeaders",2008
57,57,"Lee Westwood",10,1550880,NA,"MoneyLeaders",2008
58,58,"Bubba Watson",29,1533523,NA,"MoneyLeaders",2008
59,59,"Brandt Snedeker",26,1531442,NA,"MoneyLeaders",2008
60,60,"Steve Lowery",25,1524275,1,"MoneyLeaders",2008
61,61,"Charlie Wi",27,1515395,NA,"MoneyLeaders",2008
62,62,"Tommy Armour III",25,1501256,NA,"MoneyLeaders",2008
63,63,"Heath Slocum",29,1491916,NA,"MoneyLeaders",2008
64,64,"Ben Crane",25,1488505,NA,"MoneyLeaders",2008
65,65,"Ian Poulter",15,1488214,NA,"MoneyLeaders",2008
66,66,"Peter Lonard",30,1462894,NA,"MoneyLeaders",2008
67,67,"Luke Donald",11,1456650,NA,"MoneyLeaders",2008
68,68,"Ryan Palmer",22,1453183,1,"MoneyLeaders",2008
69,69,"Charles Howell III",31,1449232,NA,"MoneyLeaders",2008
70,70,"Matt Kuchar",27,1447638,NA,"MoneyLeaders",2008
71,71,"Chez Reavie",30,1444102,1,"MoneyLeaders",2008
72,72,"Retief Goosen",18,1431965,NA,"MoneyLeaders",2008
73,73,"Johnson Wagner",26,1431001,1,"MoneyLeaders",2008
74,74,"Rocco Mediate",27,1420875,NA,"MoneyLeaders",2008
75,75,"Nick OHern",26,1370771,NA,"MoneyLeaders",2008
76,76,"George McNeill",29,1361532,NA,"MoneyLeaders",2008
77,77,"Scott Verplank",24,1359620,NA,"MoneyLeaders",2008
78,78,"Kevin Streelman",32,1352705,NA,"MoneyLeaders",2008
79,79,"Dean Wilson",32,1350002,NA,"MoneyLeaders",2008
80,80,"Tom Pernice Jr",30,1336277,NA,"MoneyLeaders",2008
81,81,"Marc Turnesa",29,1329920,1,"MoneyLeaders",2008
82,82,"Cameron Beckman",29,1312837,1,"MoneyLeaders",2008
83,83,"John Merrick",28,1312005,NA,"MoneyLeaders",2008
84,84,"Parker McLachlin",27,1311839,1,"MoneyLeaders",2008
85,85,"Steve Elkington",25,1291114,NA,"MoneyLeaders",2008
86,86,"John Senden",28,1269083,NA,"MoneyLeaders",2008
87,87,"Steve Flesch",29,1265059,NA,"MoneyLeaders",2008
88,88,"Ryan Moore",24,1214900,NA,"MoneyLeaders",2008
89,89,"Troy Matteson",30,1212018,NA,"MoneyLeaders",2008
90,90,"Greg Kraft",21,1204559,1,"MoneyLeaders",2008
91,91,"John Mallinger",29,1201433,NA,"MoneyLeaders",2008
92,92,"Tim Wilkinson",29,1167607,NA,"MoneyLeaders",2008
93,93,"Michael Letzig",29,1166977,NA,"MoneyLeaders",2008
94,94,"Tim Herron",28,1164999,NA,"MoneyLeaders",2008
95,95,"Paul Casey",16,1156414,NA,"MoneyLeaders",2008
96,96,"Brian Davis",34,1151558,NA,"MoneyLeaders",2008
97,97,"Cliff Kresge",28,1068207,NA,"MoneyLeaders",2008
98,98,"Vaughn Taylor",32,1053423,NA,"MoneyLeaders",2008
99,99,"Justin Rose",15,1047854,NA,"MoneyLeaders",2008
100,100,"Kevin Na",29,1041059,NA,"MoneyLeaders",2008
101,101,"Jonathan Byrd",27,1039584,NA,"MoneyLeaders",2008
102,102,"Joe Ogilvie",29,1035831,NA,"MoneyLeaders",2008
103,103,"John Rollins",28,1016032,NA,"MoneyLeaders",2008
104,104,"Bill Haas",31,1000939,NA,"MoneyLeaders",2008
105,105,"Lucas Glover",26,998491,NA,"MoneyLeaders",2008
106,106,"Michael Allen",28,981263,NA,"MoneyLeaders",2008
107,107,"Tim Petrovic",32,958577,NA,"MoneyLeaders",2008
108,108,"Scott McCarron",22,952070,NA,"MoneyLeaders",2008
109,109,"Fred Couples",18,949281,NA,"MoneyLeaders",2008
110,110,"Charley Hoffman",29,945702,NA,"MoneyLeaders",2008
111,111,"JJ Henry",34,931162,NA,"MoneyLeaders",2008
112,112,"Corey Pavin",20,924282,NA,"MoneyLeaders",2008
113,113,"Nathan Green",30,912867,NA,"MoneyLeaders",2008
114,114,"Will Ma Kenzie",21,911194,1,"MoneyLeaders",2008
115,115,"Bo Van Pelt",32,903967,NA,"MoneyLeaders",2008
116,116,"Eric Axley",35,899215,NA,"MoneyLeaders",2008
117,117,"Alex Cejka",25,893998,NA,"MoneyLeaders",2008
118,118,"Jeff Overton",32,890489,NA,"MoneyLeaders",2008
119,119,"Richard Johnson",21,884367,1,"MoneyLeaders",2008
120,120,"Brett Quigley",25,878216,NA,"MoneyLeaders",2008
121,121,"Nick Watney",27,878173,NA,"MoneyLeaders",2008
122,122,"Angel Cabrera",17,868182,NA,"MoneyLeaders",2008
123,123,"Jason Bohn",15,866786,NA,"MoneyLeaders",2008
124,124,"Brad Adamonis",29,862413,NA,"MoneyLeaders",2008
125,125,"Martin Laird",29,852752,NA,"MoneyLeaders",2008
126,126,"Shane Bertsch",29,841248,NA,"MoneyLeaders",2008
127,127,"Bob Estes",28,829395,NA,"MoneyLeaders",2008
128,128,"Patrick Sheehan",35,805897,NA,"MoneyLeaders",2008
129,129,"Joe Durant",28,802568,NA,"MoneyLeaders",2008
130,130,"Charles Warren",29,800694,NA,"MoneyLeaders",2008
131,131,"David Toms",20,799114,NA,"MoneyLeaders",2008
132,132,"Bob Tway",20,785641,NA,"MoneyLeaders",2008
133,133,"Mark Calcavecchia",25,784810,NA,"MoneyLeaders",2008
134,134,"Jason Gore",33,779664,NA,"MoneyLeaders",2008
135,135,"Matt Jones",31,775899,NA,"MoneyLeaders",2008
136,136,"Jason Day",28,767393,NA,"MoneyLeaders",2008
137,137,"Jay Williamson",33,758862,NA,"MoneyLeaders",2008
138,138,"Robert Garrigus",29,756732,NA,"MoneyLeaders",2008
139,139,"Steve Allan",21,743970,NA,"MoneyLeaders",2008
140,140,"Rich Beem",29,730001,NA,"MoneyLeaders",2008
141,141,"James Driscoll",28,708549,NA,"MoneyLeaders",2008
142,142,"Tom Lehman",17,676651,NA,"MoneyLeaders",2008
143,143,"Jesper Parnevik",29,635819,NA,"MoneyLeaders",2008
144,144,"Scott Sterling",28,624822,NA,"MoneyLeaders",2008
145,145,"Kevin Stadler",30,598945,NA,"MoneyLeaders",2008
146,146,"Chris DiMarco",29,590744,NA,"MoneyLeaders",2008
147,147,"Tag Ridings",29,568494,NA,"MoneyLeaders",2008
148,148,"Tommy Gainey",24,562205,NA,"MoneyLeaders",2008
149,149,"Frank Lickliter II",32,548113,NA,"MoneyLeaders",2008
150,150,"Todd Hamilton",28,537958,NA,"MoneyLeaders",2008
151,151,"Greg Norman",4,509618,NA,"MoneyLeaders",2008
152,152,"Lee Janzen",28,500155,NA,"MoneyLeaders",2008
153,153,"John Huston",18,496876,NA,"MoneyLeaders",2008
154,154,"Jon Mills",32,489510,NA,"MoneyLeaders",2008
155,155,"Chris Stroud",29,482405,NA,"MoneyLeaders",2008
156,156,"Mark Hensby",26,480483,NA,"MoneyLeaders",2008
157,157,"YE Yang",29,461726,NA,"MoneyLeaders",2008
158,158,"Justin Bolli",28,458022,NA,"MoneyLeaders",2008
159,159,"Gavin Coles",16,455003,NA,"MoneyLeaders",2008
160,160,"Arron Oberholser",10,454881,NA,"MoneyLeaders",2008
161,161,"Roland Thatcher",15,445212,NA,"MoneyLeaders",2008
162,162,"Jeff Maggert",28,444484,NA,"MoneyLeaders",2008
163,163,"Harrison Frazar",23,444059,NA,"MoneyLeaders",2008
164,164,"Marco Dawson",21,439964,NA,"MoneyLeaders",2008
165,165,"Glen Day",19,435263,NA,"MoneyLeaders",2008
166,166,"Chris Riley",17,388850,NA,"MoneyLeaders",2008
167,167,"Brett Rumford",26,386419,NA,"MoneyLeaders",2008
168,168,"Brenden Pappas",24,384072,NA,"MoneyLeaders",2008
169,169,"Nick Flanagan",29,379036,NA,"MoneyLeaders",2008
170,170,"Carlos Franco",25,378769,NA,"MoneyLeaders",2008
171,171,"Craig Kanada",23,363597,NA,"MoneyLeaders",2008
172,172,"Ryan Armour",32,354508,NA,"MoneyLeaders",2008
173,173,"Omar Uresti",24,346285,NA,"MoneyLeaders",2008
174,174,"Chad Collins",24,339959,NA,"MoneyLeaders",2008
175,175,"Doug LaBelle II",22,338132,NA,"MoneyLeaders",2008
176,176,"JP Hayes",26,312152,NA,"MoneyLeaders",2008
177,177,"Kent Jones",23,304432,NA,"MoneyLeaders",2008
178,178,"Bob Heintz",17,301015,NA,"MoneyLeaders",2008
179,179,"Brandt Jobe",19,293214,NA,"MoneyLeaders",2008
180,180,"Jeff Gove",18,290410,NA,"MoneyLeaders",2008
181,181,"John Riegger",24,289501,NA,"MoneyLeaders",2008
182,182,"Kenneth Ferrie",25,288772,NA,"MoneyLeaders",2008
183,183,"Tom Scherrer",20,288391,NA,"MoneyLeaders",2008
184,184,"Jason Dufner",16,284138,NA,"MoneyLeaders",2008
185,185,"Jimmy Walker",24,282249,NA,"MoneyLeaders",2008
186,186,"Brad Elder",23,270365,NA,"MoneyLeaders",2008
187,187,"Michael Sim",7,269864,NA,"MoneyLeaders",2008
188,188,"Bob Sowards",22,263327,NA,"MoneyLeaders",2008
189,189,"Fred Funk",14,257283,NA,"MoneyLeaders",2008
190,190,"Robert Gamez",26,249944,NA,"MoneyLeaders",2008
191,191,"Ted Purdy",25,248207,NA,"MoneyLeaders",2008
192,192,"Mathias Gronberg",30,245281,NA,"MoneyLeaders",2008
193,193,"Billy Andrade",24,243490,NA,"MoneyLeaders",2008
194,194,"Jose Coceres",13,240393,NA,"MoneyLeaders",2008
195,195,"Brian Bateman",18,227470,NA,"MoneyLeaders",2008
196,196,"Jin Park",30,227102,NA,"MoneyLeaders",2008
197,197,"Todd Demsey",25,217417,NA,"MoneyLeaders",2008
199,199,"Larry Mize",16,190804,NA,"MoneyLeaders",2008
200,200,"Dicky Pride",14,182890,NA,"MoneyLeaders",2008
201,201,"Garrett Willis",11,176815,NA,"MoneyLeaders",2008
202,202,"Andrew Buckle",15,170264,NA,"MoneyLeaders",2008
203,203,"Dan Forsman",11,169106,NA,"MoneyLeaders",2008
204,204,"Olin Browne",27,167029,NA,"MoneyLeaders",2008
205,205,"Brent Geiberger",12,165600,NA,"MoneyLeaders",2008
206,206,"Alejandro Canizares",16,162115,NA,"MoneyLeaders",2008
207,207,"Shigeki Maruyama",18,160175,NA,"MoneyLeaders",2008
208,208,"Stephen Leaney",17,157963,NA,"MoneyLeaders",2008
209,209,"Shaun Micheel",16,157828,NA,"MoneyLeaders",2008
210,210,"Paul Stankowski",13,156077,NA,"MoneyLeaders",2008
211,211,"Kyle Thompson",26,154447,NA,"MoneyLeaders",2008
212,212,"Bernhard Langer",2,147250,NA,"MoneyLeaders",2008
213,213,"Michael Bradley",14,138454,NA,"MoneyLeaders",2008
214,214,"Jim McGovern",26,136088,NA,"MoneyLeaders",2008
215,215,"David Lutterus",23,129886,NA,"MoneyLeaders",2008
216,216,"Craig Barlow",15,129732,NA,"MoneyLeaders",2008
217,217,"Brett Wetterich",11,121675,NA,"MoneyLeaders",2008
218,218,"Paul Claxton",23,116678,NA,"MoneyLeaders",2008
219,219,"David Duval",20,114974,NA,"MoneyLeaders",2008
220,220,"Bob May",4,114085,NA,"MoneyLeaders",2008
221,221,"Jason Allred",23,100596,NA,"MoneyLeaders",2008
222,222,"Mark Brooks",17,99582,NA,"MoneyLeaders",2008
223,223,"Daisuke Maruyama",4,98596,NA,"MoneyLeaders",2008
224,224,"Robert Damron",8,94612,NA,"MoneyLeaders",2008
225,225,"Tom Byrum",12,87782,NA,"MoneyLeaders",2008
226,226,"Craig Parry",4,86311,NA,"MoneyLeaders",2008
227,227,"Neal Lancaster",9,70138,NA,"MoneyLeaders",2008
228,228,"Cody Freeman",26,68673,NA,"MoneyLeaders",2008
229,229,"Ian Leggatt",5,62481,NA,"MoneyLeaders",2008
230,230,"Jose Maria Olazabal",4,60200,NA,"MoneyLeaders",2008
231,231,"Ron Whittaker",22,59977,NA,"MoneyLeaders",2008
232,232,"John Daly",17,56017,NA,"MoneyLeaders",2008
233,233,"Jay Delsing",8,48000,NA,"MoneyLeaders",2008
234,234,"Paul Azinger",9,42590,NA,"MoneyLeaders",2008
235,235,"Jonathan Kaye",8,41375,NA,"MoneyLeaders",2008
236,236,"Travis Perkins",23,36583,NA,"MoneyLeaders",2008
237,237,"Len Mattiace",11,35333,NA,"MoneyLeaders",2008
238,238,"Joey Sindelar",5,34351,NA,"MoneyLeaders",2008
239,239,"JL Lewis",16,34003,NA,"MoneyLeaders",2008
240,240,"Kirk Triplett",9,32794,NA,"MoneyLeaders",2008
241,241,"Guy Boros",6,31565,NA,"MoneyLeaders",2008
242,242,"Notah Begay III",9,27872,NA,"MoneyLeaders",2008
243,243,"John Morse",7,25705,NA,"MoneyLeaders",2008
244,244,"Sandy Lyle",2,24750,NA,"MoneyLeaders",2008
245,245,"David Frost",3,23554,NA,"MoneyLeaders",2008
246,246,"Chris Smith",5,22775,NA,"MoneyLeaders",2008
247,247,"Spike McRoy",4,15641,NA,"MoneyLeaders",2008
248,248,"Grant Waite",8,12540,NA,"MoneyLeaders",2008
249,249,"Ronnie Black",2,12295,NA,"MoneyLeaders",2008
250,250,"Andrew Magee",3,12238,NA,"MoneyLeaders",2008
251,251,"Nick Price",1,11900,NA,"MoneyLeaders",2008
252,252,"Gabriel Hjertstedt",4,11495,NA,"MoneyLeaders",2008
253,253,"Fulton Allem",1,11468,NA,"MoneyLeaders",2008
254,254,"Scott Hoch",1,11385,NA,"MoneyLeaders",2008
255,255,"Mark OMeara",5,10920,NA,"MoneyLeaders",2008
256,256,"Skip Kendall",6,7910,NA,"MoneyLeaders",2008
257,257,"Jim Gallagher Jr",7,7520,NA,"MoneyLeaders",2008
258,258,"Duffy Waldorf",4,7350,NA,"MoneyLeaders",2008
259,259,"Bob Burns",7,6650,NA,"MoneyLeaders",2008
260,260,"Dennis Paulson",1,6420,NA,"MoneyLeaders",2008
260,260,"Ted Schulz",1,6420,NA,"MoneyLeaders",2008
262,262,"Rick Fehr",1,5940,NA,"MoneyLeaders",2008
