"ApexHeight_RANKTHISWEEK_2014","ApexHeight_RANKLASTWEEK_2014","ApexHeight_PLAYERNAME_2014","ApexHeight_ROUNDS_2014","ApexHeight_AVG_2014","ApexHeight_TOTALAPEXHEIGHT_2014","ApexHeight_TOTALATTEMPTS_2014","ApexHeight_HIGHESTAPEXPOINT_2014","ApexHeight_LOWESTAPEXPOINT_2014","stat_name","year"
60,60,"Jonathan Byrd",76,NA,NA,66,NA,NA,"ApexHeight",2014
61,61,"Stewart Cink",91,NA,NA,67,NA,NA,"ApexHeight",2014
62,62,"Kevin Tway",64,NA,NA,48,NA,NA,"ApexHeight",2014
63,63,"Jonas Blixt",64,NA,NA,37,NA,NA,"ApexHeight",2014
64,64,"Brad Fritsch",50,NA,NA,34,NA,NA,"ApexHeight",2014
65,65,"Matt Every",85,NA,NA,66,NA,NA,"ApexHeight",2014
65,65,"Luke Guthrie",85,NA,NA,82,NA,NA,"ApexHeight",2014
65,65,"David Hearn",97,NA,NA,89,NA,NA,"ApexHeight",2014
68,68,"Kevin Chappell",100,NA,NA,89,NA,NA,"ApexHeight",2014
68,68,"Lee Westwood",57,NA,NA,41,NA,NA,"ApexHeight",2014
70,70,"Seung Yul Noh",92,NA,NA,73,NA,NA,"ApexHeight",2014
71,71,"Patrick Reed",92,NA,NA,67,NA,NA,"ApexHeight",2014
72,72,"Kevin Streelman",79,NA,NA,67,NA,NA,"ApexHeight",2014
73,73,"Chris Kirk",105,NA,NA,84,NA,NA,"ApexHeight",2014
74,74,"Aaron Baddeley",74,NA,NA,55,NA,NA,"ApexHeight",2014
74,74,"Wes Roach",67,NA,NA,52,NA,NA,"ApexHeight",2014
76,76,"Paul Casey",56,NA,NA,44,NA,NA,"ApexHeight",2014
76,76,"Pat Perez",84,NA,NA,74,NA,NA,"ApexHeight",2014
76,76,"Michael Thompson",74,NA,NA,55,NA,NA,"ApexHeight",2014
79,79,"John Huh",87,NA,NA,71,NA,NA,"ApexHeight",2014
80,80,"DA Points",75,NA,NA,50,NA,NA,"ApexHeight",2014
81,81,"Martin Laird",66,NA,NA,44,NA,NA,"ApexHeight",2014
82,82,"Kevin Kisner",85,NA,NA,75,NA,NA,"ApexHeight",2014
83,83,"Jason Kokrak",65,NA,NA,57,NA,NA,"ApexHeight",2014
84,84,"Andres Romero",81,NA,NA,57,NA,NA,"ApexHeight",2014
85,85,"Brandt Snedeker",89,NA,NA,66,NA,NA,"ApexHeight",2014
86,86,"John Peterson",62,NA,NA,58,NA,NA,"ApexHeight",2014
86,86,"Cameron Tringale",111,NA,NA,105,NA,NA,"ApexHeight",2014
86,86,"Bo Van Pelt",83,NA,NA,69,NA,NA,"ApexHeight",2014
89,89,"Tommy Gainey",73,NA,NA,59,NA,NA,"ApexHeight",2014
89,89,"Henrik Stenson",56,NA,NA,27,NA,NA,"ApexHeight",2014
91,91,"David Toms",64,NA,NA,56,NA,NA,"ApexHeight",2014
92,92,"Brian Davis",93,NA,NA,87,NA,NA,"ApexHeight",2014
93,93,"Martin Kaymer",65,NA,NA,50,NA,NA,"ApexHeight",2014
93,93,"Charl Schwartzel",64,NA,NA,49,NA,NA,"ApexHeight",2014
95,95,"Brice Garnett",92,NA,NA,80,NA,NA,"ApexHeight",2014
95,95,"Kevin Stadler",90,NA,NA,66,NA,NA,"ApexHeight",2014
95,95,"Johnson Wagner",69,NA,NA,58,NA,NA,"ApexHeight",2014
98,98,"Matt Jones",83,NA,NA,68,NA,NA,"ApexHeight",2014
99,99,"Jeff Maggert",54,NA,NA,45,NA,NA,"ApexHeight",2014
100,100,"Charles Howell III",106,NA,NA,99,NA,NA,"ApexHeight",2014
101,101,"Chesson Hadley",84,NA,NA,79,NA,NA,"ApexHeight",2014
101,101,"Zach Johnson",97,NA,NA,89,NA,NA,"ApexHeight",2014
103,103,"Roberto Castro",76,NA,NA,60,NA,NA,"ApexHeight",2014
104,104,"Ian Poulter",57,NA,NA,42,NA,NA,"ApexHeight",2014
105,105,"Troy Merritt",62,NA,NA,61,NA,NA,"ApexHeight",2014
105,105,"Carl Pettersson",91,NA,NA,89,NA,NA,"ApexHeight",2014
107,107,"Gonzalo Fdez Castano",83,NA,NA,72,NA,NA,"ApexHeight",2014
108,108,"Briny Baird",50,NA,NA,38,NA,NA,"ApexHeight",2014
109,109,"Scott Brown",100,NA,NA,83,NA,NA,"ApexHeight",2014
110,110,"Heath Slocum",71,NA,NA,64,NA,NA,"ApexHeight",2014
110,110,"Will Wilcox",51,NA,NA,41,NA,NA,"ApexHeight",2014
112,112,"Michael Putnam",106,NA,NA,91,NA,NA,"ApexHeight",2014
113,113,"Ben Martin",80,NA,NA,62,NA,NA,"ApexHeight",2014
114,114,"DH Lee",54,NA,NA,48,NA,NA,"ApexHeight",2014
115,115,"Chad Campbell",57,NA,NA,46,NA,NA,"ApexHeight",2014
116,116,"Lucas Glover",68,NA,NA,48,NA,NA,"ApexHeight",2014
116,116,"Tim Wilkinson",86,NA,NA,78,NA,NA,"ApexHeight",2014
118,118,"Jim Renner",61,NA,NA,51,NA,NA,"ApexHeight",2014
119,119,"Bronson La Cassie",51,NA,NA,39,NA,NA,"ApexHeight",2014
120,120,"Ben Curtis",77,NA,NA,69,NA,NA,"ApexHeight",2014
121,121,"John Senden",99,NA,NA,89,NA,NA,"ApexHeight",2014
122,122,"Jordan Spieth",102,NA,NA,84,NA,NA,"ApexHeight",2014
123,123,"Robert Allenby",83,NA,NA,63,NA,NA,"ApexHeight",2014
124,124,"Brian Harman",111,NA,NA,103,NA,NA,"ApexHeight",2014
125,125,"Steven Bowditch",93,NA,NA,78,NA,NA,"ApexHeight",2014
125,125,"Erik Compton",88,NA,NA,82,NA,NA,"ApexHeight",2014
125,125,"Nick Watney",80,NA,NA,54,NA,NA,"ApexHeight",2014
128,128,"Kevin Na",94,NA,NA,86,NA,NA,"ApexHeight",2014
129,129,"Matt Kuchar",91,NA,NA,79,NA,NA,"ApexHeight",2014
130,130,"Ryan Moore",86,NA,NA,67,NA,NA,"ApexHeight",2014
131,131,"Chris Stroud",88,NA,NA,72,NA,NA,"ApexHeight",2014
132,132,"Brian Gay",81,NA,NA,65,NA,NA,"ApexHeight",2014
132,132,"Jeff Overton",80,NA,NA,68,NA,NA,"ApexHeight",2014
132,132,"Andrew Svoboda",77,NA,NA,74,NA,NA,"ApexHeight",2014
135,135,"Graeme McDowell",66,NA,NA,48,NA,NA,"ApexHeight",2014
136,136,"Rory Sabbatini",82,NA,NA,67,NA,NA,"ApexHeight",2014
137,137,"Billy Hurley III",86,NA,NA,78,NA,NA,"ApexHeight",2014
138,138,"Jim Herman",62,NA,NA,47,NA,NA,"ApexHeight",2014
139,139,"Adam Scott",68,NA,NA,52,NA,NA,"ApexHeight",2014
140,140,"Brian Stuard",91,NA,NA,83,NA,NA,"ApexHeight",2014
141,141,"Charlie Wi",72,NA,NA,67,NA,NA,"ApexHeight",2014
142,142,"Martin Flores",85,NA,NA,72,NA,NA,"ApexHeight",2014
143,143,"Brendon de Jonge",109,NA,NA,91,NA,NA,"ApexHeight",2014
144,144,"Justin Hicks",103,NA,NA,100,NA,NA,"ApexHeight",2014
145,145,"Chad Collins",78,NA,NA,54,NA,NA,"ApexHeight",2014
146,146,"Sangmoon Bae",76,NA,NA,66,NA,NA,"ApexHeight",2014
147,147,"Jason Bohn",81,NA,NA,84,NA,NA,"ApexHeight",2014
147,147,"James Driscoll",71,NA,NA,48,NA,NA,"ApexHeight",2014
147,147,"Robert Streb",75,NA,NA,68,NA,NA,"ApexHeight",2014
150,150,"Daniel Summerhays",98,NA,NA,96,NA,NA,"ApexHeight",2014
151,151,"George McNeill",79,NA,NA,69,NA,NA,"ApexHeight",2014
152,152,"Ryo Ishikawa",75,NA,NA,55,NA,NA,"ApexHeight",2014
153,153,"Ted Potter Jr",68,NA,NA,63,NA,NA,"ApexHeight",2014
154,154,"Stuart Appleby",92,NA,NA,87,NA,NA,"ApexHeight",2014
154,154,"Brendon Todd",108,NA,NA,91,NA,NA,"ApexHeight",2014
156,156,"Tim Clark",75,NA,NA,65,NA,NA,"ApexHeight",2014
157,157,"Camilo Villegas",95,NA,NA,91,NA,NA,"ApexHeight",2014
158,158,"Jerry Kelly",80,NA,NA,71,NA,NA,"ApexHeight",2014
159,159,"Woody Austin",63,NA,NA,59,NA,NA,"ApexHeight",2014
160,160,"William McGirt",96,NA,NA,93,NA,NA,"ApexHeight",2014
161,161,"Jim Furyk",84,NA,NA,74,NA,NA,"ApexHeight",2014
162,162,"KJ Choi",80,NA,NA,69,NA,NA,"ApexHeight",2014
163,163,"Bryce Molder",77,NA,NA,69,NA,NA,"ApexHeight",2014
164,164,"Greg Chalmers",85,NA,NA,79,NA,NA,"ApexHeight",2014
165,165,"Mike Weir",69,NA,NA,55,NA,NA,"ApexHeight",2014
166,166,"Justin Leonard",75,NA,NA,66,NA,NA,"ApexHeight",2014
167,167,"Boo Weekley",73,NA,NA,53,NA,NA,"ApexHeight",2014
168,168,"Russell Knox",92,NA,NA,93,NA,NA,"ApexHeight",2014
169,169,"Trevor Immelman",84,NA,NA,64,NA,NA,"ApexHeight",2014
170,170,"John Merrick",87,NA,NA,74,NA,NA,"ApexHeight",2014
171,171,"YE Yang",79,NA,NA,60,NA,NA,"ApexHeight",2014
172,172,"Freddie Jacobson",91,NA,NA,74,NA,NA,"ApexHeight",2014
173,173,"Jason Dufner",57,NA,NA,42,NA,NA,"ApexHeight",2014
174,174,"Spencer Levin",59,NA,NA,50,NA,NA,"ApexHeight",2014
175,175,"Ken Duke",80,NA,NA,61,NA,NA,"ApexHeight",2014
176,176,"Ricky Barnes",92,NA,NA,75,NA,NA,"ApexHeight",2014
177,177,"Scott Langley",95,NA,NA,83,NA,NA,"ApexHeight",2014
