"Total3Putts1015_RANKTHISWEEK_2016","Total3Putts1015_RANKLASTWEEK_2016","Total3Putts1015_PLAYERNAME_2016","Total3Putts1015_ROUNDS_2016","Total3Putts1015_TOTAL3PUTTS1015_2016","Total3Putts1015_TOTAL3PUTTS_2016","stat_name","year"
1,1,"Jason Dufner",53,5,25,"Total3Putts1015",2016
1,1,"Rory Sabbatini",40,5,24,"Total3Putts1015",2016
3,3,"David Hearn",55,4,20,"Total3Putts1015",2016
4,4,"Derek Fathauer",58,3,19,"Total3Putts1015",2016
4,4,"Rhein Gibson",36,3,13,"Total3Putts1015",2016
4,4,"Russell Henley",42,3,10,"Total3Putts1015",2016
4,4,"Cameron Tringale",47,3,22,"Total3Putts1015",2016
8,23,"Steven Bowditch",40,2,21,"Total3Putts1015",2016
8,23,"Scott Brown",59,2,14,"Total3Putts1015",2016
8,23,"Kevin Chappell",49,2,26,"Total3Putts1015",2016
8,8,"Chad Collins",45,2,13,"Total3Putts1015",2016
8,8,"Erik Compton",45,2,11,"Total3Putts1015",2016
8,8,"Fabian Gomez",49,2,22,"Total3Putts1015",2016
8,8,"Mark Hubbard",73,2,30,"Total3Putts1015",2016
8,8,"Hiroshi Iwata",51,2,12,"Total3Putts1015",2016
8,8,"Whee Kim",54,2,20,"Total3Putts1015",2016
8,8,"Chris Kirk",51,2,22,"Total3Putts1015",2016
8,8,"Kevin Kisner",49,2,14,"Total3Putts1015",2016
8,8,"Danny Lee",53,2,25,"Total3Putts1015",2016
8,8,"Jamie Lovemark",57,2,31,"Total3Putts1015",2016
8,8,"Will Ma Kenzie",54,2,25,"Total3Putts1015",2016
8,23,"Rory McIlroy",37,2,14,"Total3Putts1015",2016
8,8,"Rob Oppenheim",37,2,19,"Total3Putts1015",2016
8,8,"Greg Owen",56,2,31,"Total3Putts1015",2016
8,8,"Kyle Reifers",63,2,23,"Total3Putts1015",2016
8,NA,"Justin Rose",35,2,13,"Total3Putts1015",2016
8,8,"Brandt Snedeker",47,2,11,"Total3Putts1015",2016
28,23,"Robert Allenby",35,1,16,"Total3Putts1015",2016
28,23,"Stuart Appleby",39,1,14,"Total3Putts1015",2016
28,23,"Aaron Baddeley",51,1,17,"Total3Putts1015",2016
28,23,"Ricky Barnes",57,1,13,"Total3Putts1015",2016
28,23,"Charlie Beljan",26,1,22,"Total3Putts1015",2016
28,NA,"Zac Blair",56,1,21,"Total3Putts1015",2016
28,23,"Keegan Bradley",40,1,16,"Total3Putts1015",2016
28,NA,"Bronson Burgoon",53,1,21,"Total3Putts1015",2016
28,NA,"Angel Cabrera",42,1,20,"Total3Putts1015",2016
28,NA,"Chad Campbell",54,1,27,"Total3Putts1015",2016
28,23,"Roberto Castro",55,1,16,"Total3Putts1015",2016
28,NA,"Alex Cejka",47,1,13,"Total3Putts1015",2016
28,23,"Ben Crane",48,1,19,"Total3Putts1015",2016
28,23,"Jon Curran",55,1,13,"Total3Putts1015",2016
28,NA,"Graham DeLaet",50,1,26,"Total3Putts1015",2016
28,23,"Ken Duke",26,1,15,"Total3Putts1015",2016
28,NA,"Derek Ernst",36,1,16,"Total3Putts1015",2016
28,NA,"Tony Finau",49,1,17,"Total3Putts1015",2016
28,23,"Rickie Fowler",42,1,9,"Total3Putts1015",2016
28,23,"Robert Garrigus",34,1,13,"Total3Putts1015",2016
28,23,"Andres Gonzales",46,1,19,"Total3Putts1015",2016
28,NA,"Jason Gore",51,1,24,"Total3Putts1015",2016
28,23,"Branden Grace",31,1,6,"Total3Putts1015",2016
28,23,"Bill Haas",42,1,14,"Total3Putts1015",2016
28,23,"Adam Hadwin",53,1,12,"Total3Putts1015",2016
28,NA,"Justin Hicks",26,1,19,"Total3Putts1015",2016
28,23,"Charley Hoffman",49,1,14,"Total3Putts1015",2016
28,23,"Morgan Hoffmann",43,1,22,"Total3Putts1015",2016
28,23,"Tom Hoge",47,1,15,"Total3Putts1015",2016
