"SandSavePercentage_RANKTHISWEEK_2007","SandSavePercentage_RANKLASTWEEK_2007","SandSavePercentage_PLAYERNAME_2007","SandSavePercentage_ROUNDS_2007","SandSavePercentage_Pct_2007","SandSavePercentage_SAVES_2007","SandSavePercentage_BUNKERS_2007","SandSavePercentage_TOTALOUPAR_2007","stat_name","year"
55,55,"Scott Verplank",82,53.24,74,139,50,"SandSavePercentage",2007
56,56,"Sergio Garcia",68,53.06,52,98,26,"SandSavePercentage",2007
57,57,"Ian Poulter",63,53.03,70,132,40,"SandSavePercentage",2007
58,58,"Billy Mayfair",98,52.9,82,155,42,"SandSavePercentage",2007
59,59,"Craig Kanada",109,52.83,84,159,58,"SandSavePercentage",2007
60,60,"Bubba Watson",80,52.82,75,142,41,"SandSavePercentage",2007
61,61,"Rory Sabbatini",81,52.71,68,129,42,"SandSavePercentage",2007
62,62,"Stephen Ames",81,52.54,62,118,42,"SandSavePercentage",2007
63,63,"Jeff Overton",60,52.38,44,84,15,"SandSavePercentage",2007
64,64,"Trevor Immelman",74,52.17,48,92,34,"SandSavePercentage",2007
65,65,"Ernie Els",59,52.14,61,117,40,"SandSavePercentage",2007
66,66,"Adam Scott",69,52.03,64,123,41,"SandSavePercentage",2007
67,67,"Tiger Woods",63,52,52,100,27,"SandSavePercentage",2007
68,68,"Sean OHair",98,51.97,79,152,47,"SandSavePercentage",2007
69,69,"Michael Sim",52,51.92,27,52,16,"SandSavePercentage",2007
70,70,"Paul Stankowski",52,51.76,44,85,23,"SandSavePercentage",2007
71,71,"Jason Schultz",63,51.69,46,89,21,"SandSavePercentage",2007
72,72,"Mark Brooks",53,51.61,32,62,29,"SandSavePercentage",2007
73,73,"Paul Goydos",60,51.56,66,128,50,"SandSavePercentage",2007
73,73,"Tripp Isenhour",86,51.56,66,128,47,"SandSavePercentage",2007
75,75,"Jeff Maggert",79,51.43,54,105,43,"SandSavePercentage",2007
76,76,"Bubba Dickerson",51,51.28,40,78,27,"SandSavePercentage",2007
77,77,"Pat Perez",84,51.2,64,125,43,"SandSavePercentage",2007
77,77,"Brett Wetterich",88,51.2,64,125,32,"SandSavePercentage",2007
79,79,"Steve Marino",106,51.18,87,170,58,"SandSavePercentage",2007
80,80,"Jason Bohn",57,51.06,48,94,37,"SandSavePercentage",2007
81,81,"Freddie Jacobson",70,50.96,53,104,38,"SandSavePercentage",2007
82,82,"Jim Furyk",84,50.94,54,106,32,"SandSavePercentage",2007
83,83,"Phil Mickelson",73,50.91,56,110,30,"SandSavePercentage",2007
84,84,"Dean Wilson",92,50.83,61,120,44,"SandSavePercentage",2007
85,85,"Carl Pettersson",111,50.77,99,195,71,"SandSavePercentage",2007
85,85,"Jay Williamson",50,50.77,33,65,19,"SandSavePercentage",2007
87,87,"Billy Andrade",88,50.68,75,148,51,"SandSavePercentage",2007
88,88,"Woody Austin",95,50.65,78,154,59,"SandSavePercentage",2007
89,89,"Jaco Van Zyl",51,50.62,41,81,34,"SandSavePercentage",2007
90,90,"Michael Allen",74,50,53,106,41,"SandSavePercentage",2007
90,90,"Bill Haas",93,50,90,180,45,"SandSavePercentage",2007
90,90,"Tim Herron",98,50,68,136,49,"SandSavePercentage",2007
90,90,"Jose Maria Olazabal",52,50,51,102,52,"SandSavePercentage",2007
90,90,"Ryan Palmer",91,50,70,140,54,"SandSavePercentage",2007
90,90,"David Toms",80,50,52,104,39,"SandSavePercentage",2007
96,96,"Heath Slocum",101,49.66,72,145,47,"SandSavePercentage",2007
97,97,"Corey Pavin",81,49.58,59,119,58,"SandSavePercentage",2007
98,98,"Henrik Stenson",52,49.43,43,87,30,"SandSavePercentage",2007
99,99,"George McNeill",95,49.33,74,150,37,"SandSavePercentage",2007
100,100,"JB Holmes",71,49.02,50,102,24,"SandSavePercentage",2007
101,101,"Jeff Quinney",95,48.98,72,147,63,"SandSavePercentage",2007
102,102,"DJ Trahan",99,48.97,71,145,42,"SandSavePercentage",2007
103,103,"JP Hayes",89,48.94,69,141,57,"SandSavePercentage",2007
104,104,"Scott Gutschewski",67,48.89,44,90,26,"SandSavePercentage",2007
105,105,"Todd Hamilton",76,48.8,81,166,93,"SandSavePercentage",2007
106,106,"Jeff Sluman",60,48.74,58,119,53,"SandSavePercentage",2007
107,107,"Mark Calcavecchia",93,48.73,77,158,66,"SandSavePercentage",2007
108,108,"John Mallinger",96,48.67,73,150,54,"SandSavePercentage",2007
109,109,"Eric Axley",107,48.63,89,183,89,"SandSavePercentage",2007
110,110,"Craig Bowden",78,48.62,53,109,52,"SandSavePercentage",2007
111,111,"Mark Hensby",81,48.45,78,161,66,"SandSavePercentage",2007
112,112,"Hunter Mahan",91,48.34,73,151,64,"SandSavePercentage",2007
113,113,"Ted Purdy",102,48.2,67,139,34,"SandSavePercentage",2007
114,114,"Steve Wheatcroft",73,48.15,52,108,34,"SandSavePercentage",2007
115,115,"Steve Allan",63,48.11,51,106,27,"SandSavePercentage",2007
116,116,"Mathew Goggin",97,48.05,74,154,54,"SandSavePercentage",2007
116,116,"Anders Hansen",55,48.05,37,77,37,"SandSavePercentage",2007
118,118,"Zach Johnson",76,47.97,59,123,65,"SandSavePercentage",2007
119,119,"Cameron Beckman",96,47.76,64,134,40,"SandSavePercentage",2007
120,120,"Mathias Gronberg",95,47.75,85,178,57,"SandSavePercentage",2007
121,121,"Michael Boyd",61,47.67,41,86,38,"SandSavePercentage",2007
122,122,"Lucas Glover",98,47.62,70,147,50,"SandSavePercentage",2007
123,123,"Steve Stricker",81,47.54,58,122,62,"SandSavePercentage",2007
124,124,"John Merrick",92,47.37,63,133,27,"SandSavePercentage",2007
125,125,"Rocco Mediate",72,47.31,44,93,36,"SandSavePercentage",2007
126,126,"Steve Elkington",87,47.2,59,125,47,"SandSavePercentage",2007
127,127,"Kevin Sutherland",85,47.06,64,136,50,"SandSavePercentage",2007
128,128,"Peter Lonard",85,47.01,55,117,45,"SandSavePercentage",2007
129,129,"Padraig Harrington",64,46.85,52,111,34,"SandSavePercentage",2007
130,130,"Camilo Villegas",82,46.81,66,141,48,"SandSavePercentage",2007
131,131,"DJ Brigman",67,46.79,51,109,36,"SandSavePercentage",2007
132,132,"Jesper Parnevik",88,46.77,58,124,57,"SandSavePercentage",2007
133,133,"John Senden",97,46.76,65,139,52,"SandSavePercentage",2007
134,134,"Ryan Moore",92,46.75,72,154,56,"SandSavePercentage",2007
135,135,"Stewart Cink",91,46.67,70,150,57,"SandSavePercentage",2007
135,135,"Troy Matteson",87,46.67,56,120,47,"SandSavePercentage",2007
137,137,"John Daly",59,46.23,49,106,39,"SandSavePercentage",2007
138,138,"Bob Estes",88,46.15,72,156,74,"SandSavePercentage",2007
139,139,"Joe Ogilvie",102,45.96,74,161,62,"SandSavePercentage",2007
140,140,"Jarrod Lyle",77,45.95,51,111,45,"SandSavePercentage",2007
141,141,"Tom Byrum",50,45.71,32,70,38,"SandSavePercentage",2007
142,142,"Rich Barcelo",80,45.59,62,136,67,"SandSavePercentage",2007
143,143,"Kent Jones",97,45.45,65,143,52,"SandSavePercentage",2007
144,144,"Richard Johnson",93,45.14,65,144,71,"SandSavePercentage",2007
145,145,"Brian Bateman",55,44.71,38,85,43,"SandSavePercentage",2007
146,146,"Chris DiMarco",79,44.6,62,139,66,"SandSavePercentage",2007
147,147,"Tag Ridings",52,44.33,43,97,34,"SandSavePercentage",2007
148,148,"Rich Beem",89,44.3,66,149,77,"SandSavePercentage",2007
149,149,"Parker McLachlin",83,44.2,61,138,55,"SandSavePercentage",2007
150,150,"Bart Bryant",87,44.19,57,129,52,"SandSavePercentage",2007
151,151,"Will Ma Kenzie",100,44.1,71,161,65,"SandSavePercentage",2007
152,152,"Robert Allenby",90,44,55,125,47,"SandSavePercentage",2007
153,153,"Harrison Frazar",88,43.83,71,162,69,"SandSavePercentage",2007
154,154,"Bo Van Pelt",104,43.71,66,151,56,"SandSavePercentage",2007
155,155,"Jeff Brehaut",59,43.53,37,85,40,"SandSavePercentage",2007
156,156,"Robert Gamez",88,43.28,58,134,73,"SandSavePercentage",2007
157,157,"Chris Stroud",66,43.16,41,95,41,"SandSavePercentage",2007
158,158,"Kyle Reifers",71,43.1,50,116,47,"SandSavePercentage",2007
159,159,"David Branshaw",83,43.07,59,137,62,"SandSavePercentage",2007
160,160,"Retief Goosen",50,43.01,40,93,37,"SandSavePercentage",2007
161,161,"Jeff Gove",103,42.86,63,147,41,"SandSavePercentage",2007
161,161,"JJ Henry",86,42.86,54,126,54,"SandSavePercentage",2007
161,161,"Stephen Leaney",82,42.86,45,105,46,"SandSavePercentage",2007
161,161,"Charles Warren",101,42.86,72,168,61,"SandSavePercentage",2007
165,165,"Boo Weekley",101,42.77,74,173,79,"SandSavePercentage",2007
166,166,"Kevin Stadler",95,42.76,62,145,68,"SandSavePercentage",2007
167,167,"Shaun Micheel",91,42.37,50,118,50,"SandSavePercentage",2007
168,168,"Tommy Armour III",81,42.16,43,102,51,"SandSavePercentage",2007
169,169,"Davis Love III",66,41.75,43,103,44,"SandSavePercentage",2007
170,170,"Ryan Armour",107,41.55,59,142,68,"SandSavePercentage",2007
171,171,"Jerry Kelly",101,41.48,73,176,68,"SandSavePercentage",2007
172,172,"Michael Putnam",96,41.41,53,128,56,"SandSavePercentage",2007
173,173,"Daisuke Maruyama",86,41.13,51,124,54,"SandSavePercentage",2007
174,174,"Chris Tidland",59,41.05,39,95,41,"SandSavePercentage",2007
175,175,"Joe Durant",88,40.98,50,122,50,"SandSavePercentage",2007
176,176,"Darron Stiles",65,40.95,43,105,56,"SandSavePercentage",2007
177,177,"Chris Couch",76,40.8,51,125,59,"SandSavePercentage",2007
178,178,"Steve Lowery",74,40.74,44,108,52,"SandSavePercentage",2007
179,179,"Joey Sindelar",75,40.68,48,118,53,"SandSavePercentage",2007
180,180,"Kenny Perry",83,40.5,49,121,46,"SandSavePercentage",2007
181,181,"Johnson Wagner",97,40.44,74,183,70,"SandSavePercentage",2007
182,182,"Chad Campbell",96,40.4,61,151,92,"SandSavePercentage",2007
183,183,"Ben Curtis",80,40.13,63,157,89,"SandSavePercentage",2007
184,184,"Nick Watney",87,40,56,140,65,"SandSavePercentage",2007
185,185,"Jim Rutledge",59,39.56,36,91,43,"SandSavePercentage",2007
186,186,"Charley Hoffman",97,39.39,65,165,72,"SandSavePercentage",2007
187,187,"Brendon de Jonge",76,39.32,46,117,52,"SandSavePercentage",2007
188,188,"Matt Hendrix",63,38.61,39,101,39,"SandSavePercentage",2007
188,188,"Duffy Waldorf",69,38.61,39,101,40,"SandSavePercentage",2007
190,190,"Nick OHern",72,38.6,44,114,66,"SandSavePercentage",2007
191,191,"Frank Lickliter II",95,38.35,51,133,69,"SandSavePercentage",2007
192,192,"Brett Quigley",79,38.3,54,141,76,"SandSavePercentage",2007
193,193,"Robert Garrigus",95,37.04,50,135,63,"SandSavePercentage",2007
194,194,"Greg Owen",81,36.29,45,124,59,"SandSavePercentage",2007
195,195,"Bob Tway",103,35.67,56,157,76,"SandSavePercentage",2007
196,196,"Tom Johnson",74,34.45,41,119,52,"SandSavePercentage",2007
