"Approachesfrom250275yards_RANKTHISWEEK_2012","Approachesfrom250275yards_RANKLASTWEEK_2012","Approachesfrom250275yards_PLAYERNAME_2012","Approachesfrom250275yards_ROUNDS_2012","Approachesfrom250275yards_AVG_2012","Approachesfrom250275yards_TOTALDISTANCEFEET_2012","Approachesfrom250275yards_OFATTEMPTS_2012","Approachesfrom250275yards_RELATIVETOPAR_2012","stat_name","year"
1,1,"Geoff Ogilvy",73,NA,1280.917,26,-22,"Approachesfrom250275yards",2012
2,2,"Scott Stallings",78,NA,902.5,18,-12,"Approachesfrom250275yards",2012
2,2,"Jhonattan Vegas",77,NA,903.667,18,-8,"Approachesfrom250275yards",2012
4,4,"Phil Mickelson",79,NA,1022.833,20,-12,"Approachesfrom250275yards",2012
5,5,"Jimmy Walker",101,NA,1603.583,31,-24,"Approachesfrom250275yards",2012
6,6,"Steve Stricker",73,NA,689.667,13,-10,"Approachesfrom250275yards",2012
7,7,"Ian Poulter",57,NA,640.25,12,-9,"Approachesfrom250275yards",2012
8,8,"Blake Adams",107,NA,1974.917,37,-27,"Approachesfrom250275yards",2012
8,8,"Tiger Woods",69,NA,962,18,-14,"Approachesfrom250275yards",2012
10,10,"Michael Thompson",80,NA,965,18,-13,"Approachesfrom250275yards",2012
11,11,"Sangmoon Bae",81,NA,1077.75,20,-10,"Approachesfrom250275yards",2012
12,12,"Aaron Baddeley",73,NA,652.833,12,-7,"Approachesfrom250275yards",2012
13,13,"Rory McIlroy",60,NA,491.5,9,-6,"Approachesfrom250275yards",2012
14,14,"Brandt Snedeker",81,NA,929.917,17,-9,"Approachesfrom250275yards",2012
15,15,"Chez Reavie",83,NA,1210.083,22,-12,"Approachesfrom250275yards",2012
16,16,"Chris Couch",61,NA,1709.833,31,-20,"Approachesfrom250275yards",2012
17,17,"Roland Thatcher",55,NA,666.583,12,-5,"Approachesfrom250275yards",2012
18,18,"Zach Johnson",95,NA,1892,34,-26,"Approachesfrom250275yards",2012
19,19,"Tom Gillis",75,NA,1621.417,29,-19,"Approachesfrom250275yards",2012
20,20,"Seung Yul Noh",105,NA,1231.917,22,-15,"Approachesfrom250275yards",2012
21,21,"Graham DeLaet",79,NA,1178.583,21,-9,"Approachesfrom250275yards",2012
22,22,"Troy Matteson",100,NA,846.167,15,-11,"Approachesfrom250275yards",2012
23,23,"Ryo Ishikawa",54,NA,283.917,5,-4,"Approachesfrom250275yards",2012
24,24,"Stewart Cink",71,NA,1200.583,21,-7,"Approachesfrom250275yards",2012
24,24,"Sergio Garcia",57,NA,685.5,12,-7,"Approachesfrom250275yards",2012
24,24,"Gary Woodland",70,NA,856.917,15,-8,"Approachesfrom250275yards",2012
27,27,"Charlie Beljan",61,NA,744.083,13,-9,"Approachesfrom250275yards",2012
28,28,"Jason Day",57,NA,748.667,13,-9,"Approachesfrom250275yards",2012
29,29,"Brendon de Jonge",115,NA,2598.917,45,-28,"Approachesfrom250275yards",2012
30,30,"Bill Lunde",83,NA,1280.167,22,-15,"Approachesfrom250275yards",2012
31,31,"Robert Garrigus",89,NA,1517.833,26,-7,"Approachesfrom250275yards",2012
32,32,"Mathew Goggin",65,NA,1171.25,20,-8,"Approachesfrom250275yards",2012
32,32,"Charles Howell III",98,NA,1230.25,21,-17,"Approachesfrom250275yards",2012
34,34,"Jonas Blixt",72,NA,1759.833,30,-22,"Approachesfrom250275yards",2012
35,35,"Marco Dawson",60,NA,822.083,14,-12,"Approachesfrom250275yards",2012
36,36,"Boo Weekley",74,NA,1539.167,26,-17,"Approachesfrom250275yards",2012
37,37,"William McGirt",96,NA,1843.833,31,-16,"Approachesfrom250275yards",2012
37,37,"Vaughn Taylor",81,NA,892.25,15,-12,"Approachesfrom250275yards",2012
39,39,"Stephen Gangluff",57,NA,894.083,15,-4,"Approachesfrom250275yards",2012
40,40,"James Driscoll",83,NA,1613.25,27,-15,"Approachesfrom250275yards",2012
41,41,"Garth Mulroy",59,NA,1136.5,19,-10,"Approachesfrom250275yards",2012
42,42,"Ted Potter Jr",77,NA,959.833,16,-9,"Approachesfrom250275yards",2012
43,43,"Charley Hoffman",88,NA,1934.917,32,-23,"Approachesfrom250275yards",2012
44,44,"Sean OHair",84,NA,1332.667,22,-10,"Approachesfrom250275yards",2012
44,44,"Louis Oosthuizen",65,NA,1211.25,20,-14,"Approachesfrom250275yards",2012
46,46,"Camilo Villegas",79,NA,1275.5,21,-12,"Approachesfrom250275yards",2012
47,47,"Cameron Beckman",81,NA,1094.25,18,-4,"Approachesfrom250275yards",2012
48,48,"Harris English",98,NA,1163.917,19,-9,"Approachesfrom250275yards",2012
49,49,"Miguel Angel Carballo",73,NA,736.417,12,-6,"Approachesfrom250275yards",2012
49,49,"John Daly",50,NA,797.25,13,-4,"Approachesfrom250275yards",2012
51,51,"Keegan Bradley",90,NA,1842.583,30,-18,"Approachesfrom250275yards",2012
51,51,"DJ Trahan",73,NA,1289.833,21,-10,"Approachesfrom250275yards",2012
53,53,"Brendon Todd",78,NA,986.75,16,-9,"Approachesfrom250275yards",2012
54,54,"Rod Pampling",88,NA,2039.083,33,-18,"Approachesfrom250275yards",2012
55,55,"Padraig Harrington",67,NA,1051.75,17,-11,"Approachesfrom250275yards",2012
55,55,"Billy Horschel",63,NA,927.083,15,-8,"Approachesfrom250275yards",2012
57,57,"Kris Blanks",65,NA,1794.833,29,-17,"Approachesfrom250275yards",2012
57,57,"Vijay Singh",99,NA,2165.667,35,-19,"Approachesfrom250275yards",2012
59,59,"Will Claxton",99,NA,1798,29,-16,"Approachesfrom250275yards",2012
60,60,"Marc Leishman",84,NA,1869.5,30,-12,"Approachesfrom250275yards",2012
61,61,"Dustin Johnson",70,NA,813.583,13,-7,"Approachesfrom250275yards",2012
61,61,"Billy Mayfair",90,NA,2064,33,-19,"Approachesfrom250275yards",2012
63,63,"Tommy Biershenk",74,NA,1630.833,26,-22,"Approachesfrom250275yards",2012
