"TenthTeeLateRound4ScoringAverage_RANKTHISWEEK_2016","TenthTeeLateRound4ScoringAverage_RANKLASTWEEK_2016","TenthTeeLateRound4ScoringAverage_PLAYERNAME_2016","TenthTeeLateRound4ScoringAverage__2016","TenthTeeLateRound4ScoringAverage_AVG_2016","TenthTeeLateRound4ScoringAverage_TOTALSTROKES_2016","TenthTeeLateRound4ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Boo Weekley",NA,64,64,1,"TenthTeeLateRound4ScoringAverage",2016
2,2,"Stewart Cink",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2016
2,2,"Bill Haas",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2016
2,2,"Davis Love III",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2016
2,2,"Jordan Spieth",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2016
2,2,"Shawn Stefani",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2016
7,7,"Zac Blair",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2016
7,7,"Jason Bohn",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2016
7,7,"Luke Guthrie",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2016
7,7,"Patrick Rodgers",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2016
7,7,"Rory Sabbatini",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2016
7,7,"Vijay Singh",NA,67,134,2,"TenthTeeLateRound4ScoringAverage",2016
7,7,"Brendon Todd",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2016
14,14,"Blayne Barber",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2016
14,14,"Paul Casey",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2016
14,14,"Ben Crane",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2016
14,14,"Luke Donald",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2016
14,14,"Tom Hoge",NA,68,136,2,"TenthTeeLateRound4ScoringAverage",2016
14,14,"Lucas Lee",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2016
14,14,"Spencer Levin",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2016
21,21,"Retief Goosen",NA,68.5,137,2,"TenthTeeLateRound4ScoringAverage",2016
22,22,"Steven Bowditch",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2016
22,22,"Chad Campbell",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2016
22,22,"Patton Kizzire",NA,69,207,3,"TenthTeeLateRound4ScoringAverage",2016
22,22,"Brooks Koepka",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2016
22,22,"Brian Stuard",NA,69,138,2,"TenthTeeLateRound4ScoringAverage",2016
22,22,"Justin Thomas",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2016
28,28,"Roberto Castro",NA,69.5,139,2,"TenthTeeLateRound4ScoringAverage",2016
28,28,"Kelly Kraft",NA,69.5,139,2,"TenthTeeLateRound4ScoringAverage",2016
30,30,"Erik Compton",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2016
30,30,"JJ Henry",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2016
30,30,"Francesco Molinari",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2016
30,30,"Sean OHair",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2016
30,30,"Jeff Overton",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2016
30,30,"Wes Roach",NA,70,140,2,"TenthTeeLateRound4ScoringAverage",2016
30,30,"Adam Scott",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2016
30,30,"Hudson Swafford",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2016
30,30,"Dawie van der Walt",NA,70,140,2,"TenthTeeLateRound4ScoringAverage",2016
39,39,"Kyle Reifers",NA,70.25,281,4,"TenthTeeLateRound4ScoringAverage",2016
40,40,"Jason Dufner",NA,70.33,211,3,"TenthTeeLateRound4ScoringAverage",2016
40,40,"Jason Gore",NA,70.33,211,3,"TenthTeeLateRound4ScoringAverage",2016
42,42,"Chez Reavie",NA,70.5,141,2,"TenthTeeLateRound4ScoringAverage",2016
42,42,"Nick Taylor",NA,70.5,141,2,"TenthTeeLateRound4ScoringAverage",2016
44,44,"Thomas Aiken",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2016
44,44,"KJ Choi",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2016
44,44,"Brendon de Jonge",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2016
44,44,"Derek Fathauer",NA,71,142,2,"TenthTeeLateRound4ScoringAverage",2016
44,44,"Dustin Johnson",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2016
44,44,"Sung Kang",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2016
