"FirstTeeEarlyRound3ScoringAverage_RANKTHISWEEK_2008","FirstTeeEarlyRound3ScoringAverage_RANKLASTWEEK_2008","FirstTeeEarlyRound3ScoringAverage_PLAYERNAME_2008","FirstTeeEarlyRound3ScoringAverage__2008","FirstTeeEarlyRound3ScoringAverage_AVG_2008","FirstTeeEarlyRound3ScoringAverage_TOTALSTROKES_2008","FirstTeeEarlyRound3ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Bob Estes",NA,65.75,263,4,"FirstTeeEarlyRound3ScoringAverage",2008
2,2,"Scott McCarron",NA,66.67,200,3,"FirstTeeEarlyRound3ScoringAverage",2008
3,3,"Jason Day",NA,67,134,2,"FirstTeeEarlyRound3ScoringAverage",2008
4,4,"Jim McGovern",NA,68,340,5,"FirstTeeEarlyRound3ScoringAverage",2008
5,5,"Jeff Maggert",NA,68.2,341,5,"FirstTeeEarlyRound3ScoringAverage",2008
6,6,"Bob Tway",NA,68.22,614,9,"FirstTeeEarlyRound3ScoringAverage",2008
7,7,"Padraig Harrington",NA,68.25,273,4,"FirstTeeEarlyRound3ScoringAverage",2008
8,8,"Bill Haas",NA,68.29,478,7,"FirstTeeEarlyRound3ScoringAverage",2008
9,9,"Parker McLachlin",NA,68.5,411,6,"FirstTeeEarlyRound3ScoringAverage",2008
10,10,"JB Holmes",NA,68.6,343,5,"FirstTeeEarlyRound3ScoringAverage",2008
11,11,"Steve Allan",NA,68.67,206,3,"FirstTeeEarlyRound3ScoringAverage",2008
11,11,"Craig Kanada",NA,68.67,206,3,"FirstTeeEarlyRound3ScoringAverage",2008
11,11,"Hunter Mahan",NA,68.67,412,6,"FirstTeeEarlyRound3ScoringAverage",2008
14,14,"Chad Campbell",NA,68.71,481,7,"FirstTeeEarlyRound3ScoringAverage",2008
14,14,"Tim Herron",NA,68.71,481,7,"FirstTeeEarlyRound3ScoringAverage",2008
16,16,"Tim Clark",NA,68.83,413,6,"FirstTeeEarlyRound3ScoringAverage",2008
17,17,"Boo Weekley",NA,68.9,689,10,"FirstTeeEarlyRound3ScoringAverage",2008
18,18,"Michael Allen",NA,69,138,2,"FirstTeeEarlyRound3ScoringAverage",2008
18,18,"Cody Freeman",NA,69,138,2,"FirstTeeEarlyRound3ScoringAverage",2008
18,18,"Robert Garrigus",NA,69,276,4,"FirstTeeEarlyRound3ScoringAverage",2008
18,18,"Anthony Kim",NA,69,345,5,"FirstTeeEarlyRound3ScoringAverage",2008
18,18,"Cliff Kresge",NA,69,345,5,"FirstTeeEarlyRound3ScoringAverage",2008
23,23,"Davis Love III",NA,69.11,622,9,"FirstTeeEarlyRound3ScoringAverage",2008
24,24,"Brandt Snedeker",NA,69.17,415,6,"FirstTeeEarlyRound3ScoringAverage",2008
25,25,"Jay Williamson",NA,69.2,346,5,"FirstTeeEarlyRound3ScoringAverage",2008
26,26,"Mark Wilson",NA,69.21,969,14,"FirstTeeEarlyRound3ScoringAverage",2008
27,27,"Jim Furyk",NA,69.22,623,9,"FirstTeeEarlyRound3ScoringAverage",2008
28,28,"Briny Baird",NA,69.25,277,4,"FirstTeeEarlyRound3ScoringAverage",2008
28,28,"Tom Scherrer",NA,69.25,277,4,"FirstTeeEarlyRound3ScoringAverage",2008
30,30,"Tim Wilkinson",NA,69.29,485,7,"FirstTeeEarlyRound3ScoringAverage",2008
31,31,"Billy Andrade",NA,69.33,416,6,"FirstTeeEarlyRound3ScoringAverage",2008
31,31,"Cameron Beckman",NA,69.33,416,6,"FirstTeeEarlyRound3ScoringAverage",2008
31,31,"John Riegger",NA,69.33,416,6,"FirstTeeEarlyRound3ScoringAverage",2008
34,34,"Sergio Garcia",NA,69.5,139,2,"FirstTeeEarlyRound3ScoringAverage",2008
34,34,"Jason Gore",NA,69.5,556,8,"FirstTeeEarlyRound3ScoringAverage",2008
34,34,"Vaughn Taylor",NA,69.5,556,8,"FirstTeeEarlyRound3ScoringAverage",2008
37,37,"Freddie Jacobson",NA,69.6,348,5,"FirstTeeEarlyRound3ScoringAverage",2008
38,38,"Brian Gay",NA,69.67,418,6,"FirstTeeEarlyRound3ScoringAverage",2008
38,38,"Mark Hensby",NA,69.67,209,3,"FirstTeeEarlyRound3ScoringAverage",2008
38,38,"Kevin Sutherland",NA,69.67,836,12,"FirstTeeEarlyRound3ScoringAverage",2008
41,41,"Charlie Wi",NA,69.73,767,11,"FirstTeeEarlyRound3ScoringAverage",2008
42,42,"Carlos Franco",NA,69.75,279,4,"FirstTeeEarlyRound3ScoringAverage",2008
42,42,"Tom Lehman",NA,69.75,279,4,"FirstTeeEarlyRound3ScoringAverage",2008
42,42,"John Merrick",NA,69.75,279,4,"FirstTeeEarlyRound3ScoringAverage",2008
45,45,"Scott Sterling",NA,69.78,628,9,"FirstTeeEarlyRound3ScoringAverage",2008
46,46,"JJ Henry",NA,69.82,768,11,"FirstTeeEarlyRound3ScoringAverage",2008
47,47,"Mathew Goggin",NA,69.83,419,6,"FirstTeeEarlyRound3ScoringAverage",2008
47,47,"Doug LaBelle II",NA,69.83,419,6,"FirstTeeEarlyRound3ScoringAverage",2008
49,49,"Ben Crane",NA,69.86,489,7,"FirstTeeEarlyRound3ScoringAverage",2008
49,49,"Patrick Sheehan",NA,69.86,978,14,"FirstTeeEarlyRound3ScoringAverage",2008
51,51,"Aaron Baddeley",NA,70,420,6,"FirstTeeEarlyRound3ScoringAverage",2008
51,51,"James Driscoll",NA,70,420,6,"FirstTeeEarlyRound3ScoringAverage",2008
51,51,"Joe Durant",NA,70,630,9,"FirstTeeEarlyRound3ScoringAverage",2008
51,51,"Greg Kraft",NA,70,210,3,"FirstTeeEarlyRound3ScoringAverage",2008
51,51,"Martin Laird",NA,70,630,9,"FirstTeeEarlyRound3ScoringAverage",2008
51,51,"Ryan Moore",NA,70,140,2,"FirstTeeEarlyRound3ScoringAverage",2008
51,51,"Bob Sowards",NA,70,350,5,"FirstTeeEarlyRound3ScoringAverage",2008
58,58,"Joe Ogilvie",NA,70.06,1121,16,"FirstTeeEarlyRound3ScoringAverage",2008
59,59,"Shane Bertsch",NA,70.11,631,9,"FirstTeeEarlyRound3ScoringAverage",2008
59,59,"Dustin Johnson",NA,70.11,631,9,"FirstTeeEarlyRound3ScoringAverage",2008
59,59,"Justin Leonard",NA,70.11,631,9,"FirstTeeEarlyRound3ScoringAverage",2008
62,62,"DJ Trahan",NA,70.13,561,8,"FirstTeeEarlyRound3ScoringAverage",2008
63,63,"Robert Allenby",NA,70.14,491,7,"FirstTeeEarlyRound3ScoringAverage",2008
63,63,"Eric Axley",NA,70.14,491,7,"FirstTeeEarlyRound3ScoringAverage",2008
65,65,"Bo Van Pelt",NA,70.2,702,10,"FirstTeeEarlyRound3ScoringAverage",2008
66,66,"Stephen Ames",NA,70.25,562,8,"FirstTeeEarlyRound3ScoringAverage",2008
66,66,"Bart Bryant",NA,70.25,281,4,"FirstTeeEarlyRound3ScoringAverage",2008
66,66,"John Huston",NA,70.25,281,4,"FirstTeeEarlyRound3ScoringAverage",2008
66,66,"Jesper Parnevik",NA,70.25,562,8,"FirstTeeEarlyRound3ScoringAverage",2008
