"Round3ScoringAverage_RANKTHISWEEK_2010","Round3ScoringAverage_RANKLASTWEEK_2010","Round3ScoringAverage_PLAYERNAME_2010","Round3ScoringAverage__2010","Round3ScoringAverage_AVG_2010","Round3ScoringAverage_TOTALSTROKES_2010","Round3ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Brandt Snedeker",NA,68.61,1235,18,"Round3ScoringAverage",2010
2,2,"Paul Stankowski",NA,68.69,893,13,"Round3ScoringAverage",2010
3,3,"Dean Wilson",NA,68.89,620,9,"Round3ScoringAverage",2010
4,4,"Bill Haas",NA,68.94,1241,18,"Round3ScoringAverage",2010
5,5,"Justin Bolli",NA,69,345,5,"Round3ScoringAverage",2010
6,6,"Brendon de Jonge",NA,69.04,1726,25,"Round3ScoringAverage",2010
7,7,"Joe Durant",NA,69.07,967,14,"Round3ScoringAverage",2010
8,8,"Cameron Percy",NA,69.08,829,12,"Round3ScoringAverage",2010
9,9,"Chris Couch",NA,69.09,760,11,"Round3ScoringAverage",2010
9,9,"Charles Warren",NA,69.09,760,11,"Round3ScoringAverage",2010
11,11,"Graham DeLaet",NA,69.13,1106,16,"Round3ScoringAverage",2010
11,11,"Scott McCarron",NA,69.13,1106,16,"Round3ScoringAverage",2010
11,11,"Ryan Palmer",NA,69.13,1037,15,"Round3ScoringAverage",2010
14,14,"Chad Collins",NA,69.22,1246,18,"Round3ScoringAverage",2010
15,15,"Brett Wetterich",NA,69.27,762,11,"Round3ScoringAverage",2010
16,16,"Boo Weekley",NA,69.29,1178,17,"Round3ScoringAverage",2010
17,17,"Jeff Maggert",NA,69.42,833,12,"Round3ScoringAverage",2010
18,18,"Jim Furyk",NA,69.47,1181,17,"Round3ScoringAverage",2010
19,19,"Charlie Wi",NA,69.48,1459,21,"Round3ScoringAverage",2010
20,20,"Geoff Ogilvy",NA,69.5,834,12,"Round3ScoringAverage",2010
21,21,"Nick Watney",NA,69.52,1460,21,"Round3ScoringAverage",2010
22,22,"Greg Chalmers",NA,69.53,1321,19,"Round3ScoringAverage",2010
23,23,"Carl Pettersson",NA,69.55,1391,20,"Round3ScoringAverage",2010
24,24,"Brenden Pappas",NA,69.56,626,9,"Round3ScoringAverage",2010
25,25,"Kevin Na",NA,69.59,1531,22,"Round3ScoringAverage",2010
26,26,"Luke Donald",NA,69.6,1044,15,"Round3ScoringAverage",2010
26,26,"Steve Elkington",NA,69.6,1044,15,"Round3ScoringAverage",2010
28,28,"Justin Leonard",NA,69.61,1253,18,"Round3ScoringAverage",2010
28,28,"Steve Stricker",NA,69.61,1253,18,"Round3ScoringAverage",2010
30,30,"Alex Prugh",NA,69.63,1114,16,"Round3ScoringAverage",2010
31,31,"Matt Jones",NA,69.65,1184,17,"Round3ScoringAverage",2010
32,32,"Rocco Mediate",NA,69.67,836,12,"Round3ScoringAverage",2010
33,33,"Michael Letzig",NA,69.69,1115,16,"Round3ScoringAverage",2010
33,33,"Aron Price",NA,69.69,906,13,"Round3ScoringAverage",2010
35,35,"Jeev Milkha Singh",NA,69.7,697,10,"Round3ScoringAverage",2010
36,36,"Spencer Levin",NA,69.71,1673,24,"Round3ScoringAverage",2010
37,37,"Stewart Cink",NA,69.72,1255,18,"Round3ScoringAverage",2010
37,37,"Pat Perez",NA,69.72,1255,18,"Round3ScoringAverage",2010
39,39,"Matt Kuchar",NA,69.73,1534,22,"Round3ScoringAverage",2010
39,39,"Rory McIlroy",NA,69.73,767,11,"Round3ScoringAverage",2010
41,41,"Freddie Jacobson",NA,69.78,1256,18,"Round3ScoringAverage",2010
42,42,"Will Ma Kenzie",NA,69.79,977,14,"Round3ScoringAverage",2010
43,43,"Troy Merritt",NA,69.8,1047,15,"Round3ScoringAverage",2010
44,44,"Martin Flores",NA,69.82,768,11,"Round3ScoringAverage",2010
45,45,"Cameron Tringale",NA,69.83,419,6,"Round3ScoringAverage",2010
46,46,"Chris Riley",NA,69.85,908,13,"Round3ScoringAverage",2010
47,47,"Michael Bradley",NA,69.86,978,14,"Round3ScoringAverage",2010
47,47,"Chris DiMarco",NA,69.86,1467,21,"Round3ScoringAverage",2010
49,49,"John Rollins",NA,69.87,1048,15,"Round3ScoringAverage",2010
50,50,"Briny Baird",NA,69.88,1118,16,"Round3ScoringAverage",2010
50,50,"Justin Rose",NA,69.88,1188,17,"Round3ScoringAverage",2010
52,52,"Webb Simpson",NA,69.89,1258,18,"Round3ScoringAverage",2010
52,52,"Kevin Sutherland",NA,69.89,1258,18,"Round3ScoringAverage",2010
54,54,"Tom Gillis",NA,69.9,1468,21,"Round3ScoringAverage",2010
55,55,"Paul Casey",NA,69.92,909,13,"Round3ScoringAverage",2010
56,56,"Vijay Singh",NA,69.93,1049,15,"Round3ScoringAverage",2010
