"BirdieorBetterPercentage175200ya_RANKTHISWEEK_2010","BirdieorBetterPercentage175200ya_RANKLASTWEEK_2010","BirdieorBetterPercentage175200ya_PLAYERNAME_2010","BirdieorBetterPercentage175200ya_ROUNDS_2010","BirdieorBetterPercentage175200ya_Pct_2010","BirdieorBetterPercentage175200ya_TOTALBIRDIES_2010","BirdieorBetterPercentage175200ya_TOTALHOLES_2010","stat_name","year"
1,1,"Nick Watney",91,19.57,36,184,"BirdieorBetterPercentage175200ya",2010
2,2,"Matt Kuchar",97,18.41,44,239,"BirdieorBetterPercentage175200ya",2010
3,3,"Paul Casey",64,18.18,26,143,"BirdieorBetterPercentage175200ya",2010
4,4,"Dustin Johnson",83,17.98,32,178,"BirdieorBetterPercentage175200ya",2010
5,5,"Woody Austin",93,17.51,45,257,"BirdieorBetterPercentage175200ya",2010
6,6,"Matt Jones",89,17.22,47,273,"BirdieorBetterPercentage175200ya",2010
7,7,"Brett Wetterich",54,17.14,24,140,"BirdieorBetterPercentage175200ya",2010
8,8,"George McNeill",79,17.04,38,223,"BirdieorBetterPercentage175200ya",2010
9,9,"Paul Stankowski",62,16.99,26,153,"BirdieorBetterPercentage175200ya",2010
10,10,"Lucas Glover",75,16.92,33,195,"BirdieorBetterPercentage175200ya",2010
11,11,"Bubba Watson",77,16.91,35,207,"BirdieorBetterPercentage175200ya",2010
12,12,"Charles Warren",64,16.89,25,148,"BirdieorBetterPercentage175200ya",2010
13,13,"Ryan Palmer",84,16.36,36,220,"BirdieorBetterPercentage175200ya",2010
14,14,"Hunter Mahan",85,16.33,32,196,"BirdieorBetterPercentage175200ya",2010
14,14,"Steve Stricker",73,16.33,32,196,"BirdieorBetterPercentage175200ya",2010
16,16,"Graham DeLaet",88,16.26,33,203,"BirdieorBetterPercentage175200ya",2010
17,17,"Robert Garrigus",71,16.11,24,149,"BirdieorBetterPercentage175200ya",2010
18,18,"Garth Mulroy",53,16,24,150,"BirdieorBetterPercentage175200ya",2010
19,19,"John Daly",63,15.97,19,119,"BirdieorBetterPercentage175200ya",2010
20,20,"Retief Goosen",75,15.92,25,157,"BirdieorBetterPercentage175200ya",2010
21,21,"Jeff Overton",89,15.91,35,220,"BirdieorBetterPercentage175200ya",2010
