"PuttingfromGrtr10_RANKTHISWEEK_2009","PuttingfromGrtr10_RANKLASTWEEK_2009","PuttingfromGrtr10_PLAYERNAME_2009","PuttingfromGrtr10_ROUNDS_2009","PuttingfromGrtr10_PctMADE_2009","PuttingfromGrtr10_ATTEMPTS_2009","PuttingfromGrtr10_PUTTSMADE_2009","stat_name","year"
102,102,"Angel Cabrera",55,15.25,387,59,"PuttingfromGrtr10",2009
103,103,"Nathan Green",104,15.24,945,144,"PuttingfromGrtr10",2009
104,104,"Kevin Streelman",97,15.2,941,143,"PuttingfromGrtr10",2009
105,105,"Jason Dufner",90,15.17,811,123,"PuttingfromGrtr10",2009
106,106,"Chris Stroud",88,15.16,838,127,"PuttingfromGrtr10",2009
107,107,"Woody Austin",84,15.15,779,118,"PuttingfromGrtr10",2009
107,107,"Chris DiMarco",97,15.15,878,133,"PuttingfromGrtr10",2009
109,109,"Retief Goosen",74,15.1,563,85,"PuttingfromGrtr10",2009
110,110,"Scott McCarron",91,14.99,827,124,"PuttingfromGrtr10",2009
111,111,"John Merrick",91,14.98,721,108,"PuttingfromGrtr10",2009
111,111,"Rory Sabbatini",81,14.98,654,98,"PuttingfromGrtr10",2009
113,113,"DJ Trahan",96,14.89,853,127,"PuttingfromGrtr10",2009
114,114,"Tag Ridings",50,14.87,437,65,"PuttingfromGrtr10",2009
115,115,"Tim Herron",87,14.84,822,122,"PuttingfromGrtr10",2009
115,115,"Steve Marino",98,14.84,896,133,"PuttingfromGrtr10",2009
117,117,"Greg Kraft",51,14.78,433,64,"PuttingfromGrtr10",2009
118,118,"Rich Beem",77,14.77,623,92,"PuttingfromGrtr10",2009
119,119,"Johnson Wagner",81,14.74,787,116,"PuttingfromGrtr10",2009
120,120,"John Rollins",92,14.71,816,120,"PuttingfromGrtr10",2009
121,121,"Fred Couples",54,14.69,422,62,"PuttingfromGrtr10",2009
122,122,"Brian Vranesh",51,14.67,450,66,"PuttingfromGrtr10",2009
123,123,"Glen Day",79,14.45,692,100,"PuttingfromGrtr10",2009
123,123,"Scott Sterling",51,14.45,436,63,"PuttingfromGrtr10",2009
125,125,"Bart Bryant",58,14.44,554,80,"PuttingfromGrtr10",2009
126,126,"Kevin Sutherland",96,14.43,776,112,"PuttingfromGrtr10",2009
127,127,"Jason Gore",74,14.42,652,94,"PuttingfromGrtr10",2009
127,127,"YE Yang",83,14.42,742,107,"PuttingfromGrtr10",2009
129,129,"Charles Warren",63,14.36,585,84,"PuttingfromGrtr10",2009
130,130,"Joe Durant",62,14.34,509,73,"PuttingfromGrtr10",2009
131,131,"Ken Duke",87,14.31,706,101,"PuttingfromGrtr10",2009
132,132,"Camilo Villegas",76,14.29,588,84,"PuttingfromGrtr10",2009
133,133,"Steve Elkington",70,14.26,673,96,"PuttingfromGrtr10",2009
134,134,"Cameron Beckman",87,14.14,806,114,"PuttingfromGrtr10",2009
135,135,"Alex Cejka",82,14.12,708,100,"PuttingfromGrtr10",2009
136,136,"Peter Lonard",86,14.09,816,115,"PuttingfromGrtr10",2009
136,136,"Heath Slocum",95,14.09,894,126,"PuttingfromGrtr10",2009
138,138,"Jeff Maggert",79,14.06,811,114,"PuttingfromGrtr10",2009
139,139,"Bill Haas",91,14.03,848,119,"PuttingfromGrtr10",2009
140,140,"Brian Bateman",55,13.98,515,72,"PuttingfromGrtr10",2009
140,140,"JJ Henry",97,13.98,944,132,"PuttingfromGrtr10",2009
142,142,"Brett Quigley",92,13.97,780,109,"PuttingfromGrtr10",2009
143,143,"Kevin Stadler",65,13.96,573,80,"PuttingfromGrtr10",2009
144,144,"Ryan Palmer",78,13.94,739,103,"PuttingfromGrtr10",2009
145,145,"Matt Jones",56,13.93,488,68,"PuttingfromGrtr10",2009
146,146,"Chez Reavie",81,13.9,741,103,"PuttingfromGrtr10",2009
147,147,"Leif Olson",51,13.86,440,61,"PuttingfromGrtr10",2009
148,148,"Ernie Els",70,13.85,520,72,"PuttingfromGrtr10",2009
149,149,"Mark Calcavecchia",72,13.71,649,89,"PuttingfromGrtr10",2009
150,150,"Richard Johnson",85,13.65,791,108,"PuttingfromGrtr10",2009
151,151,"Brad Adamonis",70,13.55,657,89,"PuttingfromGrtr10",2009
152,152,"Cliff Kresge",78,13.54,687,93,"PuttingfromGrtr10",2009
153,153,"Nicholas Thompson",96,13.53,924,125,"PuttingfromGrtr10",2009
154,154,"Will Ma Kenzie",69,13.48,638,86,"PuttingfromGrtr10",2009
155,155,"Mathew Goggin",76,13.44,625,84,"PuttingfromGrtr10",2009
156,156,"Davis Love III",89,13.42,812,109,"PuttingfromGrtr10",2009
157,157,"Robert Garrigus",83,13.38,792,106,"PuttingfromGrtr10",2009
158,158,"Steve Flesch",77,13.34,667,89,"PuttingfromGrtr10",2009
159,159,"Briny Baird",89,13.33,780,104,"PuttingfromGrtr10",2009
160,160,"Colt Knost",71,13.28,610,81,"PuttingfromGrtr10",2009
160,160,"Rocco Mediate",79,13.28,693,92,"PuttingfromGrtr10",2009
162,162,"JB Holmes",74,13.27,603,80,"PuttingfromGrtr10",2009
163,163,"Boo Weekley",79,13.23,688,91,"PuttingfromGrtr10",2009
164,164,"KJ Choi",65,13.22,522,69,"PuttingfromGrtr10",2009
165,165,"Stuart Appleby",79,13.12,686,90,"PuttingfromGrtr10",2009
166,166,"Jason Bohn",88,13.11,877,115,"PuttingfromGrtr10",2009
167,167,"Darron Stiles",52,13.1,420,55,"PuttingfromGrtr10",2009
168,168,"Robert Allenby",71,13.01,607,79,"PuttingfromGrtr10",2009
169,169,"Jimmy Walker",74,12.9,628,81,"PuttingfromGrtr10",2009
170,170,"Peter Tomasulo",61,12.86,490,63,"PuttingfromGrtr10",2009
171,171,"Andres Romero",58,12.84,444,57,"PuttingfromGrtr10",2009
172,172,"David Duval",56,12.81,445,57,"PuttingfromGrtr10",2009
172,172,"Charles Howell III",99,12.81,859,110,"PuttingfromGrtr10",2009
174,174,"Casey Wittenberg",71,12.78,579,74,"PuttingfromGrtr10",2009
175,175,"Vijay Singh",71,12.38,509,63,"PuttingfromGrtr10",2009
176,176,"Adam Scott",53,12.36,437,54,"PuttingfromGrtr10",2009
177,177,"Gary Woodland",53,12.32,414,51,"PuttingfromGrtr10",2009
178,178,"Greg Owen",97,12.21,876,107,"PuttingfromGrtr10",2009
179,179,"Jarrod Lyle",65,11.96,535,64,"PuttingfromGrtr10",2009
179,179,"Billy Mayfair",83,11.96,736,88,"PuttingfromGrtr10",2009
181,181,"Tommy Armour III",58,11.83,524,62,"PuttingfromGrtr10",2009
182,182,"Ricky Barnes",67,11.52,538,62,"PuttingfromGrtr10",2009
183,183,"Rick Price",54,10.54,427,45,"PuttingfromGrtr10",2009
184,184,"Jay Williamson",69,10.31,640,66,"PuttingfromGrtr10",2009
