"FairwayApproachRTPScore_RANKTHISWEEK_2007","FairwayApproachRTPScore_RANKLASTWEEK_2007","FairwayApproachRTPScore_PLAYERNAME_2007","FairwayApproachRTPScore_ROUNDS_2007","FairwayApproachRTPScore_AVGRTP_2007","stat_name","year"
36,36,"Ryuji Imada",104,-0.08,"FairwayApproachRTPScore",2007
36,36,"Heath Slocum",101,-0.08,"FairwayApproachRTPScore",2007
36,36,"Charles Warren",101,-0.08,"FairwayApproachRTPScore",2007
40,40,"Mark Calcavecchia",93,-0.079,"FairwayApproachRTPScore",2007
40,40,"Stewart Cink",91,-0.079,"FairwayApproachRTPScore",2007
40,40,"Nathan Green",103,-0.079,"FairwayApproachRTPScore",2007
43,43,"Steve Lowery",74,-0.078,"FairwayApproachRTPScore",2007
43,43,"Brandt Snedeker",105,-0.078,"FairwayApproachRTPScore",2007
43,43,"Chris Stroud",66,-0.078,"FairwayApproachRTPScore",2007
46,46,"Tom Pernice Jr",104,-0.077,"FairwayApproachRTPScore",2007
46,46,"Tim Petrovic",106,-0.077,"FairwayApproachRTPScore",2007
48,48,"Joe Ogilvie",102,-0.076,"FairwayApproachRTPScore",2007
49,49,"Chris Riley",59,-0.075,"FairwayApproachRTPScore",2007
50,50,"Will Ma Kenzie",100,-0.074,"FairwayApproachRTPScore",2007
51,51,"Robert Allenby",90,-0.072,"FairwayApproachRTPScore",2007
51,51,"Jeff Maggert",79,-0.072,"FairwayApproachRTPScore",2007
51,51,"John Rollins",102,-0.072,"FairwayApproachRTPScore",2007
54,54,"Daniel Chopra",106,-0.071,"FairwayApproachRTPScore",2007
54,54,"Charles Howell III",89,-0.071,"FairwayApproachRTPScore",2007
54,54,"Jesper Parnevik",88,-0.071,"FairwayApproachRTPScore",2007
57,57,"Steve Elkington",87,-0.07,"FairwayApproachRTPScore",2007
57,57,"Stephen Leaney",82,-0.07,"FairwayApproachRTPScore",2007
57,57,"Arron Oberholser",69,-0.07,"FairwayApproachRTPScore",2007
60,60,"Brendon de Jonge",76,-0.069,"FairwayApproachRTPScore",2007
61,61,"Geoff Ogilvy",84,-0.067,"FairwayApproachRTPScore",2007
62,62,"Kent Jones",97,-0.066,"FairwayApproachRTPScore",2007
62,62,"Hunter Mahan",91,-0.066,"FairwayApproachRTPScore",2007
62,62,"Pat Perez",84,-0.066,"FairwayApproachRTPScore",2007
62,62,"Kenny Perry",83,-0.066,"FairwayApproachRTPScore",2007
66,66,"Bart Bryant",87,-0.065,"FairwayApproachRTPScore",2007
66,66,"Brian Gay",107,-0.065,"FairwayApproachRTPScore",2007
66,66,"Jerry Kelly",101,-0.065,"FairwayApproachRTPScore",2007
69,69,"Ken Duke",112,-0.064,"FairwayApproachRTPScore",2007
69,69,"JP Hayes",89,-0.064,"FairwayApproachRTPScore",2007
69,69,"Tim Herron",98,-0.064,"FairwayApproachRTPScore",2007
69,69,"Ryan Moore",92,-0.064,"FairwayApproachRTPScore",2007
69,69,"Johnson Wagner",97,-0.064,"FairwayApproachRTPScore",2007
69,69,"Nick Watney",87,-0.064,"FairwayApproachRTPScore",2007
75,75,"Steve Allan",63,-0.063,"FairwayApproachRTPScore",2007
75,75,"Rich Barcelo",80,-0.063,"FairwayApproachRTPScore",2007
75,75,"Jarrod Lyle",77,-0.063,"FairwayApproachRTPScore",2007
75,75,"Dicky Pride",71,-0.063,"FairwayApproachRTPScore",2007
75,75,"Vaughn Taylor",91,-0.063,"FairwayApproachRTPScore",2007
80,80,"Cameron Beckman",96,-0.062,"FairwayApproachRTPScore",2007
80,80,"Bob Estes",88,-0.062,"FairwayApproachRTPScore",2007
80,80,"Bill Haas",93,-0.062,"FairwayApproachRTPScore",2007
80,80,"Billy Mayfair",98,-0.062,"FairwayApproachRTPScore",2007
80,80,"Rocco Mediate",72,-0.062,"FairwayApproachRTPScore",2007
85,85,"Luke Donald",69,-0.061,"FairwayApproachRTPScore",2007
85,85,"Justin Leonard",95,-0.061,"FairwayApproachRTPScore",2007
85,85,"John Merrick",92,-0.061,"FairwayApproachRTPScore",2007
88,88,"Tommy Armour III",81,-0.06,"FairwayApproachRTPScore",2007
88,88,"Brian Davis",101,-0.06,"FairwayApproachRTPScore",2007
88,88,"Bob Heintz",85,-0.06,"FairwayApproachRTPScore",2007
88,88,"Charley Hoffman",97,-0.06,"FairwayApproachRTPScore",2007
88,88,"Ryan Palmer",91,-0.06,"FairwayApproachRTPScore",2007
88,88,"Tag Ridings",52,-0.06,"FairwayApproachRTPScore",2007
94,94,"John Senden",97,-0.059,"FairwayApproachRTPScore",2007
95,95,"Stephen Ames",81,-0.057,"FairwayApproachRTPScore",2007
95,95,"Craig Bowden",78,-0.057,"FairwayApproachRTPScore",2007
95,95,"Troy Matteson",87,-0.057,"FairwayApproachRTPScore",2007
98,98,"Stuart Appleby",74,-0.056,"FairwayApproachRTPScore",2007
98,98,"Mathias Gronberg",95,-0.056,"FairwayApproachRTPScore",2007
98,98,"Cliff Kresge",107,-0.056,"FairwayApproachRTPScore",2007
98,98,"Frank Lickliter II",95,-0.056,"FairwayApproachRTPScore",2007
98,98,"Shaun Micheel",91,-0.056,"FairwayApproachRTPScore",2007
98,98,"Kevin Sutherland",85,-0.056,"FairwayApproachRTPScore",2007
104,104,"Anders Hansen",55,-0.055,"FairwayApproachRTPScore",2007
104,104,"Steve Marino",106,-0.055,"FairwayApproachRTPScore",2007
104,104,"Bubba Watson",80,-0.055,"FairwayApproachRTPScore",2007
107,107,"Woody Austin",95,-0.054,"FairwayApproachRTPScore",2007
107,107,"Robert Garrigus",95,-0.054,"FairwayApproachRTPScore",2007
107,107,"Mathew Goggin",97,-0.054,"FairwayApproachRTPScore",2007
107,107,"George McNeill",95,-0.054,"FairwayApproachRTPScore",2007
107,107,"Michael Putnam",96,-0.054,"FairwayApproachRTPScore",2007
112,112,"Shigeki Maruyama",84,-0.053,"FairwayApproachRTPScore",2007
112,112,"Ian Poulter",63,-0.053,"FairwayApproachRTPScore",2007
112,112,"Mike Weir",82,-0.053,"FairwayApproachRTPScore",2007
115,115,"Boo Weekley",101,-0.052,"FairwayApproachRTPScore",2007
116,116,"Craig Kanada",109,-0.051,"FairwayApproachRTPScore",2007
117,117,"Rich Beem",89,-0.05,"FairwayApproachRTPScore",2007
117,117,"JJ Henry",86,-0.05,"FairwayApproachRTPScore",2007
119,119,"Brett Quigley",79,-0.049,"FairwayApproachRTPScore",2007
119,119,"Dean Wilson",92,-0.049,"FairwayApproachRTPScore",2007
121,121,"Tripp Isenhour",86,-0.048,"FairwayApproachRTPScore",2007
121,121,"Paul Stankowski",52,-0.048,"FairwayApproachRTPScore",2007
121,121,"Brett Wetterich",88,-0.048,"FairwayApproachRTPScore",2007
124,124,"Ryan Armour",107,-0.047,"FairwayApproachRTPScore",2007
124,124,"Jason Bohn",57,-0.047,"FairwayApproachRTPScore",2007
124,124,"Andrew Buckle",77,-0.047,"FairwayApproachRTPScore",2007
124,124,"Jason Dufner",100,-0.047,"FairwayApproachRTPScore",2007
124,124,"Steve Flesch",100,-0.047,"FairwayApproachRTPScore",2007
129,129,"Craig Barlow",52,-0.046,"FairwayApproachRTPScore",2007
129,129,"Marco Dawson",73,-0.046,"FairwayApproachRTPScore",2007
131,131,"Billy Andrade",88,-0.045,"FairwayApproachRTPScore",2007
131,131,"Trevor Immelman",74,-0.045,"FairwayApproachRTPScore",2007
133,133,"Ted Purdy",102,-0.044,"FairwayApproachRTPScore",2007
134,134,"Chad Campbell",96,-0.043,"FairwayApproachRTPScore",2007
134,134,"Jeff Quinney",95,-0.043,"FairwayApproachRTPScore",2007
136,136,"Doug LaBelle II",104,-0.042,"FairwayApproachRTPScore",2007
137,137,"Padraig Harrington",64,-0.041,"FairwayApproachRTPScore",2007
138,138,"Robert Gamez",88,-0.04,"FairwayApproachRTPScore",2007
138,138,"Parker McLachlin",83,-0.04,"FairwayApproachRTPScore",2007
138,138,"Kirk Triplett",77,-0.04,"FairwayApproachRTPScore",2007
141,141,"Mark Brooks",53,-0.039,"FairwayApproachRTPScore",2007
141,141,"Jason Gore",86,-0.039,"FairwayApproachRTPScore",2007
141,141,"Jeff Gove",103,-0.039,"FairwayApproachRTPScore",2007
144,144,"Richard Johnson",93,-0.038,"FairwayApproachRTPScore",2007
144,144,"DJ Trahan",99,-0.038,"FairwayApproachRTPScore",2007
146,146,"Glen Day",85,-0.036,"FairwayApproachRTPScore",2007
147,147,"Nick OHern",72,-0.035,"FairwayApproachRTPScore",2007
148,148,"Lee Janzen",66,-0.034,"FairwayApproachRTPScore",2007
149,149,"Paul Goydos",60,-0.033,"FairwayApproachRTPScore",2007
149,149,"John Mallinger",96,-0.033,"FairwayApproachRTPScore",2007
151,151,"Jeff Brehaut",59,-0.032,"FairwayApproachRTPScore",2007
151,151,"Jason Schultz",63,-0.032,"FairwayApproachRTPScore",2007
153,153,"Harrison Frazar",88,-0.031,"FairwayApproachRTPScore",2007
153,153,"Mark Hensby",81,-0.031,"FairwayApproachRTPScore",2007
155,155,"Davis Love III",66,-0.03,"FairwayApproachRTPScore",2007
155,155,"Henrik Stenson",52,-0.03,"FairwayApproachRTPScore",2007
155,155,"Chris Tidland",59,-0.03,"FairwayApproachRTPScore",2007
158,158,"Chris DiMarco",79,-0.029,"FairwayApproachRTPScore",2007
158,158,"Mark Wilson",87,-0.029,"FairwayApproachRTPScore",2007
160,160,"DJ Brigman",67,-0.028,"FairwayApproachRTPScore",2007
161,161,"Jose Coceres",50,-0.027,"FairwayApproachRTPScore",2007
161,161,"Paul Gow",70,-0.027,"FairwayApproachRTPScore",2007
163,163,"Gavin Coles",87,-0.025,"FairwayApproachRTPScore",2007
163,163,"Matt Hendrix",63,-0.025,"FairwayApproachRTPScore",2007
165,165,"Scott Gutschewski",67,-0.024,"FairwayApproachRTPScore",2007
166,166,"Fred Funk",65,-0.023,"FairwayApproachRTPScore",2007
166,166,"Jeff Sluman",60,-0.023,"FairwayApproachRTPScore",2007
168,168,"Peter Lonard",85,-0.022,"FairwayApproachRTPScore",2007
168,168,"Daisuke Maruyama",86,-0.022,"FairwayApproachRTPScore",2007
168,168,"Steve Wheatcroft",73,-0.022,"FairwayApproachRTPScore",2007
171,171,"Eric Axley",107,-0.021,"FairwayApproachRTPScore",2007
172,172,"Tom Byrum",50,-0.019,"FairwayApproachRTPScore",2007
173,173,"Corey Pavin",81,-0.018,"FairwayApproachRTPScore",2007
173,173,"Joey Sindelar",75,-0.018,"FairwayApproachRTPScore",2007
173,173,"Darron Stiles",65,-0.018,"FairwayApproachRTPScore",2007
173,173,"Bob Tway",103,-0.018,"FairwayApproachRTPScore",2007
173,173,"Duffy Waldorf",69,-0.018,"FairwayApproachRTPScore",2007
178,178,"Retief Goosen",50,-0.014,"FairwayApproachRTPScore",2007
179,179,"Chris Couch",76,-0.012,"FairwayApproachRTPScore",2007
180,180,"Greg Owen",81,-0.01,"FairwayApproachRTPScore",2007
181,181,"John Daly",59,-0.008,"FairwayApproachRTPScore",2007
182,182,"Jaco Van Zyl",51,-0.007,"FairwayApproachRTPScore",2007
183,183,"Kyle Reifers",71,-0.006,"FairwayApproachRTPScore",2007
184,184,"Brian Bateman",55,-0.003,"FairwayApproachRTPScore",2007
185,185,"Joe Durant",88,-0.002,"FairwayApproachRTPScore",2007
186,186,"Tom Johnson",74,-0.001,"FairwayApproachRTPScore",2007
187,187,"Kevin Stadler",95,0.001,"FairwayApproachRTPScore",2007
188,188,"Bryce Molder",56,0.005,"FairwayApproachRTPScore",2007
189,189,"Ben Curtis",80,0.007,"FairwayApproachRTPScore",2007
190,190,"David Branshaw",83,0.01,"FairwayApproachRTPScore",2007
191,191,"Michael Boyd",61,0.011,"FairwayApproachRTPScore",2007
192,192,"Jose Maria Olazabal",52,0.015,"FairwayApproachRTPScore",2007
192,192,"Jim Rutledge",59,0.015,"FairwayApproachRTPScore",2007
194,194,"JB Holmes",71,0.016,"FairwayApproachRTPScore",2007
195,195,"Bubba Dickerson",51,0.019,"FairwayApproachRTPScore",2007
196,196,"Todd Hamilton",76,0.046,"FairwayApproachRTPScore",2007
