"GIRPuttingInside5_RANKTHISWEEK_2016","GIRPuttingInside5_RANKLASTWEEK_2016","GIRPuttingInside5_PLAYERNAME_2016","GIRPuttingInside5_ROUNDS_2016","GIRPuttingInside5_Pct_2016","GIRPuttingInside5_ATTEMPTS_2016","GIRPuttingInside5_PUTTSMADE_2016","stat_name","year"
39,44,"Geoff Ogilvy",37,88.24,17,15,"GIRPuttingInside5",2016
39,56,"Vaughn Taylor",30,88.24,17,15,"GIRPuttingInside5",2016
39,44,"Michael Thompson",46,88.24,17,15,"GIRPuttingInside5",2016
39,17,"Dawie van der Walt",48,88.24,17,15,"GIRPuttingInside5",2016
45,48,"Jason Day",36,87.5,16,14,"GIRPuttingInside5",2016
45,48,"Adam Hadwin",53,87.5,16,14,"GIRPuttingInside5",2016
45,48,"Sung Kang",51,87.5,24,21,"GIRPuttingInside5",2016
48,61,"Ricky Barnes",57,87.1,31,27,"GIRPuttingInside5",2016
49,67,"Daniel Summerhays",55,86.96,23,20,"GIRPuttingInside5",2016
50,56,"Morgan Hoffmann",43,86.67,15,13,"GIRPuttingInside5",2016
50,42,"Charles Howell III",63,86.67,30,26,"GIRPuttingInside5",2016
50,56,"Chris Kirk",51,86.67,30,26,"GIRPuttingInside5",2016
50,62,"Martin Piller",37,86.67,15,13,"GIRPuttingInside5",2016
54,60,"Keegan Bradley",40,86.36,22,19,"GIRPuttingInside5",2016
54,34,"David Lingmerth",54,86.36,22,19,"GIRPuttingInside5",2016
56,66,"Lucas Glover",53,86.21,29,25,"GIRPuttingInside5",2016
56,62,"Luke List",51,86.21,29,25,"GIRPuttingInside5",2016
58,67,"Jason Bohn",37,85.71,21,18,"GIRPuttingInside5",2016
58,62,"Chesson Hadley",51,85.71,14,12,"GIRPuttingInside5",2016
58,62,"David Hearn",55,85.71,21,18,"GIRPuttingInside5",2016
58,77,"Hunter Mahan",43,85.71,21,18,"GIRPuttingInside5",2016
58,69,"George McNeill",33,85.71,14,12,"GIRPuttingInside5",2016
63,82,"Peter Malnati",53,85.19,27,23,"GIRPuttingInside5",2016
64,14,"Daniel Berger",52,85,20,17,"GIRPuttingInside5",2016
64,77,"Padraig Harrington",38,85,20,17,"GIRPuttingInside5",2016
66,69,"Rhein Gibson",36,84.62,13,11,"GIRPuttingInside5",2016
66,69,"Branden Grace",31,84.62,13,11,"GIRPuttingInside5",2016
66,69,"Jerry Kelly",44,84.62,13,11,"GIRPuttingInside5",2016
66,999,"Scott Langley",41,84.62,13,11,"GIRPuttingInside5",2016
66,29,"Rob Oppenheim",37,84.62,13,11,"GIRPuttingInside5",2016
66,69,"Wes Roach",33,84.62,13,11,"GIRPuttingInside5",2016
72,77,"Freddie Jacobson",54,84.21,19,16,"GIRPuttingInside5",2016
72,85,"Ryan Moore",40,84.21,19,16,"GIRPuttingInside5",2016
74,82,"Stewart Cink",45,84,25,21,"GIRPuttingInside5",2016
74,82,"Zach Johnson",42,84,25,21,"GIRPuttingInside5",2016
76,102,"Michael Kim",62,83.78,37,31,"GIRPuttingInside5",2016
77,85,"Thomas Aiken",42,83.33,12,10,"GIRPuttingInside5",2016
77,69,"Paul Casey",39,83.33,18,15,"GIRPuttingInside5",2016
77,94,"Whee Kim",54,83.33,18,15,"GIRPuttingInside5",2016
77,94,"Kelly Kraft",35,83.33,18,15,"GIRPuttingInside5",2016
77,48,"Andrew Loupe",50,83.33,18,15,"GIRPuttingInside5",2016
77,55,"Will Ma Kenzie",54,83.33,24,20,"GIRPuttingInside5",2016
77,85,"Carl Pettersson",31,83.33,12,10,"GIRPuttingInside5",2016
77,48,"Scott Pinckney",53,83.33,18,15,"GIRPuttingInside5",2016
77,85,"Brendon Todd",43,83.33,12,10,"GIRPuttingInside5",2016
77,85,"Jimmy Walker",43,83.33,30,25,"GIRPuttingInside5",2016
87,91,"Aaron Baddeley",51,82.61,23,19,"GIRPuttingInside5",2016
88,102,"Matt Jones",45,82.35,17,14,"GIRPuttingInside5",2016
88,17,"Anirban Lahiri",44,82.35,17,14,"GIRPuttingInside5",2016
88,102,"Francesco Molinari",36,82.35,17,14,"GIRPuttingInside5",2016
91,69,"Jamie Lovemark",57,82.14,28,23,"GIRPuttingInside5",2016
92,77,"Angel Cabrera",42,81.82,22,18,"GIRPuttingInside5",2016
92,110,"Jamie Donaldson",28,81.82,11,9,"GIRPuttingInside5",2016
92,110,"Ernie Els",34,81.82,11,9,"GIRPuttingInside5",2016
92,96,"Emiliano Grillo",47,81.82,22,18,"GIRPuttingInside5",2016
92,110,"Tom Hoge",47,81.82,22,18,"GIRPuttingInside5",2016
92,96,"DH Lee",35,81.82,11,9,"GIRPuttingInside5",2016
92,108,"Spencer Levin",62,81.82,33,27,"GIRPuttingInside5",2016
92,96,"Shane Lowry",35,81.82,11,9,"GIRPuttingInside5",2016
92,96,"Dicky Pride",33,81.82,11,9,"GIRPuttingInside5",2016
92,36,"Justin Rose",35,81.82,22,18,"GIRPuttingInside5",2016
102,107,"Tyrone Van Aswegen",67,81.48,27,22,"GIRPuttingInside5",2016
103,102,"Brooks Koepka",39,81.25,16,13,"GIRPuttingInside5",2016
103,143,"Rory McIlroy",37,81.25,16,13,"GIRPuttingInside5",2016
103,110,"Brendan Steele",48,81.25,16,13,"GIRPuttingInside5",2016
106,77,"Blayne Barber",44,80.95,21,17,"GIRPuttingInside5",2016
107,108,"Nick Taylor",57,80.65,31,25,"GIRPuttingInside5",2016
108,110,"Chad Campbell",54,80.56,36,29,"GIRPuttingInside5",2016
109,110,"Abraham Ancer",26,80,10,8,"GIRPuttingInside5",2016
109,91,"Stuart Appleby",39,80,25,20,"GIRPuttingInside5",2016
109,110,"Brendon de Jonge",55,80,15,12,"GIRPuttingInside5",2016
109,110,"Bill Haas",42,80,10,8,"GIRPuttingInside5",2016
109,85,"JB Holmes",39,80,20,16,"GIRPuttingInside5",2016
109,132,"Adam Scott",39,80,15,12,"GIRPuttingInside5",2016
109,110,"Steve Stricker",25,80,10,8,"GIRPuttingInside5",2016
116,121,"John Huh",51,79.41,34,27,"GIRPuttingInside5",2016
117,122,"Billy Horschel",45,79.31,29,23,"GIRPuttingInside5",2016
118,126,"Kevin Kisner",49,79.17,24,19,"GIRPuttingInside5",2016
119,158,"James Hahn",45,78.95,19,15,"GIRPuttingInside5",2016
119,123,"Carlos Ortiz",47,78.95,19,15,"GIRPuttingInside5",2016
119,137,"Patrick Reed",53,78.95,19,15,"GIRPuttingInside5",2016
119,56,"Robert Streb",51,78.95,19,15,"GIRPuttingInside5",2016
123,125,"KJ Choi",47,78.57,28,22,"GIRPuttingInside5",2016
123,69,"Jason Gore",51,78.57,14,11,"GIRPuttingInside5",2016
123,130,"Ben Martin",48,78.57,28,22,"GIRPuttingInside5",2016
123,96,"Ian Poulter",37,78.57,14,11,"GIRPuttingInside5",2016
123,96,"Tim Wilkinson",40,78.57,14,11,"GIRPuttingInside5",2016
128,126,"Russell Henley",42,78.26,23,18,"GIRPuttingInside5",2016
128,126,"Charley Hoffman",49,78.26,23,18,"GIRPuttingInside5",2016
128,150,"Kyle Reifers",63,78.26,23,18,"GIRPuttingInside5",2016
128,106,"Cameron Tringale",47,78.26,23,18,"GIRPuttingInside5",2016
128,140,"Camilo Villegas",50,78.26,23,18,"GIRPuttingInside5",2016
133,141,"Mark Hubbard",73,77.78,27,21,"GIRPuttingInside5",2016
133,132,"Chris Stroud",52,77.78,27,21,"GIRPuttingInside5",2016
135,130,"Tony Finau",49,77.27,22,17,"GIRPuttingInside5",2016
135,123,"Gary Woodland",45,77.27,22,17,"GIRPuttingInside5",2016
137,143,"Scott Brown",59,76.92,26,20,"GIRPuttingInside5",2016
137,132,"Graeme McDowell",33,76.92,13,10,"GIRPuttingInside5",2016
137,132,"Pat Perez",28,76.92,13,10,"GIRPuttingInside5",2016
137,132,"Webb Simpson",34,76.92,13,10,"GIRPuttingInside5",2016
137,143,"Brett Stegmaier",57,76.92,26,20,"GIRPuttingInside5",2016
142,141,"Scott Stallings",46,76.67,30,23,"GIRPuttingInside5",2016
143,137,"Cameron Smith",45,76.47,17,13,"GIRPuttingInside5",2016
143,137,"Shawn Stefani",45,76.47,17,13,"GIRPuttingInside5",2016
145,155,"Roberto Castro",55,76.32,38,29,"GIRPuttingInside5",2016
146,91,"Will Wilcox",47,76,25,19,"GIRPuttingInside5",2016
147,126,"Boo Weekley",53,75.86,29,22,"GIRPuttingInside5",2016
148,152,"Hiroshi Iwata",51,75,16,12,"GIRPuttingInside5",2016
148,143,"Jason Kokrak",52,75,24,18,"GIRPuttingInside5",2016
148,143,"DA Points",32,75,16,12,"GIRPuttingInside5",2016
148,110,"Ollie Schniederjans",23,75,12,9,"GIRPuttingInside5",2016
152,154,"Bronson Burgoon",53,74.07,27,20,"GIRPuttingInside5",2016
153,110,"Patton Kizzire",57,73.91,23,17,"GIRPuttingInside5",2016
154,165,"Alex Cejka",47,73.68,19,14,"GIRPuttingInside5",2016
155,155,"Justin Hicks",26,72.73,11,8,"GIRPuttingInside5",2016
156,165,"Johnson Wagner",44,72.22,18,13,"GIRPuttingInside5",2016
156,157,"Steve Wheatcroft",53,72.22,18,13,"GIRPuttingInside5",2016
158,158,"Fabian Gomez",49,72,25,18,"GIRPuttingInside5",2016
158,143,"Greg Owen",56,72,25,18,"GIRPuttingInside5",2016
160,162,"Jeff Overton",51,71.43,21,15,"GIRPuttingInside5",2016
160,158,"Patrick Rodgers",49,71.43,28,20,"GIRPuttingInside5",2016
160,150,"Justin Thomas",53,71.43,21,15,"GIRPuttingInside5",2016
163,149,"Zac Blair",56,70.83,24,17,"GIRPuttingInside5",2016
163,161,"Smylie Kaufman",57,70.83,24,17,"GIRPuttingInside5",2016
165,163,"Si Woo Kim",63,70,30,21,"GIRPuttingInside5",2016
166,178,"Luke Donald",49,69.23,13,9,"GIRPuttingInside5",2016
166,164,"Charl Schwartzel",29,69.23,13,9,"GIRPuttingInside5",2016
168,167,"Harold Varner III",58,68.97,29,20,"GIRPuttingInside5",2016
169,152,"Steve Marino",40,68.75,16,11,"GIRPuttingInside5",2016
170,171,"Chad Collins",45,66.67,18,12,"GIRPuttingInside5",2016
170,179,"Erik Compton",45,66.67,15,10,"GIRPuttingInside5",2016
170,168,"Russell Knox",48,66.67,15,10,"GIRPuttingInside5",2016
170,174,"Mark Wilson",42,66.67,12,8,"GIRPuttingInside5",2016
174,170,"William McGirt",54,65.22,23,15,"GIRPuttingInside5",2016
174,169,"Seung Yul Noh",54,65.22,23,15,"GIRPuttingInside5",2016
176,176,"Robert Garrigus",34,64.71,17,11,"GIRPuttingInside5",2016
177,172,"Tyler Aldridge",53,64.29,14,9,"GIRPuttingInside5",2016
178,999,"Brian Stuard",24,63.64,11,7,"GIRPuttingInside5",2016
179,175,"Jason Dufner",53,63.16,19,12,"GIRPuttingInside5",2016
180,177,"Chez Reavie",56,61.54,26,16,"GIRPuttingInside5",2016
181,172,"Matt Every",34,60,15,9,"GIRPuttingInside5",2016
182,180,"JJ Henry",44,52.38,21,11,"GIRPuttingInside5",2016
