"Round5ScoringAverage_RANKTHISWEEK_2009","Round5ScoringAverage_RANKLASTWEEK_2009","Round5ScoringAverage_PLAYERNAME_2009","Round5ScoringAverage__2009","Round5ScoringAverage_AVG_2009","Round5ScoringAverage_TOTALSTROKES_2009","Round5ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Stephen Ames",NA,63,63,1,"Round5ScoringAverage",2009
2,2,"Chad Campbell",NA,64,64,1,"Round5ScoringAverage",2009
2,2,"Matt Kuchar",NA,64,64,1,"Round5ScoringAverage",2009
4,4,"Brad Adamonis",NA,65,65,1,"Round5ScoringAverage",2009
4,4,"Nick Watney",NA,65,65,1,"Round5ScoringAverage",2009
6,6,"Cameron Beckman",NA,66,66,1,"Round5ScoringAverage",2009
6,6,"Brian Gay",NA,66,66,1,"Round5ScoringAverage",2009
8,8,"Joe Durant",NA,67,67,1,"Round5ScoringAverage",2009
8,8,"Bill Haas",NA,67,67,1,"Round5ScoringAverage",2009
8,8,"Colt Knost",NA,67,67,1,"Round5ScoringAverage",2009
8,8,"John Merrick",NA,67,67,1,"Round5ScoringAverage",2009
8,8,"Bo Van Pelt",NA,67,67,1,"Round5ScoringAverage",2009
8,8,"Mike Weir",NA,67,67,1,"Round5ScoringAverage",2009
14,14,"Ken Duke",NA,68,68,1,"Round5ScoringAverage",2009
14,14,"Lucas Glover",NA,68,68,1,"Round5ScoringAverage",2009
14,14,"Joe Ogilvie",NA,68,68,1,"Round5ScoringAverage",2009
14,14,"John Senden",NA,68,68,1,"Round5ScoringAverage",2009
18,18,"Alex Cejka",NA,69,69,1,"Round5ScoringAverage",2009
18,18,"Tim Clark",NA,69,69,1,"Round5ScoringAverage",2009
18,18,"Ben Crane",NA,69,69,1,"Round5ScoringAverage",2009
18,18,"Charley Hoffman",NA,69,69,1,"Round5ScoringAverage",2009
18,18,"Jerry Kelly",NA,69,69,1,"Round5ScoringAverage",2009
18,18,"Cliff Kresge",NA,69,69,1,"Round5ScoringAverage",2009
18,18,"Justin Leonard",NA,69,69,1,"Round5ScoringAverage",2009
18,18,"Bill Lunde",NA,69,69,1,"Round5ScoringAverage",2009
18,18,"Steve Marino",NA,69,69,1,"Round5ScoringAverage",2009
18,18,"Pat Perez",NA,69,69,1,"Round5ScoringAverage",2009
18,18,"Tom Pernice Jr",NA,69,69,1,"Round5ScoringAverage",2009
18,18,"Scott Piercy",NA,69,69,1,"Round5ScoringAverage",2009
18,18,"Webb Simpson",NA,69,69,1,"Round5ScoringAverage",2009
18,18,"David Toms",NA,69,69,1,"Round5ScoringAverage",2009
32,32,"Michael Allen",NA,70,70,1,"Round5ScoringAverage",2009
32,32,"Woody Austin",NA,70,70,1,"Round5ScoringAverage",2009
32,32,"Chris DiMarco",NA,70,70,1,"Round5ScoringAverage",2009
32,32,"Ryuji Imada",NA,70,70,1,"Round5ScoringAverage",2009
32,32,"Richard Johnson",NA,70,70,1,"Round5ScoringAverage",2009
32,32,"Martin Laird",NA,70,70,1,"Round5ScoringAverage",2009
32,32,"Nicholas Thompson",NA,70,70,1,"Round5ScoringAverage",2009
32,32,"DJ Trahan",NA,70,70,1,"Round5ScoringAverage",2009
40,40,"Briny Baird",NA,71,71,1,"Round5ScoringAverage",2009
40,40,"Rich Beem",NA,71,71,1,"Round5ScoringAverage",2009
40,40,"Fred Couples",NA,71,71,1,"Round5ScoringAverage",2009
40,40,"Mathew Goggin",NA,71,71,1,"Round5ScoringAverage",2009
40,40,"John Mallinger",NA,71,71,1,"Round5ScoringAverage",2009
40,40,"Tim Petrovic",NA,71,71,1,"Round5ScoringAverage",2009
40,40,"Heath Slocum",NA,71,71,1,"Round5ScoringAverage",2009
40,40,"Chris Stroud",NA,71,71,1,"Round5ScoringAverage",2009
40,40,"Charlie Wi",NA,71,71,1,"Round5ScoringAverage",2009
40,40,"Dean Wilson",NA,71,71,1,"Round5ScoringAverage",2009
40,40,"Casey Wittenberg",NA,71,71,1,"Round5ScoringAverage",2009
51,51,"Jason Dufner",NA,72,72,1,"Round5ScoringAverage",2009
51,51,"Bob Estes",NA,72,72,1,"Round5ScoringAverage",2009
51,51,"Dustin Johnson",NA,72,72,1,"Round5ScoringAverage",2009
51,51,"Michael Letzig",NA,72,72,1,"Round5ScoringAverage",2009
51,51,"David Mathis",NA,72,72,1,"Round5ScoringAverage",2009
51,51,"Scott McCarron",NA,72,72,1,"Round5ScoringAverage",2009
51,51,"Rick Price",NA,72,72,1,"Round5ScoringAverage",2009
58,58,"Robert Garrigus",NA,73,73,1,"Round5ScoringAverage",2009
58,58,"Jeff Klauk",NA,73,73,1,"Round5ScoringAverage",2009
58,58,"Ryan Palmer",NA,73,73,1,"Round5ScoringAverage",2009
58,58,"Kevin Sutherland",NA,73,73,1,"Round5ScoringAverage",2009
62,62,"Peter Lonard",NA,74,74,1,"Round5ScoringAverage",2009
62,62,"Steve Lowery",NA,74,74,1,"Round5ScoringAverage",2009
64,64,"Jason Bohn",NA,75,75,1,"Round5ScoringAverage",2009
64,64,"Chez Reavie",NA,75,75,1,"Round5ScoringAverage",2009
64,64,"Kirk Triplett",NA,75,75,1,"Round5ScoringAverage",2009
64,64,"Bubba Watson",NA,75,75,1,"Round5ScoringAverage",2009
68,68,"Vaughn Taylor",NA,76,76,1,"Round5ScoringAverage",2009
69,69,"Glen Day",NA,77,77,1,"Round5ScoringAverage",2009
69,69,"Steve Stricker",NA,77,77,1,"Round5ScoringAverage",2009
71,71,"Brendon de Jonge",NA,78,78,1,"Round5ScoringAverage",2009
