"YTDRoundsin60sStreak_RANKTHISWEEK_2016","YTDRoundsin60sStreak_RANKLASTWEEK_2016","YTDRoundsin60sStreak_PLAYERNAME_2016","YTDRoundsin60sStreak__2016","YTDRoundsin60sStreak_BESTSTREAK_2016","stat_name","year"
1,1,"Jamie Lovemark",NA,11,"YTDRoundsin60sStreak",2016
2,2,"Charles Howell III",NA,10,"YTDRoundsin60sStreak",2016
3,3,"Jason Dufner",NA,9,"YTDRoundsin60sStreak",2016
4,4,"Brice Garnett",NA,8,"YTDRoundsin60sStreak",2016
4,4,"Kevin Na",NA,8,"YTDRoundsin60sStreak",2016
4,4,"Ryan Palmer",NA,8,"YTDRoundsin60sStreak",2016
4,4,"Adam Scott",NA,8,"YTDRoundsin60sStreak",2016
4,4,"Cameron Tringale",NA,8,"YTDRoundsin60sStreak",2016
9,9,"Si Woo Kim",NA,7,"YTDRoundsin60sStreak",2016
9,9,"Russell Knox",NA,7,"YTDRoundsin60sStreak",2016
9,9,"William McGirt",NA,7,"YTDRoundsin60sStreak",2016
9,9,"Seung Yul Noh",NA,7,"YTDRoundsin60sStreak",2016
9,9,"Scott Piercy",NA,7,"YTDRoundsin60sStreak",2016
9,9,"Patrick Reed",NA,7,"YTDRoundsin60sStreak",2016
9,9,"Johnson Wagner",NA,7,"YTDRoundsin60sStreak",2016
9,9,"Gary Woodland",NA,7,"YTDRoundsin60sStreak",2016
17,17,"Daniel Berger",NA,6,"YTDRoundsin60sStreak",2016
17,17,"Chad Campbell",NA,6,"YTDRoundsin60sStreak",2016
17,17,"Graham DeLaet",NA,6,"YTDRoundsin60sStreak",2016
17,17,"Tony Finau",NA,6,"YTDRoundsin60sStreak",2016
17,17,"Rickie Fowler",NA,6,"YTDRoundsin60sStreak",2016
17,17,"Adam Hadwin",NA,6,"YTDRoundsin60sStreak",2016
17,17,"Brian Harman",NA,6,"YTDRoundsin60sStreak",2016
17,17,"John Huh",NA,6,"YTDRoundsin60sStreak",2016
17,17,"Smylie Kaufman",NA,6,"YTDRoundsin60sStreak",2016
17,17,"Jerry Kelly",NA,6,"YTDRoundsin60sStreak",2016
17,17,"Kevin Kisner",NA,6,"YTDRoundsin60sStreak",2016
17,17,"Marc Leishman",NA,6,"YTDRoundsin60sStreak",2016
17,17,"David Lingmerth",NA,6,"YTDRoundsin60sStreak",2016
17,17,"Hideki Matsuyama",NA,6,"YTDRoundsin60sStreak",2016
