"EarlyPar5ScoringAverage_RANKTHISWEEK_2009","EarlyPar5ScoringAverage_RANKLASTWEEK_2009","EarlyPar5ScoringAverage_PLAYERNAME_2009","EarlyPar5ScoringAverage_ROUNDS_2009","EarlyPar5ScoringAverage_AVG_2009","EarlyPar5ScoringAverage_TOTALSTROKES_2009","EarlyPar5ScoringAverage_TOTALHOLES_2009","stat_name","year"
26,26,"Dustin Johnson",85,4.61,563,122,"EarlyPar5ScoringAverage",2009
26,26,"Jerry Kelly",90,4.61,590,128,"EarlyPar5ScoringAverage",2009
26,26,"Anthony Kim",76,4.61,443,96,"EarlyPar5ScoringAverage",2009
26,26,"Martin Laird",72,4.61,461,100,"EarlyPar5ScoringAverage",2009
26,26,"Davis Love III",89,4.61,609,132,"EarlyPar5ScoringAverage",2009
26,26,"Steve Marino",98,4.61,585,127,"EarlyPar5ScoringAverage",2009
26,26,"Tag Ridings",50,4.61,309,67,"EarlyPar5ScoringAverage",2009
39,39,"Alex Cejka",82,4.62,578,125,"EarlyPar5ScoringAverage",2009
39,39,"Fred Couples",54,4.62,393,85,"EarlyPar5ScoringAverage",2009
39,39,"Jason Day",61,4.62,434,94,"EarlyPar5ScoringAverage",2009
39,39,"Brendon de Jonge",90,4.62,697,151,"EarlyPar5ScoringAverage",2009
39,39,"Michael Letzig",96,4.62,716,155,"EarlyPar5ScoringAverage",2009
39,39,"James Nitties",86,4.62,480,104,"EarlyPar5ScoringAverage",2009
39,39,"Camilo Villegas",76,4.62,527,114,"EarlyPar5ScoringAverage",2009
46,46,"Stuart Appleby",79,4.63,565,122,"EarlyPar5ScoringAverage",2009
46,46,"Tim Herron",87,4.63,592,128,"EarlyPar5ScoringAverage",2009
46,46,"Hunter Mahan",94,4.63,634,137,"EarlyPar5ScoringAverage",2009
46,46,"Kevin Na",91,4.63,629,136,"EarlyPar5ScoringAverage",2009
46,46,"Tom Pernice Jr",82,4.63,644,139,"EarlyPar5ScoringAverage",2009
46,46,"Kenny Perry",92,4.63,556,120,"EarlyPar5ScoringAverage",2009
46,46,"Kevin Stadler",65,4.63,421,91,"EarlyPar5ScoringAverage",2009
46,46,"Scott Verplank",88,4.63,514,111,"EarlyPar5ScoringAverage",2009
54,54,"Robert Allenby",71,4.64,487,105,"EarlyPar5ScoringAverage",2009
54,54,"Mathew Goggin",76,4.64,557,120,"EarlyPar5ScoringAverage",2009
54,54,"Bill Lunde",83,4.64,641,138,"EarlyPar5ScoringAverage",2009
54,54,"Ted Purdy",101,4.64,752,162,"EarlyPar5ScoringAverage",2009
54,54,"Adam Scott",53,4.64,362,78,"EarlyPar5ScoringAverage",2009
54,54,"Johnson Wagner",81,4.64,603,130,"EarlyPar5ScoringAverage",2009
54,54,"Jimmy Walker",74,4.64,580,125,"EarlyPar5ScoringAverage",2009
54,54,"Mike Weir",85,4.64,613,132,"EarlyPar5ScoringAverage",2009
54,54,"Dean Wilson",81,4.64,706,152,"EarlyPar5ScoringAverage",2009
54,54,"Mark Wilson",99,4.64,696,150,"EarlyPar5ScoringAverage",2009
64,64,"Brad Adamonis",70,4.65,581,125,"EarlyPar5ScoringAverage",2009
64,64,"Cameron Beckman",87,4.65,679,146,"EarlyPar5ScoringAverage",2009
64,64,"Jason Bohn",88,4.65,712,153,"EarlyPar5ScoringAverage",2009
64,64,"Greg Chalmers",85,4.65,512,110,"EarlyPar5ScoringAverage",2009
64,64,"Marc Leishman",91,4.65,618,133,"EarlyPar5ScoringAverage",2009
64,64,"Troy Matteson",95,4.65,684,147,"EarlyPar5ScoringAverage",2009
64,64,"Jeff Overton",92,4.65,647,139,"EarlyPar5ScoringAverage",2009
64,64,"Bo Van Pelt",100,4.65,721,155,"EarlyPar5ScoringAverage",2009
72,72,"Chad Campbell",90,4.66,722,155,"EarlyPar5ScoringAverage",2009
72,72,"Lucas Glover",93,4.66,541,116,"EarlyPar5ScoringAverage",2009
72,72,"George McNeill",82,4.66,596,128,"EarlyPar5ScoringAverage",2009
72,72,"Bryce Molder",69,4.66,382,82,"EarlyPar5ScoringAverage",2009
72,72,"Greg Owen",97,4.66,676,145,"EarlyPar5ScoringAverage",2009
72,72,"Vijay Singh",71,4.66,480,103,"EarlyPar5ScoringAverage",2009
72,72,"Kevin Sutherland",96,4.66,871,187,"EarlyPar5ScoringAverage",2009
72,72,"Nicholas Thompson",96,4.66,834,179,"EarlyPar5ScoringAverage",2009
72,72,"David Toms",98,4.66,643,138,"EarlyPar5ScoringAverage",2009
72,72,"Brian Vranesh",51,4.66,419,90,"EarlyPar5ScoringAverage",2009
82,82,"Matt Bettencourt",98,4.67,724,155,"EarlyPar5ScoringAverage",2009
82,82,"Derek Fathauer",63,4.67,481,103,"EarlyPar5ScoringAverage",2009
82,82,"Paul Goydos",79,4.67,542,116,"EarlyPar5ScoringAverage",2009
82,82,"Ryuji Imada",85,4.67,663,142,"EarlyPar5ScoringAverage",2009
82,82,"Nick OHern",90,4.67,644,138,"EarlyPar5ScoringAverage",2009
82,82,"Joe Ogilvie",85,4.67,607,130,"EarlyPar5ScoringAverage",2009
82,82,"Brett Quigley",92,4.67,691,148,"EarlyPar5ScoringAverage",2009
82,82,"Chris Riley",77,4.67,589,126,"EarlyPar5ScoringAverage",2009
82,82,"John Rollins",92,4.67,691,148,"EarlyPar5ScoringAverage",2009
82,82,"Rory Sabbatini",81,4.67,523,112,"EarlyPar5ScoringAverage",2009
82,82,"Jay Williamson",69,4.67,588,126,"EarlyPar5ScoringAverage",2009
93,93,"Aaron Baddeley",66,4.68,533,114,"EarlyPar5ScoringAverage",2009
93,93,"Mark Calcavecchia",72,4.68,623,133,"EarlyPar5ScoringAverage",2009
93,93,"Chris DiMarco",97,4.68,734,157,"EarlyPar5ScoringAverage",2009
93,93,"Joe Durant",62,4.68,519,111,"EarlyPar5ScoringAverage",2009
93,93,"Harrison Frazar",93,4.68,697,149,"EarlyPar5ScoringAverage",2009
93,93,"David Mathis",82,4.68,641,137,"EarlyPar5ScoringAverage",2009
93,93,"Parker McLachlin",71,4.68,655,140,"EarlyPar5ScoringAverage",2009
93,93,"Leif Olson",51,4.68,374,80,"EarlyPar5ScoringAverage",2009
93,93,"Andres Romero",58,4.68,482,103,"EarlyPar5ScoringAverage",2009
93,93,"Patrick Sheehan",51,4.68,421,90,"EarlyPar5ScoringAverage",2009
93,93,"Kevin Streelman",97,4.68,697,149,"EarlyPar5ScoringAverage",2009
104,104,"Ricky Barnes",67,4.69,464,99,"EarlyPar5ScoringAverage",2009
104,104,"Rich Beem",77,4.69,610,130,"EarlyPar5ScoringAverage",2009
104,104,"Ben Crane",93,4.69,694,148,"EarlyPar5ScoringAverage",2009
104,104,"Bob Estes",78,4.69,586,125,"EarlyPar5ScoringAverage",2009
104,104,"Jim Furyk",86,4.69,535,114,"EarlyPar5ScoringAverage",2009
104,104,"Nathan Green",104,4.69,779,166,"EarlyPar5ScoringAverage",2009
104,104,"JJ Henry",97,4.69,676,144,"EarlyPar5ScoringAverage",2009
104,104,"Freddie Jacobson",83,4.69,638,136,"EarlyPar5ScoringAverage",2009
104,104,"Steve Lowery",83,4.69,778,166,"EarlyPar5ScoringAverage",2009
104,104,"Ryan Moore",89,4.69,591,126,"EarlyPar5ScoringAverage",2009
104,104,"Pat Perez",74,4.69,516,110,"EarlyPar5ScoringAverage",2009
104,104,"DA Points",99,4.69,723,154,"EarlyPar5ScoringAverage",2009
104,104,"Aron Price",89,4.69,764,163,"EarlyPar5ScoringAverage",2009
104,104,"Justin Rose",71,4.69,521,111,"EarlyPar5ScoringAverage",2009
104,104,"Charles Warren",63,4.69,521,111,"EarlyPar5ScoringAverage",2009
119,119,"Cliff Kresge",78,4.7,526,112,"EarlyPar5ScoringAverage",2009
119,119,"Jeff Maggert",79,4.7,573,122,"EarlyPar5ScoringAverage",2009
119,119,"John Mallinger",90,4.7,799,170,"EarlyPar5ScoringAverage",2009
119,119,"Billy Mayfair",83,4.7,672,143,"EarlyPar5ScoringAverage",2009
119,119,"Darron Stiles",52,4.7,381,81,"EarlyPar5ScoringAverage",2009
119,119,"Vaughn Taylor",88,4.7,578,123,"EarlyPar5ScoringAverage",2009
125,125,"Briny Baird",89,4.71,542,115,"EarlyPar5ScoringAverage",2009
125,125,"Daniel Chopra",89,4.71,721,153,"EarlyPar5ScoringAverage",2009
125,125,"Ben Curtis",63,4.71,513,109,"EarlyPar5ScoringAverage",2009
125,125,"Steve Elkington",70,4.71,622,132,"EarlyPar5ScoringAverage",2009
125,125,"Richard Johnson",85,4.71,678,144,"EarlyPar5ScoringAverage",2009
125,125,"Spencer Levin",75,4.71,626,133,"EarlyPar5ScoringAverage",2009
125,125,"Peter Lonard",86,4.71,721,153,"EarlyPar5ScoringAverage",2009
125,125,"Will Ma Kenzie",69,4.71,528,112,"EarlyPar5ScoringAverage",2009
125,125,"Rocco Mediate",79,4.71,654,139,"EarlyPar5ScoringAverage",2009
125,125,"Webb Simpson",94,4.71,707,150,"EarlyPar5ScoringAverage",2009
125,125,"Charlie Wi",92,4.71,659,140,"EarlyPar5ScoringAverage",2009
136,136,"Angel Cabrera",55,4.72,392,83,"EarlyPar5ScoringAverage",2009
136,136,"Ken Duke",87,4.72,778,165,"EarlyPar5ScoringAverage",2009
136,136,"Padraig Harrington",66,4.72,496,105,"EarlyPar5ScoringAverage",2009
136,136,"Lee Janzen",74,4.72,562,119,"EarlyPar5ScoringAverage",2009
136,136,"Ryan Palmer",78,4.72,628,133,"EarlyPar5ScoringAverage",2009
136,136,"Jeff Quinney",78,4.72,689,146,"EarlyPar5ScoringAverage",2009
136,136,"Chez Reavie",81,4.72,679,144,"EarlyPar5ScoringAverage",2009
136,136,"Heath Slocum",95,4.72,750,159,"EarlyPar5ScoringAverage",2009
136,136,"Boo Weekley",79,4.72,481,102,"EarlyPar5ScoringAverage",2009
145,145,"Kris Blanks",60,4.73,435,92,"EarlyPar5ScoringAverage",2009
145,145,"Jason Dufner",90,4.73,677,143,"EarlyPar5ScoringAverage",2009
145,145,"Casey Wittenberg",71,4.73,516,109,"EarlyPar5ScoringAverage",2009
148,148,"Ernie Els",70,4.74,436,92,"EarlyPar5ScoringAverage",2009
148,148,"Brian Gay",96,4.74,715,151,"EarlyPar5ScoringAverage",2009
148,148,"Bob Heintz",59,4.74,446,94,"EarlyPar5ScoringAverage",2009
148,148,"Jarrod Lyle",65,4.74,517,109,"EarlyPar5ScoringAverage",2009
148,148,"Sean OHair",80,4.74,474,100,"EarlyPar5ScoringAverage",2009
148,148,"Carl Pettersson",86,4.74,602,127,"EarlyPar5ScoringAverage",2009
148,148,"Scott Sterling",51,4.74,403,85,"EarlyPar5ScoringAverage",2009
155,155,"Tommy Armour III",58,4.75,451,95,"EarlyPar5ScoringAverage",2009
156,156,"Steve Flesch",77,4.76,667,140,"EarlyPar5ScoringAverage",2009
156,156,"Jason Gore",74,4.76,609,128,"EarlyPar5ScoringAverage",2009
156,156,"Jeff Klauk",97,4.76,738,155,"EarlyPar5ScoringAverage",2009
159,159,"Mark Brooks",55,4.77,530,111,"EarlyPar5ScoringAverage",2009
159,159,"KJ Choi",65,4.77,482,101,"EarlyPar5ScoringAverage",2009
159,159,"Glen Day",79,4.77,591,124,"EarlyPar5ScoringAverage",2009
159,159,"David Duval",56,4.77,420,88,"EarlyPar5ScoringAverage",2009
159,159,"Kent Jones",73,4.77,582,122,"EarlyPar5ScoringAverage",2009
159,159,"John Merrick",91,4.77,610,128,"EarlyPar5ScoringAverage",2009
159,159,"Corey Pavin",73,4.77,610,128,"EarlyPar5ScoringAverage",2009
159,159,"Ian Poulter",59,4.77,310,65,"EarlyPar5ScoringAverage",2009
159,159,"Gary Woodland",53,4.77,401,84,"EarlyPar5ScoringAverage",2009
168,168,"Bart Bryant",58,4.78,397,83,"EarlyPar5ScoringAverage",2009
168,168,"JB Holmes",74,4.78,574,120,"EarlyPar5ScoringAverage",2009
168,168,"Phil Mickelson",66,4.78,507,106,"EarlyPar5ScoringAverage",2009
168,168,"Rod Pampling",72,4.78,478,100,"EarlyPar5ScoringAverage",2009
168,168,"Peter Tomasulo",61,4.78,449,94,"EarlyPar5ScoringAverage",2009
173,173,"Michael Allen",73,4.79,522,109,"EarlyPar5ScoringAverage",2009
174,174,"Colt Knost",71,4.8,528,110,"EarlyPar5ScoringAverage",2009
175,175,"Brendon Todd",53,4.81,385,80,"EarlyPar5ScoringAverage",2009
176,176,"Todd Hamilton",83,4.82,646,134,"EarlyPar5ScoringAverage",2009
176,176,"Kirk Triplett",60,4.82,535,111,"EarlyPar5ScoringAverage",2009
178,178,"Brian Bateman",55,4.83,449,93,"EarlyPar5ScoringAverage",2009
178,178,"Brad Faxon",59,4.83,497,103,"EarlyPar5ScoringAverage",2009
178,178,"Greg Kraft",51,4.83,449,93,"EarlyPar5ScoringAverage",2009
181,181,"Rick Price",54,4.84,465,96,"EarlyPar5ScoringAverage",2009
182,182,"Eric Axley",71,4.86,617,127,"EarlyPar5ScoringAverage",2009
183,183,"Tom Lehman",55,4.9,446,91,"EarlyPar5ScoringAverage",2009
184,184,"Marc Turnesa",77,4.94,613,124,"EarlyPar5ScoringAverage",2009
