"TenthTeeLateRound2ScoringAverage_RANKTHISWEEK_2007","TenthTeeLateRound2ScoringAverage_RANKLASTWEEK_2007","TenthTeeLateRound2ScoringAverage_PLAYERNAME_2007","TenthTeeLateRound2ScoringAverage__2007","TenthTeeLateRound2ScoringAverage_AVG_2007","TenthTeeLateRound2ScoringAverage_TOTALSTROKES_2007","TenthTeeLateRound2ScoringAverage_TOTALROUNDS_2007","stat_name","year"
1,1,"Padraig Harrington",NA,68,68,1,"TenthTeeLateRound2ScoringAverage",2007
2,2,"David Toms",NA,68.25,273,4,"TenthTeeLateRound2ScoringAverage",2007
3,3,"Ryan Moore",NA,68.33,205,3,"TenthTeeLateRound2ScoringAverage",2007
3,3,"John Rollins",NA,68.33,205,3,"TenthTeeLateRound2ScoringAverage",2007
5,5,"Kenny Perry",NA,68.75,550,8,"TenthTeeLateRound2ScoringAverage",2007
6,6,"Zach Johnson",NA,69,69,1,"TenthTeeLateRound2ScoringAverage",2007
6,6,"Chris Riley",NA,69,138,2,"TenthTeeLateRound2ScoringAverage",2007
8,8,"Nick Watney",NA,69.13,553,8,"TenthTeeLateRound2ScoringAverage",2007
9,9,"Bill Haas",NA,69.17,415,6,"TenthTeeLateRound2ScoringAverage",2007
10,10,"Jonathan Byrd",NA,69.33,208,3,"TenthTeeLateRound2ScoringAverage",2007
10,10,"Charles Howell III",NA,69.33,208,3,"TenthTeeLateRound2ScoringAverage",2007
12,12,"Jason Bohn",NA,69.5,139,2,"TenthTeeLateRound2ScoringAverage",2007
12,12,"Davis Love III",NA,69.5,139,2,"TenthTeeLateRound2ScoringAverage",2007
12,12,"Sean OHair",NA,69.5,417,6,"TenthTeeLateRound2ScoringAverage",2007
12,12,"Ian Poulter",NA,69.5,139,2,"TenthTeeLateRound2ScoringAverage",2007
12,12,"Justin Rose",NA,69.5,139,2,"TenthTeeLateRound2ScoringAverage",2007
12,12,"Brandt Snedeker",NA,69.5,278,4,"TenthTeeLateRound2ScoringAverage",2007
18,18,"Jeff Brehaut",NA,69.57,487,7,"TenthTeeLateRound2ScoringAverage",2007
19,19,"Jason Dufner",NA,69.6,348,5,"TenthTeeLateRound2ScoringAverage",2007
20,20,"Bart Bryant",NA,69.63,557,8,"TenthTeeLateRound2ScoringAverage",2007
21,21,"Michael Sim",NA,69.67,209,3,"TenthTeeLateRound2ScoringAverage",2007
21,21,"Charles Warren",NA,69.67,418,6,"TenthTeeLateRound2ScoringAverage",2007
23,23,"Craig Bowden",NA,69.71,488,7,"TenthTeeLateRound2ScoringAverage",2007
24,24,"Joe Durant",NA,69.75,279,4,"TenthTeeLateRound2ScoringAverage",2007
24,24,"Tom Johnson",NA,69.75,279,4,"TenthTeeLateRound2ScoringAverage",2007
24,24,"Steve Lowery",NA,69.75,558,8,"TenthTeeLateRound2ScoringAverage",2007
24,24,"Kevin Sutherland",NA,69.75,279,4,"TenthTeeLateRound2ScoringAverage",2007
28,28,"Camilo Villegas",NA,69.8,349,5,"TenthTeeLateRound2ScoringAverage",2007
28,28,"Charlie Wi",NA,69.8,349,5,"TenthTeeLateRound2ScoringAverage",2007
30,30,"Nathan Green",NA,69.83,419,6,"TenthTeeLateRound2ScoringAverage",2007
31,31,"Robert Allenby",NA,69.86,489,7,"TenthTeeLateRound2ScoringAverage",2007
31,31,"John Mallinger",NA,69.86,489,7,"TenthTeeLateRound2ScoringAverage",2007
33,33,"Lucas Glover",NA,70,140,2,"TenthTeeLateRound2ScoringAverage",2007
33,33,"Jeff Gove",NA,70,630,9,"TenthTeeLateRound2ScoringAverage",2007
33,33,"Steve Marino",NA,70,630,9,"TenthTeeLateRound2ScoringAverage",2007
33,33,"Phil Mickelson",NA,70,70,1,"TenthTeeLateRound2ScoringAverage",2007
37,37,"Kevin Na",NA,70.13,561,8,"TenthTeeLateRound2ScoringAverage",2007
38,38,"John Merrick",NA,70.14,491,7,"TenthTeeLateRound2ScoringAverage",2007
39,39,"Andrew Buckle",NA,70.25,281,4,"TenthTeeLateRound2ScoringAverage",2007
39,39,"Stephen Leaney",NA,70.25,281,4,"TenthTeeLateRound2ScoringAverage",2007
39,39,"Dicky Pride",NA,70.25,281,4,"TenthTeeLateRound2ScoringAverage",2007
39,39,"John Senden",NA,70.25,281,4,"TenthTeeLateRound2ScoringAverage",2007
43,43,"Mathew Goggin",NA,70.33,422,6,"TenthTeeLateRound2ScoringAverage",2007
43,43,"Jerry Kelly",NA,70.33,422,6,"TenthTeeLateRound2ScoringAverage",2007
43,43,"Nick OHern",NA,70.33,211,3,"TenthTeeLateRound2ScoringAverage",2007
43,43,"Tag Ridings",NA,70.33,422,6,"TenthTeeLateRound2ScoringAverage",2007
47,47,"Ken Duke",NA,70.38,563,8,"TenthTeeLateRound2ScoringAverage",2007
48,48,"Cameron Beckman",NA,70.43,493,7,"TenthTeeLateRound2ScoringAverage",2007
49,49,"Geoff Ogilvy",NA,70.5,282,4,"TenthTeeLateRound2ScoringAverage",2007
49,49,"Steve Stricker",NA,70.5,423,6,"TenthTeeLateRound2ScoringAverage",2007
49,49,"Jaco Van Zyl",NA,70.5,141,2,"TenthTeeLateRound2ScoringAverage",2007
52,52,"Mark Wilson",NA,70.55,776,11,"TenthTeeLateRound2ScoringAverage",2007
53,53,"Marco Dawson",NA,70.57,494,7,"TenthTeeLateRound2ScoringAverage",2007
53,53,"Tripp Isenhour",NA,70.57,494,7,"TenthTeeLateRound2ScoringAverage",2007
55,55,"Darron Stiles",NA,70.6,353,5,"TenthTeeLateRound2ScoringAverage",2007
55,55,"Bo Van Pelt",NA,70.6,706,10,"TenthTeeLateRound2ScoringAverage",2007
57,57,"Briny Baird",NA,70.63,565,8,"TenthTeeLateRound2ScoringAverage",2007
57,57,"Harrison Frazar",NA,70.63,565,8,"TenthTeeLateRound2ScoringAverage",2007
59,59,"Tim Petrovic",NA,70.64,777,11,"TenthTeeLateRound2ScoringAverage",2007
60,60,"Glen Day",NA,70.71,495,7,"TenthTeeLateRound2ScoringAverage",2007
61,61,"Billy Mayfair",NA,70.78,637,9,"TenthTeeLateRound2ScoringAverage",2007
62,62,"Joe Ogilvie",NA,70.83,425,6,"TenthTeeLateRound2ScoringAverage",2007
62,62,"Michael Putnam",NA,70.83,425,6,"TenthTeeLateRound2ScoringAverage",2007
64,64,"Mark Hensby",NA,70.88,567,8,"TenthTeeLateRound2ScoringAverage",2007
65,65,"Ryan Armour",NA,71,568,8,"TenthTeeLateRound2ScoringAverage",2007
65,65,"Rich Barcelo",NA,71,355,5,"TenthTeeLateRound2ScoringAverage",2007
65,65,"KJ Choi",NA,71,355,5,"TenthTeeLateRound2ScoringAverage",2007
65,65,"Stewart Cink",NA,71,284,4,"TenthTeeLateRound2ScoringAverage",2007
65,65,"Steve Flesch",NA,71,710,10,"TenthTeeLateRound2ScoringAverage",2007
65,65,"Jim Furyk",NA,71,71,1,"TenthTeeLateRound2ScoringAverage",2007
65,65,"Paul Gow",NA,71,568,8,"TenthTeeLateRound2ScoringAverage",2007
65,65,"Matt Kuchar",NA,71,497,7,"TenthTeeLateRound2ScoringAverage",2007
65,65,"Jesper Parnevik",NA,71,497,7,"TenthTeeLateRound2ScoringAverage",2007
65,65,"Jeff Quinney",NA,71,355,5,"TenthTeeLateRound2ScoringAverage",2007
65,65,"Adam Scott",NA,71,71,1,"TenthTeeLateRound2ScoringAverage",2007
65,65,"Vijay Singh",NA,71,71,1,"TenthTeeLateRound2ScoringAverage",2007
65,65,"Henrik Stenson",NA,71,142,2,"TenthTeeLateRound2ScoringAverage",2007
65,65,"Mike Weir",NA,71,355,5,"TenthTeeLateRound2ScoringAverage",2007
79,79,"Shigeki Maruyama",NA,71.08,853,12,"TenthTeeLateRound2ScoringAverage",2007
80,80,"Eric Axley",NA,71.09,782,11,"TenthTeeLateRound2ScoringAverage",2007
81,81,"Charley Hoffman",NA,71.11,640,9,"TenthTeeLateRound2ScoringAverage",2007
82,82,"Gavin Coles",NA,71.14,498,7,"TenthTeeLateRound2ScoringAverage",2007
82,82,"Brian Gay",NA,71.14,498,7,"TenthTeeLateRound2ScoringAverage",2007
82,82,"Retief Goosen",NA,71.14,498,7,"TenthTeeLateRound2ScoringAverage",2007
82,82,"Daisuke Maruyama",NA,71.14,498,7,"TenthTeeLateRound2ScoringAverage",2007
86,86,"Anthony Kim",NA,71.2,356,5,"TenthTeeLateRound2ScoringAverage",2007
86,86,"Hunter Mahan",NA,71.2,356,5,"TenthTeeLateRound2ScoringAverage",2007
86,86,"Heath Slocum",NA,71.2,712,10,"TenthTeeLateRound2ScoringAverage",2007
89,89,"David Branshaw",NA,71.25,570,8,"TenthTeeLateRound2ScoringAverage",2007
90,90,"Todd Hamilton",NA,71.29,499,7,"TenthTeeLateRound2ScoringAverage",2007
90,90,"Jeff Overton",NA,71.29,499,7,"TenthTeeLateRound2ScoringAverage",2007
92,92,"Ted Purdy",NA,71.33,642,9,"TenthTeeLateRound2ScoringAverage",2007
92,92,"Jay Williamson",NA,71.33,214,3,"TenthTeeLateRound2ScoringAverage",2007
94,94,"Scott Verplank",NA,71.4,357,5,"TenthTeeLateRound2ScoringAverage",2007
95,95,"Michael Allen",NA,71.5,286,4,"TenthTeeLateRound2ScoringAverage",2007
95,95,"Stephen Ames",NA,71.5,429,6,"TenthTeeLateRound2ScoringAverage",2007
