"DrivingDistanceAllDrives_RANKTHISWEEK_2010","DrivingDistanceAllDrives_RANKLASTWEEK_2010","DrivingDistanceAllDrives_PLAYERNAME_2010","DrivingDistanceAllDrives_ROUNDS_2010","DrivingDistanceAllDrives_ALLDRIVES_2010","DrivingDistanceAllDrives_TOTALDISTANCE_2010","DrivingDistanceAllDrives_OFDRIVES_2010","stat_name","year"
1,1,"Dustin Johnson",83,300.3,265451,884,"DrivingDistanceAllDrives",2010
2,2,"Robert Garrigus",71,299.6,255589,853,"DrivingDistanceAllDrives",2010
3,3,"John Daly",63,298.7,194423,651,"DrivingDistanceAllDrives",2010
4,4,"JB Holmes",100,298.2,366243,1228,"DrivingDistanceAllDrives",2010
5,5,"Bubba Watson",77,298.1,277809,932,"DrivingDistanceAllDrives",2010
6,6,"Angel Cabrera",64,295.6,212255,718,"DrivingDistanceAllDrives",2010
7,7,"Phil Mickelson",76,295,235438,798,"DrivingDistanceAllDrives",2010
8,8,"Brett Wetterich",54,293.7,217372,740,"DrivingDistanceAllDrives",2010
9,9,"Rory McIlroy",54,293.3,164264,560,"DrivingDistanceAllDrives",2010
10,10,"Graham DeLaet",88,293.1,310652,1060,"DrivingDistanceAllDrives",2010
11,11,"DJ Trahan",92,292.5,335170,1146,"DrivingDistanceAllDrives",2010
11,11,"Charles Warren",64,292.5,224651,768,"DrivingDistanceAllDrives",2010
13,13,"Martin Flores",75,292.4,260789,892,"DrivingDistanceAllDrives",2010
14,14,"Charley Hoffman",85,291.5,312773,1073,"DrivingDistanceAllDrives",2010
15,15,"Nick Watney",91,291.1,281238,966,"DrivingDistanceAllDrives",2010
16,16,"Troy Matteson",84,290.9,318279,1094,"DrivingDistanceAllDrives",2010
17,17,"Martin Laird",91,290.7,321264,1105,"DrivingDistanceAllDrives",2010
18,18,"Alex Prugh",88,290.4,323512,1114,"DrivingDistanceAllDrives",2010
19,19,"Scott Piercy",88,289.9,327925,1131,"DrivingDistanceAllDrives",2010
20,20,"Jeff Overton",89,289.8,287216,991,"DrivingDistanceAllDrives",2010
20,20,"Ryan Palmer",84,289.8,286312,988,"DrivingDistanceAllDrives",2010
22,22,"Aaron Baddeley",94,289.1,354197,1225,"DrivingDistanceAllDrives",2010
23,23,"Cameron Tringale",55,288.9,181450,628,"DrivingDistanceAllDrives",2010
24,24,"Jason Day",82,288.7,285844,990,"DrivingDistanceAllDrives",2010
24,24,"Andres Romero",73,288.7,290170,1005,"DrivingDistanceAllDrives",2010
26,26,"Garth Mulroy",53,288.6,168824,585,"DrivingDistanceAllDrives",2010
27,27,"Daniel Chopra",74,288.3,267842,929,"DrivingDistanceAllDrives",2010
27,27,"John Rollins",81,288.3,303037,1051,"DrivingDistanceAllDrives",2010
29,29,"Marc Leishman",87,287.4,289695,1008,"DrivingDistanceAllDrives",2010
30,30,"Josh Teater",101,287.2,367642,1280,"DrivingDistanceAllDrives",2010
31,31,"Vijay Singh",75,287,228987,798,"DrivingDistanceAllDrives",2010
32,32,"Bo Van Pelt",104,286.9,348903,1216,"DrivingDistanceAllDrives",2010
33,33,"Hunter Mahan",85,286.8,267882,934,"DrivingDistanceAllDrives",2010
34,34,"Matt Bettencourt",91,286.6,278586,972,"DrivingDistanceAllDrives",2010
34,34,"Cameron Percy",73,286.6,235900,823,"DrivingDistanceAllDrives",2010
36,36,"Jarrod Lyle",54,286.4,183876,642,"DrivingDistanceAllDrives",2010
37,37,"Matt Every",60,286.3,202427,707,"DrivingDistanceAllDrives",2010
37,37,"Boo Weekley",88,286.3,295698,1033,"DrivingDistanceAllDrives",2010
39,39,"Lucas Glover",75,286.2,236361,826,"DrivingDistanceAllDrives",2010
40,40,"Retief Goosen",75,286.1,211146,738,"DrivingDistanceAllDrives",2010
40,40,"Charles Howell III",103,286.1,357687,1250,"DrivingDistanceAllDrives",2010
40,40,"Kenny Perry",69,286.1,224277,784,"DrivingDistanceAllDrives",2010
43,43,"James Driscoll",78,286,294551,1030,"DrivingDistanceAllDrives",2010
43,43,"Mathias Gronberg",61,286,199645,698,"DrivingDistanceAllDrives",2010
45,45,"Sean OHair",84,285.9,260145,910,"DrivingDistanceAllDrives",2010
45,45,"Rory Sabbatini",79,285.9,268745,940,"DrivingDistanceAllDrives",2010
47,47,"Chris Couch",66,285.8,235176,823,"DrivingDistanceAllDrives",2010
47,47,"Rickie Fowler",98,285.8,330652,1157,"DrivingDistanceAllDrives",2010
47,47,"Davis Love III",79,285.8,264095,924,"DrivingDistanceAllDrives",2010
50,50,"Stewart Cink",84,285.7,260517,912,"DrivingDistanceAllDrives",2010
50,50,"Adam Scott",70,285.7,206820,724,"DrivingDistanceAllDrives",2010
52,52,"Derek Lamely",81,285.6,254222,890,"DrivingDistanceAllDrives",2010
53,53,"Paul Casey",64,285.2,176231,618,"DrivingDistanceAllDrives",2010
54,54,"Chris Wilson",65,285.1,206400,724,"DrivingDistanceAllDrives",2010
