"ScramblingFringeRTPScore_RANKTHISWEEK_2006","ScramblingFringeRTPScore_RANKLASTWEEK_2006","ScramblingFringeRTPScore_PLAYERNAME_2006","ScramblingFringeRTPScore_ROUNDS_2006","ScramblingFringeRTPScore_AVGRTP_2006","ScramblingFringeRTPScore_TOTALHOLES_2006","ScramblingFringeRTPScore_TOTALRTP_2006","stat_name","year"
22,22,"Chad Campbell",91,0.011,87,1,"ScramblingFringeRTPScore",2006
23,23,"Jim Furyk",89,0.012,84,1,"ScramblingFringeRTPScore",2006
24,24,"Rich Beem",85,0.013,77,1,"ScramblingFringeRTPScore",2006
25,25,"Trevor Immelman",86,0.014,70,1,"ScramblingFringeRTPScore",2006
26,26,"Geoff Ogilvy",76,0.016,63,1,"ScramblingFringeRTPScore",2006
26,26,"David Toms",76,0.016,62,1,"ScramblingFringeRTPScore",2006
28,28,"Bubba Dickerson",98,0.017,115,2,"ScramblingFringeRTPScore",2006
29,29,"Sean OHair",100,0.019,108,2,"ScramblingFringeRTPScore",2006
30,30,"Dudley Hart",83,0.02,99,2,"ScramblingFringeRTPScore",2006
31,31,"Bob Tway",81,0.022,89,2,"ScramblingFringeRTPScore",2006
32,32,"Ryan Palmer",101,0.023,130,3,"ScramblingFringeRTPScore",2006
33,33,"Peter Lonard",77,0.024,85,2,"ScramblingFringeRTPScore",2006
33,33,"Bubba Watson",83,0.024,84,2,"ScramblingFringeRTPScore",2006
35,35,"Ben Curtis",86,0.026,76,2,"ScramblingFringeRTPScore",2006
36,36,"Shigeki Maruyama",94,0.027,111,3,"ScramblingFringeRTPScore",2006
37,37,"Bob Estes",85,0.028,108,3,"ScramblingFringeRTPScore",2006
38,38,"Pat Perez",50,0.029,70,2,"ScramblingFringeRTPScore",2006
39,39,"Tiger Woods",55,0.03,33,1,"ScramblingFringeRTPScore",2006
40,40,"KJ Choi",93,0.032,93,3,"ScramblingFringeRTPScore",2006
41,41,"Stephen Ames",63,0.033,61,2,"ScramblingFringeRTPScore",2006
41,41,"Heath Slocum",96,0.033,90,3,"ScramblingFringeRTPScore",2006
41,41,"Hidemichi Tanaka",74,0.033,91,3,"ScramblingFringeRTPScore",2006
44,44,"Carlos Franco",86,0.034,87,3,"ScramblingFringeRTPScore",2006
45,45,"John Senden",96,0.036,84,3,"ScramblingFringeRTPScore",2006
46,46,"Brad Faxon",78,0.037,107,4,"ScramblingFringeRTPScore",2006
46,46,"Scott Verplank",88,0.037,108,4,"ScramblingFringeRTPScore",2006
48,48,"Charley Hoffman",100,0.038,78,3,"ScramblingFringeRTPScore",2006
48,48,"Steve Jones",83,0.038,80,3,"ScramblingFringeRTPScore",2006
50,50,"Briny Baird",81,0.039,103,4,"ScramblingFringeRTPScore",2006
51,51,"Jesper Parnevik",84,0.04,99,4,"ScramblingFringeRTPScore",2006
52,52,"Ryan Hietala",61,0.041,74,3,"ScramblingFringeRTPScore",2006
53,53,"Stewart Cink",93,0.042,71,3,"ScramblingFringeRTPScore",2006
53,53,"John Engler Jr",69,0.042,72,3,"ScramblingFringeRTPScore",2006
55,55,"Retief Goosen",68,0.043,47,2,"ScramblingFringeRTPScore",2006
55,55,"Mathias Gronberg",92,0.043,116,5,"ScramblingFringeRTPScore",2006
55,55,"Padraig Harrington",54,0.043,46,2,"ScramblingFringeRTPScore",2006
55,55,"Mike Sposa",68,0.043,70,3,"ScramblingFringeRTPScore",2006
59,59,"Todd Fischer",101,0.044,136,6,"ScramblingFringeRTPScore",2006
59,59,"Ryan Moore",68,0.044,91,4,"ScramblingFringeRTPScore",2006
61,61,"Robert Garrigus",85,0.045,88,4,"ScramblingFringeRTPScore",2006
61,61,"Bob May",65,0.045,67,3,"ScramblingFringeRTPScore",2006
63,63,"Stuart Appleby",83,0.046,65,3,"ScramblingFringeRTPScore",2006
63,63,"Doug Barron",74,0.046,108,5,"ScramblingFringeRTPScore",2006
63,63,"Brent Geiberger",99,0.046,130,6,"ScramblingFringeRTPScore",2006
63,63,"Phil Mickelson",74,0.046,65,3,"ScramblingFringeRTPScore",2006
63,63,"Jeff Sluman",101,0.046,109,5,"ScramblingFringeRTPScore",2006
68,68,"Tim Clark",80,0.047,86,4,"ScramblingFringeRTPScore",2006
69,69,"Jerry Kelly",100,0.048,124,6,"ScramblingFringeRTPScore",2006
70,70,"Fred Couples",52,0.049,41,2,"ScramblingFringeRTPScore",2006
71,71,"Charles Howell III",96,0.051,118,6,"ScramblingFringeRTPScore",2006
72,72,"Ryuji Imada",105,0.052,97,5,"ScramblingFringeRTPScore",2006
72,72,"Billy Mayfair",94,0.052,97,5,"ScramblingFringeRTPScore",2006
74,74,"Steve Elkington",52,0.053,57,3,"ScramblingFringeRTPScore",2006
75,75,"Brett Quigley",109,0.054,93,5,"ScramblingFringeRTPScore",2006
75,75,"Adam Scott",70,0.054,56,3,"ScramblingFringeRTPScore",2006
77,77,"Daniel Chopra",110,0.055,109,6,"ScramblingFringeRTPScore",2006
78,78,"Chris DiMarco",83,0.056,89,5,"ScramblingFringeRTPScore",2006
78,78,"Ernie Els",69,0.056,54,3,"ScramblingFringeRTPScore",2006
78,78,"Brian Gay",107,0.056,142,8,"ScramblingFringeRTPScore",2006
78,78,"Ian Leggatt",80,0.056,89,5,"ScramblingFringeRTPScore",2006
82,82,"Tom Pernice Jr",108,0.058,121,7,"ScramblingFringeRTPScore",2006
83,83,"Tommy Armour III",65,0.06,83,5,"ScramblingFringeRTPScore",2006
83,83,"Olin Browne",108,0.06,116,7,"ScramblingFringeRTPScore",2006
83,83,"Bo Van Pelt",102,0.06,116,7,"ScramblingFringeRTPScore",2006
86,86,"Kris Cox",83,0.061,98,6,"ScramblingFringeRTPScore",2006
86,86,"Todd Hamilton",72,0.061,66,4,"ScramblingFringeRTPScore",2006
86,86,"John Huston",74,0.061,98,6,"ScramblingFringeRTPScore",2006
86,86,"Larry Mize",53,0.061,49,3,"ScramblingFringeRTPScore",2006
90,90,"Scott Gutschewski",53,0.063,48,3,"ScramblingFringeRTPScore",2006
90,90,"JJ Henry",96,0.063,95,6,"ScramblingFringeRTPScore",2006
90,90,"Kirk Triplett",58,0.063,64,4,"ScramblingFringeRTPScore",2006
93,93,"Frank Lickliter II",99,0.064,110,7,"ScramblingFringeRTPScore",2006
93,93,"Steve Lowery",99,0.064,110,7,"ScramblingFringeRTPScore",2006
95,95,"Brian Davis",92,0.065,108,7,"ScramblingFringeRTPScore",2006
95,95,"Nick Watney",97,0.065,124,8,"ScramblingFringeRTPScore",2006
97,97,"Jerry Smith",94,0.066,106,7,"ScramblingFringeRTPScore",2006
98,98,"Arjun Atwal",97,0.067,105,7,"ScramblingFringeRTPScore",2006
99,99,"Justin Rose",98,0.068,103,7,"ScramblingFringeRTPScore",2006
100,100,"Lucas Glover",105,0.069,102,7,"ScramblingFringeRTPScore",2006
100,100,"Davis Love III",85,0.069,72,5,"ScramblingFringeRTPScore",2006
102,102,"Bill Haas",99,0.071,112,8,"ScramblingFringeRTPScore",2006
102,102,"Patrick Sheehan",104,0.071,127,9,"ScramblingFringeRTPScore",2006
104,104,"Richard Johnson",94,0.073,110,8,"ScramblingFringeRTPScore",2006
105,105,"David Howell",52,0.074,27,2,"ScramblingFringeRTPScore",2006
106,106,"Jeff Gove",91,0.075,80,6,"ScramblingFringeRTPScore",2006
107,107,"Henrik Bjornstad",97,0.076,118,9,"ScramblingFringeRTPScore",2006
107,107,"John Cook",67,0.076,66,5,"ScramblingFringeRTPScore",2006
107,107,"David Duval",71,0.076,66,5,"ScramblingFringeRTPScore",2006
107,107,"Skip Kendall",72,0.076,79,6,"ScramblingFringeRTPScore",2006
111,111,"Joe Ogilvie",95,0.078,115,9,"ScramblingFringeRTPScore",2006
111,111,"Chris Riley",86,0.078,77,6,"ScramblingFringeRTPScore",2006
111,111,"Vijay Singh",103,0.078,102,8,"ScramblingFringeRTPScore",2006
114,114,"Brandt Jobe",91,0.08,75,6,"ScramblingFringeRTPScore",2006
114,114,"Bernhard Langer",77,0.08,88,7,"ScramblingFringeRTPScore",2006
114,114,"Will Ma Kenzie",91,0.08,100,8,"ScramblingFringeRTPScore",2006
117,117,"Fred Funk",106,0.081,124,10,"ScramblingFringeRTPScore",2006
117,117,"Nathan Green",108,0.081,124,10,"ScramblingFringeRTPScore",2006
117,117,"Jonathan Kaye",95,0.081,111,9,"ScramblingFringeRTPScore",2006
120,120,"Brett Wetterich",82,0.082,73,6,"ScramblingFringeRTPScore",2006
121,121,"Shaun Micheel",96,0.083,84,7,"ScramblingFringeRTPScore",2006
121,121,"Paul Stankowski",70,0.083,84,7,"ScramblingFringeRTPScore",2006
123,123,"Paul Azinger",87,0.084,119,10,"ScramblingFringeRTPScore",2006
124,124,"Robert Allenby",79,0.085,71,6,"ScramblingFringeRTPScore",2006
124,124,"Freddie Jacobson",56,0.085,59,5,"ScramblingFringeRTPScore",2006
124,124,"Wes Short Jr",96,0.085,106,9,"ScramblingFringeRTPScore",2006
124,124,"DJ Trahan",92,0.085,118,10,"ScramblingFringeRTPScore",2006
128,128,"Mathew Goggin",72,0.086,81,7,"ScramblingFringeRTPScore",2006
128,128,"Camilo Villegas",95,0.086,128,11,"ScramblingFringeRTPScore",2006
128,128,"Mark Wilson",79,0.086,93,8,"ScramblingFringeRTPScore",2006
131,131,"Duffy Waldorf",96,0.087,103,9,"ScramblingFringeRTPScore",2006
132,132,"Nicholas Thompson",96,0.088,113,10,"ScramblingFringeRTPScore",2006
133,133,"Billy Andrade",78,0.089,79,7,"ScramblingFringeRTPScore",2006
133,133,"Bart Bryant",87,0.089,90,8,"ScramblingFringeRTPScore",2006
135,135,"Michael Allen",84,0.091,99,9,"ScramblingFringeRTPScore",2006
135,135,"JL Lewis",57,0.091,66,6,"ScramblingFringeRTPScore",2006
137,137,"Matt Hansen",68,0.093,75,7,"ScramblingFringeRTPScore",2006
137,137,"Len Mattiace",59,0.093,75,7,"ScramblingFringeRTPScore",2006
139,139,"JP Hayes",55,0.094,64,6,"ScramblingFringeRTPScore",2006
140,140,"Ted Purdy",103,0.095,105,10,"ScramblingFringeRTPScore",2006
141,141,"Jimmy Walker",60,0.096,73,7,"ScramblingFringeRTPScore",2006
142,142,"Mark Brooks",90,0.098,112,11,"ScramblingFringeRTPScore",2006
143,143,"Stephen Leaney",84,0.099,91,9,"ScramblingFringeRTPScore",2006
144,144,"Tom Lehman",70,0.1,50,5,"ScramblingFringeRTPScore",2006
145,145,"Tag Ridings",103,0.102,127,13,"ScramblingFringeRTPScore",2006
146,146,"Omar Uresti",61,0.103,78,8,"ScramblingFringeRTPScore",2006
147,147,"Charles Warren",93,0.104,106,11,"ScramblingFringeRTPScore",2006
148,148,"Jeff Maggert",81,0.11,100,11,"ScramblingFringeRTPScore",2006
148,148,"Jason Schultz",77,0.11,91,10,"ScramblingFringeRTPScore",2006
148,148,"Vaughn Taylor",88,0.11,91,10,"ScramblingFringeRTPScore",2006
151,151,"Robert Damron",91,0.111,117,13,"ScramblingFringeRTPScore",2006
151,151,"Joe Durant",101,0.111,108,12,"ScramblingFringeRTPScore",2006
153,153,"Mark Calcavecchia",94,0.115,130,15,"ScramblingFringeRTPScore",2006
154,154,"David McKenzie",82,0.116,95,11,"ScramblingFringeRTPScore",2006
155,155,"Mike Weir",88,0.119,84,10,"ScramblingFringeRTPScore",2006
156,156,"Kent Jones",103,0.122,115,14,"ScramblingFringeRTPScore",2006
156,156,"Jeff Overton",95,0.122,123,15,"ScramblingFringeRTPScore",2006
156,156,"Roger Tambellini",64,0.122,74,9,"ScramblingFringeRTPScore",2006
159,159,"Mark OMeara",52,0.123,57,7,"ScramblingFringeRTPScore",2006
159,159,"Rory Sabbatini",84,0.123,57,7,"ScramblingFringeRTPScore",2006
159,159,"Kevin Sutherland",100,0.123,114,14,"ScramblingFringeRTPScore",2006
162,162,"Troy Matteson",101,0.124,121,15,"ScramblingFringeRTPScore",2006
163,163,"David Branshaw",98,0.125,120,15,"ScramblingFringeRTPScore",2006
164,164,"DA Points",82,0.128,109,14,"ScramblingFringeRTPScore",2006
165,165,"Chris Couch",75,0.132,91,12,"ScramblingFringeRTPScore",2006
165,165,"JB Holmes",81,0.132,76,10,"ScramblingFringeRTPScore",2006
167,167,"Alex Cejka",93,0.133,105,14,"ScramblingFringeRTPScore",2006
167,167,"Tim Herron",82,0.133,90,12,"ScramblingFringeRTPScore",2006
167,167,"Lee Janzen",79,0.133,98,13,"ScramblingFringeRTPScore",2006
167,167,"Greg Kraft",79,0.133,90,12,"ScramblingFringeRTPScore",2006
171,171,"Eric Axley",91,0.135,96,13,"ScramblingFringeRTPScore",2006
172,172,"Jon Mills",68,0.137,73,10,"ScramblingFringeRTPScore",2006
173,173,"Danny Ellis",68,0.138,87,12,"ScramblingFringeRTPScore",2006
174,174,"Tim Petrovic",95,0.14,121,17,"ScramblingFringeRTPScore",2006
175,175,"Shane Bertsch",104,0.141,128,18,"ScramblingFringeRTPScore",2006
175,175,"Zach Johnson",98,0.141,78,11,"ScramblingFringeRTPScore",2006
177,177,"Woody Austin",107,0.145,124,18,"ScramblingFringeRTPScore",2006
178,178,"Marco Dawson",87,0.146,89,13,"ScramblingFringeRTPScore",2006
178,178,"James Driscoll",80,0.146,103,15,"ScramblingFringeRTPScore",2006
180,180,"Hunter Mahan",98,0.152,112,17,"ScramblingFringeRTPScore",2006
181,181,"Chris Smith",67,0.153,72,11,"ScramblingFringeRTPScore",2006
182,182,"Ron Whittaker",81,0.156,90,14,"ScramblingFringeRTPScore",2006
183,183,"Daisuke Maruyama",83,0.157,102,16,"ScramblingFringeRTPScore",2006
183,183,"Kenny Perry",73,0.157,70,11,"ScramblingFringeRTPScore",2006
185,185,"John Rollins",93,0.161,87,14,"ScramblingFringeRTPScore",2006
186,186,"Tjaart van der Walt",60,0.169,77,13,"ScramblingFringeRTPScore",2006
187,187,"Arron Oberholser",82,0.171,70,12,"ScramblingFringeRTPScore",2006
188,188,"Joey Sindelar",90,0.174,92,16,"ScramblingFringeRTPScore",2006
189,189,"Michael Connell",51,0.182,55,10,"ScramblingFringeRTPScore",2006
190,190,"John Daly",51,0.184,49,9,"ScramblingFringeRTPScore",2006
191,191,"Jeff Brehaut",100,0.193,109,21,"ScramblingFringeRTPScore",2006
192,192,"Alex Aragon",63,0.2,110,22,"ScramblingFringeRTPScore",2006
192,192,"Vance Veazey",59,0.2,65,13,"ScramblingFringeRTPScore",2006
194,194,"Thomas Levet",53,0.211,57,12,"ScramblingFringeRTPScore",2006
195,195,"Jonathan Byrd",66,0.226,62,14,"ScramblingFringeRTPScore",2006
196,196,"Jason Gore",86,0.265,98,26,"ScramblingFringeRTPScore",2006
