"GIRPuttingInside5_RANKTHISWEEK_2006","GIRPuttingInside5_RANKLASTWEEK_2006","GIRPuttingInside5_PLAYERNAME_2006","GIRPuttingInside5_ROUNDS_2006","GIRPuttingInside5_Pct_2006","GIRPuttingInside5_ATTEMPTS_2006","GIRPuttingInside5_PUTTSMADE_2006","stat_name","year"
42,42,"Vijay Singh",103,87.1,62,54,"GIRPuttingInside5",2006
43,43,"Bart Bryant",87,86.84,38,33,"GIRPuttingInside5",2006
44,44,"Dudley Hart",83,86.67,30,26,"GIRPuttingInside5",2006
44,44,"Ryan Moore",68,86.67,30,26,"GIRPuttingInside5",2006
46,46,"Trevor Immelman",86,86.49,37,32,"GIRPuttingInside5",2006
47,47,"Brian Gay",107,86.27,51,44,"GIRPuttingInside5",2006
47,47,"Bill Haas",99,86.27,51,44,"GIRPuttingInside5",2006
49,49,"Stephen Ames",63,86.21,29,25,"GIRPuttingInside5",2006
49,49,"Jason Gore",86,86.21,29,25,"GIRPuttingInside5",2006
51,51,"David Branshaw",98,86.05,43,37,"GIRPuttingInside5",2006
51,51,"Scott Verplank",88,86.05,43,37,"GIRPuttingInside5",2006
53,53,"Arjun Atwal",97,85.71,49,42,"GIRPuttingInside5",2006
53,53,"Paul Azinger",87,85.71,35,30,"GIRPuttingInside5",2006
53,53,"John Cook",67,85.71,21,18,"GIRPuttingInside5",2006
56,56,"Richard Johnson",94,85.37,41,35,"GIRPuttingInside5",2006
56,56,"Mike Weir",88,85.37,41,35,"GIRPuttingInside5",2006
58,58,"KJ Choi",93,85.29,34,29,"GIRPuttingInside5",2006
58,58,"Charles Howell III",96,85.29,34,29,"GIRPuttingInside5",2006
60,60,"Eric Axley",91,85.19,54,46,"GIRPuttingInside5",2006
60,60,"Scott Gutschewski",53,85.19,27,23,"GIRPuttingInside5",2006
60,60,"Greg Kraft",79,85.19,27,23,"GIRPuttingInside5",2006
63,63,"David McKenzie",82,85,40,34,"GIRPuttingInside5",2006
63,63,"Shaun Micheel",96,85,40,34,"GIRPuttingInside5",2006
63,63,"DA Points",82,85,40,34,"GIRPuttingInside5",2006
63,63,"Dean Wilson",115,85,60,51,"GIRPuttingInside5",2006
67,67,"Tjaart van der Walt",60,84.85,33,28,"GIRPuttingInside5",2006
68,68,"Billy Mayfair",94,84.78,46,39,"GIRPuttingInside5",2006
69,69,"Charley Hoffman",100,84.75,59,50,"GIRPuttingInside5",2006
70,70,"Ben Curtis",86,84.62,39,33,"GIRPuttingInside5",2006
70,70,"Robert Garrigus",85,84.62,39,33,"GIRPuttingInside5",2006
70,70,"Nathan Green",108,84.62,52,44,"GIRPuttingInside5",2006
70,70,"Thomas Levet",53,84.62,26,22,"GIRPuttingInside5",2006
74,74,"Vaughn Taylor",88,84.44,45,38,"GIRPuttingInside5",2006
75,75,"Sean OHair",100,84.31,51,43,"GIRPuttingInside5",2006
76,76,"Ben Crane",85,84,25,21,"GIRPuttingInside5",2006
77,77,"Marco Dawson",87,83.72,43,36,"GIRPuttingInside5",2006
78,78,"Daniel Chopra",110,83.64,55,46,"GIRPuttingInside5",2006
78,78,"Jerry Smith",94,83.64,55,46,"GIRPuttingInside5",2006
80,80,"Bo Van Pelt",102,83.58,67,56,"GIRPuttingInside5",2006
81,81,"Briny Baird",81,83.33,42,35,"GIRPuttingInside5",2006
81,81,"Ian Poulter",53,83.33,24,20,"GIRPuttingInside5",2006
81,81,"DJ Trahan",92,83.33,42,35,"GIRPuttingInside5",2006
81,81,"Ron Whittaker",81,83.33,36,30,"GIRPuttingInside5",2006
85,85,"Jeff Brehaut",100,82.98,47,39,"GIRPuttingInside5",2006
86,86,"JJ Henry",96,82.93,41,34,"GIRPuttingInside5",2006
87,87,"Skip Kendall",72,82.86,35,29,"GIRPuttingInside5",2006
87,87,"Greg Owen",79,82.86,35,29,"GIRPuttingInside5",2006
89,89,"Jeff Maggert",81,82.76,29,24,"GIRPuttingInside5",2006
89,89,"Jason Schultz",77,82.76,29,24,"GIRPuttingInside5",2006
91,91,"Robert Damron",91,82.69,52,43,"GIRPuttingInside5",2006
91,91,"Mathias Gronberg",92,82.69,52,43,"GIRPuttingInside5",2006
93,93,"Stuart Appleby",83,82.61,46,38,"GIRPuttingInside5",2006
93,93,"Stephen Leaney",84,82.61,46,38,"GIRPuttingInside5",2006
93,93,"Mark Wilson",79,82.61,46,38,"GIRPuttingInside5",2006
96,96,"Chris Couch",75,82.5,40,33,"GIRPuttingInside5",2006
96,96,"Jim Furyk",89,82.5,40,33,"GIRPuttingInside5",2006
98,98,"Mathew Goggin",72,82.35,34,28,"GIRPuttingInside5",2006
98,98,"Kenny Perry",73,82.35,34,28,"GIRPuttingInside5",2006
100,100,"Kris Cox",83,82.22,45,37,"GIRPuttingInside5",2006
100,100,"Frank Lickliter II",99,82.22,45,37,"GIRPuttingInside5",2006
102,102,"Lucas Glover",105,81.97,61,50,"GIRPuttingInside5",2006
103,103,"Aaron Baddeley",78,81.82,33,27,"GIRPuttingInside5",2006
103,103,"Jesper Parnevik",84,81.82,44,36,"GIRPuttingInside5",2006
103,103,"Nicholas Thompson",96,81.82,55,45,"GIRPuttingInside5",2006
106,106,"Justin Leonard",83,81.58,38,31,"GIRPuttingInside5",2006
107,107,"Carlos Franco",86,81.48,54,44,"GIRPuttingInside5",2006
108,108,"Michael Allen",84,81.4,43,35,"GIRPuttingInside5",2006
109,109,"Steve Elkington",52,80.95,21,17,"GIRPuttingInside5",2006
109,109,"Arron Oberholser",82,80.95,42,34,"GIRPuttingInside5",2006
109,109,"Ted Purdy",103,80.95,42,34,"GIRPuttingInside5",2006
112,112,"Brian Bateman",69,80.65,31,25,"GIRPuttingInside5",2006
113,113,"Doug Barron",74,80.49,41,33,"GIRPuttingInside5",2006
114,114,"Zach Johnson",98,80.43,46,37,"GIRPuttingInside5",2006
115,115,"Jeff Gove",91,80.39,51,41,"GIRPuttingInside5",2006
116,116,"Camilo Villegas",95,80.36,56,45,"GIRPuttingInside5",2006
117,117,"Fred Couples",52,80,20,16,"GIRPuttingInside5",2006
117,117,"Luke Donald",66,80,25,20,"GIRPuttingInside5",2006
117,117,"David Duval",71,80,25,20,"GIRPuttingInside5",2006
117,117,"Fred Funk",106,80,40,32,"GIRPuttingInside5",2006
117,117,"Sergio Garcia",59,80,25,20,"GIRPuttingInside5",2006
117,117,"Paul Goydos",72,80,35,28,"GIRPuttingInside5",2006
117,117,"Ryuji Imada",105,80,50,40,"GIRPuttingInside5",2006
117,117,"Steve Jones",83,80,40,32,"GIRPuttingInside5",2006
117,117,"Mark OMeara",52,80,15,12,"GIRPuttingInside5",2006
117,117,"Tag Ridings",103,80,60,48,"GIRPuttingInside5",2006
127,127,"Olin Browne",108,79.59,49,39,"GIRPuttingInside5",2006
128,128,"Will Ma Kenzie",91,79.49,39,31,"GIRPuttingInside5",2006
129,129,"Tim Herron",82,79.31,29,23,"GIRPuttingInside5",2006
129,129,"Ian Leggatt",80,79.31,29,23,"GIRPuttingInside5",2006
129,129,"Bob May",65,79.31,29,23,"GIRPuttingInside5",2006
129,129,"Geoff Ogilvy",76,79.31,29,23,"GIRPuttingInside5",2006
133,133,"Chris Smith",67,79.17,24,19,"GIRPuttingInside5",2006
134,134,"Tim Clark",80,79.07,43,34,"GIRPuttingInside5",2006
135,135,"Bernhard Langer",77,78.95,38,30,"GIRPuttingInside5",2006
136,136,"Woody Austin",107,78.72,47,37,"GIRPuttingInside5",2006
137,137,"Peter Lonard",77,78.57,42,33,"GIRPuttingInside5",2006
137,137,"Adam Scott",70,78.57,42,33,"GIRPuttingInside5",2006
139,139,"Kevin Sutherland",100,78.43,51,40,"GIRPuttingInside5",2006
140,140,"Tom Lehman",70,78.26,23,18,"GIRPuttingInside5",2006
140,140,"Larry Mize",53,78.26,23,18,"GIRPuttingInside5",2006
142,142,"Steve Lowery",99,78.05,41,32,"GIRPuttingInside5",2006
142,142,"John Senden",96,78.05,41,32,"GIRPuttingInside5",2006
144,144,"Joe Durant",101,77.78,63,49,"GIRPuttingInside5",2006
144,144,"Todd Hamilton",72,77.78,27,21,"GIRPuttingInside5",2006
144,144,"Tom Pernice Jr",108,77.78,45,35,"GIRPuttingInside5",2006
147,147,"Bubba Watson",83,77.55,49,38,"GIRPuttingInside5",2006
148,148,"Jeff Overton",95,77.36,53,41,"GIRPuttingInside5",2006
149,149,"Kent Jones",103,77.19,57,44,"GIRPuttingInside5",2006
150,150,"Chad Campbell",91,77.14,35,27,"GIRPuttingInside5",2006
151,151,"Jose Maria Olazabal",62,76.92,26,20,"GIRPuttingInside5",2006
151,151,"Mike Sposa",68,76.92,26,20,"GIRPuttingInside5",2006
153,153,"Brett Wetterich",82,76.6,47,36,"GIRPuttingInside5",2006
154,154,"Jeff Sluman",101,76.47,51,39,"GIRPuttingInside5",2006
155,155,"Joe Ogilvie",95,76.09,46,35,"GIRPuttingInside5",2006
156,156,"Freddie Jacobson",56,75.76,33,25,"GIRPuttingInside5",2006
157,157,"John Engler Jr",69,75.68,37,28,"GIRPuttingInside5",2006
157,157,"JB Holmes",81,75.68,37,28,"GIRPuttingInside5",2006
159,159,"Troy Matteson",101,75.61,41,31,"GIRPuttingInside5",2006
160,160,"Tim Petrovic",95,75.56,45,34,"GIRPuttingInside5",2006
160,160,"Patrick Sheehan",104,75.56,45,34,"GIRPuttingInside5",2006
162,162,"Joey Sindelar",90,75.51,49,37,"GIRPuttingInside5",2006
163,163,"Brad Faxon",78,75,28,21,"GIRPuttingInside5",2006
163,163,"Steve Flesch",119,75,60,45,"GIRPuttingInside5",2006
163,163,"Davis Love III",85,75,32,24,"GIRPuttingInside5",2006
166,166,"Charles Warren",93,74.51,51,38,"GIRPuttingInside5",2006
167,167,"Lee Janzen",79,74.29,35,26,"GIRPuttingInside5",2006
167,167,"Chris Riley",86,74.29,35,26,"GIRPuttingInside5",2006
169,169,"John Daly",51,74.19,31,23,"GIRPuttingInside5",2006
169,169,"Retief Goosen",68,74.19,31,23,"GIRPuttingInside5",2006
171,171,"Corey Pavin",74,74.07,27,20,"GIRPuttingInside5",2006
172,172,"Alex Aragon",63,73.91,23,17,"GIRPuttingInside5",2006
173,173,"Jonathan Kaye",95,73.81,42,31,"GIRPuttingInside5",2006
174,174,"Brandt Jobe",91,73.68,38,28,"GIRPuttingInside5",2006
175,175,"Bubba Dickerson",98,73.33,45,33,"GIRPuttingInside5",2006
175,175,"Jerry Kelly",100,73.33,45,33,"GIRPuttingInside5",2006
177,177,"Omar Uresti",61,72.73,33,24,"GIRPuttingInside5",2006
178,178,"Alex Cejka",93,72.41,58,42,"GIRPuttingInside5",2006
179,179,"Robert Gamez",94,72.22,36,26,"GIRPuttingInside5",2006
179,179,"Matt Hansen",68,72.22,36,26,"GIRPuttingInside5",2006
181,181,"Kirk Triplett",58,71.88,32,23,"GIRPuttingInside5",2006
182,182,"Billy Andrade",78,71.43,35,25,"GIRPuttingInside5",2006
182,182,"Rory Sabbatini",84,71.43,35,25,"GIRPuttingInside5",2006
182,182,"Roger Tambellini",64,71.43,21,15,"GIRPuttingInside5",2006
185,185,"Craig Barlow",77,70.73,41,29,"GIRPuttingInside5",2006
186,186,"John Huston",74,70.59,34,24,"GIRPuttingInside5",2006
187,187,"Greg Chalmers",71,70.27,37,26,"GIRPuttingInside5",2006
188,188,"Paul Stankowski",70,70,30,21,"GIRPuttingInside5",2006
189,189,"Hidemichi Tanaka",74,69.7,33,23,"GIRPuttingInside5",2006
190,190,"Bob Estes",85,68.97,29,20,"GIRPuttingInside5",2006
191,191,"Jonathan Byrd",66,68.57,35,24,"GIRPuttingInside5",2006
192,192,"Mark Brooks",90,66.67,24,16,"GIRPuttingInside5",2006
192,192,"Pat Perez",50,66.67,27,18,"GIRPuttingInside5",2006
194,194,"Rich Beem",85,65.79,38,25,"GIRPuttingInside5",2006
195,195,"Bob Tway",81,62.07,29,18,"GIRPuttingInside5",2006
196,196,"Brent Geiberger",99,61.9,42,26,"GIRPuttingInside5",2006
